"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"45","8/16/2017","13:36:08",27.5,738.8,120.9,9.55,233.3,8.38,NA,NA,NA,-860.87,0,-0.281,-0.28,NA,NA,0.593,2.25,NA,NA,0
"46","8/16/2017","13:36:09",27.496,738.8,120.9,9.55,233.3,8.38,NA,NA,NA,-860.88,0,-0.293,-0.29,NA,NA,0.579,2.19,NA,NA,0.004
"47","8/16/2017","13:36:10",27.492,738.8,121,9.55,233.3,8.39,NA,NA,NA,-860.89,0,-0.288,-0.29,NA,NA,0.573,2.17,NA,NA,0.012
"48","8/16/2017","13:36:11",27.487,738.8,121,9.55,233.3,8.39,NA,NA,NA,-860.89,0,-0.289,-0.29,NA,NA,0.571,2.16,NA,NA,0.021
"49","8/16/2017","13:36:12",27.48,738.8,121,9.55,233.3,8.39,NA,NA,NA,-860.89,0,-0.288,-0.29,NA,NA,0.566,2.15,NA,NA,0.03
"50","8/16/2017","13:36:13",27.476,738.8,121,9.56,233.3,8.4,NA,NA,NA,-860.88,0,-0.279,-0.28,NA,NA,0.573,2.17,NA,NA,0.042
"51","8/16/2017","13:36:14",27.469,738.8,121,9.56,233.3,8.4,NA,NA,NA,-860.88,0,-0.282,-0.28,NA,NA,0.585,2.22,NA,NA,0.051
"52","8/16/2017","13:36:15",27.461,738.8,121.1,9.56,233.3,8.4,NA,NA,NA,-860.89,0,-0.287,-0.29,NA,NA,0.593,2.25,NA,NA,0.061
"53","8/16/2017","13:36:16",27.454,738.8,121.1,9.57,233.3,8.4,NA,NA,NA,-860.87,0,-0.282,-0.28,NA,NA,0.601,2.28,NA,NA,0.07
"54","8/16/2017","13:36:17",27.447,738.8,121.2,9.57,233.3,8.41,NA,NA,NA,-860.87,0,-0.278,-0.28,NA,NA,0.599,2.27,NA,NA,0.082
"55","8/16/2017","13:36:18",27.442,738.8,121.2,9.58,233.3,8.41,NA,NA,NA,-860.87,0,-0.277,-0.28,NA,NA,0.606,2.29,NA,NA,0.092
"56","8/16/2017","13:36:19",27.432,738.9,121.2,9.58,233.3,8.41,NA,NA,NA,-860.85,0,-0.276,-0.28,NA,NA,0.624,2.36,NA,NA,0.101
"57","8/16/2017","13:36:20",27.412,739,121.2,9.58,233.4,8.41,NA,NA,NA,-860.83,0,-0.265,-0.27,NA,NA,0.648,2.45,NA,NA,0.111
