"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"1","7/19/2017","14:51:09",32.729,741,109.6,7.91,214,8.63,68.8,-860.34,0,0.64,NA,3.42,NA,0.003,0.1
"2","7/19/2017","14:51:10",32.741,740.9,112,8.07,214.1,8.59,68.9,-859.96,0,0.6,NA,3.21,NA,0.009,0.2
"3","7/19/2017","14:51:11",32.737,740.9,113.2,8.16,214,8.57,70,-859.92,0,0.53,NA,3.12,NA,0.015,0.2
"4","7/19/2017","14:51:12",32.738,740.9,114.4,8.25,214.1,8.55,70.8,-859.96,0,0.47,NA,3.06,NA,0.02,0.2
"5","7/19/2017","14:51:13",32.74,741,114.9,8.29,213.9,8.54,71.3,-860.02,0,0.41,NA,2.96,NA,0.024,0.2
"6","7/19/2017","14:51:14",32.741,741,115.4,8.33,213.9,8.53,71.7,-860.05,0,0.36,NA,2.96,NA,0.028,0.2
"7","7/19/2017","14:51:15",32.744,741,116,8.36,213.9,8.53,72.1,-860.09,0,0.31,NA,2.88,NA,0.034,0.2
"8","7/19/2017","14:51:16",32.747,740.9,116.5,8.4,213.8,8.52,72.3,-860.14,0,0.26,NA,2.83,NA,0.038,0.2
"9","7/19/2017","14:51:17",32.749,740.9,116.8,8.42,213.8,8.52,72.6,-860.13,0,0.21,NA,2.79,NA,0.042,0.2
"10","7/19/2017","14:51:18",32.752,740.9,117.2,8.45,213.8,8.52,72.8,-860.14,0,0.15,NA,2.78,NA,0.046,0.2
"11","7/19/2017","14:51:19",32.755,740.9,117.5,8.47,213.8,8.52,73,-860.17,0,0.11,NA,2.79,NA,0.052,0.2
"12","7/19/2017","14:51:20",32.757,740.9,117.7,8.49,213.7,8.52,73.2,-860.21,0,0.04,NA,2.85,NA,0.057,0.2
"13","7/19/2017","14:51:21",32.759,740.9,118,8.51,213.7,8.52,73.4,-860.23,0,-0.02,NA,2.92,NA,0.062,0.2
"14","7/19/2017","14:51:22",32.76,740.9,118.2,8.52,213.7,8.52,73.6,-860.23,0,-0.06,NA,2.97,NA,0.066,0.2
"15","7/19/2017","14:51:23",32.762,740.9,118.6,8.55,213.7,8.53,73.8,-860.25,0,-0.11,NA,2.95,NA,0.072,0.2
"16","7/19/2017","14:51:24",32.765,740.9,119,8.58,213.7,8.53,74,-860.28,0,-0.14,NA,2.96,NA,0.077,0.2
"17","7/19/2017","14:51:25",32.768,741,119.5,8.62,213.6,8.53,74.2,-860.36,0,-0.17,NA,2.97,NA,0.082,0.2
"18","7/19/2017","14:51:26",32.772,740.9,119.9,8.64,213.6,8.53,74.3,-860.4,0,-0.17,NA,2.92,NA,0.087,0.2
"19","7/19/2017","14:51:27",32.774,741,120.2,8.67,213.6,8.53,74.4,-860.43,0,-0.17,NA,2.94,NA,0.093,0.2
"20","7/19/2017","14:51:28",32.776,740.9,120.5,8.68,213.6,8.53,74.6,-860.44,0,-0.18,NA,2.98,NA,0.097,0.2
"21","7/19/2017","14:51:29",32.778,740.9,120.7,8.7,213.6,8.54,74.7,-860.47,0,-0.17,NA,3.06,NA,0.102,0.2
"22","7/19/2017","14:51:30",32.78,740.9,120.9,8.71,213.5,8.54,74.9,-860.49,0,-0.16,NA,3.08,NA,0.107,0.2
"23","7/19/2017","14:51:31",32.781,740.9,121,8.72,213.5,8.54,75,-860.53,0,-0.16,NA,3.02,NA,0.113,0.2
"24","7/19/2017","14:51:32",32.782,740.9,121.1,8.73,213.5,8.54,75.2,-860.54,0,-0.16,NA,3,NA,0.118,0.2
"25","7/19/2017","14:51:33",32.783,741,121.2,8.73,213.5,8.54,75.4,-860.52,0,-0.15,NA,2.99,NA,0.122,0.2
"26","7/19/2017","14:51:34",32.784,741,121.3,8.74,213.5,8.54,75.7,-860.53,0,-0.14,NA,2.94,NA,0.127,0.2
"27","7/19/2017","14:51:35",32.786,741,121.4,8.75,213.5,8.54,76,-860.51,0,-0.13,NA,2.96,NA,0.132,0.2
"28","7/19/2017","14:51:36",32.787,740.9,121.4,8.75,213.5,8.55,76.3,-860.5,0,-0.13,NA,2.93,NA,0.138,0.2
"29","7/19/2017","14:51:37",32.788,741,121.5,8.75,213.5,8.55,76.5,-860.5,0,-0.13,NA,2.95,NA,0.143,0.2
"30","7/19/2017","14:51:38",32.789,740.9,121.5,8.76,213.5,8.55,76.8,-860.5,0,-0.13,NA,2.96,NA,0.15,0.3
"31","7/19/2017","14:51:39",32.79,740.9,121.6,8.76,213.5,8.56,77.1,-860.48,0,-0.12,NA,2.95,NA,0.159,0.4
