"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"38","8/1/2017","17:16:30",29.645,752.7,151.4,11.5,362.5,8.8,NA,NA,NA,-856.6,0,3.85,3.85,NA,NA,1.392,5.23,NA,NA,0
"39","8/1/2017","17:16:31",29.647,752.8,151.5,11.51,362.5,8.8,NA,NA,NA,-856.61,0,3.868,3.87,NA,NA,1.391,5.23,NA,NA,0.001
"40","8/1/2017","17:16:32",29.648,752.7,151.6,11.52,362.5,8.81,NA,NA,NA,-856.59,0,3.88,3.88,NA,NA,1.397,5.25,NA,NA,0.005
"41","8/1/2017","17:16:33",29.651,752.6,151.7,11.52,362.5,8.81,NA,NA,NA,-856.57,0,3.9,3.9,NA,NA,1.394,5.24,NA,NA,0.011
"42","8/1/2017","17:16:34",29.652,752.7,151.8,11.53,362.5,8.81,NA,NA,NA,-856.55,0,3.915,3.91,NA,NA,1.402,5.27,NA,NA,0.017
"43","8/1/2017","17:16:35",29.654,752.7,151.9,11.54,362.5,8.81,NA,NA,NA,-856.53,0,3.928,3.93,NA,NA,1.406,5.29,NA,NA,0.023
"44","8/1/2017","17:16:36",29.656,752.7,152,11.54,362.6,8.81,NA,NA,NA,-856.5,0,3.939,3.94,NA,NA,1.402,5.27,NA,NA,0.03
"45","8/1/2017","17:16:37",29.657,752.7,152,11.55,362.6,8.81,NA,NA,NA,-856.51,0,3.958,3.96,NA,NA,1.404,5.28,NA,NA,0.039
"46","8/1/2017","17:16:38",29.656,752.8,152.1,11.55,362.6,8.81,NA,NA,NA,-856.51,0,3.977,3.98,NA,NA,1.416,5.33,NA,NA,0.048
"47","8/1/2017","17:16:39",29.65,752.8,152.1,11.56,362.6,8.81,NA,NA,NA,-856.51,0,4.009,4.01,NA,NA,1.411,5.31,NA,NA,0.057
"48","8/1/2017","17:16:40",29.644,752.7,152.1,11.56,362.7,8.81,NA,NA,NA,-856.49,0,4.028,4.03,NA,NA,1.423,5.35,NA,NA,0.066
"49","8/1/2017","17:16:41",29.636,752.7,152.1,11.56,362.7,8.82,NA,NA,NA,-856.5,0,4.054,4.05,NA,NA,1.428,5.37,NA,NA,0.076
"50","8/1/2017","17:16:42",29.629,752.8,152.1,11.56,362.8,8.82,NA,NA,NA,-856.48,0,4.072,4.07,NA,NA,1.436,5.4,NA,NA,0.085
"51","8/1/2017","17:16:43",29.623,752.7,152.1,11.56,362.8,8.82,NA,NA,NA,-856.48,0,4.101,4.1,NA,NA,1.434,5.39,NA,NA,0.094
"52","8/1/2017","17:16:44",29.616,752.7,152.1,11.57,362.8,8.82,NA,NA,NA,-856.48,0,4.121,4.12,NA,NA,1.447,5.44,NA,NA,0.102
"53","8/1/2017","17:16:45",29.61,752.7,152.1,11.57,362.8,8.82,NA,NA,NA,-856.49,0,4.127,4.13,NA,NA,1.448,5.45,NA,NA,0.113
"54","8/1/2017","17:16:46",29.603,752.7,152.1,11.56,362.9,8.82,NA,NA,NA,-856.48,0,4.134,4.13,NA,NA,1.445,5.43,NA,NA,0.122
"55","8/1/2017","17:16:47",29.596,752.7,152.1,11.56,362.9,8.82,NA,NA,NA,-856.49,0,4.146,4.15,NA,NA,1.442,5.42,NA,NA,0.131
"56","8/1/2017","17:16:48",29.588,752.8,152,11.56,362.9,8.83,NA,NA,NA,-856.52,0,4.156,4.16,NA,NA,1.45,5.45,NA,NA,0.14
"57","8/1/2017","17:16:49",29.578,752.7,151.9,11.56,362.9,8.83,NA,NA,NA,-856.53,0,4.161,4.16,NA,NA,1.443,5.43,NA,NA,0.149
"58","8/1/2017","17:16:50",29.567,752.8,151.9,11.56,362.9,8.83,NA,NA,NA,-856.54,0,4.18,4.18,NA,NA,1.445,5.43,NA,NA,0.16
"59","8/1/2017","17:16:51",29.557,752.7,151.8,11.55,363,8.83,NA,NA,NA,-856.49,0,4.192,4.19,NA,NA,1.449,5.45,NA,NA,0.17
"60","8/1/2017","17:16:52",29.546,752.7,151.8,11.55,363,8.83,NA,NA,NA,-856.46,0,4.2,4.2,NA,NA,1.451,5.45,NA,NA,0.18
"61","8/1/2017","17:16:53",29.534,752.7,151.7,11.55,363,8.83,NA,NA,NA,-856.44,0,4.21,4.21,NA,NA,1.443,5.42,NA,NA,0.191
"62","8/1/2017","17:16:54",29.519,752.8,151.6,11.54,363,8.83,NA,NA,NA,-856.44,0,4.225,4.22,NA,NA,1.444,5.43,NA,NA,0.205
"63","8/1/2017","17:16:55",29.503,752.6,151.5,11.54,363,8.83,NA,NA,NA,-856.41,0,4.244,4.24,NA,NA,1.44,5.41,NA,NA,0.218
"64","8/1/2017","17:16:56",29.479,752.7,151.4,11.53,363,8.83,NA,NA,NA,-856.37,0,4.245,4.24,NA,NA,1.44,5.42,NA,NA,0.232
"65","8/1/2017","17:16:57",29.455,752.7,151.3,11.53,363.1,8.83,NA,NA,NA,-856.34,0,4.25,4.25,NA,NA,1.446,5.44,NA,NA,0.246
"66","8/1/2017","17:16:58",29.426,752.7,151.1,11.53,363.2,8.84,NA,NA,NA,-856.32,0,4.247,4.25,NA,NA,1.447,5.44,NA,NA,0.261
"67","8/1/2017","17:16:59",29.399,752.7,151,11.52,363.3,8.84,NA,NA,NA,-856.29,0,4.24,4.24,NA,NA,1.445,5.43,NA,NA,0.278
"68","8/1/2017","17:17:00",29.363,752.7,150.9,11.52,363.4,8.84,NA,NA,NA,-856.27,0,4.23,4.23,NA,NA,1.454,5.47,NA,NA,0.293
"69","8/1/2017","17:17:01",29.332,752.7,150.7,11.51,363.5,8.84,NA,NA,NA,-856.25,0,4.231,4.23,NA,NA,1.459,5.49,NA,NA,0.307
"70","8/1/2017","17:17:02",29.296,752.7,150.6,11.51,363.5,8.84,NA,NA,NA,-856.22,0,4.23,4.23,NA,NA,1.457,5.48,NA,NA,0.322
"71","8/1/2017","17:17:03",29.267,752.7,150.4,11.5,363.6,8.84,NA,NA,NA,-856.17,0,4.223,4.22,NA,NA,1.46,5.49,NA,NA,0.34
"72","8/1/2017","17:17:04",29.237,752.7,150.3,11.5,363.6,8.84,NA,NA,NA,-856.13,0,4.21,4.21,NA,NA,1.472,5.53,NA,NA,0.353
"73","8/1/2017","17:17:05",29.21,752.7,150.2,11.49,363.6,8.84,NA,NA,NA,-856.11,0,4.207,4.21,NA,NA,1.485,5.58,NA,NA,0.366
"74","8/1/2017","17:17:06",29.189,752.7,150.1,11.49,363.6,8.84,NA,NA,NA,-856.13,0,4.208,4.21,NA,NA,1.483,5.58,NA,NA,0.378
"75","8/1/2017","17:17:07",29.165,752.7,150,11.49,363.7,8.84,NA,NA,NA,-856.12,0,4.213,4.21,NA,NA,1.484,5.58,NA,NA,0.392
"76","8/1/2017","17:17:08",29.146,752.7,150,11.49,363.6,8.84,NA,NA,NA,-856.08,0,4.223,4.22,NA,NA,1.481,5.57,NA,NA,0.403
"77","8/1/2017","17:17:09",29.129,752.7,149.9,11.49,363.6,8.84,NA,NA,NA,-856.07,0,4.219,4.22,NA,NA,1.481,5.57,NA,NA,0.414
"78","8/1/2017","17:17:10",29.118,752.7,149.8,11.49,363.6,8.84,NA,NA,NA,-856.1,0,4.219,4.22,NA,NA,1.481,5.57,NA,NA,0.425
"79","8/1/2017","17:17:11",29.106,752.8,149.8,11.49,363.5,8.84,NA,NA,NA,-856.09,0,4.226,4.23,NA,NA,1.485,5.58,NA,NA,0.436
"80","8/1/2017","17:17:12",29.1,752.7,149.8,11.49,363.5,8.84,NA,NA,NA,-856.04,0,4.22,4.22,NA,NA,1.487,5.59,NA,NA,0.445
"81","8/1/2017","17:17:13",29.096,752.7,149.8,11.49,363.4,8.84,NA,NA,NA,-856.04,0,4.208,4.21,NA,NA,1.489,5.6,NA,NA,0.454
"82","8/1/2017","17:17:14",29.092,752.7,149.8,11.49,363.3,8.84,NA,NA,NA,-856.04,0,4.201,4.2,NA,NA,1.491,5.6,NA,NA,0.462
"83","8/1/2017","17:17:15",29.089,752.7,149.8,11.5,363.3,8.84,NA,NA,NA,-856.01,0,4.213,4.21,NA,NA,1.49,5.6,NA,NA,0.469
"84","8/1/2017","17:17:16",29.086,752.7,149.9,11.5,363.2,8.84,NA,NA,NA,-856.01,0,4.216,4.22,NA,NA,1.481,5.57,NA,NA,0.477
"85","8/1/2017","17:17:17",29.08,752.7,149.9,11.5,363.2,8.84,NA,NA,NA,-855.99,0,4.206,4.21,NA,NA,1.488,5.6,NA,NA,0.483
"86","8/1/2017","17:17:18",29.076,752.7,149.9,11.51,363.2,8.84,NA,NA,NA,-856,0,4.205,4.21,NA,NA,1.489,5.6,NA,NA,0.489
"87","8/1/2017","17:17:19",29.073,752.7,150,11.51,363.1,8.84,NA,NA,NA,-856,0,4.207,4.21,NA,NA,1.495,5.62,NA,NA,0.495
"88","8/1/2017","17:17:20",29.071,752.8,150,11.51,363.1,8.84,NA,NA,NA,-856.01,0,4.2,4.2,NA,NA,1.504,5.65,NA,NA,0.503
"89","8/1/2017","17:17:21",29.069,752.7,150,11.51,363.1,8.84,NA,NA,NA,-856.03,0,4.184,4.18,NA,NA,1.514,5.69,NA,NA,0.509
"90","8/1/2017","17:17:22",29.069,752.7,150,11.51,363.1,8.84,NA,NA,NA,-856.03,0,4.193,4.19,NA,NA,1.515,5.69,NA,NA,0.516
"91","8/1/2017","17:17:23",29.07,752.7,150,11.51,363,8.84,NA,NA,NA,-856.06,0,4.203,4.2,NA,NA,1.525,5.73,NA,NA,0.522
"92","8/1/2017","17:17:24",29.077,752.7,150,11.52,363,8.84,NA,NA,NA,-856.06,0,4.204,4.2,NA,NA,1.523,5.72,NA,NA,0.53
"93","8/1/2017","17:17:25",29.1,752.7,150.1,11.51,362.9,8.84,NA,NA,NA,-856.06,0,4.191,4.19,NA,NA,1.52,5.72,NA,NA,0.538
"94","8/1/2017","17:17:26",29.119,752.7,150.1,11.51,362.8,8.84,NA,NA,NA,-856.1,0,4.183,4.18,NA,NA,1.515,5.7,NA,NA,0.546
