"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"40","7/31/2017","14:42:32",29.732,741.4,108.7,8.24,384.4,8.26,NA,NA,NA,-862.9,0,-0.577,-0.58,NA,NA,0.173,0.68,NA,NA,0
"41","7/31/2017","14:42:33",29.734,741.4,108.7,8.24,384.4,8.26,NA,NA,NA,-862.9,0,-0.569,-0.57,NA,NA,0.171,0.67,NA,NA,0.005
"42","7/31/2017","14:42:34",29.736,741.2,108.7,8.24,384.4,8.26,NA,NA,NA,-862.89,0,-0.57,-0.57,NA,NA,0.167,0.65,NA,NA,0.013
"43","7/31/2017","14:42:35",29.738,741.3,108.7,8.24,384.4,8.27,NA,NA,NA,-862.9,0,-0.573,-0.57,NA,NA,0.16,0.63,NA,NA,0.022
"44","7/31/2017","14:42:36",29.74,741.4,108.7,8.24,384.5,8.27,NA,NA,NA,-862.9,0,-0.576,-0.58,NA,NA,0.16,0.63,NA,NA,0.032
"45","7/31/2017","14:42:37",29.74,741.4,108.7,8.24,384.5,8.27,NA,NA,NA,-862.9,0,-0.569,-0.57,NA,NA,0.164,0.64,NA,NA,0.041
"46","7/31/2017","14:42:38",29.741,741.4,108.7,8.24,384.5,8.28,NA,NA,NA,-862.91,0,-0.571,-0.57,NA,NA,0.168,0.66,NA,NA,0.05
"47","7/31/2017","14:42:39",29.742,741.4,108.7,8.24,384.5,8.28,NA,NA,NA,-862.91,0,-0.57,-0.57,NA,NA,0.168,0.66,NA,NA,0.059
"48","7/31/2017","14:42:40",29.741,741.4,108.7,8.24,384.5,8.28,NA,NA,NA,-862.92,0,-0.566,-0.57,NA,NA,0.158,0.62,NA,NA,0.072
"49","7/31/2017","14:42:41",29.74,741.2,108.6,8.24,384.5,8.28,NA,NA,NA,-862.92,0,-0.563,-0.56,NA,NA,0.16,0.63,NA,NA,0.085
"50","7/31/2017","14:42:42",29.737,741.4,108.6,8.24,384.5,8.29,NA,NA,NA,-862.93,0,-0.563,-0.56,NA,NA,0.155,0.61,NA,NA,0.098
"51","7/31/2017","14:42:43",29.733,741.4,108.6,8.24,384.5,8.29,NA,NA,NA,-862.93,0,-0.553,-0.55,NA,NA,0.163,0.64,NA,NA,0.111
"52","7/31/2017","14:42:44",29.727,741.3,108.6,8.24,384.5,8.29,NA,NA,NA,-862.92,0,-0.55,-0.55,NA,NA,0.166,0.65,NA,NA,0.125
"53","7/31/2017","14:42:45",29.722,741.3,108.6,8.24,384.5,8.29,NA,NA,NA,-862.93,0,-0.556,-0.56,NA,NA,0.164,0.64,NA,NA,0.14
"54","7/31/2017","14:42:46",29.717,741.4,108.6,8.24,384.5,8.29,NA,NA,NA,-862.93,0,-0.556,-0.56,NA,NA,0.167,0.65,NA,NA,0.154
"55","7/31/2017","14:42:47",29.713,741.3,108.6,8.24,384.5,8.3,NA,NA,NA,-862.93,0,-0.559,-0.56,NA,NA,0.166,0.65,NA,NA,0.167
"56","7/31/2017","14:42:48",29.707,741.4,108.7,8.25,384.5,8.3,NA,NA,NA,-862.93,0,-0.561,-0.56,NA,NA,0.154,0.61,NA,NA,0.182
"57","7/31/2017","14:42:49",29.702,741.4,108.7,8.25,384.5,8.3,NA,NA,NA,-862.93,0,-0.563,-0.56,NA,NA,0.158,0.62,NA,NA,0.2
"58","7/31/2017","14:42:50",29.696,741.4,108.7,8.25,384.5,8.3,NA,NA,NA,-862.92,0,-0.566,-0.57,NA,NA,0.153,0.6,NA,NA,0.215
"59","7/31/2017","14:42:51",29.691,741.4,108.7,8.25,384.5,8.31,NA,NA,NA,-862.92,0,-0.564,-0.56,NA,NA,0.151,0.59,NA,NA,0.23
"60","7/31/2017","14:42:52",29.686,741.4,108.7,8.25,384.5,8.31,NA,NA,NA,-862.92,0,-0.561,-0.56,NA,NA,0.149,0.59,NA,NA,0.245
"61","7/31/2017","14:42:53",29.681,741.3,108.7,8.25,384.5,8.31,NA,NA,NA,-862.92,0,-0.566,-0.57,NA,NA,0.148,0.58,NA,NA,0.264
"62","7/31/2017","14:42:54",29.677,741.3,108.7,8.25,384.5,8.31,NA,NA,NA,-862.92,0,-0.56,-0.56,NA,NA,0.136,0.54,NA,NA,0.279
"63","7/31/2017","14:42:55",29.674,741.2,108.7,8.25,384.5,8.31,NA,NA,NA,-862.91,0,-0.56,-0.56,NA,NA,0.133,0.53,NA,NA,0.294
