"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"48","8/14/2017","13:30:38",27.158,732.3,109.8,8.71,376.2,8.16,NA,NA,NA,-859.21,0,0.217,0.22,NA,NA,1.844,6.92,NA,NA,0
"49","8/14/2017","13:30:39",27.138,732.2,109.8,8.71,376.2,8.16,NA,NA,NA,-859.19,0,0.215,0.22,NA,NA,1.856,6.97,NA,NA,0.002
"50","8/14/2017","13:30:40",27.121,732.3,109.7,8.72,376.3,8.17,NA,NA,NA,-859.14,0,0.22,0.22,NA,NA,1.87,7.02,NA,NA,0.01
"51","8/14/2017","13:30:41",27.103,732.4,109.7,8.72,376.3,8.17,NA,NA,NA,-859.12,0,0.238,0.24,NA,NA,1.885,7.08,NA,NA,0.02
"52","8/14/2017","13:30:42",27.086,732.3,109.7,8.72,376.3,8.17,NA,NA,NA,-859.12,0,0.248,0.25,NA,NA,1.866,7.01,NA,NA,0.029
"53","8/14/2017","13:30:43",27.064,732.2,109.7,8.72,376.4,8.17,NA,NA,NA,-859.1,0,0.249,0.25,NA,NA,1.913,7.18,NA,NA,0.04
"54","8/14/2017","13:30:44",27.043,732.3,109.7,8.73,376.4,8.18,NA,NA,NA,-859.1,0,0.275,0.28,NA,NA,1.948,7.32,NA,NA,0.049
"55","8/14/2017","13:30:45",27.017,732.2,109.7,8.73,376.5,8.18,NA,NA,NA,-859.06,0,0.285,0.29,NA,NA,2.014,7.56,NA,NA,0.059
"56","8/14/2017","13:30:46",26.99,732.2,109.7,8.73,376.5,8.18,NA,NA,NA,-859.06,0,0.295,0.3,NA,NA,2.01,7.55,NA,NA,0.068
"57","8/14/2017","13:30:47",26.966,732.4,109.7,8.74,376.6,8.19,NA,NA,NA,-859.05,0,0.292,0.29,NA,NA,2.035,7.64,NA,NA,0.079
"58","8/14/2017","13:30:48",26.952,732.4,109.7,8.74,376.6,8.19,NA,NA,NA,-859.04,0,0.286,0.29,NA,NA,2.063,7.75,NA,NA,0.088
"59","8/14/2017","13:30:49",26.934,732.3,109.7,8.74,376.7,8.19,NA,NA,NA,-859.05,0,0.287,0.29,NA,NA,2.089,7.84,NA,NA,0.098
"60","8/14/2017","13:30:50",26.92,732.2,109.7,8.74,376.7,8.2,NA,NA,NA,-859.04,0,0.29,0.29,NA,NA,2.114,7.94,NA,NA,0.107
"61","8/14/2017","13:30:51",26.908,732.3,109.7,8.74,376.7,8.2,NA,NA,NA,-859.03,0,0.314,0.31,NA,NA,2.123,7.97,NA,NA,0.118
"62","8/14/2017","13:30:52",26.899,732.2,109.7,8.74,376.7,8.2,NA,NA,NA,-859.01,0,0.316,0.32,NA,NA,2.119,7.96,NA,NA,0.127
"63","8/14/2017","13:30:53",26.888,732.3,109.6,8.74,376.7,8.2,NA,NA,NA,-859,0,0.319,0.32,NA,NA,2.13,7.99,NA,NA,0.136
"64","8/14/2017","13:30:54",26.877,732.3,109.6,8.75,376.7,8.21,NA,NA,NA,-859,0,0.317,0.32,NA,NA,2.113,7.93,NA,NA,0.145
"65","8/14/2017","13:30:55",26.86,732.3,109.6,8.75,376.7,8.21,NA,NA,NA,-859.01,0,0.334,0.33,NA,NA,2.103,7.89,NA,NA,0.157
"66","8/14/2017","13:30:56",26.833,732.3,109.6,8.75,376.7,8.21,NA,NA,NA,-859,0,0.341,0.34,NA,NA,2.097,7.87,NA,NA,0.167
"67","8/14/2017","13:30:57",26.806,732.3,109.5,8.74,376.8,8.21,NA,NA,NA,-858.99,0,0.349,0.35,NA,NA,2.133,8.01,NA,NA,0.178
"68","8/14/2017","13:30:58",26.78,732.2,109.4,8.74,376.8,8.21,NA,NA,NA,-858.97,0,0.355,0.36,NA,NA,2.149,8.07,NA,NA,0.189
"69","8/14/2017","13:30:59",26.764,732.3,109.3,8.74,376.8,8.21,NA,NA,NA,-858.96,0,0.356,0.36,NA,NA,2.145,8.05,NA,NA,0.201
"70","8/14/2017","13:31:00",26.74,732.3,109.2,8.73,376.8,8.21,NA,NA,NA,-858.95,0,0.351,0.35,NA,NA,2.174,8.16,NA,NA,0.211
"71","8/14/2017","13:31:01",26.711,732.3,109.1,8.73,376.8,8.21,NA,NA,NA,-858.95,0,0.358,0.36,NA,NA,2.2,8.26,NA,NA,0.22
"72","8/14/2017","13:31:02",26.658,732.3,108.9,8.72,376.8,8.22,NA,NA,NA,-858.95,0,0.366,0.37,NA,NA,2.212,8.3,NA,NA,0.229
"73","8/14/2017","13:31:03",26.605,732.4,108.8,8.72,376.9,8.22,NA,NA,NA,-858.96,0,0.359,0.36,NA,NA,2.244,8.42,NA,NA,0.237
"74","8/14/2017","13:31:04",26.544,732.3,108.6,8.71,376.9,8.22,NA,NA,NA,-858.93,0,0.369,0.37,NA,NA,2.251,8.45,NA,NA,0.247
"75","8/14/2017","13:31:05",26.491,732.2,108.4,8.7,377,8.22,NA,NA,NA,-858.92,0,0.385,0.38,NA,NA,2.267,8.51,NA,NA,0.255
"76","8/14/2017","13:31:06",26.435,732.3,108.2,8.7,377,8.22,NA,NA,NA,-858.91,0,0.4,0.4,NA,NA,2.273,8.53,NA,NA,0.263
"77","8/14/2017","13:31:07",26.384,732.3,107.9,8.69,377,8.22,NA,NA,NA,-858.92,0,0.42,0.42,NA,NA,2.266,8.5,NA,NA,0.27
"78","8/14/2017","13:31:08",26.34,732.3,107.7,8.68,376.9,8.22,NA,NA,NA,-858.92,0,0.434,0.43,NA,NA,2.339,8.78,NA,NA,0.276
"79","8/14/2017","13:31:09",26.307,732.4,107.6,8.67,376.8,8.22,NA,NA,NA,-858.92,0,0.442,0.44,NA,NA,2.724,10.22,NA,NA,0.284
"80","8/14/2017","13:31:10",26.271,732.3,107.5,8.66,376.8,8.23,NA,NA,NA,-858.93,0,0.435,0.43,NA,NA,2.329,8.74,NA,NA,0.291
"81","8/14/2017","13:31:11",26.237,732.2,107.3,8.66,376.7,8.23,NA,NA,NA,-858.93,0,0.444,0.44,NA,NA,2.001,7.51,NA,NA,0.298
"82","8/14/2017","13:31:12",26.196,732.2,107,8.64,376.6,8.23,NA,NA,NA,-858.92,0,0.456,0.46,NA,NA,2.025,7.6,NA,NA,0.306
"83","8/14/2017","13:31:13",26.166,732.3,106.9,8.64,376.6,8.23,NA,NA,NA,-858.94,0,0.469,0.47,NA,NA,2.136,8.02,NA,NA,0.313
"84","8/14/2017","13:31:14",26.142,732.4,106.7,8.63,376.6,8.23,NA,NA,NA,-858.95,0,0.482,0.48,NA,NA,2.13,8,NA,NA,0.32
"85","8/14/2017","13:31:15",26.14,732.3,106.6,8.62,376.5,8.23,NA,NA,NA,-858.94,0,0.488,0.49,NA,NA,2.166,8.13,NA,NA,0.327
"86","8/14/2017","13:31:16",26.142,732.2,106.6,8.62,376.4,8.23,NA,NA,NA,-858.93,0,0.491,0.49,NA,NA,2.155,8.09,NA,NA,0.334
"87","8/14/2017","13:31:17",26.139,732.3,106.4,8.61,376.4,8.23,NA,NA,NA,-858.93,0,0.499,0.5,NA,NA,2.138,8.03,NA,NA,0.343
"88","8/14/2017","13:31:18",26.127,732.4,106.3,8.6,376.4,8.23,NA,NA,NA,-858.94,0,0.508,0.51,NA,NA,2.143,8.04,NA,NA,0.351
"89","8/14/2017","13:31:19",26.107,732.3,106.2,8.59,376.5,8.23,NA,NA,NA,-858.97,0,0.504,0.5,NA,NA,2.141,8.04,NA,NA,0.359
"90","8/14/2017","13:31:20",26.092,732.3,106.1,8.58,376.5,8.24,NA,NA,NA,-858.97,0,0.51,0.51,NA,NA,2.146,8.05,NA,NA,0.367
"91","8/14/2017","13:31:21",26.076,732.4,106,8.58,376.6,8.24,NA,NA,NA,-858.98,0,0.508,0.51,NA,NA,2.146,8.06,NA,NA,0.376
"92","8/14/2017","13:31:22",26.065,732.3,105.8,8.56,376.6,8.24,NA,NA,NA,-858.96,0,0.513,0.51,NA,NA,2.158,8.1,NA,NA,0.387
