"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"21","6/14/2017","11:27:43",26.151,736.1,102.9,8.32,210,8.42,203.2,1.77,0,-0.04,NA,3.96,NA,0,0
"24","6/14/2017","11:27:46",26.148,736.1,103,8.33,210,8.41,203.6,1.76,0,-0.05,NA,3.79,NA,0.001,0
"29","6/14/2017","11:27:51",26.145,736.1,103.1,8.34,209.9,8.41,204.3,1.85,0,-0.06,NA,3.66,NA,0.002,0
"30","6/14/2017","11:27:52",26.145,736,103.1,8.34,209.9,8.41,204.4,1.86,0,-0.06,NA,3.63,NA,0.003,0
"31","6/14/2017","11:27:53",26.145,736.1,103.2,8.34,209.9,8.41,204.6,1.88,0,-0.07,NA,3.58,NA,0.005,0.1
"32","6/14/2017","11:27:54",26.145,736.1,103.2,8.35,209.9,8.41,204.7,1.89,0,-0.08,NA,3.52,NA,0.007,0.1
"33","6/14/2017","11:27:55",26.146,736.1,103.2,8.35,209.9,8.41,204.8,1.88,0,-0.07,NA,3.45,NA,0.009,0.1
"34","6/14/2017","11:27:56",26.146,736.1,103.2,8.35,209.9,8.41,205,1.92,0,-0.08,NA,3.44,NA,0.013,0.2
"35","6/14/2017","11:27:57",26.146,736.1,103.2,8.35,209.9,8.41,205.1,1.94,0,-0.08,NA,3.47,NA,0.018,0.2
"36","6/14/2017","11:27:58",26.146,736,103.2,8.35,209.9,8.41,205.2,1.88,0,-0.07,NA,3.52,NA,0.024,0.3
"37","6/14/2017","11:27:59",26.147,736,103.3,8.35,209.9,8.41,205.3,1.88,0,-0.07,NA,3.61,NA,0.033,0.3
"38","6/14/2017","11:28:00",26.147,736.1,103.3,8.35,209.9,8.41,205.4,1.88,0,-0.07,NA,3.7,NA,0.045,0.4
"39","6/14/2017","11:28:01",26.147,736.1,103.3,8.35,209.9,8.41,205.5,1.88,0,-0.06,NA,3.81,NA,0.057,0.5
"40","6/14/2017","11:28:02",26.148,736.1,103.3,8.35,210,8.41,205.6,1.87,0,-0.07,NA,3.95,NA,0.071,0.5
"41","6/14/2017","11:28:03",26.148,736.1,103.3,8.35,210,8.41,205.7,1.9,0,-0.05,NA,4.05,NA,0.086,0.6
"42","6/14/2017","11:28:04",26.148,736.1,103.3,8.36,210,8.41,205.8,1.88,0,-0.06,NA,4.19,NA,0.107,0.7
"43","6/14/2017","11:28:05",26.147,736.1,103.3,8.36,210,8.41,205.9,1.87,0,-0.05,NA,4.36,NA,0.126,0.8
"44","6/14/2017","11:28:06",26.146,736.1,103.3,8.36,210,8.41,206,1.89,0,-0.05,NA,4.53,NA,0.866,0.8
"45","6/14/2017","11:28:07",26.144,736.1,103.3,8.36,210,8.41,206,1.89,0,-0.04,NA,4.74,NA,0.947,0.9
"46","6/14/2017","11:28:08",26.139,736,103.3,8.36,210,8.41,206.1,1.86,0,-0.03,NA,4.87,NA,0.996,1
