"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"22","6/27/2017","14:01:54",26.264,746.8,143,11.54,170.3,8.9,157.4,7.63,0,0.76,NA,10.72,NA,0,0.1
"23","6/27/2017","14:01:55",26.267,746.8,143.1,11.55,170.3,8.9,157.6,7.62,0,0.76,NA,10.77,NA,0.004,0.2
"24","6/27/2017","14:01:56",26.26,746.8,143.1,11.55,170.4,8.91,157.7,7.6,0,0.76,NA,14.57,NA,0.01,0.3
"25","6/27/2017","14:01:57",26.238,746.9,143.1,11.55,170.4,8.91,157.9,7.62,0,0.77,NA,18.59,NA,0.018,0.3
"26","6/27/2017","14:01:58",26.182,746.9,143,11.55,170.4,8.92,158,7.62,0,0.79,NA,15.32,NA,0.028,0.3
"27","6/27/2017","14:01:59",26.123,746.8,142.8,11.55,170.4,8.92,158.2,7.66,0,0.82,NA,20.32,NA,0.038,0.4
"28","6/27/2017","14:02:00",26.038,746.8,142.6,11.55,170.4,8.93,158.3,7.72,0,0.85,NA,31.53,NA,0.051,0.5
"29","6/27/2017","14:02:01",24.73,746.9,142.4,11.79,174.4,8.94,158.5,7.77,0,0.89,NA,38.45,NA,0.065,0.6
"30","6/27/2017","14:02:02",24.561,746.9,142.2,11.83,174.7,8.94,158.6,7.85,0,0.95,NA,51.23,NA,0.085,0.7
"31","6/27/2017","14:02:03",24.472,746.9,142,11.86,174.9,8.95,158.8,7.91,0,1.02,NA,35,NA,0.103,0.7
"32","6/27/2017","14:02:04",24.462,746.9,141.7,11.82,174.3,8.95,158.9,8.03,0,1.08,NA,45.57,NA,0.121,0.7
"33","6/27/2017","14:02:05",24.37,746.9,141.3,11.8,174.2,8.96,159,8.13,0,1.15,NA,53.96,NA,0.139,0.7
"34","6/27/2017","14:02:06",24.392,746.9,140.8,11.77,173.6,8.96,159.1,8.25,0,1.24,NA,51.55,NA,0.16,0.7
"35","6/27/2017","14:02:07",24.352,746.8,135.1,11.29,173.3,8.96,159.1,8.3,0,1.33,NA,51.65,NA,0.179,0.7
"36","6/27/2017","14:02:08",24.346,746.9,134.2,11.22,172.9,8.97,159.2,8.42,0,1.39,NA,48.84,NA,0.197,0.7
"37","6/27/2017","14:02:09",24.331,746.8,132.8,11.11,172.5,8.97,159.3,8.55,0,1.46,NA,50.47,NA,0.215,0.7
"38","6/27/2017","14:02:10",24.318,746.9,132.7,11.1,172.1,8.97,159.4,8.69,0,1.56,NA,50.53,NA,0.233,0.7
"39","6/27/2017","14:02:11",24.309,746.9,132.1,11.05,171.9,8.97,159.5,8.87,0,1.64,NA,50.04,NA,0.254,0.7
"40","6/27/2017","14:02:12",24.296,746.9,131.6,11.01,171.6,8.97,159.5,8.95,0,1.72,NA,50.03,NA,0.272,0.7
"41","6/27/2017","14:02:13",24.285,746.9,131.1,10.98,171.5,8.97,159.6,9.04,0,1.79,NA,49.97,NA,0.291,0.7
"42","6/27/2017","14:02:14",24.276,746.9,130.8,10.95,171.3,8.97,159.7,9.12,0,1.87,NA,52.05,NA,0.309,0.7
"43","6/27/2017","14:02:15",24.266,746.9,130.5,10.92,171.1,8.97,159.8,9.16,0,1.94,NA,51.92,NA,0.331,0.7
