Date,Time,DEP.m,X.C,DO_percent,DO_mgpL,pH,ORP,PC,CHL
9/27/2017,16:10:00,0,24.9,76,6.2,7.73,236,-1.35,5.2
9/27/2017,16:10:00,1,25,73,6,7.73,237,-1.47,5.1
9/27/2017,16:10:00,2,25,73,6,7.76,235,-1.54,5.3
9/27/2017,16:10:00,3,25,72,6,7.78,235,-1.56,5.3
9/27/2017,16:10:00,4,25,73,6,7.8,234,-1.56,5.5
9/27/2017,16:10:00,5,25,72,6,7.82,234,-1.57,5.4
9/27/2017,16:10:00,6,25,72,5.9,7.81,234,-1.58,5.8
9/27/2017,16:10:00,7,24.9,72,5.9,7.82,235,-1.55,5.9
9/27/2017,16:10:00,8,24.6,64,5.4,7.75,237,-1.58,5.7
