"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"64","5/30/2017","13:26:10",23.476,740.2,108.1,9.18,187.5,8.12,219,0.85,0,-0.42,NA,3.32,NA,0,0.4
"65","5/30/2017","13:26:11",23.462,740.2,108.1,9.19,187.5,8.12,219,0.83,0,-0.42,NA,3.36,NA,0.014,0.4
"66","5/30/2017","13:26:12",23.442,740.1,108.1,9.19,187.4,8.12,219.1,0.84,0,-0.42,NA,3.39,NA,0.033,0.5
"67","5/30/2017","13:26:13",23.424,740.1,108.2,9.2,187.4,8.13,219.1,0.85,0,-0.43,NA,3.39,NA,0.057,0.5
"68","5/30/2017","13:26:14",23.414,740.2,108.2,9.21,187.4,8.13,219.2,0.84,0,-0.42,NA,3.36,NA,0.076,0.5
"69","5/30/2017","13:26:15",23.406,740.2,108.3,9.21,187.4,8.13,219.2,0.85,0,-0.43,NA,3.34,NA,0.096,0.5
"70","5/30/2017","13:26:16",23.396,740.2,108.3,9.22,187.4,8.13,219.3,0.85,0,-0.42,NA,3.31,NA,0.115,0.4
"71","5/30/2017","13:26:17",23.384,740.2,108.3,9.22,187.4,8.14,219.3,0.84,0,-0.42,NA,3.35,NA,0.138,0.5
"72","5/30/2017","13:26:18",23.372,740.2,108.3,9.22,187.4,8.14,219.4,0.85,0,-0.41,NA,3.34,NA,0.157,0.4
"73","5/30/2017","13:26:19",23.359,740.2,108.3,9.23,187.4,8.14,219.5,0.86,0,-0.41,NA,3.38,NA,0.175,0.4
"74","5/30/2017","13:26:20",23.348,740.3,108.3,9.23,187.4,8.14,219.5,0.87,0,-0.41,NA,3.45,NA,0.193,0.4
"75","5/30/2017","13:26:21",23.336,740.2,108.3,9.23,187.4,8.14,219.6,0.87,0,-0.41,NA,3.44,NA,0.212,0.4
"76","5/30/2017","13:26:22",23.327,740.2,108.4,9.23,187.4,8.15,219.6,0.88,0,-0.41,NA,3.46,NA,0.228,0.4
"77","5/30/2017","13:26:23",23.317,740.3,108.4,9.23,187.4,8.15,219.7,0.88,0,-0.41,NA,3.49,NA,0.244,0.4
"78","5/30/2017","13:26:24",23.309,740.3,108.4,9.24,187.4,8.15,219.8,0.89,0,-0.4,NA,3.67,NA,0.259,0.4
"79","5/30/2017","13:26:25",23.304,740.2,108.4,9.24,187.4,8.15,219.9,0.89,0,-0.41,NA,3.68,NA,0.276,0.4
"80","5/30/2017","13:26:26",23.299,740.2,108.4,9.24,187.3,8.15,219.9,0.88,0,-0.41,NA,3.69,NA,0.29,0.4
"81","5/30/2017","13:26:27",23.293,740.1,108.4,9.24,187.3,8.15,220,0.91,0,-0.41,NA,3.97,NA,0.303,0.4
"82","5/30/2017","13:26:28",23.286,740.2,108.4,9.24,187.3,8.15,220.1,0.91,0,-0.41,NA,4.02,NA,0.315,0.4
"83","5/30/2017","13:26:29",23.28,740.2,108.4,9.24,187.3,8.15,220.1,0.94,0,-0.41,NA,4.01,NA,0.328,0.4
"84","5/30/2017","13:26:30",23.275,740.2,108.4,9.24,187.3,8.16,220.2,0.95,0,-0.41,NA,3.83,NA,0.339,0.4
"85","5/30/2017","13:26:31",23.273,740.3,108.4,9.24,187.3,8.16,220.3,0.96,0,-0.41,NA,3.81,NA,0.348,0.4
"86","5/30/2017","13:26:32",23.268,740.2,108.4,9.25,187.3,8.16,220.3,0.98,0,-0.4,NA,3.83,NA,0.357,0.4
"87","5/30/2017","13:26:33",23.263,740.2,108.4,9.25,187.3,8.16,220.4,1,0,-0.41,NA,3.85,NA,0.367,0.5
"88","5/30/2017","13:26:34",23.257,740.3,108.4,9.25,187.4,8.16,220.4,1.04,0,-0.4,NA,3.89,NA,0.379,0.5
"89","5/30/2017","13:26:35",23.255,740.3,108.4,9.25,187.3,8.16,220.5,1.02,0,-0.4,NA,3.75,NA,0.389,0.5
"90","5/30/2017","13:26:36",23.25,740.2,108.4,9.25,187.3,8.16,220.6,1,0,-0.4,NA,3.76,NA,0.4,0.5
"91","5/30/2017","13:26:37",23.243,740.3,108.3,9.24,187.3,8.16,220.6,1.01,0,-0.39,NA,3.86,NA,0.41,0.6
"92","5/30/2017","13:26:38",23.231,740.2,108.3,9.25,187.3,8.16,220.7,1.03,0,-0.4,NA,3.67,NA,0.422,0.6
"93","5/30/2017","13:26:39",23.217,740.2,108.3,9.24,187.3,8.16,220.8,1.03,0,-0.39,NA,3.63,NA,0.431,0.6
"94","5/30/2017","13:26:40",23.204,740.1,108.3,9.25,187.3,8.16,220.8,1.03,0,-0.38,NA,3.64,NA,0.439,0.6
"95","5/30/2017","13:26:41",23.189,740.2,108.2,9.25,187.3,8.16,220.9,1.03,0,-0.39,NA,3.69,NA,0.448,0.6
"96","5/30/2017","13:26:42",23.174,740.2,108.2,9.25,187.3,8.16,221,1.03,0,-0.39,NA,3.62,NA,0.459,0.6
"97","5/30/2017","13:26:43",23.154,740.2,108.2,9.25,187.3,8.16,221.1,1.04,0,-0.4,NA,3.63,NA,0.468,0.7
"98","5/30/2017","13:26:44",23.137,740.2,108.1,9.25,187.3,8.16,221.1,1.02,0,-0.39,NA,3.59,NA,0.477,0.7
"99","5/30/2017","13:26:45",23.119,740.3,108.1,9.25,187.3,8.16,221.2,1.03,0,-0.39,NA,3.55,NA,0.485,0.7
"100","5/30/2017","13:26:46",23.102,740.1,108.1,9.25,187.3,8.17,221.2,1.04,0,-0.4,NA,3.49,NA,0.494,0.7
"101","5/30/2017","13:26:47",23.084,740.2,108,9.25,187.3,8.17,221.3,1.04,0,-0.39,NA,3.51,NA,0.503,0.7
"102","5/30/2017","13:26:48",23.065,740.2,108,9.25,187.3,8.17,221.4,1.02,0,-0.39,NA,3.46,NA,0.511,0.8
"103","5/30/2017","13:26:49",23.04,740.2,107.9,9.25,187.3,8.17,221.4,1.05,0,-0.39,NA,3.44,NA,0.519,0.8
"104","5/30/2017","13:26:50",23.019,740.3,107.9,9.25,187.4,8.17,221.5,1.07,0,-0.39,NA,3.46,NA,0.529,0.8
"105","5/30/2017","13:26:51",22.998,740.2,107.9,9.25,187.4,8.17,221.5,1.08,0,-0.39,NA,3.51,NA,0.538,0.8
"106","5/30/2017","13:26:52",22.979,740.2,107.9,9.25,187.4,8.17,221.6,1.07,0,-0.38,NA,3.48,NA,0.547,0.9
"107","5/30/2017","13:26:53",22.954,740.3,107.9,9.25,187.4,8.17,221.7,1.08,0,-0.38,NA,3.51,NA,0.556,0.9
"108","5/30/2017","13:26:54",22.924,740.3,107.8,9.26,187.4,8.17,221.8,1.09,0,-0.38,NA,3.54,NA,0.572,0.9
