"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"3","8/9/2017","15:34:09",26.949,745.7,101.2,8.07,5,8.06,NA,NA,NA,-858.78,0,-0.078,-0.08,NA,NA,0.548,2.08,NA,NA,0.001
"4","8/9/2017","15:34:10",26.976,745.7,105.5,8.42,14.3,8.21,NA,NA,NA,-859.81,0,-0.048,-0.05,NA,NA,0.652,2.47,NA,NA,0.002
"5","8/9/2017","15:34:11",27.052,745.6,111.7,8.9,31.3,8.22,NA,NA,NA,-859.36,0,-0.052,-0.05,NA,NA,0.703,2.66,NA,NA,0.008
"6","8/9/2017","15:34:12",27.127,745.6,116.6,9.27,253.3,8.23,NA,NA,NA,-859.49,0,-0.053,-0.05,NA,NA,0.761,2.88,NA,NA,0.017
"7","8/9/2017","15:34:13",27.21,745.6,119.3,9.48,253,8.23,NA,NA,NA,-859.75,0,-0.052,-0.05,NA,NA,0.814,3.07,NA,NA,0.026
"8","8/9/2017","15:34:14",27.285,745.7,120.2,9.53,252.5,8.23,NA,NA,NA,-859.78,0,-0.061,-0.06,NA,NA,0.873,3.29,NA,NA,0.037
"9","8/9/2017","15:34:15",27.37,745.7,121.7,9.64,252,8.24,NA,NA,NA,-859.87,0,-0.069,-0.07,NA,NA,0.941,3.55,NA,NA,0.047
"10","8/9/2017","15:34:16",27.446,745.7,122.6,9.69,251.5,8.26,NA,NA,NA,-860,0,-0.062,-0.06,NA,NA,0.993,3.74,NA,NA,0.057
"11","8/9/2017","15:34:17",27.535,745.7,123.4,9.74,251.1,8.27,NA,NA,NA,-860.05,0,-0.071,-0.07,NA,NA,1.019,3.84,NA,NA,0.068
"12","8/9/2017","15:34:18",27.606,745.7,123.8,9.76,250.7,8.27,NA,NA,NA,-860.08,0,-0.065,-0.06,NA,NA,0.944,3.56,NA,NA,0.081
"13","8/9/2017","15:34:19",27.691,745.7,124.3,9.79,250.4,8.28,NA,NA,NA,-860.11,0,-0.056,-0.06,NA,NA,0.787,2.97,NA,NA,0.092
"14","8/9/2017","15:34:20",27.775,745.6,124.7,9.8,249.9,8.28,NA,NA,NA,-860.15,0,-0.067,-0.07,NA,NA,0.761,2.87,NA,NA,0.103
"15","8/9/2017","15:34:21",27.867,745.6,125,9.81,249.5,8.29,NA,NA,NA,-860.17,0,-0.07,-0.07,NA,NA,0.764,2.89,NA,NA,0.114
"16","8/9/2017","15:34:22",27.938,745.6,125.3,9.82,249,8.3,NA,NA,NA,-860.21,0,-0.085,-0.08,NA,NA,0.765,2.89,NA,NA,0.129
"17","8/9/2017","15:34:23",27.954,745.7,125.5,9.83,248.8,8.3,NA,NA,NA,-860.21,0,-0.086,-0.09,NA,NA,0.765,2.89,NA,NA,0.143
