"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"36","6/6/2017","14:08:51",26.652,745.8,107.2,8.6,173,8.58,168.7,33.5,0,3.51,NA,4.31,NA,0,0
"37","6/6/2017","14:08:52",26.655,745.9,107.3,8.6,173,8.58,168.7,33.63,0,3.52,NA,4.33,NA,0.001,0.1
"38","6/6/2017","14:08:53",26.659,745.8,107.3,8.6,173,8.58,168.6,33.54,0,3.54,NA,4.31,NA,0.003,0.1
"39","6/6/2017","14:08:54",26.662,745.9,107.3,8.6,173,8.58,168.6,33.66,0,3.58,NA,4.36,NA,0.006,0.1
"40","6/6/2017","14:08:55",26.664,745.8,107.3,8.6,173,8.58,168.6,33.81,0,3.63,NA,4.44,NA,0.01,0.2
"41","6/6/2017","14:08:56",26.665,745.7,107.3,8.6,173,8.58,168.6,33.88,0,3.69,NA,4.55,NA,0.015,0.2
"42","6/6/2017","14:08:57",26.666,745.7,107.3,8.6,173,8.58,168.6,33.86,0,3.76,NA,4.61,NA,0.02,0.2
"43","6/6/2017","14:08:58",26.667,745.8,107.3,8.6,173,8.58,168.6,34.06,0,3.85,NA,4.72,NA,0.026,0.2
"44","6/6/2017","14:08:59",26.667,745.8,107.3,8.6,173,8.58,168.6,34.32,0,3.97,NA,4.86,NA,0.034,0.3
"45","6/6/2017","14:09:00",26.668,745.7,107.3,8.6,173,8.58,168.5,34.42,0,4.08,NA,4.98,NA,0.042,0.3
"46","6/6/2017","14:09:01",26.667,745.7,107.3,8.6,173,8.58,168.5,34.38,0,4.21,NA,5.11,NA,0.051,0.4
"47","6/6/2017","14:09:02",26.665,745.7,107.3,8.6,173,8.58,168.5,34.3,0,4.33,NA,5.24,NA,0.062,0.4
"48","6/6/2017","14:09:03",26.656,745.8,107.2,8.59,173,8.58,168.5,34.19,0,4.47,NA,5.38,NA,0.078,0.5
"49","6/6/2017","14:09:04",26.645,745.8,107.2,8.59,173,8.59,168.5,34.21,0,4.62,NA,5.52,NA,0.092,0.6
"50","6/6/2017","14:09:05",26.628,745.8,107,8.58,173,8.59,168.5,33.98,0,4.77,NA,5.61,NA,0.107,0.6
"51","6/6/2017","14:09:06",26.588,745.7,106.8,8.57,173.1,8.59,168.5,33.85,0,4.92,NA,5.69,NA,0.124,0.7
"52","6/6/2017","14:09:07",26.548,745.8,106.6,8.56,173.1,8.59,168.5,33.64,0,5.05,NA,5.75,NA,0.145,0.7
"53","6/6/2017","14:09:08",26.499,745.7,102.5,8.23,173.2,8.58,168.5,33.48,0,5.17,NA,5.79,NA,0.164,0.8
"54","6/6/2017","14:09:09",26.452,745.7,102,8.2,173.2,8.58,168.5,33.27,0,5.3,NA,5.78,NA,0.184,0.8
"55","6/6/2017","14:09:10",26.378,745.7,100.7,8.11,173.3,8.58,168.6,33.25,0,5.42,NA,5.82,NA,0.203,0.8
"56","6/6/2017","14:09:11",26.32,745.8,100.4,8.09,173.3,8.58,168.6,33.09,0,5.53,NA,5.85,NA,0.223,0.8
"57","6/6/2017","14:09:12",26.269,745.7,99.8,8.05,173.4,8.57,168.7,32.85,0,5.62,NA,5.85,NA,0.247,0.8
"58","6/6/2017","14:09:13",26.21,745.8,99.4,8.03,173.4,8.57,168.7,32.47,0,5.7,NA,5.86,NA,0.268,0.8
"59","6/6/2017","14:09:14",26.14,745.7,99.1,8.02,173.5,8.57,168.7,32.13,0,5.77,NA,5.87,NA,0.289,0.8
"60","6/6/2017","14:09:15",26.073,745.7,98.9,8.01,173.5,8.56,168.8,31.96,0,5.82,NA,5.85,NA,0.314,0.8
"61","6/6/2017","14:09:16",26.017,745.8,98.6,7.99,173.5,8.56,168.8,31.85,0,5.86,NA,5.84,NA,0.335,0.8
"62","6/6/2017","14:09:17",25.939,745.7,95,7.71,173.6,8.55,168.8,31.68,0,5.83,NA,5.84,NA,0.356,0.8
"63","6/6/2017","14:09:18",25.876,745.7,93.5,7.6,173.7,8.45,168.9,31.4,0,5.81,NA,5.8,NA,0.378,0.9
"64","6/6/2017","14:09:19",25.829,745.7,92,7.48,173.7,8.43,168.9,31.06,0,5.81,NA,5.8,NA,0.4,0.9
"65","6/6/2017","14:09:20",25.786,745.7,91,7.41,173.7,8.42,169,30.81,0,5.77,NA,5.75,NA,0.427,0.9
"66","6/6/2017","14:09:21",25.734,745.7,90.7,7.39,173.8,8.42,169,30.6,0,5.75,NA,5.74,NA,0.45,0.9
"67","6/6/2017","14:09:22",25.694,745.8,90.2,7.36,173.8,8.41,169.1,30.45,0,5.71,NA,5.72,NA,0.473,0.9
"68","6/6/2017","14:09:23",25.654,745.7,89.8,7.33,173.9,8.4,169.2,30.38,0,5.67,NA,5.74,NA,0.496,0.9
"69","6/6/2017","14:09:24",25.624,745.7,89.6,7.31,173.9,8.39,169.3,30.17,0,5.6,NA,5.75,NA,0.524,0.9
"70","6/6/2017","14:09:25",25.591,745.8,89.3,7.29,173.9,8.38,169.4,29.75,0,5.54,NA,5.69,NA,0.549,1
"71","6/6/2017","14:09:26",25.561,745.7,89.1,7.28,173.9,8.37,169.4,29.51,0,5.48,NA,5.65,NA,0.573,1
"72","6/6/2017","14:09:27",25.527,745.8,88.8,7.26,174,8.36,169.5,29.35,0,5.43,NA,5.65,NA,0.598,1
"73","6/6/2017","14:09:28",25.495,745.9,88.6,7.25,174,8.35,169.6,29.23,0,5.39,NA,5.63,NA,0.627,1
"74","6/6/2017","14:09:29",25.453,745.8,88.3,7.23,174,8.35,169.7,29.01,0,5.31,NA,5.62,NA,0.652,1
"75","6/6/2017","14:09:30",25.405,745.7,83.7,6.86,174.1,8.34,169.8,28.56,0,5.23,NA,5.58,NA,0.677,1
"76","6/6/2017","14:09:31",25.374,745.7,80.8,6.62,174.1,8.33,169.9,28.24,0,5.15,NA,5.58,NA,0.701,1.1
"77","6/6/2017","14:09:32",25.333,745.7,78.2,6.42,174.1,8.22,170,27.94,0,5.07,NA,5.57,NA,0.73,1.1
"78","6/6/2017","14:09:33",25.297,745.8,76.9,6.32,174.2,8.19,170.1,27.7,0,4.99,NA,5.5,NA,0.753,1.1
"79","6/6/2017","14:09:34",25.255,745.8,75.5,6.21,174.2,8.17,170.2,27.49,0,4.9,NA,5.4,NA,0.776,1.1
"80","6/6/2017","14:09:35",25.211,745.8,70.1,5.77,174.2,8.16,170.4,27.24,0,4.82,NA,5.3,NA,0.799,1.1
"81","6/6/2017","14:09:36",25.156,745.8,68.3,5.62,174.3,8.15,170.5,26.91,0,4.75,NA,5.21,NA,0.826,1.1
"82","6/6/2017","14:09:37",25.108,745.8,66.7,5.5,174.4,8.14,170.6,26.44,0,4.67,NA,5.14,NA,0.848,1.2
"83","6/6/2017","14:09:38",25.057,745.7,66.1,5.45,174.5,8.13,170.7,25.94,0,4.59,NA,5.02,NA,0.869,1.2
"84","6/6/2017","14:09:39",25.013,745.7,65.6,5.42,174.5,8.12,170.9,25.51,0,4.53,NA,4.91,NA,0.889,1.2
"85","6/6/2017","14:09:40",24.961,745.8,65.2,5.39,174.6,8.11,171,25.04,0,4.46,NA,4.83,NA,0.91,1.2
"86","6/6/2017","14:09:41",24.907,745.8,64.8,5.36,174.7,8.1,171.1,24.62,0,4.36,NA,4.82,NA,0.927,1.2
"87","6/6/2017","14:09:42",24.849,745.8,64.4,5.33,174.7,8.1,171.3,24.24,0,4.26,NA,4.72,NA,0.943,1.2
"88","6/6/2017","14:09:43",24.81,745.7,63.9,5.3,174.7,8.09,171.4,23.75,0,4.16,NA,4.63,NA,0.957,1.2
"89","6/6/2017","14:09:44",24.77,745.7,63.5,5.26,174.7,8.08,171.6,23.31,0,4.06,NA,4.55,NA,0.975,1.2
"90","6/6/2017","14:09:45",24.71,745.8,59.2,4.91,174.8,8.08,171.7,22.75,0,3.95,NA,4.48,NA,0.988,1.3
"91","6/6/2017","14:09:46",24.657,745.7,58.5,4.86,174.8,8.07,171.8,22.09,0,3.84,NA,4.42,NA,1.001,1.3
