"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"45","7/31/2017","11:50:21",29.066,736.9,97.7,7.5,219.5,7.78,NA,NA,NA,-862.31,0,-0.555,-0.55,NA,NA,0.1,0.4,NA,NA,0
"46","7/31/2017","11:50:22",29.06,737,97.6,7.5,219.5,7.78,NA,NA,NA,-862.31,0,-0.55,-0.55,NA,NA,0.101,0.41,NA,NA,0.003
"47","7/31/2017","11:50:23",29.055,737,97.6,7.5,219.6,7.79,NA,NA,NA,-862.34,0,-0.537,-0.54,NA,NA,0.098,0.4,NA,NA,0.015
"48","7/31/2017","11:50:24",29.049,737,97.6,7.49,219.6,7.79,NA,NA,NA,-862.33,0,-0.537,-0.54,NA,NA,0.1,0.4,NA,NA,0.029
"49","7/31/2017","11:50:25",29.042,737,97.5,7.49,219.6,7.79,NA,NA,NA,-862.32,0,-0.542,-0.54,NA,NA,0.11,0.44,NA,NA,0.04
"50","7/31/2017","11:50:26",29.031,737,97.5,7.49,219.6,7.79,NA,NA,NA,-862.31,0,-0.546,-0.55,NA,NA,0.108,0.43,NA,NA,0.052
"51","7/31/2017","11:50:27",29.021,736.9,97.5,7.49,219.6,7.79,NA,NA,NA,-862.31,0,-0.548,-0.55,NA,NA,0.105,0.42,NA,NA,0.066
"52","7/31/2017","11:50:28",29.01,737,97.4,7.49,219.6,7.79,NA,NA,NA,-862.31,0,-0.56,-0.56,NA,NA,0.109,0.44,NA,NA,0.083
"53","7/31/2017","11:50:29",29,736.9,97.4,7.49,219.6,7.79,NA,NA,NA,-862.29,0,-0.556,-0.56,NA,NA,0.103,0.41,NA,NA,0.097
"54","7/31/2017","11:50:30",28.989,736.9,97.4,7.49,219.7,7.8,NA,NA,NA,-862.28,0,-0.558,-0.56,NA,NA,0.1,0.4,NA,NA,0.112
"55","7/31/2017","11:50:31",28.981,736.9,97.4,7.49,219.7,7.8,NA,NA,NA,-862.28,0,-0.556,-0.56,NA,NA,0.104,0.42,NA,NA,0.126
"56","7/31/2017","11:50:32",28.972,737,97.3,7.49,219.7,7.8,NA,NA,NA,-862.3,0,-0.556,-0.56,NA,NA,0.111,0.45,NA,NA,0.141
"57","7/31/2017","11:50:33",28.965,737,97.3,7.49,219.7,7.8,NA,NA,NA,-862.31,0,-0.557,-0.56,NA,NA,0.115,0.46,NA,NA,0.158
"58","7/31/2017","11:50:34",28.958,736.9,97.3,7.49,219.7,7.8,NA,NA,NA,-862.3,0,-0.564,-0.56,NA,NA,0.122,0.49,NA,NA,0.173
"59","7/31/2017","11:50:35",28.951,736.9,97.3,7.49,219.7,7.81,NA,NA,NA,-862.28,0,-0.57,-0.57,NA,NA,0.122,0.49,NA,NA,0.187
"60","7/31/2017","11:50:36",28.945,736.9,97.3,7.49,219.7,7.81,NA,NA,NA,-862.27,0,-0.572,-0.57,NA,NA,0.117,0.47,NA,NA,0.205
"61","7/31/2017","11:50:37",28.939,736.9,97.3,7.49,219.7,7.81,NA,NA,NA,-862.27,0,-0.574,-0.57,NA,NA,0.121,0.48,NA,NA,0.219
"62","7/31/2017","11:50:38",28.935,736.9,97.3,7.49,219.7,7.82,NA,NA,NA,-862.26,0,-0.567,-0.57,NA,NA,0.125,0.5,NA,NA,0.234
"63","7/31/2017","11:50:39",28.935,736.9,97.3,7.49,219.6,7.82,NA,NA,NA,-862.26,0,-0.563,-0.56,NA,NA,0.129,0.51,NA,NA,0.249
"64","7/31/2017","11:50:40",28.936,736.9,97.3,7.49,219.6,7.82,NA,NA,NA,-862.26,0,-0.569,-0.57,NA,NA,0.131,0.52,NA,NA,0.263
"65","7/31/2017","11:50:41",28.937,737,97.3,7.49,219.6,7.82,NA,NA,NA,-862.26,0,-0.562,-0.56,NA,NA,0.141,0.56,NA,NA,0.282
"66","7/31/2017","11:50:42",28.937,737,97.3,7.49,219.6,7.82,NA,NA,NA,-862.24,0,-0.563,-0.56,NA,NA,0.137,0.54,NA,NA,0.299
"67","7/31/2017","11:50:43",28.938,737,97.3,7.49,219.6,7.82,NA,NA,NA,-862.26,0,-0.558,-0.56,NA,NA,0.144,0.57,NA,NA,0.318
"68","7/31/2017","11:50:44",28.938,737,97.3,7.49,219.6,7.83,NA,NA,NA,-862.27,0,-0.551,-0.55,NA,NA,0.147,0.58,NA,NA,0.336
"69","7/31/2017","11:50:45",28.938,737,97.3,7.49,219.6,7.83,NA,NA,NA,-862.28,0,-0.556,-0.56,NA,NA,0.145,0.57,NA,NA,0.357
"70","7/31/2017","11:50:46",28.936,736.9,97.3,7.49,219.6,7.83,NA,NA,NA,-862.27,0,-0.548,-0.55,NA,NA,0.159,0.63,NA,NA,0.375
"71","7/31/2017","11:50:47",28.935,736.9,97.3,7.48,219.6,7.83,NA,NA,NA,-862.26,0,-0.547,-0.55,NA,NA,0.164,0.64,NA,NA,0.393
"72","7/31/2017","11:50:48",28.933,737,97.2,7.48,219.6,7.83,NA,NA,NA,-862.25,0,-0.545,-0.55,NA,NA,0.172,0.67,NA,NA,0.411
"73","7/31/2017","11:50:49",28.93,737,97.2,7.48,219.6,7.83,NA,NA,NA,-862.24,0,-0.542,-0.54,NA,NA,0.172,0.67,NA,NA,0.429
"74","7/31/2017","11:50:50",28.926,737,97.2,7.48,219.6,7.83,NA,NA,NA,-862.24,0,-0.544,-0.54,NA,NA,0.183,0.71,NA,NA,0.445
"75","7/31/2017","11:50:51",28.921,737,97.2,7.48,219.6,7.83,NA,NA,NA,-862.23,0,-0.54,-0.54,NA,NA,0.197,0.77,NA,NA,0.457
"76","7/31/2017","11:50:52",28.916,736.9,97.2,7.48,219.6,7.84,NA,NA,NA,-862.2,0,-0.541,-0.54,NA,NA,0.201,0.78,NA,NA,0.467
"77","7/31/2017","11:50:53",28.907,737,97.2,7.48,219.6,7.84,NA,NA,NA,-862.2,0,-0.534,-0.53,NA,NA,0.207,0.8,NA,NA,0.477
"78","7/31/2017","11:50:54",28.902,736.9,97.1,7.48,219.6,7.84,NA,NA,NA,-862.19,0,-0.538,-0.54,NA,NA,0.207,0.8,NA,NA,0.488
"79","7/31/2017","11:50:55",28.897,737,97.1,7.48,219.6,7.84,NA,NA,NA,-862.19,0,-0.545,-0.54,NA,NA,0.212,0.82,NA,NA,0.498
"80","7/31/2017","11:50:56",28.892,737,97.1,7.48,219.6,7.84,NA,NA,NA,-862.19,0,-0.542,-0.54,NA,NA,0.212,0.82,NA,NA,0.508
"81","7/31/2017","11:50:57",28.887,736.9,97.1,7.48,219.7,7.84,NA,NA,NA,-862.2,0,-0.543,-0.54,NA,NA,0.21,0.82,NA,NA,0.517
"82","7/31/2017","11:50:58",28.881,736.9,97.1,7.48,219.7,7.84,NA,NA,NA,-862.18,0,-0.546,-0.55,NA,NA,0.212,0.82,NA,NA,0.528
