"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"241","8/7/2017","16:37:15",20.196,738.8,10.3,0.93,252,7.5,-807.16,0,-0.034,-0.03,1.578,5.93,NA,NA,3.959
"242","8/7/2017","16:37:16",20.191,738.7,9.9,0.9,253.3,7.49,-808.29,0,-0.024,-0.02,1.598,6,NA,NA,3.977
"243","8/7/2017","16:37:17",20.183,738.8,9.7,0.88,254.3,7.49,-808.06,0,-0.009,-0.01,1.614,6.06,NA,NA,3.998
"244","8/7/2017","16:37:18",20.177,738.8,9.3,0.84,255.2,7.48,-807.22,0,0.006,0.01,1.625,6.11,NA,NA,4.015
"245","8/7/2017","16:37:19",20.173,738.8,9.1,0.82,256.3,7.48,-807.21,0,0.023,0.02,1.63,6.13,NA,NA,4.032
"246","8/7/2017","16:37:20",20.169,738.8,8.8,0.8,257.2,7.48,-806.9,0,0.033,0.03,1.639,6.16,NA,NA,4.048
"247","8/7/2017","16:37:21",20.166,738.8,8.6,0.78,258.1,7.47,-807.03,0,0.043,0.04,1.644,6.18,NA,NA,4.069
"248","8/7/2017","16:37:22",20.164,738.7,8.3,0.75,258.9,7.47,-807.36,0,0.051,0.05,1.656,6.22,NA,NA,4.086
"249","8/7/2017","16:37:23",20.162,738.8,8.1,0.73,259.6,7.46,-807.43,0,0.048,0.05,1.666,6.26,NA,NA,4.103
"250","8/7/2017","16:37:24",20.158,738.8,7.9,0.71,260,7.46,-807.32,0,0.047,0.05,1.651,6.2,NA,NA,4.12
"251","8/7/2017","16:37:25",20.155,738.8,7.7,0.7,260.4,7.45,-807.33,0,0.059,0.06,1.654,6.21,NA,NA,4.137
"252","8/7/2017","16:37:26",20.152,738.7,7.3,0.66,260.6,7.45,-807.34,0,0.054,0.05,1.657,6.23,NA,NA,4.158
"253","8/7/2017","16:37:27",20.15,738.8,6.9,0.63,260.9,7.45,-807.53,0,0.05,0.05,1.649,6.2,NA,NA,4.175
"254","8/7/2017","16:37:28",20.147,738.8,6.5,0.59,261.1,7.44,-807.61,0,0.057,0.06,1.655,6.22,NA,NA,4.192
"255","8/7/2017","16:37:29",20.144,738.8,6.2,0.56,261.3,7.44,-807.67,0,0.066,0.07,1.65,6.2,NA,NA,4.21
"256","8/7/2017","16:37:30",20.14,738.8,5.8,0.53,261.5,7.44,-807.51,0,0.074,0.07,1.655,6.22,NA,NA,4.231
"257","8/7/2017","16:37:31",20.136,738.8,5.6,0.5,261.7,7.43,-807.4,0,0.089,0.09,1.659,6.23,NA,NA,4.249
"258","8/7/2017","16:37:32",20.131,738.8,5.3,0.48,261.9,7.43,-804.31,0,0.088,0.09,1.647,6.19,NA,NA,4.267
"259","8/7/2017","16:37:33",20.124,738.8,5.1,0.46,262.9,7.43,-806.49,0,0.105,0.1,1.66,6.24,NA,NA,4.29
"260","8/7/2017","16:37:34",20.111,738.8,4.8,0.44,264.7,7.42,-802.09,0,0.11,0.11,1.674,6.29,NA,NA,4.321
"261","8/7/2017","16:37:35",20.099,738.8,4.6,0.42,267.2,7.42,-798.78,0,0.11,0.11,1.71,6.42,NA,NA,4.359
"262","8/7/2017","16:37:36",20.084,738.8,4.4,0.4,269.6,7.42,-801.52,0,0.116,0.12,1.734,6.52,NA,NA,4.391
"263","8/7/2017","16:37:37",20.071,738.8,4.2,0.38,272.4,7.41,-801.01,0,0.122,0.12,1.76,6.61,NA,NA,4.421
"264","8/7/2017","16:37:38",20.054,738.8,4.1,0.37,274.8,7.41,-801.22,0,0.134,0.13,1.791,6.73,NA,NA,4.447
"265","8/7/2017","16:37:39",20.038,738.8,3.9,0.36,277.8,7.4,-801.77,0,0.148,0.15,1.815,6.82,NA,NA,4.473
"266","8/7/2017","16:37:40",20.019,738.8,3.8,0.34,280.5,7.4,-802.19,0,0.156,0.16,1.864,7,NA,NA,4.491
"267","8/7/2017","16:37:41",20,738.8,3.7,0.33,283.6,7.39,-802.76,0,0.167,0.17,1.905,7.15,NA,NA,4.509
"268","8/7/2017","16:37:42",19.985,738.7,3.6,0.32,286.8,7.39,-796.39,0,0.185,0.19,1.947,7.31,NA,NA,4.526
"269","8/7/2017","16:37:43",19.968,738.7,3.4,0.31,289.7,7.38,-797.14,0,0.201,0.2,1.987,7.46,NA,NA,4.547
"270","8/7/2017","16:37:44",19.953,738.8,3.3,0.3,292.9,7.38,-797.81,0,0.212,0.21,1.993,7.48,NA,NA,4.564
"271","8/7/2017","16:37:45",19.937,738.7,3.3,0.3,295.7,7.37,-800.42,0,0.23,0.23,2.006,7.53,NA,NA,4.582
"272","8/7/2017","16:37:46",19.928,738.8,3.2,0.29,297.9,7.37,-801.22,0,0.245,0.25,2.014,7.56,NA,NA,4.599
"273","8/7/2017","16:37:47",19.921,738.8,3.1,0.28,299.2,7.37,-807.61,0,0.247,0.25,2.022,7.59,NA,NA,4.617
"274","8/7/2017","16:37:48",19.916,738.8,3.1,0.28,300.1,7.36,-797.25,0,0.261,0.26,2.028,7.62,NA,NA,4.637
"275","8/7/2017","16:37:49",19.91,738.7,3,0.27,300.9,7.36,-792.48,0,0.28,0.28,2.04,7.66,NA,NA,4.653
"276","8/7/2017","16:37:50",19.905,738.8,3,0.27,301.7,7.35,-805.64,0,0.3,0.3,2.044,7.67,NA,NA,4.669
"277","8/7/2017","16:37:51",19.903,738.8,2.9,0.27,302.4,7.35,-802.7,0,0.311,0.31,2.027,7.61,NA,NA,4.685
"278","8/7/2017","16:37:52",19.903,738.8,2.9,0.26,303.1,7.34,-804.7,0,0.311,0.31,2.017,7.57,NA,NA,4.703
"279","8/7/2017","16:37:53",19.903,738.8,2.9,0.26,303.8,7.34,-798.63,0,0.33,0.33,2.015,7.56,NA,NA,4.718
"280","8/7/2017","16:37:54",19.903,738.8,2.8,0.26,304.4,7.33,-799.27,0,0.34,0.34,1.989,7.47,NA,NA,4.732
"281","8/7/2017","16:37:55",19.9,738.8,2.8,0.25,305.2,7.33,-797.53,0,0.346,0.35,1.997,7.5,NA,NA,4.748
"282","8/7/2017","16:37:56",19.894,738.8,2.7,0.25,306.9,7.33,-767.8,0,0.375,0.38,2.722,10.21,NA,NA,4.772
