"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"4","7/12/2017","10:17:16",29.731,740.5,96.2,7.33,4.2,8.73,167.1,1.99,0,0.92,NA,9.38,NA,0,0
"5","7/12/2017","10:17:17",29.734,740.4,93,7.06,7.5,8.67,172.9,1.61,0,0.83,NA,11.65,NA,0.001,0.1
"6","7/12/2017","10:17:18",29.722,740.5,91.5,6.95,10.4,8.65,171.6,1.92,0,0.75,NA,13.9,NA,0.004,0.1
"7","7/12/2017","10:17:19",29.722,740.5,90.8,6.9,13.6,8.61,173.8,1.79,0,0.67,NA,16.12,NA,0.007,0.1
"8","7/12/2017","10:17:20",29.753,740.5,90,6.83,16.5,8.56,175.3,1.74,0,0.6,NA,18.28,NA,0.009,0.1
"9","7/12/2017","10:17:21",29.764,740.4,89.2,6.77,19.7,8.53,177.1,1.69,0,0.51,NA,20.82,NA,0.012,0.1
"10","7/12/2017","10:17:22",29.773,740.4,88.8,6.74,22.5,8.5,178.6,1.69,0,0.43,NA,23.6,NA,0.015,0.1
"11","7/12/2017","10:17:23",29.783,740.4,88.3,6.7,25.7,8.49,179.7,1.69,0,0.35,NA,26.05,NA,0.019,0.1
"12","7/12/2017","10:17:24",29.787,740.4,88,6.67,28.9,8.37,181.1,1.68,0,0.27,NA,28.42,NA,0.022,0.1
"13","7/12/2017","10:17:25",29.79,740.4,87.6,6.65,31.7,8.33,188.5,1.69,0,0.19,NA,30.56,NA,0.025,0.1
"14","7/12/2017","10:17:26",29.796,740.4,87.4,6.63,34.9,8.29,191.5,1.7,0,0.11,NA,30.93,NA,0.029,0.1
"15","7/12/2017","10:17:27",29.803,740.4,87.1,6.61,37.7,8.25,193,1.69,0,0.05,NA,30.85,NA,0.034,0.2
"16","7/12/2017","10:17:28",29.806,740.5,86.9,6.59,40.2,8.21,195.4,1.67,0,-0.04,NA,30.78,NA,0.037,0.2
"17","7/12/2017","10:17:29",29.809,740.4,86.7,6.58,40.4,8.18,196.6,1.67,0,-0.13,NA,31.15,NA,0.042,0.2
"18","7/12/2017","10:17:30",29.812,740.4,86.5,6.56,40.3,8.16,198.1,1.66,0,-0.18,NA,31.06,NA,0.046,0.2
