"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"28","6/12/2017","13:08:52",25.734,740.3,97.8,7.97,172.4,8.39,145.3,30.06,0,1.36,NA,3.3,NA,0,0
"30","6/12/2017","13:08:54",25.741,740.3,97.9,7.98,172.4,8.4,145.2,30.52,0,1.35,NA,3.33,NA,0.001,0
"32","6/12/2017","13:08:56",25.746,740.3,97.9,7.98,172.4,8.41,145.2,29.71,0,1.37,NA,3.52,NA,0.002,0
"33","6/12/2017","13:08:57",25.746,740.3,98,7.98,172.4,8.41,145.1,30.39,0,1.37,NA,3.58,NA,0.003,0.1
"34","6/12/2017","13:08:58",25.746,740.4,98,7.98,172.4,8.41,145.1,29.77,0,1.39,NA,3.67,NA,0.007,0.2
"35","6/12/2017","13:08:59",25.746,740.3,98,7.99,172.4,8.42,145.1,29.04,0,1.4,NA,3.79,NA,0.011,0.2
"36","6/12/2017","13:09:00",25.743,740.3,98,7.99,172.4,8.42,145.1,28.96,0,1.43,NA,3.88,NA,0.02,0.4
"37","6/12/2017","13:09:01",25.738,740.3,98,7.99,172.4,8.43,145.1,34.55,0,1.47,NA,3.91,NA,0.032,0.5
"38","6/12/2017","13:09:02",25.728,740.4,98,7.99,172.4,8.43,145.1,28.42,0,1.51,NA,3.91,NA,0.054,0.7
"39","6/12/2017","13:09:03",25.714,740.4,98,7.99,172.4,8.44,145.2,30.2,0,1.55,NA,4.01,NA,0.84,0.8
"40","6/12/2017","13:09:04",25.698,740.4,97.9,7.98,172.4,8.45,145.2,29.97,0,1.58,NA,4.02,NA,0.946,0.9
"41","6/12/2017","13:09:05",25.678,740.4,97.8,7.98,172.4,8.45,145.3,29.06,0,1.62,NA,4,NA,1.222,1.1
"42","6/12/2017","13:09:06",25.646,740.4,97.6,7.97,172.5,8.46,145.4,28.96,0,1.64,NA,4.01,NA,1.269,1.2
"43","6/12/2017","13:09:07",25.61,740.4,97.4,7.96,172.5,8.46,145.5,28.5,0,1.66,NA,3.96,NA,1.326,1.4
"44","6/12/2017","13:09:08",25.575,740.4,93.6,7.65,172.6,8.46,145.7,28.1,0,1.65,NA,3.95,NA,1.396,1.5
