Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
10/30/2017,15:05:36,10.115,740,95.2,10.7,361.4,7.61,,,,-853.85,0,1.8,1.8,,,1.618,6.08,,,0.094
10/30/2017,15:05:37,10.116,740,95.2,10.7,361.4,7.61,,,,-853.82,0,1.797,1.8,,,1.609,6.05,,,0.096
10/30/2017,15:05:38,10.117,740,95.2,10.7,361.3,7.61,,,,-853.76,0,1.81,1.81,,,1.601,6.02,,,0.099
10/30/2017,15:05:39,10.118,740,95.2,10.7,361.3,7.61,,,,-853.7,0,1.822,1.82,,,1.606,6.04,,,0.102
10/30/2017,15:05:40,10.119,740,95.2,10.7,361.4,7.62,,,,-853.66,0,1.823,1.82,,,1.61,6.05,,,0.106
10/30/2017,15:05:41,10.12,740.1,95.2,10.7,361.4,7.62,,,,-853.64,0,1.835,1.83,,,1.607,6.04,,,0.113
10/30/2017,15:05:42,10.121,740.2,95.2,10.7,361.4,7.62,,,,-853.59,0,1.822,1.82,,,1.602,6.02,,,0.121
10/30/2017,15:05:43,10.122,740.1,95.2,10.7,361.3,7.62,,,,-853.61,0,1.836,1.84,,,1.607,6.04,,,0.129
10/30/2017,15:05:44,10.124,740.1,95.2,10.7,361.3,7.62,,,,-853.68,0,1.827,1.83,,,1.598,6,,,0.14
10/30/2017,15:05:45,10.125,740.1,95.2,10.7,361.3,7.62,,,,-853.67,0,1.837,1.84,,,1.594,5.99,,,0.152
10/30/2017,15:05:46,10.126,740.2,95.2,10.7,361.3,7.63,,,,-853.64,0,1.85,1.85,,,1.62,6.09,,,0.169
10/30/2017,15:05:47,10.126,740.2,95.2,10.7,361.3,7.63,,,,-853.59,0,1.871,1.87,,,1.64,6.16,,,0.185
10/30/2017,15:05:48,10.127,740.1,95.2,10.7,361.3,7.63,,,,-853.61,0,1.884,1.88,,,1.665,6.26,,,0.203
10/30/2017,15:05:49,10.127,740.1,95.1,10.7,361.4,7.63,,,,-853.49,0,1.905,1.91,,,1.693,6.36,,,0.223
10/30/2017,15:05:50,10.127,740.1,95.1,10.7,361.4,7.63,,,,-853.38,0,1.928,1.93,,,1.715,6.44,,,1.073
10/30/2017,15:05:51,10.128,740.1,95.1,10.7,361.4,7.64,,,,-853.36,0,1.95,1.95,,,1.73,6.5,,,1.09
10/30/2017,15:05:52,10.128,740.1,95.1,10.7,361.4,7.64,,,,-853.28,0,1.973,1.97,,,1.743,6.55,,,1.292
10/30/2017,15:05:53,10.128,740,95.1,10.69,361.4,7.64,,,,-853.28,0,1.981,1.98,,,1.752,6.58,,,1.315
10/30/2017,15:05:54,10.128,740.2,95.1,10.69,361.4,7.64,,,,-853.3,0,2.001,2,,,1.765,6.63,,,1.343
10/30/2017,15:05:55,10.129,740.1,95.1,10.69,361.4,7.65,,,,-853.25,0,2.002,2,,,1.776,6.67,,,1.398
10/30/2017,15:05:56,10.129,740.1,95.1,10.69,361.4,7.65,,,,-853.3,0,2.005,2,,,1.765,6.63,,,1.445
10/30/2017,15:05:57,10.129,740.2,95.1,10.69,361.4,7.65,,,,-853.24,0,2.01,2.01,,,1.751,6.58,,,1.485
10/30/2017,15:05:58,10.13,740.2,95.1,10.69,361.4,7.65,,,,-853.16,0,2.011,2.01,,,1.753,6.58,,,1.529
10/30/2017,15:05:59,10.13,740.2,95.1,10.69,361.4,7.65,,,,-853.08,0,2.023,2.02,,,1.753,6.58,,,1.571
10/30/2017,15:06:00,10.131,740.1,95.1,10.69,361.4,7.65,,,,-853.08,0,2.03,2.03,,,1.772,6.66,,,1.609
10/30/2017,15:06:01,10.132,740.1,95.1,10.69,361.4,7.66,,,,-853.08,0,2.043,2.04,,,1.762,6.62,,,1.647
10/30/2017,15:06:02,10.132,740,95.1,10.69,361.4,7.66,,,,-853.14,0,2.046,2.05,,,1.762,6.62,,,1.685
10/30/2017,15:06:03,10.133,740.2,95.1,10.69,361.4,7.66,,,,-853.13,0,2.07,2.07,,,1.779,6.68,,,1.734
10/30/2017,15:06:04,10.133,740,95.1,10.69,361.4,7.66,,,,-853.22,0,2.078,2.08,,,1.793,6.74,,,1.776
10/30/2017,15:06:05,10.134,740,95.1,10.69,361.4,7.66,,,,-853.29,0,2.087,2.09,,,1.792,6.73,,,1.813
10/30/2017,15:06:06,10.134,740.1,95.1,10.69,361.4,7.67,,,,-853.26,0,2.092,2.09,,,1.8,6.76,,,1.848
10/30/2017,15:06:07,10.134,740.1,95.1,10.69,361.4,7.67,,,,-853.34,0,2.1,2.1,,,1.822,6.84,,,1.89
10/30/2017,15:06:08,10.135,740.1,95.1,10.68,361.4,7.67,,,,-853.32,0,2.096,2.1,,,1.836,6.9,,,1.926
10/30/2017,15:06:09,10.135,740.2,95.1,10.68,361.4,7.67,,,,-853.32,0,2.098,2.1,,,1.829,6.87,,,1.959
10/30/2017,15:06:10,10.135,740.2,95,10.68,361.4,7.67,,,,-853.28,0,2.079,2.08,,,1.831,6.88,,,1.992
10/30/2017,15:06:11,10.135,740.1,95,10.68,361.4,7.67,,,,-853.29,0,2.072,2.07,,,1.821,6.84,,,2.023
10/30/2017,15:06:12,10.135,740,95,10.68,361.4,7.68,,,,-853.36,0,2.085,2.09,,,1.814,6.81,,,2.06
10/30/2017,15:06:13,10.135,740.1,95,10.68,361.4,7.68,,,,-853.45,0,2.092,2.09,,,1.813,6.81,,,2.092
10/30/2017,15:06:14,10.134,740.1,95,10.68,361.4,7.68,,,,-853.52,0,2.093,2.09,,,1.814,6.81,,,2.829
10/30/2017,15:06:15,10.134,740.1,95,10.68,361.4,7.68,,,,-853.3,0,2.121,2.12,,,1.794,6.74,,,2.879
10/30/2017,15:06:16,10.134,740.2,95,10.68,361.4,7.68,,,,-853.28,0,2.145,2.15,,,1.793,6.73,,,2.961
10/30/2017,15:06:17,10.134,740.2,95,10.68,361.4,7.68,,,,-853.29,0,2.152,2.15,,,1.8,6.76,,,2.986
10/30/2017,15:06:18,10.134,740.2,95,10.68,361.4,7.69,,,,-853.26,0,2.139,2.14,,,1.784,6.7,,,3.014
10/30/2017,15:06:19,10.134,740.1,95,10.68,361.4,7.69,,,,-853.24,0,2.136,2.14,,,1.778,6.68,,,3.036
10/30/2017,15:06:20,10.135,740,95,10.68,361.4,7.69,,,,-853.25,0,2.143,2.14,,,1.791,6.73,,,3.055
10/30/2017,15:06:21,10.135,740.1,95,10.68,361.4,7.69,,,,-853.3,0,2.14,2.14,,,1.79,6.72,,,3.07
10/30/2017,15:06:22,10.135,740.1,95,10.67,361.4,7.69,,,,-853.3,0,2.136,2.14,,,1.787,6.71,,,3.094
10/30/2017,15:06:23,10.136,740.2,95,10.67,361.4,7.69,,,,-853.32,0,2.131,2.13,,,1.775,6.67,,,3.122
10/30/2017,15:06:24,10.136,740.1,95,10.67,361.4,7.69,,,,-853.32,0,2.127,2.13,,,1.786,6.71,,,3.157
10/30/2017,15:06:25,10.137,740.1,94.9,10.67,361.4,7.7,,,,-853.35,0,2.109,2.11,,,1.782,6.69,,,3.187
10/30/2017,15:06:26,10.138,740.1,94.9,10.67,361.4,7.7,,,,-853.28,0,2.091,2.09,,,1.797,6.75,,,3.218
10/30/2017,15:06:27,10.138,740,94.9,10.67,361.4,7.7,,,,-853.28,0,2.101,2.1,,,1.8,6.76,,,3.248
10/30/2017,15:06:28,10.139,740.1,94.9,10.67,361.4,7.7,,,,-853.33,0,2.103,2.1,,,1.795,6.74,,,3.279
10/30/2017,15:06:29,10.139,740.2,94.9,10.67,361.4,7.7,,,,-853.35,0,2.106,2.11,,,1.813,6.81,,,3.319
10/30/2017,15:06:30,10.14,740.1,94.9,10.67,361.4,7.7,,,,-853.52,0,2.103,2.1,,,1.812,6.8,,,3.353
10/30/2017,15:06:31,10.14,740.1,94.9,10.67,361.4,7.71,,,,-853.56,0,2.099,2.1,,,1.802,6.77,,,3.386
10/30/2017,15:06:32,10.141,740.2,94.9,10.66,361.4,7.71,,,,-853.6,0,2.083,2.08,,,1.802,6.77,,,3.421
10/30/2017,15:06:33,10.141,740.1,94.9,10.66,361.4,7.71,,,,-853.64,0,2.072,2.07,,,1.792,6.73,,,3.464
10/30/2017,15:06:34,10.142,740.1,94.9,10.66,361.4,7.71,,,,-853.59,0,2.058,2.06,,,1.79,6.72,,,3.5
10/30/2017,15:06:35,10.142,740.1,94.9,10.66,361.4,7.71,,,,-852.41,0,2.041,2.04,,,1.792,6.73,,,3.534
10/30/2017,15:06:36,10.142,740.1,94.9,10.66,361.4,7.71,,,,-851.09,0,2.051,2.05,,,3.104,11.64,,,3.566
10/30/2017,15:06:37,10.143,740.2,94.8,10.66,361.4,7.71,,,,-849.92,0,2.095,2.09,,,2.348,8.81,,,3.604
10/30/2017,15:06:38,10.143,740,94.8,10.66,361.4,7.72,,,,-677.92,0,2.132,2.13,,,2.286,8.58,,,3.633
10/30/2017,15:06:39,10.143,740,94.7,10.64,361.4,7.72,,,,-696.07,0,2.139,2.14,,,1.18,4.44,,,3.659
10/30/2017,15:06:40,10.143,740,87.6,9.85,361.4,7.72,,,,-732.8,0,2.111,2.11,,,1.18,4.44,,,3.686
10/30/2017,15:06:41,10.143,740.1,84.4,9.49,361.4,7.72,,,,-738.36,0,2.058,2.06,,,1.18,4.44,,,3.715
10/30/2017,15:06:42,10.144,740.1,81.7,9.19,361.3,7.72,,,,-825.06,0,2.023,2.02,,,1.151,4.34,,,3.739
10/30/2017,15:06:43,10.145,740.1,81,9.1,361.3,7.61,,,,-808.69,0,1.982,1.98,,,1.102,4.15,,,3.761
10/30/2017,15:06:44,10.147,740.1,79.6,8.94,361.3,7.59,,,,-834.68,0,1.94,1.94,,,1.044,3.93,,,3.783
10/30/2017,15:06:45,10.148,740.2,78.4,8.81,361.3,7.57,,,,-800.53,0,1.906,1.91,,,1.01,3.81,,,3.802
10/30/2017,15:06:46,10.151,740.2,74.5,8.37,361.3,7.54,,,,-306.58,0,1.829,1.83,,,0.964,3.63,,,3.823
10/30/2017,15:06:47,10.154,740.2,74.9,8.41,361.3,7.53,,,,-800.21,0,1.756,1.76,,,0.938,3.54,,,3.84
10/30/2017,15:06:48,10.155,740.1,75.6,8.5,361.3,7.51,,,,-751.58,0,1.697,1.7,,,0.903,3.41,,,3.856
10/30/2017,15:06:49,10.155,740,75.8,8.51,361.3,7.49,,,,-823.26,0,1.643,1.64,,,0.873,3.29,,,3.869
10/30/2017,15:06:50,10.155,740.2,75.4,8.48,361.3,7.47,,,,-833.68,0,1.587,1.59,,,0.849,3.2,,,3.885
10/30/2017,15:06:51,10.155,740,74.9,8.41,361.4,7.46,,,,-839.28,0,1.538,1.54,,,0.807,3.05,,,3.897
10/30/2017,15:06:52,10.155,740.1,70.6,7.93,361.4,7.45,,,,-840.58,0,1.483,1.48,,,0.766,2.89,,,3.908
10/30/2017,15:06:53,10.155,740.1,68.7,7.72,361.4,7.44,,,,-841.16,0,1.416,1.42,,,0.733,2.77,,,3.919
