"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"44","6/5/2017","15:45:09",28.427,728.7,153.7,11.93,230.5,8.65,125.1,1.46,0,-0.33,NA,3.66,NA,0,0.3
"45","6/5/2017","15:45:10",28.427,728.7,153.8,11.94,230.5,8.66,125.1,1.52,0,-0.34,NA,3.71,NA,0.007,0.3
"46","6/5/2017","15:45:11",28.428,728.7,153.9,11.95,230.5,8.66,125.1,1.51,0,-0.33,NA,3.77,NA,0.019,0.3
"47","6/5/2017","15:45:12",28.428,728.6,154,11.96,230.5,8.66,125.1,1.5,0,-0.33,NA,3.82,NA,0.029,0.4
"48","6/5/2017","15:45:13",28.427,728.7,154.1,11.97,230.5,8.66,125,1.52,0,-0.34,NA,3.86,NA,0.041,0.4
"49","6/5/2017","15:45:14",28.426,728.6,154.2,11.97,230.5,8.66,125,1.55,0,-0.34,NA,3.96,NA,0.056,0.4
"50","6/5/2017","15:45:15",28.425,728.7,154.3,11.98,230.5,8.67,125,1.59,0,-0.34,NA,4.05,NA,0.069,0.5
"51","6/5/2017","15:45:16",28.424,728.6,154.3,11.99,230.5,8.67,125,1.57,0,-0.33,NA,4.05,NA,0.082,0.5
"52","6/5/2017","15:45:17",28.422,728.7,154.4,11.99,230.5,8.67,125,1.54,0,-0.34,NA,4.05,NA,0.096,0.5
"53","6/5/2017","15:45:18",28.421,728.6,154.5,12,230.5,8.67,125,1.55,0,-0.33,NA,4.06,NA,0.111,0.5
"54","6/5/2017","15:45:19",28.42,728.7,154.6,12.01,230.5,8.67,125,1.56,0,-0.32,NA,4.09,NA,0.129,0.6
"55","6/5/2017","15:45:20",28.419,728.6,154.7,12.01,230.6,8.67,125,1.56,0,-0.31,NA,4.09,NA,0.145,0.6
"56","6/5/2017","15:45:21",28.418,728.7,154.7,12.02,230.6,8.68,124.9,1.57,0,-0.32,NA,4.1,NA,0.162,0.6
"57","6/5/2017","15:45:22",28.418,728.7,154.8,12.02,230.6,8.68,124.9,1.55,0,-0.31,NA,4.08,NA,0.182,0.6
"58","6/5/2017","15:45:23",28.418,728.7,154.9,12.03,230.6,8.68,124.9,1.52,0,-0.31,NA,4.06,NA,0.199,0.6
"59","6/5/2017","15:45:24",28.418,728.7,154.9,12.03,230.6,8.68,124.9,1.54,0,-0.31,NA,4.09,NA,0.217,0.7
"60","6/5/2017","15:45:25",28.418,728.6,155,12.04,230.6,8.68,124.9,1.47,0,-0.3,NA,4.1,NA,0.236,0.7
"61","6/5/2017","15:45:26",28.418,728.6,155,12.04,230.6,8.68,124.9,1.59,0,-0.29,NA,4.11,NA,0.259,0.7
"62","6/5/2017","15:45:27",28.419,728.6,155,12.04,230.6,8.69,124.9,1.64,0,-0.29,NA,4.16,NA,0.279,0.8
"63","6/5/2017","15:45:28",28.419,728.6,155.1,12.04,230.6,8.69,124.9,1.65,0,-0.29,NA,4.19,NA,0.3,0.8
"64","6/5/2017","15:45:29",28.42,728.6,155.1,12.04,230.6,8.69,124.9,1.63,0,-0.29,NA,4.21,NA,0.322,0.8
"65","6/5/2017","15:45:30",28.42,728.6,155.1,12.04,230.6,8.69,124.9,1.62,0,-0.29,NA,4.26,NA,0.344,0.8
"66","6/5/2017","15:45:31",28.42,728.7,155.1,12.05,230.6,8.69,125,1.64,0,-0.29,NA,4.3,NA,0.372,0.9
"67","6/5/2017","15:45:32",28.419,728.7,155.1,12.05,230.6,8.69,125,1.64,0,-0.29,NA,4.31,NA,0.396,0.9
"68","6/5/2017","15:45:33",28.417,728.7,155.2,12.05,230.6,8.69,125,1.62,0,-0.28,NA,4.28,NA,0.42,0.9
"69","6/5/2017","15:45:34",28.416,728.6,155.2,12.05,230.6,8.69,125,1.58,0,-0.28,NA,4.31,NA,0.444,0.9
"70","6/5/2017","15:45:35",28.415,728.6,155.2,12.06,230.6,8.69,125.1,1.56,0,-0.29,NA,4.27,NA,0.475,1
"71","6/5/2017","15:45:36",28.414,728.6,155.3,12.06,230.6,8.69,125.1,1.61,0,-0.29,NA,4.22,NA,0.501,1
