"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"27","11/13/2014","12:07:53",23.216,724.1,99.6,8.5,58.5,7.63,1.14,0,-0.45,NA,2.05,NA,0,0
"32","11/13/2014","12:07:58",23.217,724.1,99.6,8.51,58.3,7.62,1.14,0,-0.43,NA,1.76,NA,0.001,0
"33","11/13/2014","12:07:59",23.219,724.1,99.6,8.51,58.3,7.62,1.14,0,-0.43,NA,1.71,NA,0.002,0
"34","11/13/2014","12:08:00",23.221,724.2,99.7,8.51,58.3,7.62,1.14,0,-0.43,NA,1.66,NA,0.004,0.1
"35","11/13/2014","12:08:01",23.223,724.2,99.7,8.51,58.3,7.62,1.14,0,-0.43,NA,1.59,NA,0.006,0.1
"36","11/13/2014","12:08:02",23.225,724.1,99.7,8.51,58.3,7.62,1.14,0,-0.43,NA,1.57,NA,0.009,0.1
"37","11/13/2014","12:08:03",23.227,724.1,99.7,8.51,58.3,7.61,1.14,0,-0.42,NA,1.55,NA,0.013,0.1
"38","11/13/2014","12:08:04",23.229,724.1,99.7,8.51,58.3,7.61,1.15,0,-0.42,NA,1.56,NA,0.017,0.2
"39","11/13/2014","12:08:05",23.231,724.2,99.7,8.51,58.3,7.61,1.16,0,-0.41,NA,1.52,NA,0.022,0.2
"40","11/13/2014","12:08:06",23.231,724.3,99.7,8.51,58.2,7.61,1.17,0,-0.41,NA,1.55,NA,0.027,0.2
"41","11/13/2014","12:08:07",23.232,724.1,99.7,8.51,58.2,7.61,1.17,0,-0.41,NA,1.61,NA,0.032,0.2
"42","11/13/2014","12:08:08",23.233,724.2,99.7,8.51,58.2,7.61,1.16,0,-0.41,NA,1.61,NA,0.04,0.2
"43","11/13/2014","12:08:09",23.232,724.2,99.7,8.51,58.2,7.58,1.17,0,-0.41,NA,1.66,NA,0.046,0.3
"44","11/13/2014","12:08:10",23.232,724.1,99.7,8.51,58.2,7.58,1.16,0,-0.41,NA,1.65,NA,0.053,0.3
"45","11/13/2014","12:08:11",23.231,724.3,99.7,8.51,58.2,7.58,1.17,0,-0.41,NA,1.71,NA,0.06,0.3
"46","11/13/2014","12:08:12",23.228,724.1,99.7,8.51,58.2,7.58,1.16,0,-0.41,NA,1.73,NA,0.069,0.3
"47","11/13/2014","12:08:13",23.225,724.1,99.7,8.51,58.2,7.58,1.17,0,-0.41,NA,1.78,NA,0.077,0.3
"48","11/13/2014","12:08:14",23.221,724.1,99.7,8.51,58.2,7.58,1.17,0,-0.41,NA,1.82,NA,0.085,0.3
"49","11/13/2014","12:08:15",23.217,724.1,99.7,8.51,58.2,7.58,1.17,0,-0.4,NA,1.83,NA,0.094,0.3
"50","11/13/2014","12:08:16",23.213,724.1,99.7,8.51,58.2,7.58,1.16,0,-0.41,NA,1.87,NA,0.105,0.4
"51","11/13/2014","12:08:17",23.209,724.2,99.7,8.52,58.2,7.58,1.17,0,-0.41,NA,1.93,NA,0.115,0.4
"52","11/13/2014","12:08:18",23.205,724.1,99.7,8.52,58.2,7.58,1.17,0,-0.41,NA,1.96,NA,0.125,0.4
"53","11/13/2014","12:08:19",23.204,724.2,99.7,8.52,58.2,7.58,1.17,0,-0.41,NA,1.99,NA,0.135,0.4
"54","11/13/2014","12:08:20",23.202,724.2,99.7,8.52,58.2,7.58,1.16,0,-0.41,NA,2.03,NA,0.149,0.4
"55","11/13/2014","12:08:21",23.201,724.2,99.7,8.52,58.2,7.58,1.16,0,-0.41,NA,2.05,NA,0.16,0.5
"56","11/13/2014","12:08:22",23.2,724.1,99.7,8.52,58.2,7.58,1.15,0,-0.42,NA,2.03,NA,0.173,0.5
"57","11/13/2014","12:08:23",23.198,724.1,99.7,8.52,58.2,7.58,1.16,0,-0.42,NA,2.06,NA,0.185,0.5
"58","11/13/2014","12:08:24",23.196,724.1,99.7,8.52,58.2,7.58,1.15,0,-0.42,NA,2.1,NA,0.201,0.5
"59","11/13/2014","12:08:25",23.194,724.3,99.8,8.53,58.2,7.58,1.15,0,-0.43,NA,2.12,NA,0.214,0.5
"60","11/13/2014","12:08:26",23.193,724.3,99.8,8.53,58.2,7.58,1.15,0,-0.42,NA,2.13,NA,0.228,0.5
"61","11/13/2014","12:08:27",23.192,724.3,99.8,8.53,58.2,7.58,1.14,0,-0.43,NA,2.15,NA,0.241,0.5
"62","11/13/2014","12:08:28",23.19,724.3,99.8,8.53,58.2,7.58,1.14,0,-0.42,NA,2.12,NA,0.255,0.5
"63","11/13/2014","12:08:29",23.189,724.2,99.8,8.53,58.2,7.58,1.14,0,-0.42,NA,2.13,NA,0.272,0.5
"64","11/13/2014","12:08:30",23.187,724.2,99.8,8.53,58.2,7.58,1.14,0,-0.43,NA,2.13,NA,0.286,0.5
"65","11/13/2014","12:08:31",23.186,724.2,99.8,8.53,58.2,7.58,1.14,0,-0.42,NA,2.14,NA,0.297,0.6
"66","11/13/2014","12:08:32",23.183,724.3,99.8,8.53,58.2,7.58,1.13,0,-0.42,NA,2.17,NA,0.314,0.6
"67","11/13/2014","12:08:33",23.181,724.2,99.8,8.53,58.2,7.58,1.12,0,-0.41,NA,2.18,NA,0.325,0.6
"68","11/13/2014","12:08:34",23.178,724.2,99.8,8.53,58.2,7.58,1.13,0,-0.41,NA,2.16,NA,0.344,0.6
"69","11/13/2014","12:08:35",23.175,724.3,99.8,8.53,58.2,7.58,1.12,0,-0.41,NA,2.17,NA,0.36,0.6
"70","11/13/2014","12:08:36",23.173,724.3,99.8,8.53,58.2,7.58,1.14,0,-0.41,NA,2.13,NA,0.376,0.7
"71","11/13/2014","12:08:37",23.17,724.2,99.8,8.53,58.2,7.58,1.14,0,-0.41,NA,2.13,NA,0.399,0.7
"72","11/13/2014","12:08:38",23.166,724.3,99.8,8.54,58.2,7.57,1.14,0,-0.41,NA,2.16,NA,0.411,0.7
"73","11/13/2014","12:08:39",23.163,724.3,99.8,8.54,58.2,7.57,1.15,0,-0.42,NA,2.17,NA,0.427,0.7
"74","11/13/2014","12:08:40",23.16,724.3,99.8,8.54,58.2,7.57,1.16,0,-0.42,NA,2.18,NA,0.442,0.7
"75","11/13/2014","12:08:41",23.158,724.3,99.8,8.54,58.2,7.57,1.17,0,-0.42,NA,2.13,NA,0.456,0.7
"76","11/13/2014","12:08:42",23.155,724.3,99.8,8.54,58.2,7.57,1.17,0,-0.42,NA,2.1,NA,0.473,0.8
"77","11/13/2014","12:08:43",23.152,724.2,99.8,8.54,58.2,7.57,1.16,0,-0.42,NA,2.08,NA,0.489,0.8
"78","11/13/2014","12:08:44",23.149,724.3,99.8,8.54,58.2,7.57,1.16,0,-0.41,NA,2.07,NA,0.505,0.9
"79","11/13/2014","12:08:45",23.145,724.4,99.9,8.54,58.2,7.57,1.18,0,-0.4,NA,2.05,NA,0.523,0.9
"80","11/13/2014","12:08:46",23.142,724.4,99.8,8.54,58.2,7.57,1.18,0,-0.4,NA,2.05,NA,0.544,0.9
"81","11/13/2014","12:08:47",23.136,724.4,99.8,8.54,58.2,7.57,1.19,0,-0.4,NA,2.05,NA,0.562,1
"82","11/13/2014","12:08:48",23.132,724.3,99.9,8.54,58.2,7.56,1.19,0,-0.4,NA,2.07,NA,0.579,1
"83","11/13/2014","12:08:49",23.127,724.3,99.9,8.54,58.2,7.56,1.19,0,-0.4,NA,2.05,NA,0.597,1
"84","11/13/2014","12:08:50",23.124,724.3,99.9,8.55,58.2,7.56,1.19,0,-0.4,NA,2.05,NA,0.62,1.1
"85","11/13/2014","12:08:51",23.12,724.4,99.9,8.55,58.2,7.56,1.19,0,-0.4,NA,2.04,NA,0.64,1.1
"86","11/13/2014","12:08:52",23.116,724.4,99.9,8.55,58.2,7.56,1.19,0,-0.41,NA,2.09,NA,0.66,1.2
"87","11/13/2014","12:08:53",23.112,724.3,99.9,8.55,58.2,7.56,1.2,0,-0.4,NA,2.16,NA,0.682,1.2
"88","11/13/2014","12:08:54",23.107,724.4,99.9,8.55,58.2,7.56,1.19,0,-0.41,NA,2.17,NA,0.704,1.3
"89","11/13/2014","12:08:55",23.103,724.3,99.9,8.55,58.2,7.55,1.19,0,-0.41,NA,2.2,NA,0.732,1.3
"90","11/13/2014","12:08:56",23.098,724.3,99.9,8.55,58.2,7.55,1.2,0,-0.4,NA,2.28,NA,0.756,1.4
"91","11/13/2014","12:08:57",23.068,724.3,99.9,8.55,58.2,7.55,1.22,0,-0.4,NA,2.37,NA,0.781,1.4
"92","11/13/2014","12:08:58",21.052,724.3,96.5,8.43,60.5,7.55,1.26,0,-0.39,NA,2.53,NA,0.812,1.5
"110","11/13/2014","12:09:16",21.215,724.4,115.6,10.27,57.3,7.54,1.52,0,-0.36,NA,3.95,NA,1.511,1.5
"111","11/13/2014","12:09:17",21.257,724.4,115.5,10.25,57.3,7.54,1.52,0,-0.36,NA,4.03,NA,1.512,1.5
"112","11/13/2014","12:09:18",19.861,724.4,115.2,10.22,58.9,7.54,1.54,0,-0.36,NA,4.26,NA,1.514,1.6
"113","11/13/2014","12:09:19",19.605,724.4,115,10.49,59,7.54,1.54,0,-0.36,NA,4.39,NA,1.519,1.6
"114","11/13/2014","12:09:20",19.18,724.4,114.8,10.56,59.5,7.54,1.55,0,-0.35,NA,4.73,NA,1.524,1.6
"115","11/13/2014","12:09:21",19.092,724.4,114.7,10.64,59.4,7.54,1.56,0,-0.35,NA,5.12,NA,1.53,1.6
"116","11/13/2014","12:09:22",19.004,724.4,114.7,10.62,59.3,7.54,1.6,0,-0.35,NA,7.4,NA,1.537,1.7
"117","11/13/2014","12:09:23",18.873,724.3,114.6,10.65,59.2,7.54,1.61,0,-0.34,NA,4.7,NA,1.545,1.7
"118","11/13/2014","12:09:24",18.795,724.4,114.6,10.67,59,7.54,1.62,0,-0.34,NA,4.7,NA,1.552,1.7
"119","11/13/2014","12:09:25",18.747,724.4,114.5,10.67,58.7,7.54,1.65,0,-0.34,NA,4.89,NA,1.561,1.8
"120","11/13/2014","12:09:26",18.66,724.3,114.2,10.66,58.4,7.54,1.69,0,-0.33,NA,4.2,NA,1.571,1.8
"121","11/13/2014","12:09:27",18.57,724.3,114.1,10.66,58.1,7.54,1.74,0,-0.33,NA,4.87,NA,1.584,1.9
"122","11/13/2014","12:09:28",16.927,724.3,113.9,10.67,59.5,7.54,1.78,0,-0.33,NA,6.98,NA,1.596,1.9
"123","11/13/2014","12:09:29",16.346,724.3,113.8,11.13,60.1,7.54,1.85,0,-0.31,NA,6.76,NA,1.609,2
"124","11/13/2014","12:09:30",16.337,724.2,113.8,11.15,59.7,7.54,1.9,0,-0.31,NA,6.53,NA,1.622,2
"125","11/13/2014","12:09:31",16.412,724.3,114,11.16,59.1,7.54,1.99,0,-0.3,NA,9.4,NA,1.638,2
"126","11/13/2014","12:09:32",16.436,724.3,114.3,11.18,58.7,7.55,2.04,0,-0.29,NA,11.88,NA,1.65,2
"127","11/13/2014","12:09:33",16.349,724.4,114.6,11.21,58.4,7.55,2.08,0,-0.29,NA,4.65,NA,1.661,2
"128","11/13/2014","12:09:34",16.194,724.4,114.7,11.26,58.3,7.55,2.12,0,-0.27,NA,8.27,NA,1.671,2
"129","11/13/2014","12:09:35",16.115,724.3,114.8,11.3,58.2,7.55,2.17,0,-0.27,NA,12.37,NA,1.683,2
"130","11/13/2014","12:09:36",16.081,724.4,115,11.33,58,7.56,2.21,0,-0.26,NA,7.67,NA,1.692,2
"131","11/13/2014","12:09:37",16.056,724.3,115.1,11.35,57.9,7.56,2.24,0,-0.26,NA,7.1,NA,1.7,2
"132","11/13/2014","12:09:38",16.029,724.4,115.3,11.37,57.7,7.56,2.27,0,-0.26,NA,10,NA,1.708,2
"133","11/13/2014","12:09:39",16.009,724.4,115.5,11.4,57.5,7.57,2.3,0,-0.25,NA,10,NA,1.718,2
"134","11/13/2014","12:09:40",15.982,724.4,115.7,11.42,57.3,7.57,2.34,0,-0.24,NA,9.49,NA,1.728,2.1
"135","11/13/2014","12:09:41",15.925,724.4,115.8,11.44,57.2,7.57,2.39,0,-0.23,NA,9.5,NA,1.744,2.1
"136","11/13/2014","12:09:42",15.871,724.4,115.8,11.45,57.1,7.58,2.42,0,-0.22,NA,9.69,NA,1.76,2.2
"137","11/13/2014","12:09:43",15.815,724.3,115.8,11.47,57,7.58,2.43,0,-0.21,NA,9.67,NA,1.777,2.2
"138","11/13/2014","12:09:44",15.774,724.4,115.7,11.47,56.9,7.59,2.44,0,-0.2,NA,9.77,NA,1.799,2.2
"139","11/13/2014","12:09:45",15.675,724.3,115.6,11.48,56.8,7.59,2.46,0,-0.18,NA,9.92,NA,1.817,2.2
"140","11/13/2014","12:09:46",15.598,724.3,115.5,11.49,56.7,7.6,2.48,0,-0.16,NA,20.31,NA,1.835,2.3
"141","11/13/2014","12:09:47",15.517,724.4,115.5,11.51,56.6,7.6,2.52,0,-0.13,NA,23.61,NA,1.855,2.3
"142","11/13/2014","12:09:48",15.434,724.3,115.4,11.52,56.5,7.61,2.58,0,-0.1,NA,16.98,NA,1.879,2.3
"143","11/13/2014","12:09:49",15.337,724.4,115.4,11.54,56.4,7.61,2.65,0,-0.05,NA,28.98,NA,1.9,2.3
"144","11/13/2014","12:09:50",15.251,724.4,115.2,11.55,56.3,7.62,2.73,0,0,NA,19.42,NA,1.921,2.4
"145","11/13/2014","12:09:51",15.149,724.4,115,11.54,56.1,7.62,2.82,0,0.07,NA,28.39,NA,1.949,2.4
"146","11/13/2014","12:09:52",15.051,724.4,114.8,11.55,56,7.62,2.89,0,0.13,NA,22.05,NA,1.974,2.5
"147","11/13/2014","12:09:53",14.955,724.4,114.5,11.54,56,7.63,2.97,0,0.17,NA,25.92,NA,1.999,2.5
"148","11/13/2014","12:09:54",14.876,724.4,110.4,11.16,55.9,7.63,3.04,0,0.23,NA,24.57,NA,2.025,2.5
"149","11/13/2014","12:09:55",14.812,724.3,108.3,10.96,55.8,7.63,3.1,0,0.29,NA,21.47,NA,2.049,2.5
"150","11/13/2014","12:09:56",14.735,724.4,107.4,10.88,55.8,7.63,3.13,0,0.34,NA,23.64,NA,2.079,2.5
"151","11/13/2014","12:09:57",14.671,724.4,106.7,10.83,55.7,7.63,3.17,0,0.39,NA,23.82,NA,2.103,2.5
"152","11/13/2014","12:09:58",14.594,724.4,105.6,10.73,55.7,7.63,3.21,0,0.43,NA,21.07,NA,2.125,2.5
"153","11/13/2014","12:09:59",14.543,724.4,104.8,10.67,55.6,7.63,3.27,0,0.48,NA,21.43,NA,2.148,2.5
"154","11/13/2014","12:10:00",14.497,724.3,104.2,10.62,55.6,7.62,3.3,0,0.52,NA,29.08,NA,2.174,2.5
"155","11/13/2014","12:10:01",14.468,724.4,103.5,10.56,55.6,7.62,3.31,0,0.57,NA,16.68,NA,2.195,2.5
"156","11/13/2014","12:10:02",14.436,724.4,99.9,10.19,55.6,7.53,3.31,0,0.61,NA,19.51,NA,2.215,2.5
"157","11/13/2014","12:10:03",14.412,724.3,98.9,10.1,55.6,7.52,3.31,0,0.65,NA,20.93,NA,2.234,2.5
