"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"4","8/9/2017","13:37:28",25.938,745.6,101.4,8.24,14.5,7.92,NA,NA,NA,-855.85,0,0.13,0.13,NA,NA,0.338,1.29,NA,NA,0
"5","8/9/2017","13:37:29",25.943,745.6,101.4,8.22,661,7.93,NA,NA,NA,-855.54,0,0.109,0.11,NA,NA,0.37,1.41,NA,NA,0.001
"6","8/9/2017","13:37:30",25.94,745.5,101.4,8.22,677,7.94,NA,NA,NA,-855.23,0,0.071,0.07,NA,NA,0.381,1.46,NA,NA,0.005
"7","8/9/2017","13:37:31",25.899,745.6,101.4,8.22,678,7.95,NA,NA,NA,-854.94,0,0.041,0.04,NA,NA,0.404,1.54,NA,NA,0.009
"8","8/9/2017","13:37:32",24.633,745.5,101.3,8.42,696,7.96,NA,NA,NA,-854.64,0,-0.003,0,NA,NA,0.459,1.74,NA,NA,0.016
"9","8/9/2017","13:37:33",24.642,745.5,101.3,8.36,692,7.96,NA,NA,NA,-854.31,0,-0.032,-0.03,NA,NA,0.518,1.97,NA,NA,0.024
"10","8/9/2017","13:37:34",24.076,745.6,101.3,8.48,696,7.96,NA,NA,NA,-854.03,0,-0.08,-0.08,NA,NA,0.54,2.05,NA,NA,0.033
"11","8/9/2017","13:37:35",24.014,745.6,101.3,8.52,696,7.97,NA,NA,NA,-853.76,0,-0.122,-0.12,NA,NA,0.619,2.35,NA,NA,0.043
"12","8/9/2017","13:37:36",23.999,745.6,101.3,8.51,694,7.97,NA,NA,NA,-853.5,0,-0.147,-0.15,NA,NA,0.665,2.52,NA,NA,0.056
"13","8/9/2017","13:37:37",24.041,745.5,101.2,8.5,692,7.96,NA,NA,NA,-853.24,0,-0.17,-0.17,NA,NA,0.727,2.75,NA,NA,0.067
"14","8/9/2017","13:37:38",23.961,745.6,101.1,8.49,692,7.96,NA,NA,NA,-853.11,0,-0.216,-0.22,NA,NA,0.791,2.99,NA,NA,0.079
"15","8/9/2017","13:37:39",23.884,745.6,100.9,8.49,692,7.96,NA,NA,NA,-853.34,0,-0.243,-0.24,NA,NA,0.843,3.18,NA,NA,0.091
"16","8/9/2017","13:37:40",23.835,745.6,100.8,8.5,692,7.97,NA,NA,NA,-853.28,0,-0.247,-0.25,NA,NA,0.91,3.43,NA,NA,0.106
"17","8/9/2017","13:37:41",23.794,745.6,100.7,8.49,692,7.97,NA,NA,NA,-853.44,0,-0.256,-0.26,NA,NA,0.971,3.66,NA,NA,0.119
"18","8/9/2017","13:37:42",23.747,745.6,100.6,8.49,692,7.97,NA,NA,NA,-853.54,0,-0.259,-0.26,NA,NA,1.023,3.86,NA,NA,0.131
"19","8/9/2017","13:37:43",23.707,745.6,100.3,8.47,693,7.97,NA,NA,NA,-853.61,0,-0.313,-0.31,NA,NA,1.081,4.07,NA,NA,0.144
"20","8/9/2017","13:37:44",23.671,745.6,100.1,8.46,693,7.97,NA,NA,NA,-853.62,0,-0.328,-0.33,NA,NA,1.136,4.28,NA,NA,0.157
"21","8/9/2017","13:37:45",23.634,745.6,99.9,8.45,693,7.97,NA,NA,NA,-853.6,0,-0.341,-0.34,NA,NA,1.189,4.48,NA,NA,0.174
"22","8/9/2017","13:37:46",23.58,745.6,99.6,8.43,692,7.97,NA,NA,NA,-853.6,0,-0.354,-0.35,NA,NA,1.195,4.5,NA,NA,0.193
"23","8/9/2017","13:37:47",23.531,745.6,99.3,8.41,691,7.97,NA,NA,NA,-853.6,0,-0.357,-0.36,NA,NA,1.207,4.54,NA,NA,0.952
"24","8/9/2017","13:37:48",23.464,745.5,95.7,8.12,691,7.97,NA,NA,NA,-853.61,0,-0.353,-0.35,NA,NA,1.179,4.44,NA,NA,1.03
"25","8/9/2017","13:37:49",23.378,745.6,95.3,8.09,692,7.97,NA,NA,NA,-853.62,0,-0.342,-0.34,NA,NA,1.158,4.36,NA,NA,1.066
"32","8/9/2017","13:37:56",22.892,745.5,94.2,8.08,699,7.96,NA,NA,NA,-853.31,0,-0.348,-0.35,NA,NA,0.771,2.91,NA,NA,1.09
"34","8/9/2017","13:37:58",22.791,745.6,94,8.08,701,7.96,NA,NA,NA,-853.24,0,-0.354,-0.35,NA,NA,0.707,2.67,NA,NA,1.091
"35","8/9/2017","13:37:59",22.765,745.6,93.9,8.08,702,7.96,NA,NA,NA,-853.25,0,-0.365,-0.36,NA,NA,0.689,2.61,NA,NA,1.092
"36","8/9/2017","13:38:00",22.742,745.5,93.9,8.07,704,7.95,NA,NA,NA,-853.25,0,-0.377,-0.38,NA,NA,0.683,2.58,NA,NA,1.094
"37","8/9/2017","13:38:01",22.726,745.6,93.8,8.07,705,7.95,NA,NA,NA,-853.28,0,-0.374,-0.37,NA,NA,0.664,2.51,NA,NA,1.096
"38","8/9/2017","13:38:02",22.715,745.6,93.7,8.07,705,7.95,NA,NA,NA,-853.28,0,-0.38,-0.38,NA,NA,0.654,2.48,NA,NA,1.098
"39","8/9/2017","13:38:03",22.704,745.7,93.6,8.06,706,7.95,NA,NA,NA,-853.25,0,-0.386,-0.39,NA,NA,0.643,2.43,NA,NA,1.099
"40","8/9/2017","13:38:04",22.698,745.5,93.5,8.05,707,7.95,NA,NA,NA,-853.25,0,-0.396,-0.4,NA,NA,0.632,2.39,NA,NA,1.1
"41","8/9/2017","13:38:05",22.688,745.6,93.4,8.04,707,7.95,NA,NA,NA,-853.24,0,-0.405,-0.41,NA,NA,0.631,2.39,NA,NA,1.102
"42","8/9/2017","13:38:06",22.676,745.7,93.3,8.03,708,7.94,NA,NA,NA,-853.19,0,-0.422,-0.42,NA,NA,0.626,2.37,NA,NA,1.109
"43","8/9/2017","13:38:07",22.664,745.6,93.1,8.03,708,7.94,NA,NA,NA,-853.16,0,-0.435,-0.43,NA,NA,0.623,2.36,NA,NA,1.12
"44","8/9/2017","13:38:08",22.652,745.5,93,8.02,709,7.94,NA,NA,NA,-853.14,0,-0.445,-0.44,NA,NA,0.618,2.34,NA,NA,1.135
"45","8/9/2017","13:38:09",22.637,745.5,92.9,8.01,709,7.94,NA,NA,NA,-853.17,0,-0.449,-0.45,NA,NA,0.611,2.32,NA,NA,1.153
"46","8/9/2017","13:38:10",22.622,745.6,92.7,8,709,7.93,NA,NA,NA,-853.16,0,-0.457,-0.46,NA,NA,0.61,2.31,NA,NA,1.176
