"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"9","11/13/2014","16:50:23",24.773,732.2,103.7,8.61,136.7,8.03,3.81,0,-0.36,NA,2.74,NA,0,0.3
"10","11/13/2014","16:50:28",24.769,732.1,103.8,8.61,136.7,8.05,3.72,0,-0.37,NA,3.02,NA,0.004,0.4
"11","11/13/2014","16:50:33",24.763,732,103.8,8.61,136.7,8.06,3.69,0,-0.35,NA,2.97,NA,0.079,0.4
"12","11/13/2014","16:50:38",24.758,732,103.8,8.61,136.7,8.06,3.69,0,-0.34,NA,2.86,NA,0.149,0.4
"13","11/13/2014","16:50:43",24.757,732.2,103.8,8.61,136.7,8.07,3.78,0,-0.33,NA,2.87,NA,0.219,0.4
"14","11/13/2014","16:50:48",24.755,732.1,103.8,8.62,136.7,8.07,3.79,0,-0.35,NA,2.96,NA,0.299,0.5
"15","11/13/2014","16:50:53",24.748,732.1,103.8,8.62,136.7,8.07,3.84,0,-0.37,NA,2.97,NA,0.388,0.6
"16","11/13/2014","16:50:58",24.73,731.9,103.8,8.62,136.7,8.07,3.77,0,-0.38,NA,2.86,NA,0.463,0.6
"17","11/13/2014","16:51:03",24.706,732.2,103.8,8.62,136.7,8.07,3.75,0,-0.38,NA,2.89,NA,0.505,0.6
"18","11/13/2014","16:51:08",24.678,732.2,103.8,8.63,136.7,8.07,3.71,0,-0.38,NA,2.93,NA,0.537,0.7
"19","11/13/2014","16:51:13",24.667,732.2,103.8,8.63,136.7,8.07,3.71,0,-0.38,NA,2.96,NA,0.577,0.8
"20","11/13/2014","16:51:18",24.627,732.2,103.8,8.63,136.7,8.07,3.77,0,-0.39,NA,2.96,NA,0.633,0.8
"21","11/13/2014","16:51:23",24.521,732.2,103.6,8.63,136.7,8.07,3.84,0,-0.39,NA,2.9,NA,0.698,1
"22","11/13/2014","16:51:28",24.323,732.1,103.4,8.64,136.7,8.07,3.83,0,-0.4,NA,2.81,NA,0.759,1
"23","11/13/2014","16:51:33",24.095,732.2,103.4,8.68,136.6,8.06,3.95,0,-0.39,NA,2.89,NA,0.82,1.1
"24","11/13/2014","16:51:38",23.91,732.2,103.6,8.73,136.3,8.06,4.05,0,-0.37,NA,2.8,NA,0.889,1.1
"25","11/13/2014","16:51:43",23.782,732.2,103.9,8.78,136.1,8.05,4.14,0,-0.38,NA,2.8,NA,0.958,1.1
"26","11/13/2014","16:51:48",23.696,732.2,104.1,8.81,135.9,8.04,4.19,0,-0.36,NA,2.75,NA,1.022,1.2
"27","11/13/2014","16:51:53",23.599,732.2,104.1,8.83,135.8,8.03,4.24,0,-0.36,NA,2.76,NA,1.084,1.4
"28","11/13/2014","16:51:58",23.474,732.2,104,8.84,135.6,8.03,4.35,0,-0.37,NA,2.97,NA,1.157,1.4
"29","11/13/2014","16:52:03",23.361,732.1,104,8.85,135.5,8.02,4.5,0,-0.39,NA,2.89,NA,1.216,1.4
"30","11/13/2014","16:52:08",23.277,732.1,104.1,8.88,135.3,8.02,4.59,0,-0.4,NA,2.87,NA,1.269,1.4
"31","11/13/2014","16:52:13",23.235,732.2,104.1,8.89,135.2,8.01,4.65,0,-0.39,NA,2.83,NA,1.317,1.5
