"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"23","6/1/2017","9:25:26",25.965,749.6,120.3,9.76,82.7,7.65,181.1,31.06,0,-0.22,NA,3.6,NA,0,0
"41","6/1/2017","9:25:44",25.952,749.6,122.8,9.97,82.2,7.64,186.8,31.05,0,-0.14,NA,4.02,NA,0.001,0
"42","6/1/2017","9:25:45",25.948,749.5,122.9,9.98,82.2,7.64,187.2,31.05,0,-0.14,NA,3.98,NA,0.003,0.1
"43","6/1/2017","9:25:46",25.941,749.6,122.9,9.98,82.2,7.65,187.4,31.09,0,-0.13,NA,3.99,NA,0.005,0.1
"44","6/1/2017","9:25:47",25.933,749.6,122.9,9.98,82.1,7.65,187.6,31.07,0,-0.12,NA,4.06,NA,0.007,0.1
"45","6/1/2017","9:25:48",25.919,749.6,123,9.99,82.1,7.65,187.7,31.08,0,-0.12,NA,4.06,NA,0.01,0.1
"46","6/1/2017","9:25:49",25.907,749.5,123,9.99,82.1,7.75,187.7,31.06,0,-0.12,NA,4.08,NA,0.013,0.1
"47","6/1/2017","9:25:50",25.891,749.5,123,10,82.1,7.76,187.7,31.12,0,-0.13,NA,4.14,NA,0.017,0.2
"48","6/1/2017","9:25:51",25.875,749.5,123,10,82.1,7.77,187.7,31.17,0,-0.13,NA,4.25,NA,0.021,0.2
"49","6/1/2017","9:25:52",25.854,749.6,123.1,10.01,82.2,7.77,187.7,31.2,0,-0.13,NA,4.28,NA,0.026,0.2
"50","6/1/2017","9:25:53",25.833,749.6,123.1,10.01,82.2,7.78,187.6,31.21,0,-0.11,NA,4.4,NA,0.031,0.2
"51","6/1/2017","9:25:54",25.805,749.6,123.1,10.02,82.1,7.79,187.6,31.28,0,-0.11,NA,4.53,NA,0.037,0.2
"52","6/1/2017","9:25:55",25.779,749.6,123.1,10.02,82.1,7.8,187.6,31.38,0,-0.09,NA,4.65,NA,0.042,0.2
"53","6/1/2017","9:25:56",25.749,749.5,123.1,10.03,82.1,7.81,187.5,31.39,0,-0.08,NA,4.79,NA,0.047,0.3
"54","6/1/2017","9:25:57",25.721,749.6,123.1,10.04,82.1,7.82,187.4,31.42,0,-0.1,NA,4.93,NA,0.054,0.3
"55","6/1/2017","9:25:58",25.698,749.5,123.2,10.05,82.1,7.82,187.3,31.45,0,-0.1,NA,5.05,NA,0.061,0.3
"56","6/1/2017","9:25:59",25.667,749.5,123.2,10.05,82.1,7.83,187.2,31.47,0,-0.1,NA,5.21,NA,0.072,0.4
"57","6/1/2017","9:26:00",25.643,749.6,123.2,10.06,82.1,7.84,187,31.47,0,-0.1,NA,5.39,NA,0.081,0.4
"58","6/1/2017","9:26:01",25.616,749.6,123.3,10.07,82.1,7.85,186.9,31.57,0,-0.09,NA,5.53,NA,0.092,0.4
"59","6/1/2017","9:26:02",25.591,749.5,123.3,10.07,82.1,7.85,186.7,31.61,0,-0.09,NA,5.71,NA,0.108,0.5
"60","6/1/2017","9:26:03",25.561,749.6,123.3,10.08,82,7.86,186.5,31.68,0,-0.08,NA,5.96,NA,0.117,0.5
"61","6/1/2017","9:26:04",25.536,749.5,123.3,10.08,82,7.86,186.3,31.76,0,-0.07,NA,6.14,NA,0.13,0.5
"62","6/1/2017","9:26:05",25.504,749.6,123.3,10.09,82,7.87,186.1,31.79,0,-0.06,NA,6.38,NA,0.144,0.5
"63","6/1/2017","9:26:06",25.478,749.6,123.3,10.09,82,7.88,185.9,31.82,0,-0.05,NA,6.62,NA,0.158,0.6
"64","6/1/2017","9:26:07",25.448,749.6,123.2,10.09,82,7.88,185.8,31.91,0,-0.04,NA,6.79,NA,0.176,0.6
"65","6/1/2017","9:26:08",25.42,749.6,123.2,10.1,82,7.89,185.6,31.94,0,-0.04,NA,6.96,NA,0.192,0.7
"66","6/1/2017","9:26:09",25.383,749.5,123.1,10.09,82,7.89,185.4,31.93,0,-0.03,NA,7.05,NA,0.209,0.7
"67","6/1/2017","9:26:10",25.349,749.6,123,10.09,82,7.89,185.3,31.88,0,-0.02,NA,7.1,NA,0.227,0.7
"68","6/1/2017","9:26:11",25.31,749.6,122.9,10.09,82,7.9,185.1,31.94,0,-0.02,NA,7.11,NA,0.249,0.7
"69","6/1/2017","9:26:12",25.275,749.6,122.7,10.09,82,7.9,184.9,31.98,0,-0.02,NA,7.14,NA,0.267,0.7
"70","6/1/2017","9:26:13",25.245,749.5,122.6,10.08,82,7.9,184.7,31.96,0,-0.03,NA,7.1,NA,0.286,0.7
"71","6/1/2017","9:26:14",25.207,749.6,122.4,10.07,82,7.91,184.6,32.03,0,-0.02,NA,7.03,NA,0.306,0.8
"72","6/1/2017","9:26:15",25.175,749.6,122.2,10.06,82,7.91,184.4,32.02,0,-0.02,NA,6.94,NA,0.33,0.8
"73","6/1/2017","9:26:16",25.142,749.6,122,10.06,82,7.92,184.2,32.08,0,-0.01,NA,6.81,NA,0.351,0.8
"74","6/1/2017","9:26:17",25.113,749.5,121.8,10.04,81.9,7.93,184.1,32.11,0,-0.02,NA,6.71,NA,0.372,0.8
"75","6/1/2017","9:26:18",25.086,749.6,121.7,10.03,81.9,7.94,183.9,32.08,0,-0.02,NA,6.67,NA,0.394,0.9
"76","6/1/2017","9:26:19",25.064,749.6,121.5,10.02,81.9,7.94,183.7,32.11,0,-0.03,NA,6.61,NA,0.416,0.9
"77","6/1/2017","9:26:20",25.045,749.6,121.3,10.01,82,7.95,183.6,32.07,0,-0.03,NA,6.52,NA,0.444,0.9
"78","6/1/2017","9:26:21",25.018,749.6,121.1,10,82,7.95,183.4,32.06,0,-0.03,NA,6.46,NA,0.467,0.9
"79","6/1/2017","9:26:22",25.002,749.6,120.9,9.99,82,7.96,183.2,32.07,0,-0.04,NA,6.42,NA,0.491,1
"80","6/1/2017","9:26:23",24.989,749.6,120.7,9.98,82,7.96,183.1,32.18,0,-0.05,NA,6.33,NA,0.519,1
"81","6/1/2017","9:26:24",24.975,749.6,120.6,9.97,82,7.96,182.9,32.16,0,-0.06,NA,6.3,NA,0.542,1
"82","6/1/2017","9:26:25",24.956,749.6,120.4,9.96,82,7.97,182.8,32.21,0,-0.07,NA,6.21,NA,0.566,1
"83","6/1/2017","9:26:26",24.932,749.6,120.3,9.95,82,7.97,182.6,32.18,0,-0.09,NA,6.16,NA,0.589,1
"84","6/1/2017","9:26:27",24.909,749.5,120.1,9.94,82,7.97,182.5,32.19,0,-0.09,NA,6.05,NA,0.617,1.1
"85","6/1/2017","9:26:28",24.891,749.6,120,9.93,82,7.97,182.4,32.2,0,-0.1,NA,5.98,NA,0.641,1.1
"86","6/1/2017","9:26:29",24.862,749.6,119.8,9.92,82.1,7.97,182.3,32.12,0,-0.1,NA,5.93,NA,0.665,1.1
"87","6/1/2017","9:26:30",24.831,749.6,119.6,9.91,82.1,7.97,182.1,32.16,0,-0.11,NA,5.84,NA,0.689,1.1
"88","6/1/2017","9:26:31",24.81,749.6,119.4,9.9,82.1,7.98,182,32.07,0,-0.11,NA,5.79,NA,0.713,1.1
"89","6/1/2017","9:26:32",24.782,749.6,119.3,9.89,82.1,7.98,181.9,32.09,0,-0.12,NA,5.73,NA,0.742,1.2
"90","6/1/2017","9:26:33",24.755,749.5,119.1,9.88,82.2,7.98,181.8,32.03,0,-0.13,NA,5.63,NA,0.767,1.2
"91","6/1/2017","9:26:34",24.731,749.5,118.9,9.87,82.2,7.98,181.7,32.03,0,-0.13,NA,5.6,NA,0.788,1.1
"92","6/1/2017","9:26:35",24.712,749.6,118.8,9.87,82.2,7.98,181.6,32.09,0,-0.13,NA,5.52,NA,0.808,1.1
"93","6/1/2017","9:26:36",24.683,749.5,118.6,9.85,82.2,7.98,181.6,32.13,0,-0.14,NA,5.48,NA,0.833,1.2
"94","6/1/2017","9:26:37",24.658,749.6,118.4,9.85,82.2,7.97,181.5,32.11,0,-0.14,NA,5.46,NA,0.855,1.2
"95","6/1/2017","9:26:38",24.637,749.5,118.3,9.84,82.2,7.97,181.5,32.01,0,-0.13,NA,5.49,NA,0.877,1.3
"96","6/1/2017","9:26:39",24.619,749.6,118.1,9.82,82.2,7.97,181.4,32.03,0,-0.14,NA,5.54,NA,0.898,1.3
"97","6/1/2017","9:26:40",24.591,749.6,117.9,9.81,82.1,7.97,181.4,32.03,0,-0.15,NA,5.45,NA,0.924,1.3
"98","6/1/2017","9:26:41",24.566,749.6,117.7,9.8,82.1,7.97,181.4,32.04,0,-0.15,NA,5.41,NA,0.945,1.3
