"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","ORP.mV","NTU","TSS.mg.L","BGA.PC.ug.L","BGA.PE.ug.L","Chl.ug.L","fDOM.RFU","DEP.m","VPos.m"
"48","6/12/2017","15:55:05",26.816,738.3,101.3,8.09,246.4,8.6,159.1,17.89,0,3.62,NA,26.88,NA,0,0.4
"49","6/12/2017","15:55:06",26.817,738.3,101.3,8.1,246.4,8.6,159.2,17.83,0,3.62,NA,26.85,NA,0.012,0.5
"50","6/12/2017","15:55:07",26.817,738.3,101.4,8.1,246.4,8.6,159.3,17.85,0,3.61,NA,26.76,NA,0.03,0.5
"51","6/12/2017","15:55:08",26.816,738.3,101.4,8.1,246.4,8.6,159.4,17.91,0,3.59,NA,26.82,NA,0.045,0.6
"52","6/12/2017","15:55:09",26.811,738.3,101.4,8.1,246.4,8.6,159.5,17.93,0,3.6,NA,26.83,NA,0.062,0.6
"53","6/12/2017","15:55:10",26.806,738.3,101.4,8.1,246.4,8.6,159.6,17.97,0,3.59,NA,26.85,NA,0.081,0.7
"54","6/12/2017","15:55:11",26.8,738.4,101.3,8.1,246.4,8.6,159.7,18.02,0,3.58,NA,26.87,NA,0.869,0.8
"59","6/12/2017","15:55:16",26.738,738.2,96.6,7.73,246.6,8.6,160.2,17.99,0,3.54,NA,27.65,NA,0.915,0.9
"60","6/12/2017","15:55:17",26.718,738.3,96.3,7.71,246.7,8.6,160.4,18,0,3.53,NA,27.54,NA,0.927,1
"61","6/12/2017","15:55:18",26.7,738.2,95.7,7.66,246.7,8.59,160.5,17.9,0,3.52,NA,27.63,NA,0.95,1
"62","6/12/2017","15:55:19",26.68,738.2,95.5,7.65,246.8,8.59,160.6,17.8,0,3.5,NA,27.65,NA,0.978,1.1
"63","6/12/2017","15:55:20",26.657,738.3,95,7.61,246.8,8.59,160.8,17.74,0,3.49,NA,27.59,NA,0.998,1.1
"64","6/12/2017","15:55:21",26.635,738.2,94.7,7.59,246.9,8.59,160.9,17.69,0,3.47,NA,27.57,NA,1.019,1.2
"65","6/12/2017","15:55:22",26.612,738.2,94.3,7.56,247,8.58,161,17.6,0,3.44,NA,27.44,NA,1.041,1.2
"66","6/12/2017","15:55:23",26.59,738.4,94,7.54,247.1,8.58,161.2,17.43,0,3.42,NA,27.27,NA,1.069,1.3
"67","6/12/2017","15:55:24",26.562,738.3,93.6,7.51,247.1,8.57,161.4,17.4,0,3.39,NA,27.03,NA,1.095,1.3
"68","6/12/2017","15:55:25",26.539,738.3,93.2,7.49,247.2,8.57,161.5,17.3,0,3.35,NA,26.77,NA,1.12,1.4
"69","6/12/2017","15:55:26",26.52,738.3,92.9,7.46,247.3,8.57,161.6,17.17,0,3.32,NA,26.48,NA,1.145,1.4
"70","6/12/2017","15:55:27",26.501,738.4,89.5,7.19,247.4,8.56,161.7,17.08,0,3.29,NA,26.42,NA,1.171,1.5
"71","6/12/2017","15:55:28",26.48,738.3,89.1,7.16,247.4,8.55,161.9,17,0,3.26,NA,26.44,NA,1.201,1.5
"72","6/12/2017","15:55:29",26.463,738.3,88.9,7.15,247.5,8.55,162,16.99,0,3.24,NA,26.29,NA,1.224,1.6
"73","6/12/2017","15:55:30",26.446,738.3,88.7,7.13,247.5,8.54,162.2,16.91,0,3.22,NA,26.21,NA,1.248,1.6
"74","6/12/2017","15:55:31",26.432,738.3,88.5,7.12,247.6,8.54,162.3,16.87,0,3.19,NA,26.14,NA,1.271,1.7
"75","6/12/2017","15:55:32",26.416,738.3,88.4,7.11,247.6,8.53,162.4,16.85,0,3.16,NA,25.98,NA,1.3,1.7
"76","6/12/2017","15:55:33",26.405,738.3,88.2,7.1,247.7,8.52,162.6,16.88,0,3.14,NA,25.95,NA,1.323,1.8
"77","6/12/2017","15:55:34",26.396,738.3,88.1,7.09,247.7,8.52,162.7,16.91,0,3.12,NA,25.78,NA,1.347,1.8
"78","6/12/2017","15:55:35",26.388,738.3,88,7.08,247.7,8.51,162.8,16.92,0,3.09,NA,25.63,NA,1.37,1.9
