"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","NH4.N.mg.L","NO3.N.mg.L","Cl.mg.L","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","BGA.PE.RFU","BGA.PE.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"31","7/26/2017","11:23:21",30.068,741.1,108.5,8.18,530,8.44,NA,NA,NA,-859.85,0,-0.346,-0.35,NA,NA,0.343,1.31,NA,NA,0
"32","7/26/2017","11:23:22",30.069,741.1,108.5,8.18,530,8.44,NA,NA,NA,-859.85,0,-0.338,-0.34,NA,NA,0.345,1.32,NA,NA,0.002
"33","7/26/2017","11:23:23",30.07,741.1,108.5,8.18,530,8.44,NA,NA,NA,-859.84,0,-0.32,-0.32,NA,NA,0.358,1.37,NA,NA,0.004
"34","7/26/2017","11:23:24",30.072,741,108.5,8.18,530,8.44,NA,NA,NA,-859.84,0,-0.315,-0.32,NA,NA,0.351,1.34,NA,NA,0.008
"35","7/26/2017","11:23:25",30.074,741,108.5,8.18,530,8.45,NA,NA,NA,-859.82,0,-0.318,-0.32,NA,NA,0.354,1.35,NA,NA,0.013
"36","7/26/2017","11:23:26",30.076,741.1,108.6,8.18,530,8.45,NA,NA,NA,-859.83,0,-0.325,-0.32,NA,NA,0.358,1.37,NA,NA,0.021
"37","7/26/2017","11:23:27",30.078,741,108.6,8.18,530,8.45,NA,NA,NA,-859.8,0,-0.327,-0.33,NA,NA,0.358,1.37,NA,NA,0.032
"38","7/26/2017","11:23:28",30.079,741.1,108.6,8.18,530,8.45,NA,NA,NA,-859.78,0,-0.326,-0.33,NA,NA,0.351,1.34,NA,NA,0.045
"39","7/26/2017","11:23:29",30.081,741.1,108.6,8.18,530,8.45,NA,NA,NA,-859.77,0,-0.319,-0.32,NA,NA,0.344,1.32,NA,NA,0.057
"40","7/26/2017","11:23:30",30.082,741.1,108.6,8.19,530,8.45,NA,NA,NA,-859.73,0,-0.317,-0.32,NA,NA,0.342,1.31,NA,NA,0.068
"41","7/26/2017","11:23:31",30.083,741.1,108.6,8.19,530,8.46,NA,NA,NA,-859.73,0,-0.31,-0.31,NA,NA,0.346,1.32,NA,NA,0.082
"42","7/26/2017","11:23:32",30.083,741.1,108.6,8.19,530,8.46,NA,NA,NA,-859.71,0,-0.313,-0.31,NA,NA,0.344,1.32,NA,NA,0.1
"43","7/26/2017","11:23:33",30.084,741.1,108.6,8.19,530,8.46,NA,NA,NA,-859.68,0,-0.312,-0.31,NA,NA,0.345,1.32,NA,NA,0.115
"44","7/26/2017","11:23:34",30.084,741.1,108.6,8.19,530,8.46,NA,NA,NA,-859.69,0,-0.31,-0.31,NA,NA,0.342,1.31,NA,NA,0.13
"45","7/26/2017","11:23:35",30.084,741.1,108.6,8.19,530,8.46,NA,NA,NA,-859.67,0,-0.307,-0.31,NA,NA,0.355,1.35,NA,NA,0.146
"46","7/26/2017","11:23:36",30.083,741.1,108.6,8.19,530,8.46,NA,NA,NA,-859.64,0,-0.299,-0.3,NA,NA,0.347,1.33,NA,NA,0.165
"47","7/26/2017","11:23:37",30.083,741.1,108.6,8.19,530,8.46,NA,NA,NA,-859.62,0,-0.282,-0.28,NA,NA,0.35,1.34,NA,NA,0.181
"48","7/26/2017","11:23:38",30.083,741,108.6,8.19,530,8.47,NA,NA,NA,-859.6,0,-0.276,-0.28,NA,NA,0.353,1.35,NA,NA,0.197
"49","7/26/2017","11:23:39",30.082,741.1,108.6,8.19,530,8.47,NA,NA,NA,-859.6,0,-0.276,-0.28,NA,NA,0.354,1.35,NA,NA,0.213
"50","7/26/2017","11:23:40",30.082,741.1,108.6,8.18,530,8.47,NA,NA,NA,-859.6,0,-0.291,-0.29,NA,NA,0.353,1.35,NA,NA,0.233
"51","7/26/2017","11:23:41",30.082,741,108.6,8.18,530,8.47,NA,NA,NA,-859.59,0,-0.29,-0.29,NA,NA,0.358,1.37,NA,NA,0.251
"52","7/26/2017","11:23:42",30.082,741.1,108.6,8.18,530,8.47,NA,NA,NA,-859.59,0,-0.294,-0.29,NA,NA,0.352,1.34,NA,NA,0.268
"53","7/26/2017","11:23:43",30.081,741,108.6,8.18,530,8.47,NA,NA,NA,-859.59,0,-0.295,-0.29,NA,NA,0.351,1.34,NA,NA,0.286
"54","7/26/2017","11:23:44",30.081,741,108.6,8.18,530,8.47,NA,NA,NA,-859.58,0,-0.287,-0.29,NA,NA,0.352,1.34,NA,NA,0.306
"55","7/26/2017","11:23:45",30.08,741.1,108.5,8.18,530,8.47,NA,NA,NA,-859.6,0,-0.282,-0.28,NA,NA,0.353,1.35,NA,NA,0.33
"56","7/26/2017","11:23:46",30.079,741,108.5,8.18,530,8.47,NA,NA,NA,-859.59,0,-0.273,-0.27,NA,NA,0.346,1.32,NA,NA,0.35
"57","7/26/2017","11:23:47",30.078,741,108.5,8.18,530,8.47,NA,NA,NA,-859.61,0,-0.274,-0.27,NA,NA,0.355,1.36,NA,NA,0.37
"58","7/26/2017","11:23:48",30.078,741,108.5,8.18,530,8.48,NA,NA,NA,-859.62,0,-0.281,-0.28,NA,NA,0.35,1.34,NA,NA,0.392
"59","7/26/2017","11:23:49",30.077,741.2,108.5,8.18,530,8.48,NA,NA,NA,-859.62,0,-0.279,-0.28,NA,NA,0.349,1.33,NA,NA,0.42
"60","7/26/2017","11:23:50",30.077,741,108.5,8.18,530,8.48,NA,NA,NA,-859.62,0,-0.277,-0.28,NA,NA,0.346,1.32,NA,NA,0.447
"61","7/26/2017","11:23:51",30.076,741,108.5,8.18,530,8.48,NA,NA,NA,-859.64,0,-0.277,-0.28,NA,NA,0.358,1.37,NA,NA,0.474
"62","7/26/2017","11:23:52",30.076,741,108.5,8.18,530,8.48,NA,NA,NA,-859.64,0,-0.277,-0.28,NA,NA,0.361,1.38,NA,NA,0.501
"63","7/26/2017","11:23:53",30.075,741,108.4,8.18,530,8.48,NA,NA,NA,-859.65,0,-0.289,-0.29,NA,NA,0.369,1.41,NA,NA,0.533
"64","7/26/2017","11:23:54",30.074,741.1,108.4,8.17,530,8.48,NA,NA,NA,-859.63,0,-0.287,-0.29,NA,NA,0.372,1.42,NA,NA,0.56
"65","7/26/2017","11:23:55",30.073,741.1,108.4,8.17,530,8.48,NA,NA,NA,-859.61,0,-0.291,-0.29,NA,NA,0.365,1.39,NA,NA,0.587
"66","7/26/2017","11:23:56",30.073,741,108.4,8.17,530,8.48,NA,NA,NA,-859.62,0,-0.301,-0.3,NA,NA,0.369,1.41,NA,NA,0.614
"67","7/26/2017","11:23:57",30.072,741,108.3,8.17,530,8.48,NA,NA,NA,-859.63,0,-0.303,-0.3,NA,NA,0.375,1.43,NA,NA,0.641
"68","7/26/2017","11:23:58",30.072,740.9,108.3,8.17,530,8.48,NA,NA,NA,-859.62,0,-0.312,-0.31,NA,NA,0.375,1.43,NA,NA,0.673
"69","7/26/2017","11:23:59",30.072,741.1,108.3,8.17,530,8.48,NA,NA,NA,-859.6,0,-0.301,-0.3,NA,NA,0.373,1.42,NA,NA,0.7
"70","7/26/2017","11:24:00",30.071,741.1,108.3,8.17,530,8.48,NA,NA,NA,-859.58,0,-0.307,-0.31,NA,NA,0.37,1.41,NA,NA,0.726
"71","7/26/2017","11:24:01",30.071,741.1,108.3,8.16,530,8.48,NA,NA,NA,-859.56,0,-0.307,-0.31,NA,NA,0.366,1.4,NA,NA,0.754
"72","7/26/2017","11:24:02",30.071,741.1,108.3,8.16,530,8.48,NA,NA,NA,-859.53,0,-0.302,-0.3,NA,NA,0.368,1.41,NA,NA,0.787
