Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,NH4-N mg/L,NO3-N mg/L,Cl mg/L,FNU,TSS mg/L,BGA-PC RFU,BGA-PC ug/L,BGA-PE RFU,BGA-PE ug/L,Chl RFU,Chl ug/L,fDOM RFU,fDOM QSU,DEP m
11/16/2017,14:00:31,8.56,745.3,95.6,11.16,361.2,7.79,,,,-856.99,0,0.872,0.87,,,1.043,3.93,,,2.019
11/16/2017,14:00:32,8.553,745.3,95.4,11.14,361.2,7.79,,,,-856.99,0,0.848,0.85,,,1.021,3.85,,,2.046
11/16/2017,14:00:33,8.547,745.3,95.3,11.12,361.1,7.79,,,,-857.02,0,0.835,0.84,,,1.04,3.92,,,2.073
11/16/2017,14:00:34,8.542,745.3,95.1,11.1,361.2,7.79,,,,-857,0,0.841,0.84,,,1.046,3.94,,,2.103
11/16/2017,14:00:35,8.537,745.3,95,11.09,361.1,7.79,,,,-857.01,0,0.834,0.83,,,1.046,3.94,,,2.935
11/16/2017,14:00:36,8.533,745.3,94.8,11.07,361.1,7.79,,,,-857.03,0,0.819,0.82,,,1.047,3.94,,,3.007
11/16/2017,14:00:37,8.53,745.3,94.7,11.06,361.1,7.79,,,,-857.04,0,0.802,0.8,,,1.05,3.96,,,3.078
11/16/2017,14:00:38,8.527,745.4,94.6,11.05,361.1,7.79,,,,-857.15,0,0.777,0.78,,,1.042,3.93,,,3.102
11/16/2017,14:00:39,8.524,745.2,94.6,11.05,361.1,7.79,,,,-857.21,0,0.767,0.77,,,1.064,4.01,,,3.123
11/16/2017,14:00:40,8.521,745.3,94.5,11.04,361.1,7.79,,,,-857.29,0,0.749,0.75,,,1.084,4.08,,,3.138
11/16/2017,14:00:41,8.52,745.3,94.5,11.04,361.1,7.79,,,,-857.24,0,0.754,0.75,,,1.106,4.17,,,3.15
11/16/2017,14:00:42,8.518,745.3,94.5,11.04,361,7.79,,,,-857.25,0,0.765,0.76,,,1.095,4.13,,,3.172
11/16/2017,14:00:43,8.516,745.3,94.5,11.04,361.1,7.79,,,,-857.27,0,0.766,0.77,,,1.121,4.22,,,3.208
11/16/2017,14:00:44,8.514,745.3,94.5,11.04,361.1,7.79,,,,-857.31,0,0.766,0.77,,,1.127,4.25,,,3.239
11/16/2017,14:00:45,8.512,745.2,94.5,11.05,361.1,7.79,,,,-857.42,0,0.779,0.78,,,1.125,4.24,,,3.271
11/16/2017,14:00:46,8.508,745.3,94.6,11.05,361.1,7.79,,,,-857.4,0,0.787,0.79,,,1.128,4.25,,,3.305
11/16/2017,14:00:47,8.504,745.2,94.6,11.06,361.1,7.79,,,,-857.39,0,0.786,0.79,,,1.156,4.35,,,3.339
11/16/2017,14:00:48,8.499,745.3,94.7,11.07,361.1,7.79,,,,-857.43,0,0.774,0.77,,,1.16,4.37,,,3.364
11/16/2017,14:00:49,8.494,745.2,94.7,11.07,361.1,7.79,,,,-857.39,0,0.782,0.78,,,1.187,4.47,,,3.389
11/16/2017,14:00:50,8.486,745.2,94.8,11.08,361.1,7.79,,,,-857.42,0,0.788,0.79,,,1.192,4.49,,,3.416
11/16/2017,14:00:51,8.477,745.4,94.8,11.09,361.1,7.79,,,,-857.37,0,0.801,0.8,,,1.2,4.52,,,3.444
11/16/2017,14:00:52,8.466,745.3,94.9,11.1,361.2,7.79,,,,-855.48,0,0.802,0.8,,,1.204,4.53,,,3.476
11/16/2017,14:00:53,8.457,745.3,95,11.11,361.2,7.78,,,,-189.28,0,0.803,0.8,,,1.228,4.62,,,3.502
11/16/2017,14:00:54,8.448,745.2,95,11.12,361.2,7.78,,,,-849.94,0,0.843,0.84,,,1.863,7,,,3.526
11/16/2017,14:00:55,8.44,745.2,95.1,11.13,361.2,7.78,,,,-841.95,0,0.884,0.88,,,2.146,8.05,,,3.548
11/16/2017,14:00:56,8.432,745.3,95.1,11.13,361.2,7.78,,,,1923.1,0,0.925,0.92,,,1.708,6.42,,,3.572
11/16/2017,14:00:57,8.425,745.3,95.2,11.14,361.3,7.78,,,,-372.74,0,0.971,0.97,,,2.253,8.46,,,3.592
11/16/2017,14:00:58,8.418,745.2,95.2,11.15,361.3,7.78,,,,-719.8,0,1.062,1.06,,,3.568,13.37,,,3.612
11/16/2017,14:00:59,8.412,745.2,95.3,11.16,361.4,7.78,,,,-801.12,0,1.326,1.33,,,4.424,16.58,,,3.63
11/16/2017,14:01:00,8.407,745.3,95.3,11.16,361.5,7.78,,,,-813.83,0,1.6,1.6,,,4.54,17.01,,,3.65
11/16/2017,14:01:01,8.405,745.3,95.3,11.17,361.5,7.78,,,,-826.37,0,1.795,1.79,,,1.6,6.01,,,3.666
11/16/2017,14:01:02,8.402,745.3,95.4,11.17,361.6,7.78,,,,-819.01,0,1.831,1.83,,,2.004,7.52,,,3.68
11/16/2017,14:01:03,8.403,745.3,95.4,11.18,361.6,7.78,,,,-827.31,0,1.851,1.85,,,1.691,6.35,,,3.694
11/16/2017,14:01:04,8.405,745.3,95.4,11.18,361.7,7.78,,,,-828.98,0,1.87,1.87,,,1.578,5.93,,,3.708
11/16/2017,14:01:05,8.408,745.3,95.4,11.18,361.7,7.78,,,,-819.66,0,1.885,1.89,,,1.58,5.94,,,3.72
11/16/2017,14:01:06,8.409,745.4,95.4,11.18,361.8,7.78,,,,-834.78,0,1.895,1.9,,,1.589,5.97,,,3.73
11/16/2017,14:01:07,8.411,745.3,95.4,11.18,361.8,7.77,,,,-835.8,0,1.918,1.92,,,1.617,6.08,,,3.74
11/16/2017,14:01:08,8.412,745.4,95.5,11.18,361.9,7.77,,,,-836.29,0,1.933,1.93,,,1.614,6.06,,,3.749
11/16/2017,14:01:09,8.414,745.2,95.5,11.18,362,7.77,,,,-836.7,0,1.957,1.96,,,1.619,6.08,,,3.759
11/16/2017,14:01:10,8.414,745.4,95.5,11.18,362,7.77,,,,-837.02,0,1.984,1.98,,,1.623,6.1,,,3.767
11/16/2017,14:01:11,8.416,745.2,95.5,11.18,362,7.77,,,,-837.32,0,2.027,2.03,,,1.619,6.08,,,3.775
11/16/2017,14:01:12,8.417,745.2,95.4,11.18,362,7.77,,,,-835.72,0,2.134,2.13,,,2.805,10.52,,,3.782
11/16/2017,14:01:13,8.417,745.3,95.4,11.18,362,7.77,,,,-834.49,0,2.227,2.23,,,2.851,10.69,,,3.79
11/16/2017,14:01:14,8.418,745.3,95.4,11.17,362,7.76,,,,-833.72,0,2.496,2.5,,,6.386,23.91,,,3.796
11/16/2017,14:01:15,8.419,745.3,95.4,11.17,362,7.76,,,,-129.55,0,8.495,8.49,,,6.584,24.65,,,3.802
11/16/2017,14:01:16,8.42,745.4,95.4,11.17,362.1,7.76,,,,294.36,0,7.76,7.76,,,5.515,20.65,,,3.818
11/16/2017,14:01:17,8.422,745.4,95.4,11.17,362.3,7.76,,,,-394.9,0,14.764,14.76,,,5.509,20.63,,,3.843
11/16/2017,14:01:18,8.424,745.3,95.4,11.17,362.3,7.76,,,,-771.94,0,4.806,4.81,,,2.439,9.15,,,3.861
11/16/2017,14:01:19,8.425,745.3,95.3,11.16,362.3,7.76,,,,-817.47,0,1.879,1.88,,,1.532,5.76,,,3.872
11/16/2017,14:01:20,8.426,745.3,95.3,11.16,362.6,7.76,,,,-848.78,0,1.398,1.4,,,1.331,5.01,,,2.939
11/16/2017,14:01:21,8.432,745.3,95.3,11.16,362.5,7.75,,,,-856.92,0,1.158,1.16,,,1.331,5.01,,,2.388
11/16/2017,14:01:22,8.438,745.4,95.3,11.16,362.5,7.75,,,,-853.14,0,0.896,0.9,,,1.11,4.18,,,1.74
11/16/2017,14:01:23,8.449,745.4,95.3,11.15,362.4,7.75,,,,-807.3,0,1.062,1.06,,,2.287,8.58,,,1.41
11/16/2017,14:01:24,8.463,745.4,95.3,11.15,362.3,7.75,,,,-855.12,0,1.132,1.13,,,1.464,5.51,,,1.251
11/16/2017,14:01:25,8.484,745.4,95.3,11.15,362.2,7.75,,,,-857.45,0,1.098,1.1,,,1.13,4.26,,,0.184
11/16/2017,14:01:26,8.52,745.4,95.4,11.15,362.1,7.75,,,,-856.42,0,1.013,1.01,,,1.092,4.11,,,0
11/16/2017,14:01:27,8.558,745.3,95.5,11.16,45.6,7.75,,,,-837.73,0,1.214,1.21,,,1.769,6.65,,,0
11/16/2017,14:01:28,8.591,745.4,95.6,11.17,17.6,7.75,,,,-854.67,0,1.292,1.29,,,-0.066,-0.22,,,0
11/16/2017,14:01:29,8.615,745.4,95.7,11.17,16.7,7.75,,,,-857.15,0,1.183,1.18,,,0.221,0.85,,,0
11/16/2017,14:01:30,8.638,745.3,95.8,11.17,14.9,7.75,,,,-854.34,0,1.058,1.06,,,0.052,0.22,,,0
11/16/2017,14:01:31,8.654,745.2,95.9,11.18,13,7.74,,,,-850.82,0,0.955,0.96,,,0.048,0.21,,,0
11/16/2017,14:01:32,8.673,745.3,96,11.19,11.8,7.74,,,,-791.63,0,0.891,0.89,,,0.085,0.35,,,0
11/16/2017,14:01:33,8.684,745.3,96.2,11.21,10.8,7.74,,,,-696.7,0,0.863,0.86,,,0.168,0.66,,,0
11/16/2017,14:01:34,8.69,745.2,96.4,11.22,10.2,7.74,,,,298.58,0,0.898,0.9,,,0.211,0.82,,,0
11/16/2017,14:01:35,8.694,745.4,96.6,11.25,9.8,7.74,,,,8564,0,0.987,0.99,,,0.239,0.92,,,0
11/16/2017,14:01:36,8.692,745.3,96.7,11.27,9.6,7.74,,,,1085.8,0,1.105,1.11,,,0.237,0.92,,,0
11/16/2017,14:01:37,8.685,745.3,96.9,11.29,9.4,7.74,,,,-749.72,0,1.215,1.21,,,0.227,0.88,,,0
