"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","pH","FNU","TSS.mg.L","BGA.PC.RFU","BGA.PC.ug.L","Chl.RFU","Chl.ug.L","fDOM.RFU","fDOM.QSU","DEP.m"
"199","8/7/2017","15:48:58",23.697,739.7,9.5,0.8,369.1,7.53,-851.07,0,-0.03,-0.03,0.552,2.09,NA,NA,2.972
"200","8/7/2017","15:48:59",23.687,739.7,9.1,0.77,369,7.53,-850.87,0,-0.044,-0.04,0.549,2.08,NA,NA,2.984
"201","8/7/2017","15:49:00",23.678,739.7,8.8,0.75,368.8,7.53,-850.82,0,-0.044,-0.04,0.539,2.05,NA,NA,2.999
"202","8/7/2017","15:49:01",23.666,739.7,8.6,0.73,368.7,7.53,-850.73,0,-0.04,-0.04,0.544,2.06,NA,NA,3.012
"203","8/7/2017","15:49:02",23.655,739.6,8.5,0.72,368.5,7.52,-850.7,0,-0.044,-0.04,0.541,2.05,NA,NA,3.024
"204","8/7/2017","15:49:03",23.647,739.6,8.3,0.7,368.3,7.52,-850.66,0,-0.048,-0.05,0.543,2.06,NA,NA,3.037
"205","8/7/2017","15:49:04",23.642,739.7,8.2,0.69,368.1,7.52,-850.66,0,-0.053,-0.05,0.545,2.07,NA,NA,3.049
"206","8/7/2017","15:49:05",23.638,739.7,8,0.68,367.9,7.52,-850.66,0,-0.055,-0.06,0.547,2.07,NA,NA,3.064
"207","8/7/2017","15:49:06",23.638,739.7,7.9,0.67,367.7,7.52,-850.65,0,-0.059,-0.06,0.54,2.05,NA,NA,3.077
"208","8/7/2017","15:49:07",23.637,739.7,7.8,0.66,367.5,7.51,-850.68,0,-0.06,-0.06,0.538,2.04,NA,NA,3.089
"209","8/7/2017","15:49:08",23.635,739.7,7.6,0.65,367.2,7.51,-850.63,0,-0.051,-0.05,0.539,2.04,NA,NA,3.102
"210","8/7/2017","15:49:09",23.625,739.7,7.5,0.64,367,7.51,-850.44,0,-0.06,-0.06,0.542,2.06,NA,NA,3.12
"211","8/7/2017","15:49:10",23.609,739.7,7.4,0.63,366.9,7.51,-850.21,0,-0.063,-0.06,0.54,2.05,NA,NA,3.139
"212","8/7/2017","15:49:11",23.589,739.7,7.2,0.61,367.1,7.51,-850.06,0,-0.052,-0.05,0.546,2.07,NA,NA,3.16
"213","8/7/2017","15:49:12",23.568,739.7,6.9,0.59,367.6,7.5,-849.97,0,-0.045,-0.05,0.547,2.07,NA,NA,3.181
"214","8/7/2017","15:49:13",23.539,739.7,6.7,0.57,368,7.5,-850.21,0,-0.044,-0.04,0.554,2.1,NA,NA,3.208
"215","8/7/2017","15:49:14",23.515,739.7,6.4,0.55,368.5,7.5,-849.1,0,-0.038,-0.04,0.562,2.13,NA,NA,3.231
"216","8/7/2017","15:49:15",23.488,739.7,6.3,0.53,369,7.5,-847.1,0,-0.035,-0.04,0.572,2.17,NA,NA,3.254
"217","8/7/2017","15:49:16",23.459,739.7,6.1,0.52,369.7,7.5,-849.1,0,-0.038,-0.04,0.576,2.19,NA,NA,3.277
"218","8/7/2017","15:49:17",23.422,739.7,6,0.51,370.2,7.49,-848.54,0,-0.041,-0.04,0.591,2.24,NA,NA,3.305
"219","8/7/2017","15:49:18",23.393,739.7,5.8,0.5,370.7,7.49,-848.46,0,-0.038,-0.04,0.602,2.28,NA,NA,3.329
"220","8/7/2017","15:49:19",23.362,739.7,5.8,0.49,371.1,7.49,-848.53,0,-0.045,-0.05,0.615,2.33,NA,NA,3.345
"221","8/7/2017","15:49:20",23.328,739.7,5.7,0.48,371.7,7.49,-848.64,0,-0.056,-0.06,0.618,2.34,NA,NA,3.36
"222","8/7/2017","15:49:21",23.296,739.7,5.6,0.48,372.1,7.49,-848.75,0,-0.059,-0.06,0.632,2.39,NA,NA,3.376
"223","8/7/2017","15:49:22",23.265,739.6,5.6,0.47,372.5,7.48,-848.74,0,-0.056,-0.06,0.636,2.41,NA,NA,3.395
"224","8/7/2017","15:49:23",23.245,739.7,5.5,0.47,372.8,7.48,-848.56,0,-0.053,-0.05,0.632,2.39,NA,NA,3.409
"225","8/7/2017","15:49:24",23.225,739.6,5.5,0.47,372.6,7.48,-848.61,0,-0.054,-0.05,0.634,2.4,NA,NA,3.422
"226","8/7/2017","15:49:25",23.209,739.7,5.5,0.47,372.3,7.48,-849.74,0,-0.058,-0.06,0.637,2.41,NA,NA,3.436
"227","8/7/2017","15:49:26",23.198,739.6,5.5,0.47,372.1,7.48,-848.96,0,-0.056,-0.06,0.635,2.4,NA,NA,3.452
"228","8/7/2017","15:49:27",23.191,739.6,5.5,0.47,371.7,7.47,-849,0,-0.062,-0.06,0.639,2.42,NA,NA,3.465
"229","8/7/2017","15:49:28",23.178,739.7,5.5,0.47,371.5,7.47,-848.03,0,-0.059,-0.06,0.641,2.43,NA,NA,3.477
"230","8/7/2017","15:49:29",23.17,739.7,5.4,0.46,371.2,7.47,-848.46,0,-0.058,-0.06,0.647,2.45,NA,NA,3.49
"231","8/7/2017","15:49:30",23.164,739.7,5.4,0.46,370.9,7.47,-848.53,0,-0.064,-0.06,0.649,2.46,NA,NA,3.506
"232","8/7/2017","15:49:31",23.153,739.7,5.3,0.46,370.7,7.47,-848.37,0,-0.074,-0.07,0.654,2.48,NA,NA,3.519
"233","8/7/2017","15:49:32",23.138,739.6,5.3,0.45,370.6,7.47,-848.4,0,-0.072,-0.07,0.651,2.46,NA,NA,3.532
"234","8/7/2017","15:49:33",23.128,739.6,5.2,0.44,370.5,7.46,-848.28,0,-0.076,-0.08,0.645,2.44,NA,NA,3.544
"235","8/7/2017","15:49:34",23.119,739.7,5.1,0.43,370.5,7.46,-848.32,0,-0.08,-0.08,0.664,2.51,NA,NA,3.56
"236","8/7/2017","15:49:35",23.116,739.6,4.9,0.42,370.4,7.46,-848.32,0,-0.086,-0.09,0.66,2.5,NA,NA,3.573
"237","8/7/2017","15:49:36",23.113,739.7,4.8,0.41,370.4,7.46,-848.24,0,-0.077,-0.08,0.662,2.5,NA,NA,3.586
"238","8/7/2017","15:49:37",23.11,739.7,4.7,0.4,370.5,7.46,-848.26,0,-0.08,-0.08,0.662,2.5,NA,NA,3.599
"239","8/7/2017","15:49:38",23.108,739.6,4.6,0.39,370.6,7.46,-848.23,0,-0.077,-0.08,0.672,2.54,NA,NA,3.612
"240","8/7/2017","15:49:39",23.104,739.7,4.4,0.38,370.6,7.46,-848.3,0,-0.067,-0.07,0.67,2.54,NA,NA,3.627
"241","8/7/2017","15:49:40",23.095,739.7,4.3,0.37,370.7,7.45,-848.22,0,-0.072,-0.07,0.668,2.53,NA,NA,3.641
"242","8/7/2017","15:49:41",23.076,739.6,4.1,0.35,370.9,7.45,-848.24,0,-0.074,-0.07,0.664,2.51,NA,NA,3.658
"243","8/7/2017","15:49:42",23.055,739.7,4,0.34,371.1,7.45,-848.12,0,-0.082,-0.08,0.658,2.49,NA,NA,3.677
"244","8/7/2017","15:49:43",23.04,739.7,3.9,0.33,371.4,7.45,-848.07,0,-0.091,-0.09,0.659,2.5,NA,NA,3.699
"245","8/7/2017","15:49:44",23.025,739.7,3.7,0.32,371.8,7.45,-847.09,0,-0.095,-0.1,0.664,2.51,NA,NA,3.717
"246","8/7/2017","15:49:45",23.007,739.7,3.6,0.31,372.4,7.44,-848.12,0,-0.087,-0.09,0.649,2.46,NA,NA,3.735
"247","8/7/2017","15:49:46",22.986,739.7,3.5,0.3,373,7.44,-845.08,0,-0.079,-0.08,0.652,2.47,NA,NA,3.753
"248","8/7/2017","15:49:47",22.961,739.7,3.4,0.29,373.8,7.44,-845.12,0,-0.085,-0.08,0.652,2.47,NA,NA,3.771
"249","8/7/2017","15:49:48",22.938,739.7,3.2,0.28,374.8,7.44,-846.56,0,-0.094,-0.09,0.65,2.46,NA,NA,3.784
"250","8/7/2017","15:49:49",22.912,739.7,3.1,0.27,375.7,7.43,-846.95,0,-0.097,-0.1,0.639,2.42,NA,NA,3.795
"251","8/7/2017","15:49:50",22.888,739.7,3,0.26,376.9,7.43,-846.89,0,-0.098,-0.1,0.647,2.45,NA,NA,3.804
"252","8/7/2017","15:49:51",22.861,739.7,2.9,0.25,378,7.43,-846.45,0,-0.1,-0.1,0.643,2.43,NA,NA,3.813
"253","8/7/2017","15:49:52",22.838,739.7,2.8,0.24,379.2,7.43,-846.37,0,-0.106,-0.11,0.64,2.42,NA,NA,3.824
"254","8/7/2017","15:49:53",22.816,739.7,2.7,0.23,380.3,7.43,-846.53,0,-0.105,-0.11,0.644,2.44,NA,NA,3.833
"255","8/7/2017","15:49:54",22.807,739.6,2.6,0.23,381.4,7.42,-846.34,0,-0.096,-0.1,0.642,2.43,NA,NA,3.841
"256","8/7/2017","15:49:55",22.798,739.7,2.5,0.22,382.2,7.42,-846.23,0,-0.103,-0.1,0.645,2.44,NA,NA,3.849
"257","8/7/2017","15:49:56",22.785,739.7,2.5,0.21,383.3,7.42,-846.26,0,-0.1,-0.1,0.646,2.44,NA,NA,3.86
"258","8/7/2017","15:49:57",22.774,739.7,2.4,0.21,383.9,7.42,-846.27,0,-0.104,-0.1,0.647,2.45,NA,NA,3.869
"259","8/7/2017","15:49:58",22.767,739.7,2.4,0.2,384.6,7.42,-846.31,0,-0.113,-0.11,0.641,2.43,NA,NA,3.878
"260","8/7/2017","15:49:59",22.762,739.7,2.3,0.2,385.1,7.41,-846.32,0,-0.113,-0.11,0.643,2.43,NA,NA,3.886
"261","8/7/2017","15:50:00",22.757,739.7,2.3,0.2,385.5,7.41,-846.36,0,-0.114,-0.11,0.648,2.45,NA,NA,3.896
"262","8/7/2017","15:50:01",22.752,739.7,2.2,0.19,385.8,7.41,-846.37,0,-0.111,-0.11,0.637,2.41,NA,NA,3.904
"263","8/7/2017","15:50:02",22.747,739.7,2.2,0.19,386.1,7.41,-846.23,0,-0.101,-0.1,0.636,2.41,NA,NA,3.911
"264","8/7/2017","15:50:03",22.741,739.7,2.2,0.19,386.3,7.41,-846.18,0,-0.1,-0.1,0.638,2.42,NA,NA,3.918
"265","8/7/2017","15:50:04",22.737,739.7,2.1,0.18,386.5,7.4,-846.11,0,-0.107,-0.11,0.639,2.42,NA,NA,3.928
"266","8/7/2017","15:50:05",22.733,739.7,2.1,0.18,386.7,7.4,-846.1,0,-0.119,-0.12,0.637,2.41,NA,NA,3.936
"267","8/7/2017","15:50:06",22.729,739.6,2.1,0.18,386.9,7.4,-848.68,0,-0.116,-0.12,0.638,2.41,NA,NA,3.944
"268","8/7/2017","15:50:07",22.724,739.7,2.1,0.18,387.1,7.4,-846.43,0,-0.105,-0.1,0.635,2.4,NA,NA,3.953
"269","8/7/2017","15:50:08",22.719,739.7,2,0.18,387.4,7.4,-846.24,0,-0.101,-0.1,0.636,2.41,NA,NA,3.963
"270","8/7/2017","15:50:09",22.716,739.7,2,0.17,387.6,7.4,-846.25,0,-0.099,-0.1,0.637,2.41,NA,NA,3.971
"271","8/7/2017","15:50:10",22.713,739.7,2,0.17,387.8,7.39,-846.4,0,-0.097,-0.1,0.637,2.41,NA,NA,3.979
"272","8/7/2017","15:50:11",22.712,739.7,2,0.17,388,7.39,-846.24,0,-0.095,-0.1,0.634,2.4,NA,NA,3.987
"273","8/7/2017","15:50:12",22.711,739.7,2,0.17,388.2,7.39,-846.02,0,-0.094,-0.09,0.631,2.39,NA,NA,3.996
"274","8/7/2017","15:50:13",22.712,739.7,1.9,0.17,388.3,7.39,-846.03,0,-0.104,-0.1,0.633,2.4,NA,NA,4.004
"275","8/7/2017","15:50:14",22.712,739.7,1.9,0.17,388.5,7.39,-845.87,0,-0.106,-0.11,0.637,2.41,NA,NA,4.012
"276","8/7/2017","15:50:15",22.71,739.6,1.9,0.17,388.6,7.39,-845.79,0,-0.107,-0.11,0.636,2.41,NA,NA,4.019
"277","8/7/2017","15:50:16",22.71,739.7,1.9,0.16,388.7,7.39,-845.85,0,-0.108,-0.11,0.63,2.38,NA,NA,4.027
"278","8/7/2017","15:50:17",22.708,739.7,1.9,0.16,388.9,7.38,-845.64,0,-0.103,-0.1,0.623,2.36,NA,NA,4.038
"279","8/7/2017","15:50:18",22.7,739.7,1.9,0.16,389.4,7.38,-845.43,0,-0.094,-0.09,0.632,2.39,NA,NA,4.048
"280","8/7/2017","15:50:19",22.695,739.7,1.8,0.16,389.9,7.38,-845.32,0,-0.106,-0.11,0.629,2.38,NA,NA,4.057
"281","8/7/2017","15:50:20",22.691,739.7,1.8,0.16,390.3,7.38,-845.26,0,-0.105,-0.11,0.628,2.38,NA,NA,4.066
"282","8/7/2017","15:50:21",22.687,739.6,1.8,0.16,390.7,7.38,-845.28,0,-0.104,-0.1,0.613,2.32,NA,NA,4.077
"283","8/7/2017","15:50:22",22.683,739.6,1.8,0.15,391.1,7.37,-840.17,0,-0.108,-0.11,0.61,2.31,NA,NA,4.086
"284","8/7/2017","15:50:23",22.679,739.6,1.8,0.15,391.6,7.37,-844.78,0,-0.102,-0.1,0.614,2.32,NA,NA,4.096
"285","8/7/2017","15:50:24",22.673,739.7,1.7,0.15,392,7.37,-842.55,0,-0.097,-0.1,0.611,2.32,NA,NA,4.105
"286","8/7/2017","15:50:25",22.666,739.6,1.7,0.15,392.5,7.37,-841.77,0,-0.097,-0.1,0.605,2.29,NA,NA,4.113
"287","8/7/2017","15:50:26",22.658,739.7,1.7,0.15,392.9,7.37,-841.64,0,-0.097,-0.1,0.599,2.27,NA,NA,4.123
"288","8/7/2017","15:50:27",22.65,739.7,1.7,0.14,393.3,7.37,-841.64,0,-0.095,-0.09,0.605,2.29,NA,NA,4.132
"289","8/7/2017","15:50:28",22.64,739.7,1.6,0.14,393.8,7.37,-841.75,0,-0.096,-0.1,0.598,2.27,NA,NA,4.14
"290","8/7/2017","15:50:29",22.631,739.7,1.6,0.14,394.3,7.36,-841.83,0,-0.094,-0.09,0.595,2.25,NA,NA,4.148
"291","8/7/2017","15:50:30",22.623,739.7,1.6,0.14,394.6,7.36,-842.15,0,-0.094,-0.09,0.591,2.24,NA,NA,4.158
"292","8/7/2017","15:50:31",22.617,739.7,1.6,0.14,394.7,7.36,-842.3,0,-0.096,-0.1,0.594,2.25,NA,NA,4.167
"293","8/7/2017","15:50:32",22.611,739.7,1.6,0.14,394.8,7.36,-843.35,0,-0.093,-0.09,0.596,2.26,NA,NA,4.176
"294","8/7/2017","15:50:33",22.604,739.7,1.6,0.14,394.8,7.36,-842.12,0,-0.092,-0.09,0.596,2.26,NA,NA,4.185
"295","8/7/2017","15:50:34",22.597,739.7,1.6,0.14,394.8,7.36,-839.83,0,-0.092,-0.09,0.591,2.24,NA,NA,4.195
"296","8/7/2017","15:50:35",22.587,739.6,1.6,0.14,394.9,7.36,-842.67,0,-0.083,-0.08,0.578,2.19,NA,NA,4.208
"297","8/7/2017","15:50:36",22.578,739.7,1.6,0.14,394.9,7.35,-842.22,0,-0.085,-0.09,0.578,2.19,NA,NA,4.22
"298","8/7/2017","15:50:37",22.57,739.6,1.6,0.14,394.9,7.35,-842.15,0,-0.084,-0.08,0.577,2.19,NA,NA,4.232
"299","8/7/2017","15:50:38",22.563,739.7,1.6,0.14,395,7.35,-843.56,0,-0.074,-0.07,0.577,2.19,NA,NA,4.244
"300","8/7/2017","15:50:39",22.555,739.7,1.6,0.14,395.1,7.35,-842.68,0,-0.076,-0.08,0.574,2.18,NA,NA,4.258
"301","8/7/2017","15:50:40",22.55,739.7,1.6,0.14,395.3,7.35,-842.86,0,-0.076,-0.08,0.581,2.2,NA,NA,4.269
"302","8/7/2017","15:50:41",22.546,739.7,1.6,0.14,395.5,7.35,-843.24,0,-0.069,-0.07,0.58,2.2,NA,NA,4.281
"303","8/7/2017","15:50:42",22.543,739.7,1.6,0.14,395.7,7.35,-843.11,0,-0.07,-0.07,0.588,2.23,NA,NA,4.292
"304","8/7/2017","15:50:43",22.537,739.7,1.6,0.14,396.2,7.35,-845.17,0,-0.073,-0.07,0.583,2.21,NA,NA,4.309
"305","8/7/2017","15:50:44",22.532,739.7,1.6,0.14,397.4,7.34,-844.65,0,-0.074,-0.07,0.594,2.25,NA,NA,4.326
"306","8/7/2017","15:50:45",22.527,739.7,1.5,0.13,398.6,7.34,-843.38,0,-0.074,-0.07,0.595,2.25,NA,NA,4.343
"307","8/7/2017","15:50:46",22.523,739.7,1.5,0.13,399.9,7.34,-843.4,0,-0.083,-0.08,0.597,2.26,NA,NA,4.36
"308","8/7/2017","15:50:47",22.519,739.7,1.5,0.13,401.1,7.34,-843.64,0,-0.084,-0.08,0.599,2.27,NA,NA,4.381
"309","8/7/2017","15:50:48",22.518,739.7,1.5,0.13,402.6,7.34,-843.55,0,-0.091,-0.09,0.591,2.24,NA,NA,4.398
"310","8/7/2017","15:50:49",22.515,739.7,1.5,0.13,403.8,7.33,-843.12,0,-0.087,-0.09,0.579,2.2,NA,NA,4.416
"311","8/7/2017","15:50:50",22.511,739.7,1.5,0.13,405.3,7.33,-842.91,0,-0.085,-0.08,0.571,2.16,NA,NA,4.434
"312","8/7/2017","15:50:51",22.505,739.7,1.4,0.12,406.5,7.33,-842.95,0,-0.089,-0.09,0.568,2.15,NA,NA,4.452
"313","8/7/2017","15:50:52",22.5,739.6,1.4,0.12,407.7,7.33,-842.96,0,-0.09,-0.09,0.563,2.14,NA,NA,4.474
"314","8/7/2017","15:50:53",22.493,739.7,1.4,0.12,408.9,7.33,-843,0,-0.09,-0.09,0.554,2.1,NA,NA,4.492
"315","8/7/2017","15:50:54",22.486,739.6,1.4,0.12,410,7.33,-842.89,0,-0.092,-0.09,0.564,2.14,NA,NA,4.509
"316","8/7/2017","15:50:55",22.479,739.7,1.4,0.12,411.1,7.32,-842.89,0,-0.099,-0.1,0.557,2.11,NA,NA,4.525
"317","8/7/2017","15:50:56",22.475,739.7,1.4,0.12,411.5,7.32,-842.88,0,-0.103,-0.1,0.558,2.12,NA,NA,4.539
"318","8/7/2017","15:50:57",22.473,739.7,1.3,0.12,411.5,7.32,-839.67,0,-0.112,-0.11,0.564,2.14,NA,NA,4.551
"319","8/7/2017","15:50:58",22.469,739.7,1.3,0.12,411.5,7.32,-842.24,0,-0.11,-0.11,0.563,2.14,NA,NA,4.562
"320","8/7/2017","15:50:59",22.466,739.7,1.3,0.12,411.4,7.32,-838.27,0,-0.114,-0.11,0.566,2.15,NA,NA,4.573
"321","8/7/2017","15:51:00",22.462,739.7,1.3,0.11,411.3,7.32,-845.19,0,-0.124,-0.12,0.574,2.17,NA,NA,4.587
"322","8/7/2017","15:51:01",22.46,739.7,1.3,0.11,411.1,7.31,-842.94,0,-0.124,-0.12,0.585,2.22,NA,NA,4.597
"323","8/7/2017","15:51:02",22.457,739.7,1.3,0.11,410.8,7.31,-842.19,0,-0.118,-0.12,0.577,2.19,NA,NA,4.608
"324","8/7/2017","15:51:03",22.455,739.7,1.3,0.11,410.4,7.31,-842.36,0,-0.115,-0.11,0.577,2.19,NA,NA,4.618
"325","8/7/2017","15:51:04",22.451,739.7,1.3,0.11,409.9,7.31,-841.85,0,-0.121,-0.12,0.584,2.21,NA,NA,4.629
"326","8/7/2017","15:51:05",22.449,739.7,1.3,0.11,409.3,7.31,-841.84,0,-0.12,-0.12,0.579,2.19,NA,NA,4.642
"327","8/7/2017","15:51:06",22.447,739.7,1.3,0.11,408.7,7.31,-841.83,0,-0.116,-0.12,0.585,2.22,NA,NA,4.654
"328","8/7/2017","15:51:07",22.445,739.7,1.3,0.11,408,7.31,-841.83,0,-0.114,-0.11,0.573,2.17,NA,NA,4.666
"329","8/7/2017","15:51:08",22.443,739.7,1.3,0.11,407.4,7.31,-841.89,0,-0.118,-0.12,0.572,2.17,NA,NA,4.678
"330","8/7/2017","15:51:09",22.442,739.7,1.3,0.11,406.8,7.31,-841.93,0,-0.121,-0.12,0.576,2.18,NA,NA,4.691
"331","8/7/2017","15:51:10",22.44,739.7,1.3,0.11,406.3,7.31,-841.95,0,-0.112,-0.11,0.577,2.19,NA,NA,4.702
"332","8/7/2017","15:51:11",22.437,739.7,1.3,0.11,405.6,7.31,-841.87,0,-0.109,-0.11,0.578,2.19,NA,NA,4.714
"333","8/7/2017","15:51:12",22.433,739.6,1.2,0.11,405.1,7.31,-841.88,0,-0.11,-0.11,0.583,2.21,NA,NA,4.724
"334","8/7/2017","15:51:13",22.43,739.7,1.2,0.11,404.4,7.31,-841.96,0,-0.098,-0.1,0.596,2.26,NA,NA,4.734
"335","8/7/2017","15:51:14",22.427,739.7,1.2,0.11,403.7,7.31,-841.94,0,-0.098,-0.1,0.602,2.28,NA,NA,4.742
"336","8/7/2017","15:51:15",22.424,739.6,1.2,0.11,403,7.3,-841.88,0,-0.091,-0.09,0.592,2.24,NA,NA,4.75
"337","8/7/2017","15:51:16",22.422,739.7,1.2,0.1,402.4,7.3,-836.91,0,-0.09,-0.09,0.602,2.28,NA,NA,4.758
"338","8/7/2017","15:51:17",22.42,739.7,1.2,0.1,401.7,7.3,-840.86,0,-0.08,-0.08,0.605,2.29,NA,NA,4.77
"339","8/7/2017","15:51:18",22.415,739.7,1.2,0.1,400.8,7.3,-840.85,0,-0.081,-0.08,0.615,2.33,NA,NA,4.782
"340","8/7/2017","15:51:19",22.409,739.7,1.2,0.1,399.9,7.3,-841.01,0,-0.086,-0.09,0.617,2.34,NA,NA,4.795
"341","8/7/2017","15:51:20",22.398,739.7,1.2,0.1,400.4,7.3,-841.78,0,-0.083,-0.08,0.612,2.32,NA,NA,4.81
"342","8/7/2017","15:51:21",22.384,739.7,1.2,0.1,401.2,7.3,-842,0,-0.093,-0.09,0.612,2.32,NA,NA,4.825
"343","8/7/2017","15:51:22",22.372,739.6,1.1,0.1,402.4,7.3,-841.71,0,-0.098,-0.1,0.611,2.31,NA,NA,4.837
"344","8/7/2017","15:51:23",22.354,739.7,1.1,0.1,403.5,7.3,-844.75,0,-0.106,-0.11,0.598,2.26,NA,NA,4.85
"345","8/7/2017","15:51:24",22.337,739.6,1.1,0.1,404.9,7.3,-842.13,0,-0.101,-0.1,0.591,2.24,NA,NA,4.864
"346","8/7/2017","15:51:25",22.32,739.7,1.1,0.1,406.1,7.3,-843.63,0,-0.103,-0.1,0.589,2.23,NA,NA,4.877
"347","8/7/2017","15:51:26",22.307,739.6,1.1,0.1,407.6,7.29,-841.47,0,-0.104,-0.1,0.589,2.23,NA,NA,4.894
"348","8/7/2017","15:51:27",22.293,739.6,1.1,0.1,409,7.29,-837.09,0,-0.107,-0.11,0.579,2.2,NA,NA,4.908
"349","8/7/2017","15:51:28",22.282,739.7,1.1,0.1,410.7,7.29,-844.36,0,-0.106,-0.11,0.576,2.18,NA,NA,4.922
"350","8/7/2017","15:51:29",22.268,739.6,1.1,0.1,412.1,7.29,-840.98,0,-0.111,-0.12,0.576,2.18,NA,NA,4.935
"351","8/7/2017","15:51:30",22.258,739.7,1.1,0.1,414,7.29,-842.2,0,-0.131,-0.13,0.566,2.15,NA,NA,4.952
"352","8/7/2017","15:51:31",22.246,739.7,1.1,0.09,416.2,7.29,-842.41,0,-0.129,-0.13,0.57,2.16,NA,NA,4.966
"353","8/7/2017","15:51:32",22.234,739.6,1.1,0.09,418.4,7.28,-842.65,0,-0.142,-0.14,0.574,2.17,NA,NA,4.98
"354","8/7/2017","15:51:33",22.229,739.7,1.1,0.09,419.2,7.28,-842.72,0,-0.143,-0.14,0.57,2.16,NA,NA,4.994
"355","8/7/2017","15:51:34",22.225,739.7,1.1,0.09,419.6,7.28,-842.76,0,-0.15,-0.15,0.571,2.16,NA,NA,5.01
"356","8/7/2017","15:51:35",22.217,739.7,1.1,0.09,420.1,7.28,-842.63,0,-0.154,-0.15,0.561,2.13,NA,NA,5.024
"357","8/7/2017","15:51:36",22.212,739.7,1.1,0.09,420.4,7.28,-842.74,0,-0.165,-0.17,0.563,2.13,NA,NA,5.038
"358","8/7/2017","15:51:37",22.211,739.7,1.1,0.09,420.7,7.27,-842.69,0,-0.165,-0.16,0.564,2.14,NA,NA,5.052
"359","8/7/2017","15:51:38",22.21,739.7,1.1,0.09,421.2,7.27,-842.71,0,-0.164,-0.16,0.559,2.12,NA,NA,5.065
"360","8/7/2017","15:51:39",22.207,739.7,1.1,0.09,422,7.27,-842.6,0,-0.171,-0.17,0.558,2.11,NA,NA,5.082
"361","8/7/2017","15:51:40",22.2,739.7,1.1,0.09,422.8,7.27,-842.63,0,-0.172,-0.17,0.563,2.13,NA,NA,5.097
"362","8/7/2017","15:51:41",22.191,739.7,1.1,0.09,423.7,7.27,-842.68,0,-0.172,-0.17,0.573,2.17,NA,NA,5.111
"363","8/7/2017","15:51:42",22.184,739.7,1.1,0.09,424.7,7.26,-842.7,0,-0.176,-0.18,0.564,2.14,NA,NA,5.125
"364","8/7/2017","15:51:43",22.178,739.7,1.1,0.09,426,7.26,-842.67,0,-0.181,-0.18,0.562,2.13,NA,NA,5.141
"365","8/7/2017","15:51:44",22.172,739.6,1.1,0.09,427.4,7.26,-842.77,0,-0.19,-0.19,0.567,2.15,NA,NA,5.154
"366","8/7/2017","15:51:45",22.169,739.6,1.1,0.09,428.9,7.26,-842.71,0,-0.186,-0.19,0.572,2.17,NA,NA,5.166
"367","8/7/2017","15:51:46",22.165,739.6,1.1,0.09,430.4,7.26,-842.57,0,-0.178,-0.18,0.573,2.17,NA,NA,5.179
"368","8/7/2017","15:51:47",22.161,739.7,1.1,0.09,432.1,7.26,-842.48,0,-0.178,-0.18,0.567,2.15,NA,NA,5.195
"369","8/7/2017","15:51:48",22.155,739.6,1.1,0.09,433.6,7.26,-842.44,0,-0.181,-0.18,0.571,2.16,NA,NA,5.208
"370","8/7/2017","15:51:49",22.151,739.7,1.1,0.09,435.3,7.26,-842.4,0,-0.165,-0.17,0.577,2.19,NA,NA,5.221
"371","8/7/2017","15:51:50",22.146,739.7,1.1,0.09,436.8,7.26,-842.38,0,-0.166,-0.17,0.57,2.16,NA,NA,5.234
"372","8/7/2017","15:51:51",22.141,739.7,1.1,0.09,438.3,7.26,-842.3,0,-0.165,-0.17,0.561,2.13,NA,NA,5.246
"373","8/7/2017","15:51:52",22.136,739.7,1.1,0.09,439.5,7.25,-842.3,0,-0.167,-0.17,0.564,2.14,NA,NA,5.262
"374","8/7/2017","15:51:53",22.133,739.7,1.1,0.09,441,7.25,-842.34,0,-0.167,-0.17,0.561,2.13,NA,NA,5.275
"375","8/7/2017","15:51:54",22.131,739.7,1.1,0.09,442.1,7.25,-842.41,0,-0.168,-0.17,0.567,2.15,NA,NA,5.288
"376","8/7/2017","15:51:55",22.129,739.7,1.1,0.09,443.4,7.25,-842.37,0,-0.169,-0.17,0.559,2.12,NA,NA,5.301
"377","8/7/2017","15:51:56",22.126,739.7,1.1,0.09,444.1,7.25,-842.34,0,-0.173,-0.17,0.551,2.09,NA,NA,5.31
"378","8/7/2017","15:51:57",22.124,739.7,1.1,0.09,444.9,7.25,-842.26,0,-0.169,-0.17,0.552,2.09,NA,NA,5.318
"379","8/7/2017","15:51:58",22.119,739.6,1.1,0.09,445.7,7.25,-842.27,0,-0.177,-0.18,0.555,2.11,NA,NA,5.324
"380","8/7/2017","15:51:59",22.109,739.6,1.1,0.09,446.7,7.25,-842.04,0,-0.177,-0.18,0.558,2.12,NA,NA,5.333
"381","8/7/2017","15:52:00",22.097,739.6,1.1,0.09,447.7,7.25,-834.16,0,-0.169,-0.17,0.56,2.12,NA,NA,5.347
"382","8/7/2017","15:52:01",22.088,739.6,1,0.09,448.7,7.25,-838.78,0,-0.159,-0.16,0.577,2.19,NA,NA,5.36
"383","8/7/2017","15:52:02",22.072,739.6,1,0.09,449.5,7.25,-840.15,0,-0.16,-0.16,0.579,2.19,NA,NA,5.371
