Date,Time,DEP.m,X.C,DO_percent,DO_mgpL,pH,ORP,PC,CHL
8/4/2017,8:06:00,0,29.2,86.4,6.61,7.93,218.7,-1.97,3.28
8/4/2017,8:06:00,1,29.2,85.3,6.54,8.04,217.9,-2.07,3.4
8/4/2017,8:06:00,3,29.2,84.3,6.46,8.06,221,-2.09,3.55
8/4/2017,8:06:00,5,29.2,84.1,6.45,8.05,224.4,-2.16,3.53
8/4/2017,8:06:00,7,29.2,83.7,6.42,8.05,227.7,-2.17,3.69
8/4/2017,8:06:00,9,29.1,83.7,6.42,8.04,231.7,-2.2,3.52
8/4/2017,8:06:00,10,29.1,84.4,6.47,8.09,232.4,-2.17,4.03
