MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
048,2018-07-17,2018-07-17T06:27:21Z,0.033,0.033,29.695,7.66,100.9,NA,NA,4.69,8.35,NA,206.5,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:41Z,0.097,0.097,29.82,7.63,100.7,NA,NA,4.74,8.7,NA,207.1,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:43Z,0.121,0.121,29.83,7.63,100.6,NA,NA,4.76,8.72,NA,207.2,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:45Z,0.146,0.146,29.839,7.62,100.5,NA,NA,4.76,8.73,NA,207.2,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:47Z,0.182,0.182,29.849,7.61,100.4,NA,NA,4.8,8.74,NA,207.3,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:49Z,0.217,0.217,29.853,7.6,100.3,NA,NA,4.83,8.76,NA,207.3,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:51Z,0.256,0.256,29.859,7.59,100.2,NA,NA,4.87,8.77,NA,207.4,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:53Z,0.293,0.293,29.862,7.57,100,NA,NA,4.91,8.77,NA,207.3,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:55Z,0.333,0.333,29.862,7.56,99.9,NA,NA,4.94,8.78,NA,207.3,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:57Z,0.374,0.374,29.865,7.56,99.8,NA,NA,4.98,8.79,NA,207.3,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:27:59Z,0.423,0.423,29.866,7.55,99.7,NA,NA,5.03,8.8,NA,207.4,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:28:01Z,0.465,0.465,29.865,7.55,99.7,NA,NA,5.01,8.8,NA,207.4,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:28:03Z,0.512,0.512,29.864,7.55,99.6,NA,NA,5.04,8.82,NA,207.4,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:28:05Z,0.571,0.571,29.864,7.54,99.6,NA,NA,5.04,8.83,NA,207.3,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:28:07Z,0.616,0.616,29.865,7.54,99.6,NA,NA,5.08,8.84,NA,207.3,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:28:09Z,0.678,0.678,29.865,7.54,99.6,NA,NA,5.08,8.85,NA,207.2,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:28:11Z,0.731,0.731,29.865,7.54,99.6,NA,NA,5.12,8.86,NA,207.2,NA,NA,NA,NA,NA,NA,989.4666666666667
048,2018-07-17,2018-07-17T06:28:13Z,0.782,0.782,29.865,7.54,99.6,NA,NA,5.09,8.86,NA,207.2,NA,NA,NA,NA,NA,NA,989.4666666666667
