dateTime_Round,chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,depthDiff_m,verticalPositionDiff_m
2018-09-11T16:11:45Z,1.1808333333333332,0.9364166666666667,54,4.72,290.9083333333333,0.12,251.7,0.32,164,31.6525,7.25,21.99075,0.9390000000000001,40.3988125,-94.08693,288.26666666666665,2018-09-11,2018-09-11T16:11:45Z,185,0.09044978225367446,981.6999999999999,-3.333333333332966e-4,0.025083333333333235
2018-09-11T16:11:48Z,1.1691666666666667,0.9360833333333334,54,4.72,291.10833333333335,0.12,251.63333333333333,0.32,164,32.02916666666667,7.24,21.99375,0.9640833333333333,40.39881,-94.08692916666666,288.1666666666667,2018-09-11,2018-09-11T16:11:48Z,185,0.09039307748140084,981.7333333333332,0.002583333333333271,0.041999999999999926
2018-09-11T16:11:51Z,1.1483333333333332,0.9386666666666666,54,4.72,291.3,0.12,251.625,0.31333333333333335,164,32.155,7.24,21.990166666666667,1.0060833333333332,40.39881,-94.08692,288,2018-09-11,2018-09-11T16:11:51Z,185,0.09064257847940482,981.7333333333332,0.005749999999999922,0.04375000000000018
2018-09-11T16:11:54Z,1.1408333333333331,0.9444166666666666,54,4.72,291.46666666666664,0.12,251.6,0.31916666666666665,164,32.280833333333334,7.24,21.983249999999998,1.0498333333333334,40.39881,-94.08692,287.8,2018-09-11,2018-09-11T16:11:54Z,185,0.09120962620214118,981.6888888888889,0.010083333333333333,0.049666666666666526
2018-09-11T16:11:57Z,1.1349999999999998,0.9544999999999999,54,4.72,291.65,0.12,251.67499999999998,0.32583333333333336,164,32.40083333333333,7.24,21.964083333333335,1.0995,40.398805833333334,-94.08692,287.8,2018-09-11,2018-09-11T16:11:57Z,185,0.09217360733079297,981.7222222222222,0.01491666666666669,0.04991666666666683
2018-09-11T16:12:00Z,1.1375,0.9694166666666666,53.916666666666664,4.716666666666667,291.825,0.12,251.7,0.33166666666666667,164,32.461666666666666,7.238333333333333,21.938833333333335,1.1494166666666668,40.3988,-94.08692,287.6666666666667,2018-09-11,2018-09-11T16:12:00Z,185,0.093625249500998,981.6999999999999,0.01966666666666672,0.046666666666666634
2018-09-11T16:12:03Z,1.1416666666666666,0.9890833333333333,53.708333333333336,4.701666666666667,292.0083333333333,0.12,251.7,0.33,164,34.725833333333334,7.23,21.91175,1.1960833333333334,40.3988,-94.08692,287.6,2018-09-11,2018-09-11T16:12:03Z,185,0.09552485937216476,981.7333333333332,0.023666666666666725,0.044333333333333336
2018-09-11T16:12:06Z,1.1508333333333332,1.01275,53.425,4.679166666666666,292.15833333333336,0.12,251.7,0.31666666666666665,164,35.219166666666666,7.23,21.884416666666667,1.2404166666666667,40.3988,-94.08692,287.53333333333336,2018-09-11,2018-09-11T16:12:06Z,185,0.09782140264924696,981.7888888888888,0.028000000000000025,0.02991666666666659
2018-09-11T16:12:09Z,1.16,1.04075,53.09166666666667,4.650833333333334,292.34166666666664,0.12,251.7,0.31416666666666665,164,34.284166666666664,7.23,21.862666666666666,1.2703333333333333,40.3988,-94.08692,287.53333333333336,2018-09-11,2018-09-11T16:12:09Z,185,0.10051487933224461,981.7333333333333,0.030833333333333268,0.07683333333333331
2018-09-11T16:12:12Z,1.1724999999999999,1.0715833333333333,52.75,4.623333333333333,292.5083333333333,0.12,251.7,0.32,164,34.40083333333333,7.221666666666667,21.848666666666666,1.3471666666666666,40.3988,-94.0869275,287.6,2018-09-11,2018-09-11T16:12:12Z,185,0.10349187987661042,981.7333333333333,0.03766666666666674,0.0704166666666668
2018-09-11T16:13:00Z,1.2175,1.43525,51.75,4.54,293.69166666666666,0.12,251.5,0.3491666666666666,163,34.48833333333333,7.21,21.823416666666667,1.4691666666666667,40.3988,-94.08691,287.7,2018-09-11,2018-09-11T16:13:00Z,185,0.13860347486844493,981.7555555555555,0.004583333333333384,0.020333333333333314
2018-09-11T16:13:03Z,1.21,1.4398333333333333,51.8,4.54,293.8333333333333,0.12,251.5,0.34,163,34.795833333333334,7.21,21.824416666666668,1.4895,40.3988,-94.08691,287.7,2018-09-11,2018-09-11T16:13:03Z,185,0.13904577209217928,981.7111111111111,0.006166666666666654,0.021999999999999797
2018-09-11T16:13:06Z,1.2058333333333333,1.446,51.8,4.54,293.975,0.12,251.5,0.33916666666666667,163,34.53333333333333,7.21,21.825916666666668,1.5114999999999998,40.3988,-94.0869175,287.6666666666667,2018-09-11,2018-09-11T16:13:06Z,185,0.13965251315550717,981.6666666666666,0.0076666666666667105,0.02591666666666681
2018-09-11T16:13:12Z,1.2075,1.4633333333333334,51.8,4.54,294.3333333333333,0.12,251.5,0.32583333333333336,163,34.634166666666665,7.201666666666667,21.830083333333334,1.557,40.3988,-94.08692416666666,287.76666666666665,2018-09-11,2018-09-11T16:13:12Z,185,0.14133097441480674,981.7888888888889,0.010999999999999899,0.02616666666666667
2018-09-11T16:13:15Z,1.1949999999999998,1.4743333333333333,51.8,4.54,294.4916666666667,0.12,251.5,0.33,163,34.54333333333334,7.2,21.833,1.5831666666666666,40.3988,-94.08693083333333,287.9,2018-09-11,2018-09-11T16:13:15Z,185,0.14237434222464163,981.8333333333333,0.012750000000000039,0.020583333333333398
2018-09-11T16:13:18Z,1.2,1.4870833333333333,51.8,4.54,294.65,0.12,251.5,0.33,163,34.30916666666667,7.2,21.83475,1.60375,40.3988,-94.08694,288.06666666666666,2018-09-11,2018-09-11T16:13:18Z,185,0.14362751769188895,981.7333333333333,0.014416666666666744,0.02716666666666656
2018-09-11T16:13:21Z,1.2041666666666666,1.5015,51.725,4.536666666666667,294.78333333333336,0.12,251.5,0.32916666666666666,163,34.03583333333333,7.2,21.83425,1.6309166666666666,40.3988,-94.08694,288.03333333333336,2018-09-11,2018-09-11T16:13:21Z,185,0.1449997731809109,981.7222222222222,0.017416666666666636,0.02808333333333346
2018-09-11T16:13:27Z,1.2041666666666666,1.5366666666666666,51.583333333333336,4.520833333333333,295.0083333333333,0.12,251.5,0.33333333333333337,163,33.64,7.2,21.828583333333334,1.6575,40.3988,-94.08695750000001,288.06666666666666,2018-09-11,2018-09-11T16:13:27Z,185,0.1483963890401016,981.7666666666667,0.019583333333333286,0.04049999999999998
2018-09-11T16:13:30Z,1.1783333333333332,1.55625,51.475,4.513333333333333,295.1,0.12,251.5,0.3408333333333334,163,33.7,7.2,21.822416666666665,1.698,40.3988,-94.08696416666666,288.03333333333336,2018-09-11,2018-09-11T16:13:30Z,185,0.150290328434041,981.7,0.0225833333333334,0.04691666666666672
2018-09-11T16:13:33Z,1.1758333333333333,1.5788333333333333,51.349999999999994,4.503333333333333,295.1166666666667,0.12,251.5,0.3408333333333334,163,33.946666666666665,7.2,21.815833333333334,1.7449166666666667,40.3988,-94.08697,288,2018-09-11,2018-09-11T16:13:33Z,185,0.15248480312103066,981.6888888888889,0.025500000000000078,0.03808333333333325
2018-09-11T16:13:36Z,1.1933333333333334,1.6043333333333334,51.233333333333334,4.493333333333333,295.2083333333333,0.12,251.5,0.3491666666666666,163,34.0575,7.2,21.808833333333332,1.783,40.3988,-94.08697,287.93333333333334,2018-09-11,2018-09-11T16:13:36Z,185,0.1549457902377064,981.7333333333332,0.026083333333333236,0.02100000000000013
2018-09-11T16:13:39Z,1.2325,1.6304166666666666,51.13333333333333,4.485,295.31666666666666,0.12,251.5,0.35,163,34.25333333333333,7.190833333333334,21.802416666666666,1.804,40.3988,-94.08697,287.93333333333334,2018-09-11,2018-09-11T16:13:39Z,185,0.15746915260388314,981.7444444444443,0.026583333333333403,0.03224999999999989
2018-09-11T16:13:42Z,1.2775,1.657,51.1,4.48,295.42499999999995,0.12,251.5,0.35,163,34.468333333333334,7.19,21.796916666666668,1.83625,40.3988,-94.08697749999999,288,2018-09-11,2018-09-11T16:13:42Z,185,0.16002653783342408,981.7777777777777,0.027083333333333348,0.02983333333333338
2018-09-11T16:13:45Z,1.3091666666666668,1.6840833333333334,51.1,4.48,295.55,0.12,251.5,0.35,163,34.83166666666666,7.19,21.792,1.8660833333333333,40.3988,-94.08698,287.5,2018-09-11,2018-09-11T16:13:45Z,185,0.1626406278352386,981.8,0.02774999999999994,0.030166666666666675
2018-09-11T16:13:48Z,1.3233333333333335,1.7118333333333333,51.1,4.48,295.6666666666667,0.12,251.5,0.35333333333333333,163.16666666666666,35.05916666666667,7.19,21.788,1.89625,40.3988,-94.08698,287.2,2018-09-11,2018-09-11T16:13:48Z,185,0.16533410451823627,981.6111111111111,0.02825000000000011,0.028083333333333238
2018-09-11T16:14:09Z,1.24,1.87625,50.86666666666667,4.464166666666666,296.3333333333333,0.12,251.5,0.3675,163,35.41916666666667,7.180833333333333,21.77775,1.9475,40.39879,-94.08699,287.03333333333336,2018-09-11,2018-09-11T16:14:09Z,185,0.18121144075485393,981.7333333333332,0.017166666666666552,0.02608333333333346
2018-09-11T16:14:15Z,1.2533333333333334,1.90925,50.7,4.45,296.5083333333333,0.12,251.5,0.36666666666666664,163,35.67333333333333,7.18,21.77075,1.9918333333333333,40.39879,-94.087,286.9,2018-09-11,2018-09-11T16:14:15Z,185,0.18442093086554165,981.6999999999999,0.015666666666666718,0.02083333333333326
2018-09-11T16:14:24Z,1.2616666666666667,1.9526666666666668,50.5,4.43,296.76666666666665,0.12,251.5,0.3458333333333333,163,36.34,7.18,21.764416666666666,2.0324999999999998,40.39879416666667,-94.08698916666667,287.06666666666666,2018-09-11,2018-09-11T16:14:24Z,185,0.18858873162765377,981.7777777777777,0.011833333333333362,0.030083333333333684
2018-09-11T16:14:36Z,1.2766666666666666,2.0031666666666665,50.4,4.43,296.9,0.12,251.45833333333334,0.33333333333333337,163,36.233333333333334,7.18,21.767,2.108416666666667,40.3988,-94.08698,286.9,2018-09-11,2018-09-11T16:14:36Z,185,0.1934766829976411,981.7888888888888,0.017333333333333645,0.026499999999999524
2018-09-11T16:14:42Z,1.2349999999999999,2.038333333333333,50.5,4.43,297,0.12,251.5,0.34,163,36.31583333333333,7.18,21.764333333333333,2.1531666666666665,40.3988,-94.08697,287.06666666666666,2018-09-11,2018-09-11T16:14:42Z,185,0.19686195790237707,981.7777777777778,0.019333333333333425,0.03533333333333344
2018-09-11T16:14:45Z,1.2291666666666667,2.0576666666666665,50.5,4.43,297.05,0.12,251.5,0.3408333333333334,163,36.5375,7.18,21.761833333333335,2.1885,40.3988,-94.08696583333334,287.03333333333336,2018-09-11,2018-09-11T16:14:45Z,185,0.19873888586463437,981.6444444444444,0.021166666666666778,0.0361666666666669
2018-09-11T16:14:48Z,1.2316666666666667,2.0788333333333333,50.45,4.43,297.125,0.12,251.5,0.3441666666666667,163,36.5975,7.18,21.758333333333333,2.224666666666667,40.3988,-94.08695916666667,287.03333333333336,2018-09-11,2018-09-11T16:14:48Z,185,0.20075757575757577,981.7888888888889,0.0225833333333334,0.06174999999999997
2018-09-11T16:15:00Z,1.2241666666666666,2.17175,49.958333333333336,4.388333333333333,297.375,0.12,251.5,0.35583333333333333,163,35.86083333333333,7.18,21.74475,2.3236666666666665,40.3988,-94.08693249999999,287.6333333333333,2018-09-11,2018-09-11T16:15:00Z,185,0.20973961168571947,981.6777777777777,0.025500000000000078,0.05966666666666676
2018-09-11T16:15:03Z,1.2208333333333332,2.19725,49.9,4.38,297.4,0.12,251.5,0.3475,163,35.818333333333335,7.18,21.74775,2.3833333333333333,40.3988,-94.08693,287.6333333333333,2018-09-11,2018-09-11T16:15:03Z,185,0.21221193975684993,981.6999999999999,0.028000000000000025,0.04091666666666649
2018-09-11T16:15:39Z,1.1841666666666666,2.43925,50.15833333333334,4.405833333333334,297.9,0.12,251.4,0.3575,163,36.7025,7.18,21.733416666666667,2.4695,40.3988,-94.08691,288.1,2018-09-11,2018-09-11T16:15:39Z,185,0.23557997641081474,981.6444444444444,0.0076666666666667105,0.024833333333333485
2018-09-11T16:15:42Z,1.1966666666666665,2.4469166666666666,50.03333333333333,4.394166666666667,297.9,0.12,251.4,0.35,163,36.776666666666664,7.18,21.72975,2.4943333333333335,40.3988,-94.08691,288.2,2018-09-11,2018-09-11T16:15:42Z,185,0.23632280892759935,981.6,0.006666666666666821,0.021583333333333066
2018-09-11T16:15:48Z,1.2025,2.46125,49.7,4.365833333333334,298,0.12,251.5,0.3458333333333333,163,37.045,7.18,21.72383333333333,2.5294166666666666,40.3988,-94.08691,288.3333333333333,2018-09-11,2018-09-11T16:15:48Z,185,0.23771774632553078,981.6444444444444,0.008916666666666462,0.022499999999999964
2018-09-11T16:15:51Z,1.185,2.4701666666666666,49.55,4.3533333333333335,298,0.12,251.5,0.34,163,36.98916666666667,7.18,21.721333333333334,2.5519166666666666,40.3988,-94.0869175,288.7,2018-09-11,2018-09-11T16:15:51Z,185,0.23857398838686264,981.6888888888889,0.010499999999999954,0.024083333333333456
2018-09-11T16:15:54Z,1.1375,2.4806666666666666,49.425,4.341666666666667,298,0.12,251.5,0.34,163,37.0675,7.18,21.717916666666667,2.576,40.3988,-94.08692,289.0333333333333,2018-09-11,2018-09-11T16:15:54Z,185,0.23959467428778805,981.6444444444444,0.011666666666666714,0.020083333333333453
2018-09-11T16:16:00Z,1.1091666666666669,2.5035,49.150000000000006,4.318333333333333,298,0.12,251.4,0.32666666666666666,163,37.0075,7.18,21.713666666666665,2.597583333333333,40.3988,-94.08693333333333,289.06666666666666,2018-09-11,2018-09-11T16:16:00Z,185,0.24177213754309562,981.6555555555556,0.013749999999999929,0.03625000000000034
2018-09-11T16:16:06Z,1.1316666666666666,2.531,48.875,4.295,298.1,0.12,251.4,0.32,163,38.32666666666667,7.18,21.705583333333333,2.617166666666667,40.398809166666666,-94.08694,288.3666666666667,2018-09-11,2018-09-11T16:16:06Z,185,0.2444486027944112,981.7333333333332,0.014833333333333254,0.027416666666666423
2018-09-11T16:16:21Z,1.1225,2.607083333333333,48.15833333333334,4.234166666666667,298.2,0.12,251.4,0.3358333333333334,163,36.29166666666667,7.18,21.693,2.6823333333333332,37.03223333333334,-78.40578333333333,287.23333333333335,2018-09-11,2018-09-11T16:16:21Z,185,0.25180321175830156,981.6999999999999,0.014333333333333531,0.03000000000000025
2018-09-11T16:16:24Z,1.135,2.6214166666666667,48.05,4.224166666666667,298.2083333333333,0.12,251.45,0.3358333333333334,163,36.275,7.18,21.693,2.7123333333333335,40.3988,-94.08694,287.2,2018-09-11,2018-09-11T16:16:24Z,185,0.2531868082017783,981.6888888888889,0.017749999999999932,0.06733333333333302
2018-09-11T16:16:27Z,1.1466666666666665,2.6391666666666667,47.958333333333336,4.215,298.3,0.12,251.44166666666666,0.33166666666666667,163,36.659166666666664,7.18,21.692,2.7796666666666665,40.3988,-94.08694,287.26666666666665,2018-09-11,2018-09-11T16:16:27Z,185,0.25487093993830523,981.6777777777777,0.02041666666666675,0.052000000000000046
2018-09-11T16:16:30Z,1.145,2.6595833333333334,47.86666666666667,4.208333333333333,298.3,0.12,251.4,0.325,163,36.780833333333334,7.18,21.691416666666665,2.8316666666666666,40.3988,-94.08694,287.2,2018-09-11,2018-09-11T16:16:30Z,185,0.2568612774451098,981.6111111111111,0.02283333333333326,0.052750000000000075
2018-09-11T16:16:33Z,1.1333333333333333,2.6824166666666667,47.78333333333333,4.2,298.3,0.12,251.4,0.32416666666666666,163,36.659166666666664,7.18,21.690583333333333,2.8844166666666666,40.3988,-94.08693333333333,287.43333333333334,2018-09-11,2018-09-11T16:16:33Z,185,0.2590670930865542,981.7333333333332,0.024916666666666476,0.029916666666666814
2018-09-11T16:17:42Z,1.0733333333333335,2.9443333333333332,46.5,4.09,298.5,0.12,251.4,0.30166666666666664,163,36.284166666666664,7.18,21.681166666666666,2.947416666666667,40.39879,-94.08691,287.06666666666666,2018-09-11,2018-09-11T16:17:42Z,185,0.28438010342950465,981.6999999999999,0.0024166666666669556,0.03774999999999995
