MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
094-EA-05-02,2018-10-30,2018-10-30T10:41:05Z,0,0,19.718,8.67,94.8,0.333,0.133,75,7.87,294.4,1,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:26Z,0.246,0.246,15.205,7.8,77.8,2.643,0.629,5.07,7.9,298.6,177.5,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:30Z,0.326,0.326,15.154,7.76,77.3,2.596,0.639,5.19,7.89,299.1,177.1,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:31Z,0.347,0.347,15.141,7.75,77.1,2.582,0.648,5.21,7.88,299.1,176.9,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:32Z,0.37,0.37,15.126,7.74,77.1,2.579,0.646,5.24,7.88,299.1,176.8,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:33Z,0.392,0.392,15.119,7.74,77,2.591,0.648,5.24,7.87,299.2,176.7,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:35Z,0.44,0.44,15.118,7.71,76.7,2.594,0.646,5.22,7.85,299.2,176.7,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:36Z,0.462,0.462,15.119,7.69,76.5,2.602,0.643,5.21,7.84,299.3,176.6,NA,NA,NA,NA,NA,NA,974.4
094-EA-05-02,2018-10-30,2018-10-30T10:41:37Z,0.484,0.484,15.118,7.67,76.3,2.62,0.649,5.19,7.84,299.3,176.6,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:38Z,0.511,0.511,15.116,7.66,76.1,2.63,0.655,5.18,7.83,299.3,176.6,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:39Z,0.533,0.533,15.114,7.64,76,2.625,0.652,5.17,7.83,299.4,176.6,NA,NA,NA,NA,NA,NA,974.4
094-EA-05-02,2018-10-30,2018-10-30T10:41:40Z,0.555,0.555,15.112,7.63,75.9,2.634,0.646,5.18,7.82,299.4,176.6,NA,NA,NA,NA,NA,NA,974.4
094-EA-05-02,2018-10-30,2018-10-30T10:41:42Z,0.599,0.599,15.108,7.61,75.6,2.661,0.65,5.19,7.81,299.4,176.5,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:43Z,0.628,0.628,15.103,7.6,75.5,2.669,0.661,5.2,7.8,299.4,176.5,NA,NA,NA,NA,NA,NA,974.4
094-EA-05-02,2018-10-30,2018-10-30T10:41:44Z,0.65,0.65,15.101,7.59,75.5,2.67,0.663,5.19,7.8,299.4,176.5,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:45Z,0.671,0.671,15.096,7.58,75.3,2.682,0.657,5.19,7.8,299.4,176.5,NA,NA,NA,NA,NA,NA,974.4
094-EA-05-02,2018-10-30,2018-10-30T10:41:47Z,0.71,0.71,15.081,7.56,75.2,2.651,0.656,5.26,7.79,299.5,176.4,NA,NA,NA,NA,NA,NA,974.4
094-EA-05-02,2018-10-30,2018-10-30T10:41:48Z,0.743,0.743,15.071,7.56,75.1,2.633,0.665,5.3,7.78,299.5,176.3,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:50Z,0.786,0.786,15.053,7.54,74.9,2.57,0.659,5.44,7.78,299.5,176.2,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:51Z,0.81,0.81,15.048,7.54,74.9,2.558,0.656,5.52,7.78,299.6,176.2,NA,NA,NA,NA,NA,NA,974.4
094-EA-05-02,2018-10-30,2018-10-30T10:41:52Z,0.841,0.841,15.036,7.53,74.7,2.523,0.657,5.65,7.77,299.6,176.2,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:53Z,0.873,0.873,15.028,7.52,74.6,2.509,0.658,5.76,7.77,299.6,176.1,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:54Z,1.626,1.626,15.019,7.51,74.5,2.481,0.652,5.85,7.77,299.7,176.1,NA,NA,NA,NA,NA,NA,974.2666666666668
094-EA-05-02,2018-10-30,2018-10-30T10:41:55Z,1.654,1.654,15.012,7.5,74.4,2.433,0.646,5.94,7.76,299.7,176.1,NA,NA,NA,NA,NA,NA,974.4
094-EA-05-02,2018-10-30,2018-10-30T10:41:59Z,1.685,1.685,14.994,7.44,73.8,2.355,0.647,6.99,7.75,299.9,176,NA,NA,NA,NA,NA,NA,974.4
094-EA-05-02,2018-10-30,2018-10-30T10:42:00Z,1.706,1.706,14.993,7.43,73.7,2.981,0.652,11.08,7.75,299.9,176,NA,NA,NA,NA,NA,NA,974.2666666666668
