MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
094-SA-03-00,2018-08-14,2018-08-14T17:12:38Z,0.002,0.002,26.468,8.14,101.2,0.29,3.5,6.52,7.56,270.4,0.2,NA,NA,NA,NA,NA,NA,982.4
094-SA-03-00,2018-08-14,2018-08-14T17:13:50Z,0.411,0.411,27.912,6.53,83.3,2.406,1.992,7.69,7.92,267.4,213.1,NA,NA,NA,NA,NA,NA,982.4
094-SA-03-00,2018-08-14,2018-08-14T17:13:55Z,0.504,0.504,27.9,6.47,82.5,2.631,1.965,7.71,7.91,267.7,213.1,NA,NA,NA,NA,NA,NA,982.2666666666668
094-SA-03-00,2018-08-14,2018-08-14T17:13:59Z,0.582,0.582,27.886,6.4,81.6,2.27,1.962,7.72,7.9,267.9,213.2,NA,NA,NA,NA,NA,NA,982.2666666666668
094-SA-03-00,2018-08-14,2018-08-14T17:14:03Z,0.659,0.659,27.871,6.02,76.7,2.226,1.93,7.97,7.89,267.9,213.3,NA,NA,NA,NA,NA,NA,982.4
094-SA-03-00,2018-08-14,2018-08-14T17:14:04Z,0.679,0.679,27.866,5.99,76.4,2.188,1.94,8.07,7.89,268,213.3,NA,NA,NA,NA,NA,NA,982.4
094-SA-03-00,2018-08-14,2018-08-14T17:14:05Z,0.701,0.701,27.86,5.98,76.2,2.167,1.934,8.22,7.88,268.1,213.4,NA,NA,NA,NA,NA,NA,982.4
094-SA-03-00,2018-08-14,2018-08-14T17:14:06Z,0.723,0.723,27.852,5.97,76,2.164,1.924,8.75,7.88,268.2,213.4,NA,NA,NA,NA,NA,NA,982.4
094-SA-03-00,2018-08-14,2018-08-14T17:14:07Z,0.751,0.751,27.845,5.95,75.9,2.145,1.918,9.08,7.87,268.3,213.4,NA,NA,NA,NA,NA,NA,982.2666666666668
094-SA-03-00,2018-08-14,2018-08-14T17:14:08Z,0.776,0.776,27.838,5.93,75.6,2.128,1.912,9.44,7.87,268.4,213.5,NA,NA,NA,NA,NA,NA,982.4
094-SA-03-00,2018-08-14,2018-08-14T17:14:09Z,0.799,0.799,27.832,5.91,75.3,2.12,1.929,9.97,7.87,268.5,213.5,NA,NA,NA,NA,NA,NA,982.4
094-SA-03-00,2018-08-14,2018-08-14T17:14:10Z,0.822,0.822,27.825,5.88,74.9,2.108,1.932,13.2,7.86,268.6,213.5,NA,NA,NA,NA,NA,NA,982.2666666666668
094-SA-03-00,2018-08-14,2018-08-14T17:14:11Z,0.848,0.848,27.819,5.86,74.6,2.11,1.947,14.17,7.86,268.6,213.6,NA,NA,NA,NA,NA,NA,982.2666666666668
094-SA-03-00,2018-08-14,2018-08-14T17:14:12Z,0.868,0.868,27.813,5.84,74.4,2.104,1.952,69.77,7.85,268.7,213.6,NA,NA,NA,NA,NA,NA,982.2666666666668
094-SA-03-00,2018-08-14,2018-08-14T17:14:13Z,0.889,0.889,27.808,5.82,74.1,2.113,1.972,15.09,7.85,268.8,213.7,NA,NA,NA,NA,NA,NA,982.2666666666668
