MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
094-EA-05-02,2018-07-31,2018-07-31T16:20:39Z,0.004,0.004,26.456,8.67,107.7,1.15,1.325,11.31,8.7,75.3,207.6,NA,NA,NA,NA,NA,NA,981.1999999999999
094-EA-05-02,2018-07-31,2018-07-31T16:20:55Z,0.181,0.181,26.861,8.58,107.5,2.785,4.368,9.53,8.69,76.8,206.6,NA,NA,NA,NA,NA,NA,981.3333333333334
094-EA-05-02,2018-07-31,2018-07-31T16:20:57Z,0.22,0.22,26.762,8.55,106.9,2.732,4.41,9.48,8.59,77.1,206.3,NA,NA,NA,NA,NA,NA,981.4666666666667
094-EA-05-02,2018-07-31,2018-07-31T16:20:59Z,0.261,0.261,26.629,8.23,102.7,2.674,4.462,9.53,8.58,77.3,206.1,NA,NA,NA,NA,NA,NA,981.4666666666667
094-EA-05-02,2018-07-31,2018-07-31T16:21:02Z,0.316,0.316,26.433,8.1,100.7,2.614,4.546,9.5,8.53,77.9,205.8,NA,NA,NA,NA,NA,NA,981.4666666666667
094-EA-05-02,2018-07-31,2018-07-31T16:21:03Z,0.336,0.336,26.406,8.05,100,2.609,4.567,9.49,8.52,78.1,205.8,NA,NA,NA,NA,NA,NA,981.3333333333334
094-EA-05-02,2018-07-31,2018-07-31T16:21:04Z,0.361,0.361,26.368,8,99.4,2.611,4.585,9.46,8.51,78.4,205.7,NA,NA,NA,NA,NA,NA,981.1999999999999
094-EA-05-02,2018-07-31,2018-07-31T16:21:05Z,0.381,0.381,26.334,7.96,98.8,2.58,4.588,9.46,8.5,78.6,205.7,NA,NA,NA,NA,NA,NA,981.4666666666667
094-EA-05-02,2018-07-31,2018-07-31T16:21:06Z,0.402,0.402,26.294,7.92,98.2,2.541,4.579,9.45,8.49,79,205.7,NA,NA,NA,NA,NA,NA,981.4666666666667
094-EA-05-02,2018-07-31,2018-07-31T16:21:07Z,0.425,0.425,26.244,7.63,94.6,2.49,4.577,9.46,8.35,79.3,205.6,NA,NA,NA,NA,NA,NA,981.4666666666667
