MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
094-04-00,2018-08-14,2018-08-14T17:37:12Z,0.003,0.003,26.165,8.04,99.4,0.462,1.914,10.53,7.55,220.6,2.2,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:31Z,0.139,0.139,27.785,6.83,87,2.12,2.125,7.36,7.6,220.3,215.9,NA,NA,NA,NA,NA,NA,982.5333333333333
094-04-00,2018-08-14,2018-08-14T17:37:36Z,0.225,0.225,27.79,6.8,86.5,2.159,2.133,7.39,7.62,220.5,216.1,NA,NA,NA,NA,NA,NA,982.5333333333333
094-04-00,2018-08-14,2018-08-14T17:37:43Z,0.349,0.349,27.788,6.75,85.9,2.208,2.083,7.49,7.63,221.6,216.1,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:44Z,0.377,0.377,27.788,6.74,85.8,2.208,2.073,7.5,7.63,221.6,216.1,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:45Z,0.401,0.401,27.789,6.73,85.7,2.194,2.061,7.52,7.63,221.7,216.1,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:46Z,0.425,0.425,27.789,6.73,85.6,2.201,2.053,7.54,7.64,221.7,216.1,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:47Z,0.453,0.453,27.79,6.72,85.6,2.213,2.044,7.58,7.64,221.7,216.1,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:48Z,0.477,0.477,27.79,6.71,85.5,2.225,2.049,7.54,7.64,221.7,216.1,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:49Z,0.501,0.501,27.791,6.71,85.4,2.255,2.036,7.56,7.64,221.7,216.1,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:50Z,0.525,0.525,27.791,6.7,85.4,2.263,2.035,7.54,7.65,221.7,216.2,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:51Z,0.553,0.553,27.791,6.7,85.3,2.266,2.025,7.53,7.65,221.7,216.2,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:52Z,0.577,0.577,27.792,6.7,85.3,2.264,2.025,7.54,7.65,221.7,216.2,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:53Z,0.601,0.601,27.793,6.69,85.2,2.254,2.014,7.52,7.65,221.7,216.2,NA,NA,NA,NA,NA,NA,982.5333333333333
094-04-00,2018-08-14,2018-08-14T17:37:54Z,0.624,0.624,27.794,6.69,85.2,2.275,2.003,7.48,7.66,221.6,216.2,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:55Z,0.65,0.65,27.795,6.68,85.1,2.279,1.992,7.56,7.66,221.6,216.2,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:56Z,0.678,0.678,27.795,6.68,85,2.283,1.998,7.55,7.66,221.6,216.2,NA,NA,NA,NA,NA,NA,982.4
094-04-00,2018-08-14,2018-08-14T17:37:57Z,0.701,0.701,27.796,6.67,85,2.266,2.004,7.53,7.66,221.6,216.2,NA,NA,NA,NA,NA,NA,982.5333333333333
094-04-00,2018-08-14,2018-08-14T17:37:58Z,0.722,0.722,27.796,6.67,84.9,2.264,1.994,7.54,7.67,221.5,216.2,NA,NA,NA,NA,NA,NA,982.5333333333333
