dateTime_Round,pH,orp_mV,phycocyaninBGA_RFU,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m,depthDiff_m,verticalPositionDiff_m
2018-08-15T14:37:12Z,7.907500000000001,77.54166666666667,0,2018-08-15,2018-08-15T14:37:11Z,236,NA,981.9111111111112,26.90275,81.2,6.480833333333333,133.5,8.1575,0,NA,NA,NA,NA,NA,0.8424166666666666,0.8424166666666666,0.05658333333333343,0.05658333333333343
2018-08-15T14:37:15Z,7.8925,77.95833333333333,0,2018-08-15,2018-08-15T14:37:14Z,236,NA,981.8666666666667,26.872,77.89166666666667,6.22,133.5,8.1375,0,NA,NA,NA,NA,NA,0.899,0.899,0.05366666666666664,0.05366666666666664
2018-08-15T14:37:18Z,7.876666666666667,78.375,0,2018-08-15,2018-08-15T14:37:17Z,236,NA,981.9111111111112,26.847166666666666,76.25,6.090833333333333,133.5,8.090833333333334,0,NA,NA,NA,NA,NA,0.9526666666666667,0.9526666666666667,0.049583333333333424,0.049583333333333424
2018-08-15T14:37:21Z,7.865833333333334,78.78333333333333,0,2018-08-15,2018-08-15T14:37:20Z,236,NA,981.8666666666667,26.828083333333332,73.41666666666667,5.865833333333334,133.5,8.0625,0,NA,NA,NA,NA,NA,1.00225,1.00225,0.05008333333333326,0.05008333333333326
2018-08-15T14:37:24Z,7.855,79.18333333333334,0,2018-08-15,2018-08-15T14:37:23Z,236,NA,981.8666666666667,26.81008333333333,69.9,5.588333333333333,133.5,7.998333333333333,0,NA,NA,NA,NA,NA,1.0523333333333333,1.0523333333333333,0.054333333333333345,0.054333333333333345
2018-08-15T14:37:27Z,7.843333333333333,79.61666666666666,0,2018-08-15,2018-08-15T14:37:26Z,236,NA,981.8666666666667,26.78975,68.68333333333334,5.495,133.5,7.885,0,NA,NA,NA,NA,NA,1.1066666666666667,1.1066666666666667,0.05875000000000008,0.05875000000000008
2018-08-15T14:37:30Z,7.786666666666667,80.08333333333333,0,2018-08-15,2018-08-15T14:37:29Z,236,NA,981.8666666666667,26.770166666666668,65.68333333333334,5.255833333333333,133.5,7.734166666666667,0,NA,NA,NA,NA,NA,1.1654166666666668,1.1654166666666668,0.059250000000000025,0.059250000000000025
2018-08-15T14:37:33Z,7.725833333333333,80.55,0,2018-08-15,2018-08-15T14:37:32Z,236,NA,982,26.744666666666667,59.74166666666667,4.779166666666667,133.6,7.59,0,NA,NA,NA,NA,NA,1.2246666666666668,1.2246666666666668,0.06091666666666651,0.06091666666666651
2018-08-15T14:37:36Z,7.715,80.98333333333333,0,2018-08-15,2018-08-15T14:37:35Z,236,NA,981.9111111111112,26.701166666666666,56.94166666666666,4.5616666666666665,133.88333333333333,7.555833333333333,0,NA,NA,NA,NA,NA,1.2855833333333333,1.2855833333333333,0.06341666666666668,0.06341666666666668
2018-08-15T14:37:39Z,7.701666666666667,81.45,0,2018-08-15,2018-08-15T14:37:38Z,236,NA,981.9888888888889,26.613833333333332,52.075,4.1775,134.55,7.915,0,NA,NA,NA,NA,NA,1.349,1.349,0.06733333333333325,0.06733333333333325
