pH,orp_mV,phycocyaninBGA_RFU,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,temp_degC,doSaturation_percent,doConcentration_mgpL,specificConductivity_uSpcm,turbidity_FNU,chlorophyll_RFU,salinity_psu,tds_mgpL,latitude,longitude,altitude_m,depth_m,verticalPosition_m,depthDiff_m,verticalPositionDiff_m
7.47,63.4,0.346,2018-08-08,2018-08-08T11:44:35Z,074,NA,983.6,15.649,5,0.49,246.7,4.95,0.554,NA,NA,NA,NA,NA,6.084,6.084,0.02200000000000024,0.02200000000000024
7.47,46.1,0.357,2018-08-08,2018-08-08T11:44:39Z,074,NA,983.4666666666667,15.479,4.5,0.45,244.8,4.94,0.558,NA,NA,NA,NA,NA,6.164,6.164,0.023000000000000576,0.023000000000000576
7.47,41,0.368,2018-08-08,2018-08-08T11:44:42Z,074,NA,983.6,14.253,4.2,0.44,243.2,5.04,0.531,NA,NA,NA,NA,NA,6.225,6.225,0.020000000000000462,0.020000000000000462
7.46,39.2,0.37,2018-08-08,2018-08-08T11:44:43Z,074,NA,983.7333333333332,14.227,4.2,0.43,242.9,5.08,0.528,NA,NA,NA,NA,NA,6.245,6.245,0.02400000000000002,0.02400000000000002
7.46,27.9,0.382,2018-08-08,2018-08-08T11:44:45Z,074,NA,983.6,13.742,4,0.42,242.2,5.18,0.511,NA,NA,NA,NA,NA,6.289,6.289,0.020000000000000462,0.020000000000000462
7.45,21.7,0.403,2018-08-08,2018-08-08T11:44:48Z,074,NA,983.6,13.627,3.8,0.4,241.4,5.39,0.485,NA,NA,NA,NA,NA,6.348,6.348,0.02200000000000024,0.02200000000000024
7.44,17.1,0.423,2018-08-08,2018-08-08T11:44:51Z,074,NA,983.6,13.543,3.6,0.38,240.7,5.64,0.468,NA,NA,NA,NA,NA,6.407,6.407,0.02200000000000024,0.02200000000000024
7.43,6.1,0.428,2018-08-08,2018-08-08T11:44:54Z,074,NA,983.7333333333332,13.406,3.5,0.36,239.9,5.95,0.453,NA,NA,NA,NA,NA,6.467,6.467,0.7410000000000005,0.7410000000000005
7.43,5.6,0.428,2018-08-08,2018-08-08T11:44:55Z,074,NA,983.6,13.354,3.4,0.36,239.6,6.04,0.448,NA,NA,NA,NA,NA,7.208,7.208,0.07200000000000006,0.07200000000000006
7.42,3.4,0.45,2018-08-08,2018-08-08T11:44:57Z,074,NA,983.6,13.253,3.3,0.35,239.1,6.23,0.445,NA,NA,NA,NA,NA,7.268,7.268,0.06400000000000006,0.06400000000000006
7.41,0.6,0.47,2018-08-08,2018-08-08T11:44:59Z,074,NA,983.7333333333332,13.103,3.2,0.34,238.6,6.39,0.453,NA,NA,NA,NA,NA,7.332,7.332,0.020999999999999908,0.020999999999999908
7.41,-0.4,0.487,2018-08-08,2018-08-08T11:45:00Z,074,NA,983.7333333333332,13.021,3.1,0.33,238.5,6.51,0.459,NA,NA,NA,NA,NA,7.353,7.353,0.02400000000000002,0.02400000000000002
7.4,-1.1,0.497,2018-08-08,2018-08-08T11:45:01Z,074,NA,983.6,12.934,3.1,0.33,238.4,6.54,0.464,NA,NA,NA,NA,NA,7.377,7.377,0.02400000000000002,0.02400000000000002
7.4,-1.7,0.523,2018-08-08,2018-08-08T11:45:02Z,074,NA,983.6,12.863,3,0.32,238.3,6.59,0.469,NA,NA,NA,NA,NA,7.401,7.401,0.020999999999999908,0.020999999999999908
7.4,-2.2,0.534,2018-08-08,2018-08-08T11:45:03Z,074,NA,983.6,12.78,3,0.32,238.3,6.65,0.486,NA,NA,NA,NA,NA,7.422,7.422,0.020000000000000462,0.020000000000000462
7.38,-3.8,0.59,2018-08-08,2018-08-08T11:45:08Z,074,NA,983.7333333333332,12.468,2.8,0.3,238.8,6.89,0.544,NA,NA,NA,NA,NA,7.512,7.512,0.021000000000000796,0.021000000000000796
7.37,-19.6,0.661,2018-08-08,2018-08-08T11:45:12Z,074,NA,983.6,12.285,2.7,0.29,239.7,7.02,0.577,NA,NA,NA,NA,NA,7.585,7.585,0.020000000000000462,0.020000000000000462
7.35,-24.4,0.727,2018-08-08,2018-08-08T11:45:16Z,074,NA,983.6,12.134,2.6,0.28,240.6,7.08,0.597,NA,NA,NA,NA,NA,7.651,7.651,0.020000000000000462,0.020000000000000462
7.34,-34.1,0.784,2018-08-08,2018-08-08T11:45:21Z,074,NA,983.6,11.958,2.4,0.26,241.5,7.28,0.611,NA,NA,NA,NA,NA,7.734,7.734,0.020999999999999908,0.020999999999999908
7.34,-36.2,0.859,2018-08-08,2018-08-08T11:45:25Z,074,NA,983.7333333333332,11.845,2.3,0.25,242.3,7.35,0.637,NA,NA,NA,NA,NA,7.807,7.807,0.021999999999999353,0.021999999999999353
7.33,-38.1,0.944,2018-08-08,2018-08-08T11:45:28Z,074,NA,983.6,11.771,2.2,0.24,243,7.48,0.684,NA,NA,NA,NA,NA,7.866,7.866,0.02400000000000002,0.02400000000000002
7.33,-39,0.998,2018-08-08,2018-08-08T11:45:30Z,074,NA,983.8666666666667,11.725,2.2,0.24,243.5,7.56,0.713,NA,NA,NA,NA,NA,7.909,7.909,0.020000000000000462,0.020000000000000462
7.33,-45.1,1.063,2018-08-08,2018-08-08T11:45:32Z,074,NA,983.7333333333332,11.676,2.2,0.23,244,8.32,0.745,NA,NA,NA,NA,NA,7.949,7.949,0.02200000000000024,0.02200000000000024
