dateTime_Round,chlorophyll_RFU,depth_m,doSaturation_percent,ODO...CB,doConcentration_mgpL,orp_mV,salinity_psu,specificConductivity_uSpcm,TAL.PC.RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,phycocyaninBGA_RFU
2018-08-08T11:17:30Z,0,2.3825833333333333,53.083333333333336,55.141666666666666,4.304166666666666,-46.71666666666667,0.13,280.39166666666665,0,182,14.973333333333333,7.923333333333333,25.995833333333334,3.0480833333333335,40.39862,-94.08651,289.7916666666667,2018-08-08,2018-08-08T11:17:30Z,185,0.22986980584285974,981.7444444444444,NA
2018-08-08T11:17:33Z,0,2.48225,53.2,55.25,4.3125,-46.34166666666667,0.13,280.56666666666666,0,182,16.2875,7.916666666666667,25.9745,3.1385,40.39862,-94.08650583333333,289.5833333333333,2018-08-08,2018-08-08T11:17:33Z,185,0.23947559426601342,981.7777777777777,NA
2018-08-08T11:17:36Z,0,2.5813333333333333,52.96666666666667,55.016666666666666,4.298333333333333,-45.983333333333334,0.13,280.675,0,182,17.446666666666665,7.909166666666667,25.956166666666668,3.22175,40.39862,-94.0865,289.45,2018-08-08,2018-08-08T11:17:36Z,185,0.24904168934857557,981.7888888888888,NA
2018-08-08T11:17:39Z,0,2.6818333333333335,47.45,49.3,3.8516666666666666,-45.35,0.13,280.78333333333336,0,182.58333333333334,17.740833333333335,7.9,25.934916666666666,3.3333333333333335,40.39862,-94.0865,289.3,2018-08-08,2018-08-08T11:17:39Z,185,0.2587495463618218,981.8666666666667,NA
2018-08-08T11:17:42Z,0,2.78675,42.475,44.108333333333334,3.4483333333333333,-44.608333333333334,0.13,280.9,0,183,16.425833333333333,7.888333333333333,25.913916666666665,3.430416666666667,40.39862,-94.0865,289.2916666666667,2018-08-08,2018-08-08T11:17:42Z,185,0.26887134821266556,981.8666666666667,NA
2018-08-08T11:17:51Z,0,3.0923333333333334,29.241666666666667,30.375,2.3783333333333334,-43.09166666666667,0.13,281.725,0,183,12.801666666666666,7.788333333333333,25.8305,3.6280833333333335,40.39862,-94.08649,288.8833333333333,2018-08-08,2018-08-08T11:17:51Z,185,0.29835782979495556,981.8666666666667,NA
2018-08-08T11:17:54Z,0,3.1865,23.95,24.883333333333333,1.9491666666666667,-42.71666666666667,0.13,282.0916666666667,0,183,12.4025,7.745833333333334,25.79675,3.702916666666667,40.39862,-94.08649,288.76666666666665,2018-08-08,2018-08-08T11:17:54Z,185,0.3074419343131918,981.8666666666667,NA
2018-08-08T11:17:57Z,0,3.2788333333333335,21.783333333333335,22.616666666666667,1.7741666666666667,-42.4,0.13,282.4666666666667,0,184,12.503333333333334,7.736666666666667,25.767416666666666,3.7826666666666666,40.39862,-94.08649,288.7583333333333,2018-08-08,2018-08-08T11:17:57Z,185,0.31637293594628924,981.8222222222222,NA
2018-08-08T11:18:00Z,0,3.3695,19.583333333333332,20.341666666666665,1.5958333333333332,-42.16666666666667,0.13,282.84166666666664,0,184,13.040833333333333,7.726666666666667,25.733583333333332,3.8876666666666666,40.39862,-94.08649,288.7416666666667,2018-08-08,2018-08-08T11:18:00Z,185,0.3250998003992016,981.8111111111111,NA
2018-08-08T11:18:03Z,0,3.4606666666666666,14.083333333333334,14.65,1.1491666666666667,-41.958333333333336,0.13,283.5,0,184,13.849166666666667,7.716666666666667,25.668833333333332,3.9828333333333332,40.39862,-94.08649,288.84166666666664,2018-08-08,2018-08-08T11:18:03Z,185,0.33390605153329705,981.8222222222222,NA
2018-08-08T11:18:06Z,0,3.5476666666666667,12.041666666666666,12.516666666666666,0.9833333333333333,-41.84166666666666,0.13,284.19166666666666,0,185,14.933333333333334,7.7075,25.607833333333332,4.063083333333333,40.39862,-94.08649,288.98333333333335,2018-08-08,2018-08-08T11:18:06Z,185,0.34230402830702233,981.8333333333333,NA
2018-08-08T11:18:09Z,0,3.630916666666667,10.825,11.266666666666666,0.885,-41.733333333333334,0.13,284.9,0,185,16.138333333333332,7.698333333333333,25.549583333333334,4.133666666666667,40.39862,-94.08649,289.14166666666665,2018-08-08,2018-08-08T11:18:09Z,185,0.3503674469243332,981.8666666666667,NA
2018-08-08T11:18:12Z,0,3.7138333333333335,9.983333333333334,10.366666666666667,0.8166666666666667,-41.7,0.13333333333333333,285.64166666666665,0,185.75,21.4175,7.69,25.492083333333333,4.215333333333334,40.39862,-94.08649,289.2083333333333,2018-08-08,2018-08-08T11:18:12Z,185,0.35834580838323354,981.8666666666667,NA
2018-08-08T11:18:15Z,0,3.796333333333333,9.241666666666667,9.6,0.7566666666666667,-41.7,0.14,286.2916666666667,0,186,23.064166666666665,7.68,25.445083333333333,4.303166666666667,40.39862,-94.08649,289.225,2018-08-08,2018-08-08T11:18:15Z,185,0.3663241698421339,981.8666666666667,NA
2018-08-08T11:18:18Z,0,3.8778333333333332,8.433333333333334,8.758333333333333,0.6916666666666667,-41.791666666666664,0.14,286.9,0,186.5,24.63083333333333,7.6691666666666665,25.403583333333334,4.396,40.39862,-94.08649,289.2,2018-08-08,2018-08-08T11:18:18Z,185,0.37419479223371443,981.8666666666667,NA
2018-08-08T11:18:21Z,0,3.95925,7.3,7.591666666666667,0.5983333333333333,-42.016666666666666,0.14,287.56666666666666,0,187,27.015,7.653333333333333,25.358083333333333,4.4911666666666665,40.39862,-94.08649,289.175,2018-08-08,2018-08-08T11:18:21Z,185,0.38205974414806754,981.8666666666667,NA
2018-08-08T11:18:24Z,0,4.041416666666667,6.433333333333334,6.666666666666667,0.5275000000000001,-42.475,0.14,288.4,0,187.5,36.20333333333333,7.636666666666667,25.297833333333333,4.571083333333333,40.39862,-94.08649,289.4166666666667,2018-08-08,2018-08-08T11:18:24Z,185,0.3899870713119216,981.8666666666667,NA
2018-08-08T11:18:27Z,0,4.12425,5.8,6.016666666666667,0.47583333333333333,-48.516666666666666,0.14,289.6,0,188.25,35.7325,7.623333333333333,25.21141666666667,4.649166666666667,40.39862,-94.08649,289.6166666666667,2018-08-08,2018-08-08T11:18:27Z,185,0.3979937851569588,981.8666666666667,NA
2018-08-08T11:18:33Z,0,4.292166666666667,4.95,5.15,0.4091666666666667,-56.15833333333333,0.14,292.44166666666666,0,190,32.70166666666667,7.594166666666666,25.03,4.767166666666666,40.39862,-94.08649083333333,289.75,2018-08-08,2018-08-08T11:18:33Z,185,0.41420000907276355,981.8666666666667,NA
2018-08-08T11:18:36Z,0,4.37275,4.658333333333333,4.841666666666667,0.385,-62.3,0.14,293.73333333333335,0,191,33.97666666666667,7.575833333333334,24.943916666666667,4.834583333333334,40.39862,-94.0865,289.84166666666664,2018-08-08,2018-08-08T11:18:36Z,185,0.42199124478316097,981.8666666666667,NA
2018-08-08T11:18:54Z,0,4.801333333333333,3.433333333333333,3.566666666666667,0.2875,-92.425,0.14,303.125,0,197,38.3425,7.439166666666667,24.337,5.089333333333333,40.39861,-94.0865,289.275,2018-08-08,2018-08-08T11:18:54Z,185,0.4634310923607331,981.8222222222222,NA
2018-08-08T11:18:57Z,0,4.859416666666666,3.3249999999999997,3.4583333333333335,0.2791666666666667,-97.475,0.14,304.79166666666663,0,198.08333333333334,37.979166666666664,7.43,24.250916666666665,5.165583333333333,40.39861,-94.08650083333333,288.98333333333335,2018-08-08,2018-08-08T11:18:57Z,185,0.469061876247505,981.8666666666667,NA
2018-08-08T11:19:00Z,0,4.916333333333333,3.225,3.3499999999999996,0.27,-103.2,0.15,306.6666666666667,0,199.41666666666666,37.5075,7.43,24.144,5.235416666666667,40.39861,-94.08651,288.9,2018-08-08,2018-08-08T11:19:00Z,185,0.4745508982035928,981.8666666666667,NA
2018-08-08T11:19:03Z,0,4.972083333333334,3.125,3.2416666666666667,0.26166666666666666,-104.98333333333333,0.15,308.5833333333333,0,200.58333333333334,37.185833333333335,7.422499999999999,24.02091666666667,5.299333333333333,40.39861,-94.08651,288.84999999999997,2018-08-08,2018-08-08T11:19:03Z,185,0.47993218109236074,981.8666666666667,NA
2018-08-08T11:19:06Z,0,5.026583333333333,3.0166666666666666,3.1333333333333333,0.25333333333333335,-106.81666666666666,0.15,310.525,0,201.66666666666666,36.651666666666664,7.415,23.89975,5.372583333333333,40.39861,-94.08651,288.69166666666666,2018-08-08,2018-08-08T11:19:06Z,185,0.4852340772999456,981.8555555555556,NA
2018-08-08T11:19:09Z,0,5.081833333333333,2.9166666666666665,3.033333333333333,0.24666666666666667,-108.425,0.15,312.9583333333333,0,203.5,39.155,7.405833333333334,23.74533333333333,5.457,40.39861,-94.08651,288.6666666666667,2018-08-08,2018-08-08T11:19:09Z,185,0.4905699963708946,981.8333333333333,NA
2018-08-08T11:19:12Z,0,5.140833333333333,2.8166666666666664,2.925,0.23916666666666667,-114.2,0.15,315.8666666666667,0,205.33333333333334,36.00833333333333,7.394166666666667,23.595666666666666,5.546333333333333,40.39861,-94.08651,288.51666666666665,2018-08-08,2018-08-08T11:19:12Z,185,0.49629150789330434,981.8666666666667,NA
2018-08-08T11:19:15Z,0,5.2011666666666665,2.725,2.8249999999999997,0.23,-119.4,0.15,319.51666666666665,0,207.66666666666666,42.17333333333333,7.378333333333333,23.435583333333334,5.63325,40.39861,-94.08651,288.4,2018-08-08,2018-08-08T11:19:15Z,185,0.502137769914716,981.8222222222222,NA
2018-08-08T11:19:18Z,0,5.26075,2.6416666666666666,2.7416666666666667,0.225,-121.60833333333333,0.15166666666666667,323.925,0,210.58333333333334,46.99166666666667,7.3625,23.222833333333334,5.71725,40.39861,-94.08651,288.4,2018-08-08,2018-08-08T11:19:18Z,185,0.5079273271638541,981.8222222222222,NA
2018-08-08T11:19:21Z,0,5.323416666666667,2.566666666666667,2.666666666666667,0.22,-123.41666666666667,0.16,328.75,0,213.66666666666666,47.615833333333335,7.343333333333333,22.9925,5.814166666666667,40.39861,-94.08651,288.4,2018-08-08,2018-08-08T11:19:21Z,185,0.5140004082743603,981.8666666666667,NA
2018-08-08T11:19:24Z,0,5.3942499999999995,2.5,2.6,0.21333333333333332,-124.94166666666666,0.16,334.21666666666664,0,217.25,52.11333333333333,7.324166666666667,22.72325,5.93075,40.39861,-94.08651,288.44166666666666,2018-08-08,2018-08-08T11:19:24Z,185,0.5208616857194701,981.8666666666667,NA
2018-08-08T11:19:27Z,0,5.471666666666667,2.4166666666666665,2.5,0.21,-126.5,0.16,339.9,0,221,52.46666666666667,7.304166666666666,22.415416666666665,6.031666666666666,40.39861,-94.08651,288.5,2018-08-08,2018-08-08T11:19:27Z,185,0.5283807385229541,981.8666666666667,NA
2018-08-08T11:19:30Z,0,5.55225,2.375,2.4583333333333335,0.20666666666666667,-135.95,0.16416666666666668,345.51666666666665,0,224.66666666666666,83.23833333333333,7.285,22.120666666666665,6.111166666666667,40.39861,-94.08651,288.57500000000005,2018-08-08,2018-08-08T11:19:30Z,185,0.536211667573943,981.8666666666667,NA
