chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars
3.06,-0.111,109.7,9.37,250.3,0.1,214.9,1.57,140,4.36,8.42,23.159,0.023,40.34975,-95.13311,297.4,2018-09-12,2018-09-12T12:40:20Z,179,NA,982.6666666666666
2.86,-0.082,109.8,9.39,251,0.1,214.9,1.57,140,4.42,8.41,23.153,0.065,40.34975,-95.13311,297.8,2018-09-12,2018-09-12T12:40:25Z,179,NA,982.6666666666666
2.87,-0.039,110,9.4,251.5,0.1,214.9,1.58,140,4.4,8.4,23.144,0.148,40.34975,-95.13311,298.2,2018-09-12,2018-09-12T12:40:30Z,179,NA,982.5333333333333
3.61,0.043,110.2,9.42,252.6,0.1,214.9,1.75,140,4.36,8.39,23.123,0.179,40.34975,-95.1331,298.5,2018-09-12,2018-09-12T12:40:40Z,179,0.004150789330430049,982.5333333333333
3.38,0.145,110.3,9.44,254,0.1,214.8,1.85,140,4.38,8.37,23.122,0.236,40.34975,-95.13307,297.8,2018-09-12,2018-09-12T12:40:55Z,179,0.01401741970604246,982.6666666666666
3.61,0.218,110.5,9.45,255.4,0.1,214.8,1.79,140,4.42,8.35,23.134,0.298,40.34975,-95.13306,296.7,2018-09-12,2018-09-12T12:41:10Z,179,0.021026129559063692,982.5333333333333
3.51,0.239,110.5,9.45,255.9,0.1,214.8,1.8,140,4.45,8.34,23.14,0.348,40.34975,-95.13306,296.6,2018-09-12,2018-09-12T12:41:15Z,179,0.023067501360914535,982.5333333333333
3.41,0.264,110.5,9.45,256.3,0.1,214.8,1.78,140,4.45,8.34,23.147,0.395,40.34975,-95.13307,296.7,2018-09-12,2018-09-12T12:41:20Z,179,0.025449101796407185,982.5333333333333
3.59,0.296,110.4,9.44,256.6,0.1,214.8,1.77,140,4.45,8.33,23.147,0.488,40.34975,-95.13308,296.5,2018-09-12,2018-09-12T12:41:25Z,179,0.028579205225911813,982.5333333333333
3.8,0.338,110.4,9.44,256.9,0.1,214.8,1.79,140,4.42,8.33,23.142,0.546,40.34975,-95.13309,296.7,2018-09-12,2018-09-12T12:41:30Z,179,0.0326619488296135,982.6666666666666
3.93,0.422,110.6,9.46,257.5,0.1,214.8,1.89,140,4.42,8.32,23.129,0.587,40.34976,-95.13309,296.4,2018-09-12,2018-09-12T12:41:40Z,179,0.04069134458356015,982.5333333333333
4,0.467,110.6,9.46,258,0.1,214.8,1.93,140,4.45,8.32,23.122,0.635,40.34976,-95.13309,296.5,2018-09-12,2018-09-12T12:41:45Z,179,0.04511431682090365,982.5333333333333
4.01,0.515,110.6,9.47,258.6,0.1,214.8,1.99,140,4.51,8.31,23.117,0.672,40.34976,-95.13309,296.5,2018-09-12,2018-09-12T12:41:50Z,179,0.049741426238432224,982.5333333333333
3.81,0.656,110.7,9.47,260,0.1,214.8,2.04,140,4.41,8.29,23.111,0.749,40.34976,-95.13305,296.7,2018-09-12,2018-09-12T12:42:10Z,179,0.06328252585737616,982.5333333333333
3.94,0.71,110.7,9.47,260.3,0.1,214.8,2,140,4.43,8.29,23.12,0.801,40.34976,-95.13305,296.4,2018-09-12,2018-09-12T12:42:20Z,179,0.06859009254218836,982.6666666666666
3.93,0.736,110.7,9.47,260.5,0.1,214.8,1.98,140,4.46,8.29,23.121,0.842,40.34976,-95.13305,296.3,2018-09-12,2018-09-12T12:42:25Z,179,0.07103973870440937,982.5333333333333
3.87,0.759,110.6,9.46,260.7,0.1,214.8,2,140,4.39,8.29,23.12,0.874,40.34976,-95.13306,296.6,2018-09-12,2018-09-12T12:42:30Z,179,0.07328524768644529,982.4
3.82,0.814,110.6,9.46,261.3,0.1,214.9,2.01,140,4.4,8.28,23.107,0.922,40.34976,-95.13306,297.7,2018-09-12,2018-09-12T12:42:40Z,179,0.07866086009798584,982.5333333333333
3.82,0.846,110.6,9.46,261.5,0.1,214.9,2.03,140,4.5,8.28,23.097,0.978,40.34976,-95.13306,297.9,2018-09-12,2018-09-12T12:42:45Z,179,0.08165487207403375,982.5333333333333
3.8,0.879,110.6,9.47,261.7,0.1,214.8,2.05,140,4.55,8.28,23.091,1.018,40.34975,-95.13305,297.4,2018-09-12,2018-09-12T12:42:50Z,179,0.08485302123026675,982.5333333333333
3.8,0.947,110.7,9.47,262.1,0.1,214.8,2.06,140,4.51,8.28,23.101,1.073,40.34975,-95.13303,297.3,2018-09-12,2018-09-12T12:43:00Z,179,0.09145345672291781,982.6666666666666
3.86,0.981,110.8,9.48,262.2,0.1,214.8,2.05,140,4.48,8.28,23.108,1.108,40.34975,-95.13303,297.6,2018-09-12,2018-09-12T12:43:05Z,179,0.0946516058791508,982.4
3.85,1.015,110.8,9.48,262.4,0.1,214.8,2.05,140,4.48,8.28,23.104,1.134,40.34975,-95.13303,298,2018-09-12,2018-09-12T12:43:10Z,179,0.0979858464888405,982.5333333333333
3.84,1.048,110.8,9.48,262.5,0.1,214.8,2.04,140,4.46,8.28,23.096,1.161,40.34975,-95.13302,298,2018-09-12,2018-09-12T12:43:15Z,179,0.10125204137180185,982.5333333333333
3.82,1.105,110.7,9.47,262.8,0.1,214.8,1.98,140,4.39,8.27,23.08,1.192,40.34975,-95.13303,298.2,2018-09-12,2018-09-12T12:43:25Z,179,0.10669569951007077,982.5333333333333
3.78,1.173,110.7,9.47,263,0.1,214.8,1.96,140,4.4,8.28,23.094,1.244,40.34976,-95.13304,298.4,2018-09-12,2018-09-12T12:43:40Z,179,0.11322808927599347,982.5333333333333
3.73,1.192,110.7,9.47,263.1,0.1,214.8,2,140,4.45,8.28,23.095,1.274,40.34976,-95.13305,298.3,2018-09-12,2018-09-12T12:43:45Z,179,0.11513336962438758,982.5333333333333
3.73,1.214,110.6,9.47,263.2,0.1,214.8,2.01,140,4.46,8.28,23.091,1.315,40.34975,-95.13306,298.1,2018-09-12,2018-09-12T12:43:50Z,179,0.11724278715296681,982.5333333333333
3.8,1.237,110.6,9.46,263.5,0.1,214.8,2.01,140,4.41,8.28,23.089,1.35,40.34975,-95.13306,298.5,2018-09-12,2018-09-12T12:43:55Z,179,0.11942025040827435,982.6666666666666
3.82,1.267,110.6,9.46,263.8,0.1,214.8,2.01,140,4.4,8.27,23.089,1.434,40.34975,-95.13306,298.8,2018-09-12,2018-09-12T12:44:00Z,179,0.12227817093086554,982.5333333333333
3.78,1.302,110.6,9.46,264.2,0.1,214.8,1.99,140,4.36,8.27,23.089,1.463,40.34975,-95.13306,298.5,2018-09-12,2018-09-12T12:44:05Z,179,0.1256804572672836,982.5333333333333
3.79,1.343,110.6,9.47,264.6,0.1,214.8,2,140,4.4,8.26,23.09,1.508,40.34975,-95.13306,298.7,2018-09-12,2018-09-12T12:44:10Z,179,0.12962710941752859,982.4
3.77,1.386,110.6,9.47,265,0.1,214.8,2,140,4.38,8.26,23.091,1.571,40.34975,-95.13305,298.5,2018-09-12,2018-09-12T12:44:15Z,179,0.133845944474687,982.5333333333333
3.81,1.432,110.7,9.47,265.2,0.1,214.8,1.99,140,4.39,8.25,23.088,1.607,40.34975,-95.13305,298.3,2018-09-12,2018-09-12T12:44:20Z,179,0.13826891671203048,982.5333333333333
3.82,1.478,110.7,9.47,265.4,0.1,214.8,1.98,140,4.41,8.25,23.084,1.643,40.34975,-95.13305,298.1,2018-09-12,2018-09-12T12:44:25Z,179,0.14269188894937399,982.5333333333333
3.69,1.601,110.6,9.47,265.6,0.1,214.8,1.95,140,4.44,8.26,23.079,1.733,40.34975,-95.13306,298.1,2018-09-12,2018-09-12T12:44:40Z,179,0.15453184540010886,982.4
3.71,1.637,110.5,9.46,265.7,0.1,214.8,1.96,140,4.45,8.26,23.076,1.782,40.34975,-95.13306,298,2018-09-12,2018-09-12T12:44:45Z,179,0.15800217746325532,982.5333333333333
3.78,1.675,110.5,9.46,265.7,0.1,214.8,1.94,140,4.5,8.26,23.071,1.837,40.34975,-95.13306,298,2018-09-12,2018-09-12T12:44:50Z,179,0.16174469243331518,982.5333333333333
3.85,1.711,110.4,9.45,265.9,0.1,214.9,1.94,140,4.55,8.26,23.065,1.877,40.34975,-95.13306,298.1,2018-09-12,2018-09-12T12:44:55Z,179,0.1652150244964616,982.4
3.82,1.786,110.3,9.44,266.1,0.1,214.9,1.91,140,4.58,8.25,23.057,1.993,40.34975,-95.13305,298.1,2018-09-12,2018-09-12T12:45:05Z,179,0.17242787152966793,982.6666666666666
3.83,1.877,110.2,9.44,266.2,0.1,214.9,1.85,140,4.62,8.25,23.052,2.018,40.34975,-95.13303,298.3,2018-09-12,2018-09-12T12:45:15Z,179,0.18120577027762655,982.5333333333333
