MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
094-WL-02-20,2018-07-31,2018-07-31T14:37:22Z,0,0,26.796,9.45,112.4,0.36,0.723,7.8,8.67,82.7,3.5,NA,NA,NA,NA,NA,NA,981.7333333333332
094-WL-02-20,2018-07-31,2018-07-31T14:37:59Z,0.323,0.323,27.712,8.86,112.6,3.147,3.533,7.18,8.71,88.5,210,NA,NA,NA,NA,NA,NA,981.7333333333332
094-WL-02-20,2018-07-31,2018-07-31T14:38:03Z,0.4,0.4,27.705,8.83,112.2,3.143,3.6,7.16,8.7,89.2,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:05Z,0.44,0.44,27.7,8.81,112,3.129,3.638,7.17,8.7,89.6,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:06Z,0.46,0.46,27.698,8.8,111.9,3.113,3.655,7.2,8.7,89.8,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:07Z,0.484,0.484,27.696,8.8,111.8,3.096,3.681,7.18,8.7,89.9,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:08Z,0.504,0.504,27.695,8.79,111.7,3.106,3.703,7.19,8.7,90.1,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:09Z,0.524,0.524,27.693,8.78,111.7,3.1,3.733,7.2,8.7,90.3,210.1,NA,NA,NA,NA,NA,NA,981.7333333333332
094-WL-02-20,2018-07-31,2018-07-31T14:38:11Z,0.563,0.563,27.689,8.77,111.5,3.096,3.785,7.21,8.7,90.6,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:15Z,0.633,0.633,27.683,8.76,111.3,3.094,3.874,7.21,8.69,91.3,210,NA,NA,NA,NA,NA,NA,981.7333333333332
094-WL-02-20,2018-07-31,2018-07-31T14:38:20Z,0.725,0.725,27.68,8.73,111,3.124,3.915,7.28,8.69,92.2,210,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:24Z,0.802,0.802,27.681,8.72,110.8,3.133,3.93,7.32,8.69,92.8,210.1,NA,NA,NA,NA,NA,NA,981.7333333333332
094-WL-02-20,2018-07-31,2018-07-31T14:38:27Z,0.86,0.86,27.682,8.71,110.7,3.13,3.932,7.37,8.69,93.2,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:28Z,0.884,0.884,27.682,8.71,110.7,3.124,3.924,7.36,8.69,93.4,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:29Z,0.904,0.904,27.682,8.71,110.7,3.14,3.918,7.37,8.69,93.5,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:30Z,0.924,0.924,27.683,8.71,110.7,3.117,3.911,7.38,8.69,93.6,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:32Z,0.968,0.968,27.684,8.71,110.7,3.122,3.898,7.36,8.69,93.9,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:33Z,0.989,0.989,27.685,8.71,110.7,3.115,3.891,7.33,8.69,94.1,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:34Z,1.01,1.01,27.687,8.71,110.7,3.097,3.886,7.29,8.69,94.2,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:35Z,1.031,1.031,27.688,8.71,110.7,3.084,3.872,7.3,8.69,94.4,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:36Z,1.053,1.053,27.688,8.71,110.7,3.085,3.861,7.3,8.69,94.5,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:37Z,1.079,1.079,27.688,8.72,110.8,3.073,3.856,7.32,8.69,94.7,210.1,NA,NA,NA,NA,NA,NA,981.7333333333332
094-WL-02-20,2018-07-31,2018-07-31T14:38:38Z,1.1,1.1,27.687,8.72,110.8,3.096,3.853,7.3,8.69,94.8,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:39Z,1.121,1.121,27.688,8.72,110.8,3.086,3.857,7.3,8.69,94.9,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:40Z,1.147,1.147,27.688,8.72,110.8,3.077,3.845,7.3,8.69,95.1,210.1,NA,NA,NA,NA,NA,NA,981.7333333333332
094-WL-02-20,2018-07-31,2018-07-31T14:38:41Z,1.168,1.168,27.689,8.72,110.8,3.092,3.839,7.27,8.69,95.2,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:42Z,1.189,1.189,27.69,8.72,110.8,3.104,3.832,7.28,8.69,95.3,210.1,NA,NA,NA,NA,NA,NA,981.7333333333332
094-WL-02-20,2018-07-31,2018-07-31T14:38:43Z,1.211,1.211,27.69,8.72,110.8,3.119,3.819,7.25,8.69,95.5,210.1,NA,NA,NA,NA,NA,NA,981.6
094-WL-02-20,2018-07-31,2018-07-31T14:38:44Z,1.232,1.232,27.69,8.72,110.8,3.14,3.821,7.26,8.69,95.6,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:45Z,1.258,1.258,27.69,8.72,110.9,3.159,3.813,7.25,8.69,95.7,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:46Z,1.279,1.279,27.69,8.72,110.8,3.177,3.806,7.25,8.69,95.9,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:47Z,1.301,1.301,27.689,8.72,110.8,3.166,3.795,7.26,8.69,96,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:48Z,1.323,1.323,27.689,8.72,110.8,3.172,3.787,7.26,8.69,96.1,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:50Z,1.371,1.371,27.688,8.71,110.7,3.172,3.776,7.3,8.69,96.4,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:51Z,1.393,1.393,27.687,8.71,110.7,3.175,3.773,7.29,8.69,96.5,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:53Z,1.432,1.432,27.685,8.71,110.6,3.184,3.768,7.27,8.69,96.8,210.1,NA,NA,NA,NA,NA,NA,981.7333333333332
094-WL-02-20,2018-07-31,2018-07-31T14:38:54Z,1.458,1.458,27.683,8.7,110.6,3.196,3.775,7.28,8.69,97,210.1,NA,NA,NA,NA,NA,NA,981.6
094-WL-02-20,2018-07-31,2018-07-31T14:38:55Z,1.485,1.485,27.682,8.7,110.6,3.199,3.783,7.28,8.69,97.1,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:57Z,1.526,1.526,27.678,8.7,110.6,3.174,3.777,7.29,8.69,97.4,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:58Z,1.554,1.554,27.67,8.7,110.5,3.174,3.772,7.31,8.69,97.5,210.1,NA,NA,NA,NA,NA,NA,981.8666666666667
094-WL-02-20,2018-07-31,2018-07-31T14:38:59Z,1.578,1.578,27.662,8.69,110.4,3.186,3.773,7.31,8.69,97.6,210.1,NA,NA,NA,NA,NA,NA,981.7333333333332
