KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomme de Terre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,7/9/2020 16:01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.72,2.82,233.3,11.867,252.4,30.1,2.24,99,1.162,0.12,251.1,0.3,0.33,163,6.25,NA,-107.4,21.778,11.9,37.90116,-93.317,255.6,0.06,11.7,982.1
,,,STANDARD DEVIATION:,0.45,1.72,15.9,7.649,25.3,50.3,3.69,95.2,0.75,0.01,22.9,0.41,0.41,15,10.63,0.65,40.3,6.399,7.647,0.00001,0.00001,1.5,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18F102214,18F102214,17F102078,17F104892,17F102078,18E105016,18E105016,18E106369,17F104892,17F102078,17F102078,18F102214,18F102214,17F102078,18E100543,18E106369,18E106369,17F102078,17F104892,17E100519,17E100519,17E100519,17E100519,17E100519,17E100519
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO mg/L,ORP mV,Pressure bar a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mbars
7/8/2020,13:34:02,0,92,0.43,1.7,263.6,0.125,223.1,129.6,9.24,226.2,0.012,0.11,227.3,0.18,0.21,148,1.43,8.82,-174.9,33.366,0.12,37.90117,-93.317,253.9,0.06,11.7,982.1
7/8/2020,13:34:03,0,92,0.5,1.96,263.4,0.118,222.9,130,9.28,225.9,0.011,0.11,227.1,0.16,0.2,148,1.35,8.83,-175.2,33.382,0.117,37.90117,-93.317,253.9,0.06,11.7,982.1
7/8/2020,13:34:04,0,92,0.44,1.76,263.5,0.117,222.9,130.2,9.29,225.6,0.011,0.11,227.1,0.19,0.22,148,1.41,8.83,-175.5,33.391,0.116,37.90117,-93.317,253.9,0.06,11.7,982.1
7/8/2020,13:34:05,0,92,0.39,1.56,263.6,0.12,223.1,129.9,9.27,225.1,0.012,0.11,227.3,0.17,0.2,148,1.56,8.84,-175.7,33.379,0.119,37.90117,-93.31699,253.9,0.06,11.7,982.1
7/8/2020,13:34:06,0,92,0.45,1.77,263.7,0.123,223.1,130,9.27,224.8,0.012,0.11,227.3,0.18,0.21,148,1.45,8.84,-176,33.369,0.121,37.90117,-93.31699,253.8,0.06,11.7,982.1
