KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,8/6/2020 15:23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,3.25,13.26,167.4,2.16,161.4,87.4,6.99,175.9,0.211,0.08,162,3.99,3.93,105,53.84,NA,-5.5,26.742,2.18,38.00578,-94.0469,218.4,0,12,997.8
,,,STANDARD DEVIATION:,0.7,2.86,0.3,1.754,0.4,6.3,0.49,8,0.171,0,0.3,0.92,0.9,0,106.61,0.31,18.9,0.112,1.756,0,0.00001,1,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18E100678,18E100678,17C104840,18E100303,17C104840,18D104463,18D104463,17E101062,18E100303,17C104840,17C104840,18E100678,18E100678,17C104840,18E100545,17E101062,17E101062,17C104840,18E100303,18E100114,18E100114,18E100114,18E100114,18E100114,18E100114
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO mg/L,ORP mV,Pressure bar a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mbars
8/4/2020,9:23:59,0,lotyc,3.45,14.07,167.3,0.018,161.2,95.9,7.67,195,0.002,0.08,161.8,4.29,4.23,105,12.82,5.57,45.8,26.784,0.031,38.00578,-94.04691,218,0,12,997.8
8/4/2020,9:24:00,0,lotyc,3.35,13.69,167.3,0.031,161.1,95.8,7.66,194.8,0.003,0.08,161.7,4.22,4.16,105,12.44,5.61,43.4,26.809,0.028,38.00578,-94.04691,218,0,12,997.8
8/4/2020,9:24:01,0,lotyc,3.44,14.06,167.3,0.029,161.1,95.5,7.63,194.4,0.003,0.08,161.7,4.2,4.14,105,12.4,5.66,40.8,26.835,0.03,38.00578,-94.04691,218,0,12,997.9
8/4/2020,9:24:02,0,lotyc,3.29,13.45,167.3,0.031,161.1,95.4,7.62,193.8,0.003,0.08,161.7,4.18,4.11,105,12.25,5.7,38.2,26.838,0.032,38.00578,-94.04691,217.9,0,12,997.7
8/4/2020,9:24:03,0,lotyc,3.17,12.95,167.3,0.038,161,95.2,7.61,193.1,0.004,0.08,161.6,4.11,4.04,105,12.05,5.75,35.3,26.854,0.042,38.00578,-94.04691,217.9,0,12,997.9
