KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,10/26/2020 20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,1.8,6.4,223.2,2.436,237.5,50,3.75,-38.5,0.238,0.11,236.4,4.17,4.12,154,23.75,NA,-78.1,23.36,2.443,38.99446,-92.48904,233.3,0,12,993.6
,,,STANDARD DEVIATION:,1.49,5.24,42,1.312,67.6,87.8,6.42,163.8,0.129,0.03,65.4,6.07,6.01,43,27.16,0.99,60.9,4.975,1.309,0.00001,0.00001,0.8,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18E100678,18E100678,17C104840,18E100303,17C104840,18D104461,18D104461,17E101062,18E100303,17C104840,17C104840,18E100678,18E100678,17C104840,18E100545,17E101062,17E101062,17C104840,18E100303,18E100114,18E100114,18E100114,18E100114,18E100114,18E100114
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO mg/L,ORP mV,Pressure bar a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mbars
7/23/2020,14:01:10,0,cow,1.98,7.02,189.4,0.001,164.3,252.2,18.39,190.1,0,0.08,166.9,8.49,8.39,108,28.96,9.57,-184,32.083,0.001,38.99446,-92.48902,234,0,12,993.6
7/23/2020,14:01:11,0,cow,2.12,7.5,189.4,0,164.3,251.9,18.37,188.9,0,0.08,166.8,8.51,8.41,108,38.48,9.58,-184.7,32.088,0,38.99446,-92.48902,234,0,12,993.5
7/23/2020,14:01:12,0,cow,2.18,7.71,189.3,0,164.2,251.5,18.34,187.7,0,0.08,166.7,8.3,8.21,108,35.66,9.59,-185,32.083,0.001,38.99446,-92.48902,234,0,12,993.6
7/23/2020,14:01:13,0,cow,2.13,7.57,189.2,0.001,164.1,251,18.31,186.6,0,0.08,166.7,8.16,8.07,108,34.89,9.59,-185.3,32.079,0.001,38.99446,-92.48902,234,0,12,993.6
7/23/2020,14:01:14,0,cow,2.15,7.63,189.2,0.001,164.1,250.9,18.3,185.8,0,0.08,166.6,8.31,8.22,108,35.88,9.6,-185.6,32.08,0.002,38.99446,-92.48902,234.1,0,12,993.5
