KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table Rock Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,7/9/2020 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.74,2.89,190,29.784,233.5,47.3,4.39,288.8,2.92,0.11,230.8,0.25,0.28,150,14.17,NA,-96.3,15.897,29.826,36.59613,-93.31503,281.3,0.03,11.7,980.2
,,,STANDARD DEVIATION:,1.78,6.77,26.3,20.175,16.3,31,2.24,9.9,1.979,0.01,15.1,0.72,0.72,10,55.12,0.4,24.9,6.605,20.176,0.00002,0.00004,0.7,0.01,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18F102214,18F102214,17F102078,17F104892,17F102078,18E105016,18E105016,18E106369,17F104892,17F102078,17F102078,18F102214,18F102214,17F102078,18E100543,18E106369,18E106369,17F102078,17F104892,17E100519,17E100519,17E100519,17E100519,17E100519,17E100519
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO mg/L,ORP mV,Pressure bar a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mbars
7/8/2020,10:11:53,0,98,0.18,0.77,228.5,0.069,208.2,109.6,8.34,278.9,0.006,0.1,210.2,-0.02,0.02,137,0.73,8.31,-142.4,29.549,0.076,36.59615,-93.31505,281.3,0.04,11.7,980.3
7/8/2020,10:11:54,0,98,0.16,0.7,228.6,0.069,208.2,109.8,8.36,279.1,0.007,0.1,210.3,0.03,0.06,137,0.67,8.31,-142.4,29.559,0.061,36.59615,-93.31505,281.2,0.04,11.7,980.2
7/8/2020,10:11:55,0,98,0.15,0.66,228.6,0.083,208.3,110.1,8.38,279.5,0.008,0.1,210.3,0.03,0.06,137,0.65,8.31,-142.1,29.546,0.082,36.59615,-93.31505,281.3,0.04,11.7,980.2
7/8/2020,10:11:56,0,98,0.18,0.76,228.5,0.077,208.3,110.4,8.41,279.9,0.008,0.1,210.3,0,0.04,137,0.7,8.31,-141.9,29.536,0.073,36.59615,-93.31505,281.2,0.04,11.7,980.3
7/8/2020,10:11:57,0,98,0.19,0.79,228.5,0.064,208.2,110.7,8.43,280,0.006,0.1,210.2,0.02,0.06,137,0.67,8.3,-141.7,29.55,0.059,36.59615,-93.31505,281.2,0.04,11.7,980.2
