KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,1/29/2021 15:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,1.13,4.56,152.6,1.785,285.6,99.4,102.5,14.35,253,2.539,0.13,284.1,0.66,0.66,185,82.59,0,NA,-16.3,0.546,1.79,89.99999,180,99.9,0,11.9,747.6
,,,STANDARD DEVIATION:,0.52,2.06,70.9,0.933,129.4,19.2,19.8,2.97,31.5,1.328,0.06,128.3,0.43,0.42,83,204.99,0,0.31,16.8,0.539,0.931,0,0,0,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18E100678,18E100678,18D101260,18E100303,18D101260,18D104463,18D104463,18D104463,17E101062,18E100303,18D101260,18D101260,18E100678,18E100678,18D101260,18E100545,18E100545,17E101062,17E101062,18D101260,18E100303,18F101544,18F101544,18F101544,18F101544,18F101544,18F101544
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
1/27/2021,12:53:26,0,sakatah mid,1.86,7.48,11.9,-0.072,23,120.9,124.6,17.7,314.4,-0.102,0.01,22.9,0.96,0.96,15,2.47,0,5.83,25.6,-0.048,-0.072,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:27,0,sakatah mid,1.85,7.43,12.9,-0.072,24.8,122,125.7,17.86,313.2,-0.103,0.01,24.7,0.96,0.96,16,2.41,0,5.84,24.9,-0.045,-0.072,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:28,0,sakatah mid,1.74,6.97,13.8,-0.072,26.5,122.8,126.6,17.97,312,-0.103,0.01,26.4,0.89,0.89,17,2.28,0,5.86,24.1,-0.042,-0.073,89.99999,180,99.9,0,11.9,747.6
1/27/2021,12:53:29,0,sakatah mid,1.67,6.69,14.6,-0.072,28.1,123.5,127.3,18.07,311.4,-0.102,0.01,28.1,0.8,0.81,18,3.07,0,5.87,23.5,-0.04,-0.067,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:30,0,sakatah mid,1.76,7.08,15.4,-0.06,29.7,124.1,127.9,18.17,310.7,-0.085,0.01,29.6,0.9,0.9,19,10.18,0,5.88,22.6,-0.037,-0.057,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:31,0,sakatah mid,1.94,7.79,17.6,-0.051,33.7,124.5,128.4,18.22,308.9,-0.072,0.01,33.7,0.93,0.93,22,13.95,0,5.91,21,-0.033,-0.047,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:32,0,sakatah mid,2,8.02,18.8,-0.031,36.1,124.9,128.8,18.28,307.2,-0.044,0.02,36,0.96,0.96,23,14.9,0,5.94,19.6,-0.032,-0.02,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:33,0,sakatah mid,2,8.03,20.3,-0.01,39,125.2,129.1,18.33,306.3,-0.014,0.02,38.9,1,1,25,15.86,0,5.96,18.4,-0.03,-0.008,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:34,0,sakatah mid,1.79,7.17,22.3,0.002,42.8,125.4,129.3,18.35,306.2,0.003,0.02,42.7,0.97,0.97,28,16.53,0,5.98,17.2,-0.03,0.015,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:35,0,sakatah mid,1.59,6.4,24,0.028,46.1,125.4,129.2,18.35,305.7,0.04,0.02,45.9,0.99,0.99,30,17.85,0,6,16.1,-0.028,0.032,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:36,0,sakatah mid,1.59,6.38,26.7,0.04,51.3,125.5,129.3,18.36,305.1,0.057,0.02,51.1,0.96,0.96,33,17.83,0,6.02,15.2,-0.028,0.043,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:37,0,sakatah mid,1.57,6.32,28.5,0.051,54.7,125.6,129.5,18.37,304.5,0.073,0.02,54.5,0.92,0.92,35,17.8,0,6.03,14.4,-0.028,0.055,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:38,0,sakatah mid,1.56,6.29,31.6,0.063,60.6,125.6,129.5,18.38,303.9,0.089,0.03,60.5,0.91,0.91,39,17.82,0,6.05,13.6,-0.028,0.069,89.99999,180,99.9,0,11.9,747.7
1/27/2021,12:53:39,0,sakatah mid,1.61,6.47,33.9,0.078,65.2,125.7,129.6,18.39,303.3,0.11,0.03,65,0.92,0.92,42,17.74,0,6.06,13,-0.028,0.082,89.99999,180,99.9,0,11.9,747.7
