KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,1/10/2022 22:13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,4.85,19.13,240.7,2.245,241.9,43.9,3.5,-11.8,0.22,0.11,241.8,0.67,0.63,157,10.4,NA,-39.7,25.016,2.264,38.75555,-92.20621,213.3,0,12,995.1
,,,STANDARD DEVIATION:,3.64,14.36,14,1.538,27.1,36.4,2.85,80.4,0.151,0.01,25.8,0.67,0.68,17,6.06,0.39,23.5,2.747,1.542,0.00001,0.00001,0.9,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18E100678,18E100678,17F102078,18E100303,17F102078,18D104460,18D104460,18E106369,18E100303,17F102078,17F102078,18E100678,18E100678,17F102078,18E100545,18E106369,18E106369,17F102078,18E100303,18E100114,18E100114,18E100114,18E100114,18E100114,18E100114
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO mg/L,ORP mV,Pressure bar a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mbars
8/19/2021,14:50:03,0,276,3.65,14.4,240.2,0.149,223.6,103,7.99,48.4,0.015,0.11,225.2,0.51,0.46,146,6.41,7.66,-71.8,28.477,0.154,38.75555,-92.20623,212.9,0,12,995.2
8/19/2021,14:50:04,0,276,3.59,14.16,240.2,0.161,223.7,103,7.99,49,0.016,0.11,225.3,0.52,0.48,146,6.64,7.66,-71.9,28.459,0.163,38.75554,-92.20623,213.2,0,12,995.1
8/19/2021,14:50:05,0,276,3.62,14.3,240.2,0.175,223.8,102.9,7.99,49.4,0.017,0.11,225.4,0.57,0.52,147,6.76,7.66,-72,28.432,0.19,38.75554,-92.20623,213.5,0,12,995.2
8/19/2021,14:50:06,0,276,3.81,15.03,240.1,0.221,224.1,102.7,7.98,49.9,0.022,0.11,225.6,0.55,0.5,147,7.13,7.66,-72,28.334,0.256,38.75554,-92.20622,213.7,0,12,995
8/19/2021,14:50:07,0,276,4.09,16.15,239.8,0.295,224.5,102.3,7.97,50.5,0.029,0.11,226,0.64,0.6,147,7.24,7.66,-71.8,28.183,0.302,38.75554,-92.20622,213.7,0,12,995.1
8/19/2021,14:50:08,0,276,4.59,18.09,239.5,0.317,224.6,101.8,7.94,51.1,0.031,0.11,226.1,0.76,0.72,147,7.2,7.65,-71.3,28.095,0.35,38.75554,-92.20622,213.6,0,12,995
8/19/2021,14:50:09,0,276,5.46,21.54,238.4,0.448,224.8,100.5,7.87,52,0.044,0.11,226.1,0.93,0.89,147,7.66,7.64,-70.7,27.862,0.468,38.75554,-92.20622,213.6,0,12,995.1
8/19/2021,14:50:10,0,276,6.51,25.71,237.8,0.514,225,99.3,7.81,52.6,0.05,0.11,226.2,1.08,1.05,147,8.05,7.62,-69.6,27.649,0.556,38.75554,-92.20622,213.5,0,12,995.1
8/19/2021,14:50:11,0,276,7.61,30.01,237.1,0.605,225.2,97.8,7.71,53.2,0.059,0.11,226.3,1.32,1.29,147,8.72,7.61,-68.9,27.504,0.609,38.75554,-92.20622,213.5,0,12,995
8/19/2021,14:50:12,0,276,9.01,35.54,236.9,0.63,225.5,96.4,7.62,53.6,0.062,0.11,226.6,1.59,1.57,147,8.9,7.6,-68.1,27.362,0.638,38.75554,-92.20622,213.5,0,12,995.2
8/19/2021,14:50:13,0,276,9.57,37.78,236.8,0.653,225.9,95,7.53,53.9,0.064,0.11,226.9,1.57,1.55,148,8.81,7.59,-67.4,27.283,0.657,38.75554,-92.20622,213.4,0,12,995.1
8/19/2021,14:50:14,0,276,9.76,38.51,236.8,0.664,225.6,93.5,7.41,54.2,0.065,0.11,226.7,1.6,1.58,147,9.14,7.58,-66.8,27.345,0.663,38.75554,-92.20622,213.3,0,12,995.1
8/19/2021,14:50:15,0,276,10.15,40.06,236.7,0.662,225.3,92.2,7.29,54.6,0.065,0.11,226.4,1.64,1.61,147,9.1,7.57,-66.2,27.383,0.661,38.75554,-92.20622,213.2,0,12,995.1
8/19/2021,14:50:16,0,276,10.35,40.86,236.6,0.658,225.3,91,7.2,54.9,0.064,0.11,226.4,1.72,1.7,147,8.71,7.56,-65.8,27.362,0.651,38.75554,-92.20622,213.2,0,12,995.1
8/19/2021,14:50:17,0,276,10.58,41.74,236.5,0.641,225.4,89.4,7.08,55.1,0.063,0.11,226.4,1.82,1.8,147,9.06,7.55,-65.4,27.334,0.637,38.75553,-92.20622,213.1,0,12,995.2
8/19/2021,14:50:18,0,276,10.3,40.63,236.5,0.631,225.2,88.4,7,55.2,0.062,0.11,226.3,1.65,1.63,147,8.94,7.55,-65,27.349,0.631,38.75553,-92.20622,213.1,0,12,995.2
8/19/2021,14:50:19,0,276,9.83,38.79,236.4,0.627,225.2,87.4,6.92,55.4,0.061,0.11,226.3,1.64,1.61,147,8.74,7.54,-64.8,27.346,0.616,38.75554,-92.20621,213.3,0,12,995.1
8/19/2021,14:50:20,0,276,10.1,39.84,236.3,0.602,225.1,86.5,6.85,55.6,0.059,0.11,226.2,1.73,1.71,147,8.8,7.54,-64.6,27.357,0.599,38.75554,-92.20621,213,0,12,995.2
8/19/2021,14:50:21,0,276,9.79,38.65,236.3,0.585,224.9,85.9,6.79,55.8,0.057,0.11,226,1.72,1.69,147,9.04,7.54,-64.3,27.392,0.575,38.75553,-92.20621,212.9,0,12,995.1
8/19/2021,14:50:22,0,276,9.39,37.05,236.3,0.575,224.9,85,6.72,56,0.056,0.11,226,1.66,1.64,147,9.14,7.53,-64.1,27.377,0.586,38.75553,-92.20621,212.7,0,12,995.1
8/19/2021,14:50:23,0,276,9.86,38.92,236.1,0.6,224.9,84.6,6.69,56.2,0.059,0.11,226,1.7,1.67,147,9.28,7.53,-64,27.327,0.641,38.75553,-92.20621,212.3,0,12,995.1
8/19/2021,14:50:24,0,276,11.07,43.7,235.7,0.698,225,84,6.65,56.5,0.068,0.11,226,1.9,1.88,147,9.94,7.53,-63.8,27.234,0.718,38.75553,-92.20621,211.9,0,12,995.2
8/19/2021,14:50:25,0,276,11.64,45.94,235.5,0.748,225.1,83.5,6.62,57.1,0.073,0.11,226.1,1.96,1.94,147,10.07,7.52,-63.1,27.171,0.755,38.75553,-92.20621,211.9,0,12,995.2
8/19/2021,14:50:26,0,276,11.44,45.13,235.4,0.788,225.1,82.6,6.56,57.4,0.077,0.11,226.1,1.89,1.87,147,9.82,7.5,-62.3,27.137,0.82,38.75553,-92.20621,211.7,0,12,995.2
8/19/2021,14:50:27,0,276,11.51,45.4,235.1,0.856,225.2,80.8,6.43,57.8,0.084,0.11,226.2,1.84,1.82,147,9.89,7.49,-61.4,27.065,0.862,38.75553,-92.20621,211.6,0,12,995.1
8/19/2021,14:50:28,0,276,11.59,45.73,235.1,0.878,225.2,79.4,6.32,58.2,0.086,0.11,226.1,1.92,1.91,147,9.59,7.47,-60.6,27.08,0.889,38.75553,-92.20621,211.6,0,12,995.1
8/19/2021,14:50:29,0,276,11.74,46.35,235.1,0.909,225.1,77.4,6.16,58.5,0.089,0.11,226.1,2.01,1.99,147,9.44,7.46,-59.8,27.095,0.921,38.75553,-92.20621,211.6,0,12,995.1
8/19/2021,14:50:30,0,276,11.92,47.06,235,0.946,225,75,5.97,58.6,0.092,0.11,226,1.88,1.86,147,9.29,7.45,-59.2,27.099,0.96,38.75553,-92.20621,211.7,0,12,995.1
8/19/2021,14:50:31,0,276,11,43.41,235,0.985,225.1,73.3,5.83,58.7,0.096,0.11,226.1,1.68,1.65,147,8.7,7.44,-58.8,27.066,1.006,38.75553,-92.20621,211.6,0,12,995.1
8/19/2021,14:50:32,0,276,9.01,35.56,234.8,1.038,225.4,71.4,5.68,59,0.101,0.11,226.3,1.39,1.36,147,8.19,7.43,-58.2,26.972,1.057,38.75553,-92.20621,211.6,0,12,995
8/19/2021,14:50:33,0,276,7.6,29.97,234.7,1.087,225.6,70.5,5.62,59.1,0.106,0.11,226.5,1.11,1.07,147,7.96,7.43,-57.9,26.914,1.104,38.75553,-92.20621,211.8,0,12,995
8/19/2021,14:50:34,0,276,7.83,30.89,234.6,1.127,225.7,69.1,5.52,59.2,0.11,0.11,226.6,1.07,1.04,147,8.12,7.42,-57.3,26.853,1.131,38.75553,-92.20621,211.8,0,12,995
8/19/2021,14:50:35,0,276,8.6,33.93,234.6,1.144,225.7,67.8,5.42,59.4,0.112,0.11,226.6,1.15,1.12,147,7.85,7.41,-56.6,26.856,1.157,38.75553,-92.20621,211.9,0,12,995.1
8/19/2021,14:50:36,0,276,8.61,33.96,234.6,1.186,225.7,66.1,5.28,59.5,0.116,0.11,226.6,1.18,1.14,147,7.9,7.4,-56,26.861,1.203,38.75553,-92.20621,212,0,12,995.1
8/19/2021,14:50:37,0,276,8.02,31.65,234.5,1.231,225.7,64.4,5.14,59.7,0.12,0.11,226.5,1.13,1.1,147,8.06,7.39,-55.5,26.845,1.251,38.75554,-92.20621,212,0,12,995.1
8/19/2021,14:50:38,0,276,7.72,30.45,234.4,1.276,225.7,62.9,5.03,60,0.125,0.11,226.6,1.1,1.07,147,7.58,7.38,-54.7,26.811,1.287,38.75554,-92.20621,212.1,0,12,995
8/19/2021,14:50:39,0,276,7.19,28.38,234.3,1.32,225.7,61.2,4.89,60.1,0.129,0.11,226.5,1.04,1,147,7.64,7.37,-54,26.788,1.347,38.75554,-92.20621,212.3,0,12,995.2
8/19/2021,14:50:40,0,276,6.27,24.73,234.3,1.382,225.9,59.6,4.76,60.4,0.135,0.11,226.7,0.84,0.8,147,7.54,7.35,-53.1,26.76,1.402,38.75554,-92.20621,212.4,0,12,995.1
8/19/2021,14:50:41,0,276,6.18,24.38,234.2,1.433,225.8,57.2,4.58,60.5,0.14,0.11,226.6,0.73,0.69,147,7.22,7.34,-52.2,26.759,1.444,38.75554,-92.20621,212.6,0,12,995
8/19/2021,14:50:42,0,276,6.25,24.65,234.1,1.438,225.7,54.8,4.38,60.6,0.141,0.11,226.5,0.81,0.77,147,7.34,7.32,-51.4,26.77,1.439,38.75554,-92.20621,212.6,0,12,995.2
8/19/2021,14:50:43,0,276,5.26,20.76,234.1,1.503,225.8,51.8,4.14,61,0.147,0.11,226.6,0.69,0.65,147,7.45,7.31,-50.4,26.747,1.553,38.75554,-92.20621,212.6,0,12,995.1
8/19/2021,14:50:44,0,276,4.43,17.47,234.1,1.6,225.9,49.2,3.94,61.1,0.156,0.11,226.7,0.52,0.48,147,7.3,7.29,-49.3,26.7,1.624,38.75554,-92.20621,212.5,0,12,995
8/19/2021,14:50:45,0,276,4.77,18.83,234,1.662,225.9,45.7,3.66,61.1,0.162,0.11,226.7,0.56,0.52,147,7.75,7.27,-48.4,26.691,1.694,38.75554,-92.20621,212.5,0,12,995.2
8/19/2021,14:50:46,0,276,5.5,21.7,234,1.741,225.9,42.7,3.42,61,0.17,0.11,226.7,0.69,0.65,147,8.5,7.26,-47.5,26.681,1.74,38.75554,-92.20621,212.6,0,12,995.2
8/19/2021,14:50:47,0,276,6.3,24.86,233.9,1.762,225.9,39.7,3.18,61,0.172,0.11,226.7,0.83,0.79,147,8.78,7.24,-46.7,26.66,1.79,38.75554,-92.20621,212.6,0,12,995.1
8/19/2021,14:50:48,0,276,6.22,24.55,233.8,1.803,226,37.3,2.99,61,0.176,0.11,226.8,0.82,0.78,147,8.53,7.23,-45.9,26.629,1.802,38.75554,-92.20621,212.7,0,12,995.1
8/19/2021,14:50:49,0,276,4.98,19.67,233.6,1.831,226,34.8,2.79,60.9,0.179,0.11,226.7,0.65,0.61,147,8.33,7.22,-45,26.589,1.872,38.75554,-92.20621,212.7,0,12,995.1
8/19/2021,14:50:50,0,276,3.89,15.37,233.4,1.933,226,32.1,2.58,60.4,0.189,0.11,226.7,0.45,0.41,147,8.19,7.2,-44.1,26.553,1.935,38.75555,-92.20622,212.7,0,12,995
8/19/2021,14:50:51,0,276,3.56,14.04,233.4,1.968,226,29.2,2.34,58.5,0.192,0.11,226.7,0.34,0.3,147,7.45,7.19,-43.2,26.532,1.997,38.75555,-92.20621,212.7,0,12,995
8/19/2021,14:50:52,0,276,3.02,11.9,233.3,2.039,226.2,26.7,2.15,46.4,0.199,0.11,226.9,0.25,0.2,147,6.87,7.17,-42.4,26.475,2.051,38.75555,-92.20621,212.7,0,12,995.2
8/19/2021,14:50:53,0,276,2.68,10.56,233.3,2.07,226.4,24.3,1.96,40.9,0.202,0.11,227.1,0.22,0.17,148,6.81,7.16,-41.6,26.432,2.071,38.75555,-92.20621,212.8,0,12,995.1
8/19/2021,14:50:54,0,276,2.73,10.79,233.4,2.091,226.5,22.5,1.81,32.7,0.204,0.11,227.2,0.24,0.19,148,6.56,7.15,-40.8,26.422,2.13,38.75555,-92.20621,213.1,0,12,995
8/19/2021,14:50:55,0,276,2.38,9.38,233.4,2.22,227,20.5,1.65,18.6,0.217,0.11,227.6,0.22,0.17,148,6,7.12,-39.5,26.317,2.24,38.75556,-92.20621,213.3,0,12,995
8/19/2021,14:50:56,0,276,1.92,7.57,233.2,2.284,227.8,19,1.53,5.9,0.223,0.11,228.3,0.06,0.01,148,6.15,7.1,-37.8,26.111,2.339,38.75556,-92.20621,213.5,0,12,995
8/19/2021,14:50:57,0,276,1.79,7.07,233,2.394,228.4,17.4,1.41,-6.9,0.234,0.11,228.8,0.04,-0.01,149,6.2,7.07,-36.4,25.95,2.4,38.75556,-92.20621,213.6,0,12,995.1
8/19/2021,14:50:58,0,276,1.79,7.07,232.8,2.422,228.6,16.3,1.33,-17.2,0.237,0.11,229,0.17,0.12,149,6.25,7.05,-34.9,25.85,2.444,38.75556,-92.20621,213.7,0,12,995
8/19/2021,14:50:59,0,276,1.65,6.51,232.6,2.491,229,15.1,1.23,-26.3,0.244,0.11,229.3,0.16,0.11,149,6.9,7.02,-33.3,25.756,2.513,38.75556,-92.20621,213.8,0,12,995.1
8/19/2021,14:51:00,0,276,1.51,5.97,232.4,2.556,230.1,14.2,1.16,-36.2,0.25,0.11,230.3,0.12,0.07,150,7.34,6.99,-31.6,25.437,2.578,38.75556,-92.20621,213.8,0,12,995
