dateTime_Round,chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,depthDiff_m,verticalPositionDiff_m
2019-06-04T15:39:33Z,1.1866666666666668,5.586666666666667,56.5,4.933333333333334,164.23333333333332,0.12,248.66666666666666,0.09,162,1.3033333333333332,7.68,22.04566666666667,5.593333333333334,NA,NA,NA,2019-06-04,2019-06-04T15:39:33Z,092,0.5395572491380874,981.6888888888889,0.07566666666666677,0.07533333333333303
2019-06-04T15:39:36Z,1.23,5.662333333333334,54.1,4.73,164.66666666666666,0.12,248.93333333333334,0.08,162,1.39,7.65,21.957666666666668,5.668666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:39:36Z,092,0.5468381418980222,981.6888888888889,0.06266666666666598,0.0693333333333328
2019-06-04T15:39:39Z,1.1966666666666665,5.725,52.06666666666666,4.55,165.16666666666666,0.12,248.3,0.09666666666666666,161,1.3033333333333335,7.62,21.983666666666664,5.7379999999999995,NA,NA,NA,2019-06-04,2019-06-04T15:39:39Z,092,0.5528715296679368,981.6888888888889,0.08066666666666666,0.09433333333333405
2019-06-04T15:39:42Z,1.1733333333333333,5.805666666666666,50.43333333333333,4.413333333333333,165.6,0.12,248.4,0.09333333333333334,161.33333333333334,1.3733333333333333,7.6,21.886333333333333,5.832333333333334,NA,NA,NA,2019-06-04,2019-06-04T15:39:42Z,092,0.5606967882416984,981.6,0.222666666666667,0.21866666666666656
2019-06-04T15:39:45Z,1.2466666666666666,6.028333333333333,48.4,4.256666666666667,166.03333333333333,0.12,248.1,0.10333333333333333,161,1.5233333333333334,7.576666666666667,21.611,6.051,NA,NA,NA,2019-06-04,2019-06-04T15:39:45Z,092,0.5822446017056796,981.6444444444444,0.1553333333333331,0.1566666666666663
2019-06-04T15:39:48Z,1.25,6.183666666666666,45.56666666666667,4.02,166.43333333333334,0.12,246.83333333333331,0.08666666666666667,160.33333333333334,1.5033333333333334,7.556666666666667,21.461666666666666,6.2076666666666664,NA,NA,NA,2019-06-04,2019-06-04T15:39:48Z,092,0.597260025403738,981.7333333333332,0.18966666666666665,0.1856666666666671
2019-06-04T15:39:51Z,1,6.373333333333333,42.86666666666667,3.8033333333333332,166.93333333333334,0.12,246.4,0.07333333333333333,160,1.4933333333333334,7.536666666666667,21.225333333333335,6.3933333333333335,NA,NA,NA,2019-06-04,2019-06-04T15:39:51Z,092,0.6156096897114861,981.7333333333333,0.21333333333333382,0.23033333333333328
2019-06-04T15:39:54Z,1.1233333333333333,6.586666666666667,40.13333333333333,3.5733333333333333,167.16666666666666,0.12,245.56666666666666,0.08,159.66666666666666,1.6033333333333333,7.513333333333333,21.048,6.623666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:39:54Z,092,0.636250226819089,981.7333333333333,0.21566666666666645,0.18666666666666654
2019-06-04T15:39:57Z,1.1666666666666667,6.802333333333333,37.36666666666667,3.3466666666666667,167.46666666666667,0.12,244.16666666666666,0.05666666666666667,159,1.9033333333333333,7.49,20.666666666666668,6.810333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:39:57Z,092,0.6571175830157866,981.7777777777777,0.11466666666666647,0.11733333333333285
2019-06-04T15:40:00Z,1.0766666666666667,6.917,35,3.1566666666666667,167.83333333333334,0.11333333333333333,242.16666666666666,0.10333333333333333,157.33333333333334,2.0366666666666666,7.466666666666667,20.374333333333333,6.927666666666666,NA,NA,NA,2019-06-04,2019-06-04T15:40:00Z,092,0.668231718381419,981.7333333333332,0.29533333333333367,0.3453333333333335
2019-06-04T15:40:03Z,0.9866666666666667,7.2123333333333335,32.36666666666667,2.9433333333333334,168,0.11,237.66666666666666,0.06333333333333334,154.33333333333334,2.46,7.45,19.856666666666666,7.273,NA,NA,NA,2019-06-04,2019-06-04T15:40:03Z,092,0.6968336055162403,981.7777777777777,0.307666666666667,0.26766666666666694
2019-06-04T15:40:06Z,0.97,7.5200000000000005,30.233333333333334,2.776666666666667,168.23333333333332,0.11,233.26666666666668,0.06666666666666667,151.66666666666666,2.9566666666666666,7.433333333333334,19.432333333333332,7.540666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:40:06Z,092,0.7266149519143531,981.8222222222222,0.16366666666666596,0.15633333333333344
2019-06-04T15:40:09Z,1.22,7.683666666666666,28.7,2.65,168.66666666666666,0.11,232.9,0.07,151.33333333333334,2.9066666666666667,7.413333333333333,19.21666666666667,7.697,NA,NA,NA,2019-06-04,2019-06-04T15:40:09Z,092,0.7424696062420614,981.7777777777778,0.13100000000000023,0.12333333333333307
2019-06-04T15:40:12Z,0.9,7.814666666666667,27.566666666666666,2.55,169.16666666666666,0.11,232.3,0.09666666666666666,151,2.94,7.3966666666666665,19.119,7.820333333333333,NA,NA,NA,2019-06-04,2019-06-04T15:40:12Z,092,0.7551487933224461,981.6888888888889,0.12766666666666726,0.15833333333333321
2019-06-04T15:40:15Z,0.79,7.942333333333334,26.666666666666668,2.4766666666666666,169.8,0.11,230.46666666666667,0.07666666666666667,150,2.91,7.376666666666667,18.855999999999998,7.978666666666666,NA,NA,NA,2019-06-04,2019-06-04T15:40:15Z,092,0.7675331155870078,981.6444444444444,0.19833333333333236,0.17100000000000026
2019-06-04T15:40:18Z,0.7833333333333333,8.140666666666666,25.8,2.4033333333333333,170.4,0.11,231.2,0.03666666666666667,150.33333333333334,2.8566666666666665,7.3533333333333335,18.701333333333334,8.149666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:40:18Z,092,0.7866993286154963,981.6888888888889,0.10433333333333294,0.10800000000000054
2019-06-04T15:40:21Z,0.6666666666666666,8.245,24.933333333333334,2.3266666666666667,171,0.11,232.36666666666667,0.04,151,2.973333333333333,7.333333333333333,18.648333333333333,8.257666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:40:21Z,092,0.7968154599891126,981.7777777777777,0.08566666666666656,0.08633333333333226
2019-06-04T15:40:24Z,0.75,8.330666666666666,24.166666666666664,2.26,171.53333333333333,0.11,233.2,0.08666666666666667,151.66666666666666,3.25,7.316666666666666,18.549,8.344,NA,NA,NA,2019-06-04,2019-06-04T15:40:24Z,092,0.8050716748321539,981.8222222222222,0.10000000000000142,0.09666666666666757
2019-06-04T15:40:27Z,0.72,8.430666666666667,23.5,2.2033333333333336,171.96666666666667,0.11,233.9,0.07333333333333333,152,3.1966666666666668,7.303333333333333,18.423666666666666,8.440666666666667,NA,NA,NA,2019-06-04,2019-06-04T15:40:27Z,092,0.8147795318454001,981.6888888888889,0.10366666666666724,0.1033333333333335
