MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
149-18-20,2019-05-29,2019-05-29T15:39:55Z,0.012,0.012,25,9.73,117.8,0.227,0.537,9.93,8.25,291.4,9.3,NA,NA,NA,NA,NA,NA,988.1333333333333
149-18-20,2019-05-29,2019-05-29T15:40:08Z,0.122,0.122,24.957,11.53,139.6,2.507,0.744,11.16,8.24,288.5,247.2,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:10Z,0.159,0.159,24.773,11.07,133.6,2.552,0.744,11.26,8.21,288.6,246.7,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:12Z,0.195,0.195,24.528,10.87,130.6,2.506,0.69,11.39,8.17,288.7,246.3,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:13Z,1.155,1.155,24.385,10.76,129,2.471,0.696,11.54,8.16,288.8,246,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:14Z,1.246,1.246,24.255,10.75,128.5,2.436,0.678,11.7,8.15,288.9,245.4,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:15Z,1.266,1.266,24.131,10.7,127.6,2.387,0.618,11.88,8.14,289,244.8,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:16Z,1.291,1.291,24.047,10.66,126.9,2.319,0.561,12.06,8.13,289.1,244.4,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:17Z,1.337,1.337,23.957,10.6,126,2.265,0.496,12.2,8.12,289.2,244,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:18Z,1.387,1.387,23.871,10.19,120.9,1.415,0.437,12.38,8.11,289.2,243.5,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:19Z,1.438,1.438,23.766,10.01,118.5,1.744,0.39,12.51,8.1,289.3,243,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:20Z,1.488,1.488,23.662,9.79,115.7,1.413,0.349,12.66,7.97,289.5,242.5,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:21Z,1.565,1.565,23.569,9.68,114.2,1.484,0.328,12.79,7.94,289.7,241.9,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:22Z,1.632,1.632,23.462,9.59,112.9,1.482,0.317,12.95,7.92,289.9,241.3,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-20,2019-05-29,2019-05-29T15:40:23Z,1.695,1.695,23.367,9.49,111.6,1.46,0.299,13.15,7.91,290.1,240.7,NA,NA,NA,NA,NA,NA,988.2666666666668
