MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
149-39-30,2019-07-11,2019-07-11T15:02:16Z,0.023,0.023,27.229,8.08,101.8,1.078,0.308,5.75,7.86,185.3,206.8,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:18Z,0.11,0.11,27.217,7.89,99.5,1.279,0.253,4.57,7.8,184.8,256.1,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:19Z,0.14,0.14,27.202,7.84,98.8,1.276,0.273,4.66,7.79,184.4,258.3,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:20Z,0.174,0.174,27.173,7.8,98.3,1.356,0.275,4.58,7.77,184.3,258.6,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:21Z,0.207,0.207,27.149,7.77,97.8,1.425,0.333,4.33,7.76,184.6,258.4,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-30,2019-07-11,2019-07-11T15:02:22Z,0.262,0.262,27.144,7.75,97.6,1.357,0.332,4.17,7.74,184.8,258.4,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:23Z,0.303,0.303,27.132,7.71,97.1,1.349,0.343,4.34,7.73,184.5,258.4,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:24Z,0.331,0.331,27.104,7.69,96.8,1.429,0.329,4.51,7.72,184.1,258.3,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:25Z,0.373,0.373,27.065,7.66,96.3,1.529,0.271,4.38,7.71,183.9,257.9,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-30,2019-07-11,2019-07-11T15:02:26Z,0.412,0.412,27.003,7.64,96,1.574,0.276,4.48,7.7,183.7,257.7,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:27Z,0.45,0.45,26.951,7.63,95.8,1.558,0.285,4.78,7.69,184,257.4,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:28Z,0.487,0.487,26.926,7.64,95.8,1.594,0.268,4.9,7.68,184.4,257.1,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:29Z,0.541,0.541,26.885,7.62,95.5,1.651,0.318,4.74,7.67,184.6,257,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:30Z,0.573,0.573,26.855,7.62,95.4,1.721,0.355,4.78,7.66,184.8,256.8,NA,NA,NA,NA,NA,NA,995.7333333333332
149-39-30,2019-07-11,2019-07-11T15:02:31Z,0.619,0.619,26.829,7.61,95.4,1.857,0.431,4.93,7.65,184.9,256.7,NA,NA,NA,NA,NA,NA,995.7333333333332
149-39-30,2019-07-11,2019-07-11T15:02:32Z,0.659,0.659,26.772,7.61,95.3,1.953,0.458,5,7.64,184.9,256.4,NA,NA,NA,NA,NA,NA,995.7333333333332
149-39-30,2019-07-11,2019-07-11T15:02:33Z,0.717,0.717,26.667,7.62,95.2,1.935,0.39,5.13,7.63,184.9,256.1,NA,NA,NA,NA,NA,NA,995.7333333333332
149-39-30,2019-07-11,2019-07-11T15:02:35Z,0.782,0.782,26.537,7.6,94.6,1.959,0.448,5.29,7.61,185,255.4,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:36Z,0.835,0.835,26.5,7.57,94.2,1.796,0.402,5.2,7.61,185.2,255.2,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:37Z,0.873,0.873,26.465,7.53,93.6,1.74,0.389,5.25,7.6,185.2,255,NA,NA,NA,NA,NA,NA,995.6
149-39-30,2019-07-11,2019-07-11T15:02:38Z,0.92,0.92,26.44,7.46,92.8,1.727,0.387,5.41,7.59,185.2,254.8,NA,NA,NA,NA,NA,NA,995.7333333333332
