MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
149-39-10,2019-07-11,2019-07-11T15:23:49Z,0.022,0.022,27.133,8.33,104.8,1.406,0.373,4.34,7.83,198,225.5,NA,NA,NA,NA,NA,NA,995.6
149-39-10,2019-07-11,2019-07-11T15:23:52Z,0.071,0.071,27.14,8.2,103.2,1.572,0.402,4.37,7.77,199.7,257.3,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:23:53Z,0.154,0.154,27.13,8.17,102.8,1.622,0.375,4.31,7.76,198.9,257.3,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:23:54Z,0.212,0.212,27.123,8.15,102.6,1.673,0.349,4.52,7.75,198.6,257.3,NA,NA,NA,NA,NA,NA,995.6
149-39-10,2019-07-11,2019-07-11T15:23:55Z,0.283,0.283,27.118,8.14,102.5,1.719,0.429,4.49,7.74,198.2,257.3,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:23:56Z,0.315,0.315,27.117,8.14,102.4,1.798,0.424,4.39,7.73,197.9,257.3,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:23:57Z,0.353,0.353,27.113,8.13,102.3,1.865,0.405,4.56,7.72,197.8,257.3,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:23:58Z,0.394,0.394,27.102,8.12,102.2,1.928,0.457,4.64,7.7,198,257.4,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:23:59Z,0.426,0.426,27.093,8.12,102.1,1.858,0.375,4.47,7.7,198,257.4,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:00Z,0.471,0.471,27.077,8.12,102.1,1.753,0.311,4.59,7.69,197.9,257.2,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:01Z,0.503,0.503,27.07,8.12,102,1.8,0.375,4.87,7.68,198,257.2,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:02Z,0.534,0.534,27.065,8.11,102,1.848,0.389,4.87,7.68,198.3,257.3,NA,NA,NA,NA,NA,NA,995.6
149-39-10,2019-07-11,2019-07-11T15:24:03Z,0.58,0.58,27.063,8.11,102,1.806,0.498,4.82,7.67,198.4,257.4,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:04Z,0.63,0.63,27.074,8.12,102,1.749,0.45,4.55,7.66,198.4,257.4,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:05Z,0.66,0.66,27.086,8.11,102,1.813,0.451,4.48,7.66,198.6,257.4,NA,NA,NA,NA,NA,NA,995.7333333333332
149-39-10,2019-07-11,2019-07-11T15:24:06Z,0.684,0.684,27.084,8.1,101.9,1.847,0.459,4.72,7.65,198.8,257.4,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:07Z,0.719,0.719,27.078,8.09,101.7,1.833,0.472,4.58,7.65,198.9,257.4,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:08Z,0.767,0.767,27.06,8.09,101.7,1.774,0.389,4.54,7.64,198.9,257.4,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:09Z,0.812,0.812,27.041,8.09,101.7,1.837,0.402,4.58,7.64,198.9,257.3,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:10Z,0.862,0.862,27.01,8.09,101.6,2.075,0.466,4.55,7.63,199.3,257.1,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:11Z,0.926,0.926,26.932,8.09,101.5,2.12,0.544,4.67,7.63,199.4,256.8,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:12Z,0.989,0.989,26.849,8.11,101.7,2.17,0.572,4.79,7.63,199.8,256.3,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:13Z,1.031,1.031,26.778,8.15,102,2.236,0.609,5.08,7.63,200.1,256.1,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:14Z,1.068,1.068,26.744,8.17,102.1,2.292,0.635,4.84,7.62,200.3,255.9,NA,NA,NA,NA,NA,NA,995.6
149-39-10,2019-07-11,2019-07-11T15:24:15Z,1.117,1.117,26.642,8.18,102.1,2.407,0.638,4.81,7.62,200.5,255.5,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:16Z,1.162,1.162,26.593,8.19,102.2,2.334,0.575,4.77,7.62,200.5,255.1,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:17Z,1.205,1.205,26.569,8.2,102.2,2.347,0.598,4.74,7.62,200.4,254.8,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:18Z,1.24,1.24,26.53,8.21,102.3,2.444,0.637,4.62,7.61,200.2,254.8,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:19Z,1.262,1.262,26.486,8.21,102.1,2.415,0.593,4.55,7.61,200.2,254.7,NA,NA,NA,NA,NA,NA,995.6
149-39-10,2019-07-11,2019-07-11T15:24:20Z,1.334,1.334,26.428,8.17,101.6,2.23,0.53,4.96,7.6,200,254.5,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:21Z,1.37,1.37,26.404,8.14,101.1,2.094,0.58,4.95,7.6,199.9,254.2,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:22Z,1.394,1.394,26.395,8.08,100.4,2.098,0.55,4.97,7.59,199.8,254,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:23Z,1.437,1.437,26.399,8.03,99.8,2.109,0.45,5.09,7.59,199.7,254,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:24Z,1.472,1.472,26.393,7.99,99.2,2.053,0.519,5.07,7.58,199.6,253.8,NA,NA,NA,NA,NA,NA,995.6
149-39-10,2019-07-11,2019-07-11T15:24:25Z,1.515,1.515,26.379,7.93,98.5,1.983,0.495,4.72,7.57,199.6,253.6,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:26Z,1.563,1.563,26.369,7.88,97.8,1.921,0.418,4.85,7.57,199.5,253.6,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:27Z,1.594,1.594,26.359,7.84,97.3,1.892,0.474,5.06,7.56,199.4,253.6,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:28Z,1.65,1.65,26.356,7.8,96.8,1.935,0.517,5.09,7.56,199.4,253.7,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:29Z,1.707,1.707,26.35,7.77,96.4,1.94,0.574,5.14,7.55,199.4,253.8,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:30Z,1.76,1.76,26.344,7.74,96,1.877,0.572,5.12,7.55,199.3,253.7,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:31Z,1.82,1.82,26.336,7.71,95.7,1.896,0.497,4.96,7.55,199.2,253.7,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:32Z,1.863,1.863,26.333,7.69,95.3,1.955,0.495,5.03,7.54,199.2,253.5,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:33Z,1.976,1.976,26.331,7.65,95,1.909,0.467,4.97,7.54,199.1,253.5,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:34Z,2.019,2.019,26.329,7.62,94.5,1.862,0.417,4.89,7.53,199,253.5,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:35Z,2.089,2.089,26.327,7.59,94.1,1.903,0.398,5.03,7.53,198.9,253.5,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:36Z,2.133,2.133,26.324,7.57,93.9,1.927,0.447,5.17,7.53,198.7,253.5,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:37Z,2.177,2.177,26.324,7.54,93.6,1.879,0.464,5.18,7.52,198.5,253.4,NA,NA,NA,NA,NA,NA,995.4666666666667
149-39-10,2019-07-11,2019-07-11T15:24:38Z,2.221,2.221,26.324,7.51,93.2,1.849,0.484,5.19,7.52,198.4,253.4,NA,NA,NA,NA,NA,NA,995.4666666666667
