MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
149-NA-40-20,2019-07-11,2019-07-11T11:52:57Z,0.242,0.242,29.953,10.06,133.1,1.747,0.7,1.21,8.79,190.1,321.5,NA,NA,NA,NA,NA,NA,996.9333333333334
149-NA-40-20,2019-07-11,2019-07-11T11:52:58Z,0.27,0.27,29.963,10.7,141.5,1.737,0.684,1.18,8.79,190,321.5,NA,NA,NA,NA,NA,NA,996.9333333333334
149-NA-40-20,2019-07-11,2019-07-11T11:52:59Z,0.303,0.303,29.969,11.08,146.7,1.805,0.654,1.22,8.79,189.8,321.5,NA,NA,NA,NA,NA,NA,997.0666666666666
149-NA-40-20,2019-07-11,2019-07-11T11:53:00Z,0.353,0.353,29.968,11.39,150.7,1.823,0.649,1.29,8.79,189.6,321.7,NA,NA,NA,NA,NA,NA,997.0666666666666
149-NA-40-20,2019-07-11,2019-07-11T11:53:01Z,0.403,0.403,29.967,11.54,152.7,1.927,0.653,1.18,8.79,189.5,321.8,NA,NA,NA,NA,NA,NA,996.9333333333334
149-NA-40-20,2019-07-11,2019-07-11T11:53:02Z,0.442,0.442,29.966,11.68,154.6,2.089,0.649,1.31,8.78,189.2,321.8,NA,NA,NA,NA,NA,NA,996.8000000000001
149-NA-40-20,2019-07-11,2019-07-11T11:53:03Z,0.51,0.51,29.957,11.9,157.5,2.135,0.686,1.47,8.78,188.7,321.7,NA,NA,NA,NA,NA,NA,996.8000000000001
149-NA-40-20,2019-07-11,2019-07-11T11:53:04Z,0.591,0.591,29.942,12.09,160,2.206,0.733,1.44,8.79,188.3,321.3,NA,NA,NA,NA,NA,NA,996.8000000000001
149-NA-40-20,2019-07-11,2019-07-11T11:53:05Z,0.64,0.64,29.93,12.29,162.5,2.31,0.735,1.41,8.79,188.1,321.1,NA,NA,NA,NA,NA,NA,996.9333333333334
149-NA-40-20,2019-07-11,2019-07-11T11:53:06Z,0.717,0.717,29.919,12.43,164.4,2.392,0.743,1.43,8.79,188,320.6,NA,NA,NA,NA,NA,NA,996.8000000000001
149-NA-40-20,2019-07-11,2019-07-11T11:53:07Z,0.763,0.763,29.896,12.59,166.4,2.478,0.766,1.45,8.79,188,320.2,NA,NA,NA,NA,NA,NA,996.8000000000001
149-NA-40-20,2019-07-11,2019-07-11T11:53:08Z,0.798,0.798,29.874,12.72,168.1,2.571,0.799,1.5,8.79,188.3,319.8,NA,NA,NA,NA,NA,NA,996.8000000000001
149-NA-40-20,2019-07-11,2019-07-11T11:53:09Z,0.826,0.826,29.854,12.82,169.4,2.577,0.806,1.53,8.79,188.3,319.6,NA,NA,NA,NA,NA,NA,996.9333333333334
149-NA-40-20,2019-07-11,2019-07-11T11:53:10Z,0.876,0.876,29.833,12.91,170.5,2.626,0.898,1.63,8.79,188,319.4,NA,NA,NA,NA,NA,NA,996.9333333333334
149-NA-40-20,2019-07-11,2019-07-11T11:53:11Z,0.95,0.95,29.799,13,171.6,2.701,0.953,1.72,8.79,187.8,319,NA,NA,NA,NA,NA,NA,996.9333333333334
149-NA-40-20,2019-07-11,2019-07-11T11:53:12Z,1.004,1.004,29.775,13.08,172.5,2.78,0.943,1.65,8.79,187.6,318.7,NA,NA,NA,NA,NA,NA,996.9333333333334
149-NA-40-20,2019-07-11,2019-07-11T11:53:13Z,1.062,1.062,29.765,13.16,173.5,2.898,0.977,1.7,8.79,187.5,318.4,NA,NA,NA,NA,NA,NA,996.9333333333334
149-NA-40-20,2019-07-11,2019-07-11T11:53:14Z,1.104,1.104,29.763,13.21,174.2,3.036,0.972,1.8,8.79,187.7,318.3,NA,NA,NA,NA,NA,NA,996.9333333333334
