MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
013,2019-08-21,2019-08-21T14:25:54Z,0.027333333333333334,0.028666666666666667,29.456,8.68,113.86666666666667,1.7333333333333334,1.1333333333333333,3.86,9.09,177.5,378.1,0.18,246,0.0026311014334966434,38.60129,-92.30235,192.66666666666666,996.5777777777778
013,2019-08-21,2019-08-21T14:26:00Z,0.056,0.05533333333333333,29.46633333333333,8.870000000000001,116.4,1.7433333333333334,1.1766666666666665,3.61,9.093333333333334,177.3,378.03333333333336,0.18,246,0.005375612411540555,38.60129,-92.30235,192.03333333333333,996.5777777777778
013,2019-08-21,2019-08-21T14:26:03Z,0.15466666666666667,0.17666666666666667,29.459666666666667,8.95,117.4,1.8733333333333333,1.1533333333333333,3.6433333333333335,9.1,177.23333333333335,377.8333333333333,0.18,246,0.014924696062420613,38.60129,-92.30235,191.33333333333334,996.6666666666666
013,2019-08-21,2019-08-21T14:26:06Z,0.237,0.23966666666666667,29.446,9.006666666666666,118.13333333333334,2.013333333333333,1.22,3.586666666666667,9.09,176.83333333333334,377.8,0.18,246,0.022818000362910543,38.60129,-92.30234666666666,190.96666666666667,996.6666666666666
013,2019-08-21,2019-08-21T14:26:09Z,0.3,0.32,29.427333333333333,9.06,118.76666666666667,2.0466666666666664,1.26,3.67,9.1,176.3,378.93333333333334,0.18,246.33333333333334,0.02891943385955362,38.60129,-92.30234,191.06666666666666,996.6666666666666
013,2019-08-21,2019-08-21T14:26:12Z,0.43833333333333335,0.452,29.427333333333333,9.09,119.23333333333333,2.1833333333333336,1.3533333333333333,3.6933333333333334,9.093333333333334,176.06666666666666,380,0.18,247,0.04227907820722192,38.60129,-92.30234333333334,191.13333333333333,996.5777777777778
013,2019-08-21,2019-08-21T14:26:15Z,0.5766666666666667,0.5863333333333334,29.30666666666667,9.106666666666666,119.23333333333333,2.7466666666666666,1.4166666666666665,3.6333333333333333,9.08,176.26666666666668,380.8333333333333,0.18,247.66666666666666,0.05557067682816186,38.60128,-92.30235,191.43333333333334,996.4888888888888
013,2019-08-21,2019-08-21T14:26:18Z,0.6246666666666667,0.6323333333333333,29.28666666666667,9.076666666666666,118.73333333333333,2.9066666666666667,1.53,3.5666666666666664,9.056666666666667,175.63333333333333,381.1,0.18,248,0.060197786245690436,38.60128,-92.30235,191.5,996.6222222222221
013,2019-08-21,2019-08-21T14:26:21Z,0.6826666666666668,0.6833333333333333,29.124333333333333,9.023333333333333,117.7,3.1566666666666667,1.6,3.586666666666667,9.04,175.06666666666666,381.9,0.18,248,0.06580021774632554,38.60128,-92.30235,191.43333333333334,996.5777777777778
013,2019-08-21,2019-08-21T14:26:24Z,0.7146666666666667,0.723,29.067,8.946666666666667,116.6,3.1533333333333333,1.65,3.8133333333333335,9.03,174.53333333333333,382.06666666666666,0.18,248.33333333333334,0.0689076392669207,38.60128,-92.30235,191.66666666666666,996.6222222222221
013,2019-08-21,2019-08-21T14:26:27Z,0.7503333333333333,0.7523333333333333,29.009333333333334,8.863333333333333,115.4,3.1033333333333335,1.6633333333333333,3.85,9.02,173.9,382.3666666666667,0.18,248.66666666666666,0.07230992560333878,38.60128,-92.30235,191.93333333333334,996.5333333333333
013,2019-08-21,2019-08-21T14:26:30Z,0.7996666666666666,0.804,28.884,8.76,113.8,2.87,1.7866666666666666,3.8633333333333333,9.003333333333334,174.13333333333333,383,0.18,249,0.07707312647432409,38.60128,-92.30235,191.83333333333334,996.6222222222221
013,2019-08-21,2019-08-21T14:26:36Z,0.8383333333333333,0.8403333333333333,28.798000000000002,8.576666666666666,111.2,2.736666666666667,1.8733333333333333,4.013333333333334,8.983333333333334,175.13333333333333,383.8,0.18,249.33333333333334,0.08083832335329341,38.60128,-92.30235,191.5,996.6222222222221
013,2019-08-21,2019-08-21T14:26:39Z,0.8666666666666667,0.8726666666666667,28.789666666666665,8.49,110,2.68,1.8633333333333333,4.066666666666666,8.97,175.03333333333333,384.1,0.18,250,0.08356015242242787,38.60129,-92.30235,191.4,996.6222222222221
013,2019-08-21,2019-08-21T14:26:42Z,0.9493333333333334,0.9573333333333333,28.776333333333334,8.383333333333333,108.63333333333334,2.6166666666666667,1.9033333333333333,3.8200000000000003,8.943333333333333,175.43333333333334,384.2,0.18,250,0.09149882054073671,38.60129,-92.30235,191.33333333333334,996.6666666666666
013,2019-08-21,2019-08-21T14:26:45Z,0.996,1.0023333333333333,28.766000000000002,8.236666666666666,106.73333333333333,2.566666666666667,1.9733333333333334,3.8933333333333335,8.926666666666666,175.9,384.4,0.18,250,0.09596715659589912,38.60129,-92.30235,191.33333333333334,996.5777777777778
013,2019-08-21,2019-08-21T14:26:48Z,1.0483333333333333,1.0563333333333333,28.732666666666667,8.106666666666667,105.03333333333333,2.6999999999999997,1.9766666666666666,3.763333333333333,8.903333333333334,176.2,384.8666666666667,0.18,250,0.10104790419161677,38.60129666666667,-92.30235,191,996.5333333333333
013,2019-08-21,2019-08-21T14:26:51Z,1.0953333333333333,1.0996666666666666,28.729666666666667,7.976666666666667,103.3,2.666666666666667,1.9633333333333334,3.953333333333333,8.886666666666667,176.4,385.06666666666666,0.18,250,0.10558428597350754,38.6013,-92.30234,190.73333333333335,996.6222222222221
013,2019-08-21,2019-08-21T14:26:54Z,1.1260000000000001,1.1293333333333333,28.719,7.826666666666666,101.33333333333333,2.5466666666666664,2.0733333333333333,4.053333333333334,8.863333333333333,176.73333333333335,385.4666666666667,0.18,250.66666666666666,0.10855561604064598,38.6013,-92.30234,190.5,996.5777777777778
013,2019-08-21,2019-08-21T14:26:57Z,1.167,1.175,28.660666666666668,7.653333333333333,99.06666666666666,2.5866666666666664,2.19,4.256666666666667,8.793333333333333,177.56666666666666,386.1666666666667,0.18,251,0.11247958628198149,38.6013,-92.30234666666666,190.5,996.6222222222221
013,2019-08-21,2019-08-21T14:27:00Z,1.229,1.2369999999999999,28.615333333333332,7.3966666666666665,95.56666666666666,2.586666666666667,2.28,4.3133333333333335,8.72,178.1,387.2,0.18,252,0.11849029214298676,38.6013,-92.30235,190.5,996.5333333333333
013,2019-08-21,2019-08-21T14:27:03Z,1.2956666666666667,1.3013333333333332,28.581,7.073333333333333,91.36666666666666,2.5466666666666664,2.3333333333333335,4.266666666666667,8.65,178.20000000000002,388.03333333333336,0.18,252,0.12493195427327164,38.60129,-92.30235,191,996.6222222222221
013,2019-08-21,2019-08-21T14:27:06Z,1.3406666666666667,1.346,28.571666666666665,6.76,87.3,2.52,2.3466666666666667,4.306666666666667,8.64,177.7,388.56666666666666,0.18,252.66666666666666,0.12924151696606787,38.60129,-92.30235,191,996.5777777777778
013,2019-08-21,2019-08-21T14:27:09Z,1.3736666666666668,1.376,28.521666666666665,6.59,85.06666666666666,2.5633333333333335,2.4266666666666667,3.96,8.596666666666666,177.83333333333334,389.06666666666666,0.18,253,0.13243966612230085,38.60129,-92.30235,190.9,996.5777777777778
013,2019-08-21,2019-08-21T14:27:12Z,1.398,1.402,28.530333333333335,6.47,83.5,2.67,2.34,4.14,8.563333333333333,177.53333333333333,389.26666666666665,0.18,253,0.1347759027399746,38.60129,-92.30235,190.93333333333334,996.5777777777778
013,2019-08-21,2019-08-21T14:27:15Z,1.434,1.4376666666666666,28.510666666666665,6.363333333333333,82.1,2.6166666666666667,2.3933333333333335,4.026666666666666,8.536666666666665,177.56666666666666,389.7,0.18,253,0.13824623480312104,38.60128666666667,-92.30235,191,996.6666666666666
013,2019-08-21,2019-08-21T14:27:24Z,1.5026666666666666,1.505,28.471333333333334,5.89,75.93333333333334,2.47,2.216666666666667,4.073333333333333,8.456666666666667,178.13333333333333,390.46666666666664,0.18333333333333332,254,0.14491471602250044,38.60128,-92.30235,191.03333333333333,996.6222222222221
013,2019-08-21,2019-08-21T14:27:27Z,1.535,1.5393333333333334,28.454666666666668,5.723333333333334,73.73333333333333,2.56,2.4,4.01,8.44,178.23333333333332,390.53333333333336,0.19,254,0.14799945563418618,38.60128,-92.30235,191.06666666666666,996.6666666666666
013,2019-08-21,2019-08-21T14:27:30Z,1.5706666666666667,1.575,28.440333333333335,5.493333333333333,70.76666666666667,2.513333333333333,2.4066666666666667,4.14,8.41,178.13333333333333,390.8,0.19,254,0.15140174197060427,38.60128,-92.30235,191.13333333333333,996.6222222222221
013,2019-08-21,2019-08-21T14:27:33Z,1.619,1.6253333333333333,28.432333333333332,5.3,68.3,2.513333333333333,2.336666666666667,4.203333333333333,8.3966666666666665,178.26666666666668,390.8666666666667,0.19,254,0.15607421520595174,38.60128,-92.30235,191.26666666666668,996.6222222222221
013,2019-08-21,2019-08-21T14:27:36Z,1.6646666666666665,1.6706666666666667,28.415666666666667,5.156666666666667,66.43333333333334,2.7666666666666666,2.26,4.2700000000000005,8.376666666666667,178.33333333333334,391.06666666666666,0.19,254,0.16047450553438578,38.60128,-92.30235,191.4,996.6666666666666
013,2019-08-21,2019-08-21T14:27:39Z,1.7136666666666667,1.7173333333333334,28.382,5.016666666666667,64.63333333333334,2.5233333333333334,2.3233333333333333,4.3,8.336666666666666,178.5,391.26666666666665,0.19,254,0.1652150244964616,38.60128,-92.30235333333333,191.43333333333334,996.6666666666666
013,2019-08-21,2019-08-21T14:27:42Z,1.7510000000000001,1.7573333333333334,28.328,4.8933333333333335,62.93333333333333,2.466666666666667,2.3,4.026666666666666,8.293333333333333,178.46666666666667,391.7,0.19,255,0.16884412992197423,38.60128,-92.30236,191.63333333333333,996.6222222222221
013,2019-08-21,2019-08-21T14:27:45Z,1.8063333333333333,1.8133333333333332,28.313666666666666,4.756666666666667,61.13333333333333,2.453333333333333,2.3533333333333335,3.9766666666666666,8.253333333333334,178.6,391.76666666666665,0.19,255,0.17415169660678642,38.60128,-92.30236,191.7,996.6666666666666
013,2019-08-21,2019-08-21T14:27:48Z,1.867,1.879,28.279666666666667,4.59,59,2.3,2.27,3.9,8.21,178.8,391.9,0.19,255,0.18002631101433497,38.60128,-92.30236,191.83333333333334,996.6666666666666
013,2019-08-21,2019-08-21T14:27:51Z,1.9633333333333334,1.969,28.238666666666667,4.376666666666667,56.233333333333334,2.3433333333333333,2.18,3.7666666666666666,8.166666666666666,178.96666666666667,392.06666666666666,0.19,255,0.1893032117583016,38.60128,-92.30235666666667,191.66666666666666,996.6666666666666
013,2019-08-21,2019-08-21T14:27:54Z,2.014666666666667,2.0206666666666666,28.221666666666668,4.136666666666667,53.1,2.3033333333333332,2.1666666666666665,4.043333333333333,8.12,179.23333333333335,392,0.19,255,0.19427054980947198,38.60128,-92.30235,191.29999999999998,996.6222222222221
013,2019-08-21,2019-08-21T14:27:57Z,2.048,2.0486666666666666,28.198,3.9366666666666665,50.5,2.2966666666666664,2.1566666666666667,4.25,8.073333333333334,179.63333333333333,392.3,0.19,255,0.1974913808746144,38.60128,-92.30235,190.6,996.6222222222221
013,2019-08-21,2019-08-21T14:28:00Z,2.1003333333333334,2.115,28.153,3.73,47.8,2.2800000000000002,2.1933333333333334,4.01,8.046666666666667,179.73333333333332,392.26666666666665,0.19,255,0.20252676465251318,38.60128,-92.30235,189.66666666666666,996.6666666666666
013,2019-08-21,2019-08-21T14:28:03Z,2.1683333333333334,2.1703333333333332,28.13566666666667,3.5,44.86666666666667,2.25,2.16,3.87,8.02,179.9,392.23333333333335,0.19,255,0.2090818363273453,38.60128,-92.30234666666666,189.23333333333335,996.6666666666666
013,2019-08-21,2019-08-21T14:28:06Z,2.276,2.294,28.072,3.28,41.96666666666667,2.17,2.0966666666666667,4.253333333333333,7.97,180.16666666666666,392.53333333333336,0.19,255,0.21949283251678461,38.60128666666667,-92.30234333333334,189.06666666666666,996.6666666666666
013,2019-08-21,2019-08-21T14:28:09Z,2.4170000000000003,2.433333333333333,28.018333333333334,3.0433333333333334,38.96666666666667,2.1166666666666667,1.9833333333333332,4.343333333333334,7.9,180.36666666666667,392.8666666666667,0.19,255,0.23307929595354746,38.60129,-92.30234333333334,188.73333333333335,996.6666666666666
013,2019-08-21,2019-08-21T14:28:12Z,2.493,2.4956666666666667,28.008666666666667,2.7533333333333334,35.166666666666664,2.1733333333333333,1.9333333333333333,4.083333333333333,7.8566666666666665,180.2,392.96666666666664,0.19,255,0.2404282344402105,38.60129,-92.30235,188.66666666666666,996.6222222222221
013,2019-08-21,2019-08-21T14:28:15Z,2.545,2.5500000000000003,27.951666666666668,2.4,30.666666666666668,2.1366666666666667,1.9533333333333334,4.236666666666666,7.833333333333333,180.13333333333333,393.1333333333333,0.19,255.66666666666666,0.2453955724913809,38.60129,-92.30235,188.93333333333334,996.6222222222221
013,2019-08-21,2019-08-21T14:28:18Z,2.5963333333333334,2.607,27.923,2.09,26.633333333333333,1.9733333333333332,1.88,4.406666666666666,7.806666666666667,180.23333333333332,393.06666666666666,0.19,255.66666666666666,0.25040827436037016,38.60128666666667,-92.30235,189.2,996.6666666666666
013,2019-08-21,2019-08-21T14:28:21Z,2.6603333333333334,2.663666666666667,27.90266666666667,1.8533333333333333,23.666666666666668,2.2066666666666666,1.8566666666666667,4.44,7.766666666666667,180.33333333333334,393.1666666666667,0.19,256,0.2565323897659227,38.60128,-92.30235,189.33333333333334,996.6666666666666
013,2019-08-21,2019-08-21T14:28:24Z,2.6876666666666664,2.6919999999999997,27.898666666666667,1.64,20.9,2.3233333333333333,1.8466666666666667,4.17,7.76,180.4,393.1666666666667,0.19,255.66666666666666,0.2592088550172383,38.60128,-92.30235,189.53333333333333,996.6666666666666
013,2019-08-21,2019-08-21T14:28:30Z,2.749,2.7503333333333333,27.869333333333334,1.3833333333333333,17.666666666666668,2.2800000000000002,1.8166666666666667,4.216666666666667,7.743333333333333,180.6,393.2,0.19,255.66666666666666,0.26510615133369625,38.60128,-92.30235,189.7,996.6222222222221
013,2019-08-21,2019-08-21T14:28:33Z,2.7856666666666667,2.7936666666666667,27.865,1.31,16.733333333333334,1.9266666666666665,1.7766666666666666,4.37,7.74,180.43333333333334,393.1333333333333,0.19,255.66666666666666,0.2686672110324805,38.60128,-92.30235,189.53333333333333,996.6666666666666
013,2019-08-21,2019-08-21T14:28:36Z,2.8233333333333333,2.828333333333333,27.854333333333333,1.2266666666666666,15.7,1.9533333333333334,1.79,4.16,7.733333333333333,180.36666666666667,393.2,0.19,256,0.2722509526401742,38.60128,-92.30235,189.4,996.6222222222221
013,2019-08-21,2019-08-21T14:28:39Z,2.8523333333333336,2.854,27.85,1.17,14.9,2.3233333333333333,1.82,4.25,7.73,180.33333333333334,393.3,0.19,256,0.27501814552712756,38.60128,-92.30235,189.33333333333334,996.6222222222221
013,2019-08-21,2019-08-21T14:28:42Z,2.8753333333333333,2.8783333333333334,27.824333333333335,1.1266666666666667,14.366666666666667,2.0833333333333335,1.82,4.2700000000000005,7.723333333333334,180.43333333333334,393.53333333333336,0.19,256,0.27726365450916346,38.60128,-92.30234333333334,189.23333333333332,996.6666666666666
013,2019-08-21,2019-08-21T14:28:48Z,2.827,2.804,27.817,1.03,13.133333333333333,1.98,1.7666666666666666,4.21,7.716666666666667,181.56666666666666,393.26666666666665,0.19,255.66666666666666,0.272591181273816,38.60128,-92.30234,189.13333333333333,996.6666666666666
013,2019-08-21,2019-08-21T14:28:51Z,2.800333333333333,2.8326666666666664,27.815,0.97,12.333333333333334,1.95,1.7566666666666666,4.543333333333334,7.71,181.93333333333334,392.96666666666664,0.19,255,0.2700961712937761,38.601283333333335,-92.30234,189.03333333333333,996.6666666666666
013,2019-08-21,2019-08-21T14:28:54Z,2.998666666666667,2.9979999999999998,27.796333333333333,0.9033333333333333,11.533333333333333,2.03,1.7666666666666666,4.743333333333333,7.7,182.26666666666668,393.03333333333336,0.19,255.33333333333334,0.2891943385955362,38.60129,-92.30234,188.9,996.6666666666666
