chlorophyll_RFU,depth_m,doSaturation_percent,ODO...local,doConcentration_mgpL,orp_mV,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,TSS.mg.L,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars,depthDiff_m,verticalPositionDiff_m
0.28,12.193,35.5,35.5,4.29,109.8,0.11,238,0.39,155,NA,0,7.32,7.158,12.202,NA,NA,NA,2019-06-19,2019-06-19T10:01:47Z,112A,1.1800489929232443,977.6,0.02800000000000047,0.053000000000000824
0.27,12.221,35.1,35.1,4.25,109.9,0.11,237.9,0.39,155,NA,0,7.31,7.163,12.255,NA,NA,NA,2019-06-19,2019-06-19T10:01:48Z,112A,1.182770821992379,977.4666666666667,0.06899999999999906,0.045999999999999375
0.31,12.29,34.7,34.7,4.19,109.9,0.11,237.9,0.21,155,NA,0,7.31,7.161,12.301,NA,NA,NA,2019-06-19,2019-06-19T10:01:49Z,112A,1.1894393032117583,977.4666666666667,0.06300000000000061,0.07199999999999918
0.33,12.353,34.2,34.2,4.13,110,0.11,237.9,0.26,155,NA,0,7.31,7.155,12.373,NA,NA,NA,2019-06-19,2019-06-19T10:01:50Z,112A,1.1954953728905824,977.4666666666667,0.05600000000000094,0.05500000000000149
0.15,12.487,32.2,32.2,3.89,110.2,0.11,238,0.18,155,NA,0,7.29,7.152,12.497,NA,NA,NA,2019-06-19,2019-06-19T10:01:55Z,112A,1.2084921066956997,977.6,0.026999999999999247,0.040000000000000924
0.13,12.514,31.9,31.9,3.86,110.2,0.11,238,0.17,155,NA,0,7.29,7.149,12.537,NA,NA,NA,2019-06-19,2019-06-19T10:01:56Z,112A,1.2111458900381056,977.6,0.05600000000000094,0.05299999999999905
0.29,12.613,31.3,31.3,3.78,110.3,0.11,238.3,0.35,155,NA,0,7.29,7.147,12.613,NA,NA,NA,2019-06-19,2019-06-19T10:01:58Z,112A,1.2207403375068047,977.6,0.02800000000000047,0.057000000000000384
0.29,12.641,30.9,30.9,3.74,110.4,0.11,238.4,0.31,155,NA,0,7.28,7.148,12.67,NA,NA,NA,2019-06-19,2019-06-19T10:01:59Z,112A,1.223462166575939,977.4666666666667,0.06900000000000084,0.0600000000000005
0.21,12.71,30.6,30.6,3.7,110.4,0.11,238.5,0.24,155,NA,0,7.28,7.145,12.73,NA,NA,NA,2019-06-19,2019-06-19T10:02:00Z,112A,1.2301306477953184,977.4666666666667,0.04699999999999882,0.030999999999998806
0.23,12.757,30.3,30.3,3.66,110.5,0.11,238.7,0.2,155,NA,0,7.28,7.139,12.761,NA,NA,NA,2019-06-19,2019-06-19T10:02:01Z,112A,1.2346216657593903,977.4666666666667,0.02200000000000024,0.030000000000001137
0.26,12.85,28.5,28.5,3.44,110.6,0.11,238.7,0.39,155,NA,0,7.26,7.146,12.853,NA,NA,NA,2019-06-19,2019-06-19T10:02:06Z,112A,1.243603701687534,977.4666666666667,0.028999999999999915,0.04100000000000037
0.22,12.993,26.8,26.8,3.24,110.9,0.11,238.7,0.14,155,NA,0,7.25,7.148,13,NA,NA,NA,2019-06-19,2019-06-19T10:02:13Z,112A,1.2574169842133913,977.6,0.022999999999999687,0.03200000000000003
0.22,13.016,26.6,26.6,3.22,110.9,0.11,238.7,0.21,155,NA,0,7.25,7.146,13.032,NA,NA,NA,2019-06-19,2019-06-19T10:02:14Z,112A,1.2597305389221558,977.4666666666667,0.04299999999999926,0.03500000000000014
0.21,13.078,26.4,26.4,3.19,111,0.11,238.8,0.18,155,NA,0,7.24,7.137,13.087,NA,NA,NA,2019-06-19,2019-06-19T10:02:16Z,112A,1.2657185628742516,977.4666666666667,0.03200000000000003,0.032999999999999474
0.21,13.129,26,26,3.15,111.1,0.11,239,0.15,155,NA,0,7.24,7.129,13.131,NA,NA,NA,2019-06-19,2019-06-19T10:02:18Z,112A,1.2706859009254219,977.4666666666667,0.022999999999999687,0.03500000000000014
0.27,13.175,25.8,25.8,3.12,111.2,0.11,238.9,0.36,155,NA,0,7.24,7.122,13.188,NA,NA,NA,2019-06-19,2019-06-19T10:02:20Z,112A,1.275040827436037,977.4666666666667,0.041999999999999815,0.04899999999999949
0.26,13.217,25.6,25.6,3.1,111.3,0.11,239,0.35,155,NA,0,7.23,7.116,13.237,NA,NA,NA,2019-06-19,2019-06-19T10:02:21Z,112A,1.2791235710397386,977.6,0.051000000000000156,0.03200000000000003
0.29,13.268,25.4,25.4,3.08,111.3,0.11,239.1,0.19,155,NA,0,7.23,7.112,13.269,NA,NA,NA,2019-06-19,2019-06-19T10:02:22Z,112A,1.2841589548176375,977.4666666666667,0.016000000000000014,0.03500000000000014
0.3,13.284,25.3,25.3,3.06,111.4,0.11,239.3,0.2,156,NA,0,7.23,7.116,13.304,NA,NA,NA,2019-06-19,2019-06-19T10:02:23Z,112A,1.2857240065323898,977.6,0.05999999999999872,0.051000000000000156
0.24,13.476,24.1,24.1,2.92,111.5,0.11,239.3,0.16,156,NA,0,7.22,7.109,13.485,NA,NA,NA,2019-06-19,2019-06-19T10:02:30Z,112A,1.3042324442025042,977.4666666666667,0.027999999999998693,0.04100000000000037
0.24,13.504,23.9,23.9,2.89,111.6,0.11,239.4,0.19,156,NA,0,7.22,7.105,13.526,NA,NA,NA,2019-06-19,2019-06-19T10:02:31Z,112A,1.3068862275449102,977.4666666666667,0.06500000000000128,0.06300000000000061
0.27,13.569,23.8,23.8,2.87,111.6,0.11,239.5,0.12,156,NA,0,7.22,7.101,13.589,NA,NA,NA,2019-06-19,2019-06-19T10:02:32Z,112A,1.3132144801306478,977.6,0.0649999999999995,0.07099999999999973
0.23,13.634,23.6,23.6,2.86,111.6,0.11,239.5,0.12,156,NA,0,7.21,7.094,13.66,NA,NA,NA,2019-06-19,2019-06-19T10:02:33Z,112A,1.3195427327163853,977.4666666666667,0.049999999999998934,0.031000000000000583
0.21,13.684,23.5,23.5,2.84,111.7,0.11,239.6,0.12,156,NA,0,7.21,7.091,13.691,NA,NA,NA,2019-06-19,2019-06-19T10:02:34Z,112A,1.3243739793140992,977.4666666666667,0.034000000000000696,0.04800000000000004
0.17,13.718,23.3,23.3,2.82,111.7,0.11,239.7,0.14,156,NA,0,7.21,7.09,13.739,NA,NA,NA,2019-06-19,2019-06-19T10:02:35Z,112A,1.3277082199237888,977.4666666666667,0.053000000000000824,0.041999999999999815
0.15,13.771,23,23,2.79,111.8,0.11,239.8,0.11,156,NA,0,7.21,7.086,13.781,NA,NA,NA,2019-06-19,2019-06-19T10:02:36Z,112A,1.3327436037016875,977.4666666666667,0.03399999999999892,0.04699999999999882
0.15,13.805,22.8,22.8,2.76,111.9,0.11,240.1,0.14,156,0.34,0,7.2,7.074,13.828,NA,NA,NA,2019-06-19,2019-06-19T10:02:37Z,112A,1.3360778443113774,977.3333333333334,0.0649999999999995,0.07200000000000095
0.18,13.87,22.5,22.5,2.72,112,0.11,240.7,0.16,156,0.5,0,7.2,7.065,13.9,NA,NA,NA,2019-06-19,2019-06-19T10:02:38Z,112A,1.342406096897115,977.4666666666667,0.05600000000000094,0.03999999999999915
0.25,13.926,22.3,22.3,2.7,112.1,0.11,241.2,0.15,157,0.71,0,7.2,7.061,13.94,NA,NA,NA,2019-06-19,2019-06-19T10:02:39Z,112A,1.3477136635819271,977.6,0.0389999999999997,0.034000000000000696
0.25,13.965,22,22,2.66,112.1,0.12,241.3,0.18,157,0.52,0,7.19,7.057,13.974,NA,NA,NA,2019-06-19,2019-06-19T10:02:40Z,112A,1.351524224278715,977.6,0.06300000000000061,0.07699999999999996
0.19,14.028,21.5,21.5,2.61,112.1,0.12,241.2,0.18,157,0.55,0,7.19,7.055,14.051,NA,NA,NA,2019-06-19,2019-06-19T10:02:41Z,112A,1.3575802939575394,977.3333333333334,0.054999999999999716,0.04299999999999926
0.28,14.083,21,21,2.54,112.1,0.12,241.4,0.21,157,0.6,0,7.19,7.051,14.094,NA,NA,NA,2019-06-19,2019-06-19T10:02:42Z,112A,1.3629559063690802,977.4666666666667,0.0259999999999998,0.031000000000000583
0.29,14.109,20.6,20.6,2.5,112.1,0.12,241.5,0.22,157,0.68,0,7.19,7.046,14.125,NA,NA,NA,2019-06-19,2019-06-19T10:02:43Z,112A,1.3654735982580295,977.6,0.04899999999999949,0.06099999999999994
0.14,14.238,18,18,2.18,112.2,0.12,242.6,0.17,158,1.32,0,7.18,7.044,14.241,NA,NA,NA,2019-06-19,2019-06-19T10:02:47Z,112A,1.377994011976048,977.6,0.018000000000000682,0.038000000000000256
0.14,14.256,17.4,17.4,2.11,112.2,0.12,242.5,0.15,158,1.49,0,7.18,7.047,14.279,NA,NA,NA,2019-06-19,2019-06-19T10:02:48Z,112A,1.3797632008709855,977.6,0.0519999999999996,0.057000000000000384
0.19,14.308,16.9,16.9,2.05,112.2,0.12,242.7,0.19,158,1.65,0,7.18,7.041,14.336,NA,NA,NA,2019-06-19,2019-06-19T10:02:49Z,112A,1.384798584648884,977.3333333333334,0.06900000000000084,0.058999999999999275
0.21,14.377,16.5,16.5,2,112.3,0.12,242.9,0.2,158,1.66,0,7.18,7.031,14.395,NA,NA,NA,2019-06-19,2019-06-19T10:02:50Z,112A,1.3913990201415352,977.6,0.06400000000000006,0.07800000000000118
0.21,14.441,16,16,1.95,112.3,0.12,243.3,0.18,158,1.76,0,7.18,7.023,14.473,NA,NA,NA,2019-06-19,2019-06-19T10:02:51Z,112A,1.3976592270005443,977.4666666666667,0.0779999999999994,0.08000000000000007
0.2,14.519,15.6,15.6,1.89,112.4,0.12,243.6,0.22,158,1.8,0,7.17,7.021,14.553,NA,NA,NA,2019-06-19,2019-06-19T10:02:52Z,112A,1.4052123026673926,977.6,0.09600000000000009,0.07299999999999862
0.16,14.615,15.1,15.1,1.83,112.4,0.12,243.8,0.18,158,1.85,0,7.17,7.018,14.626,NA,NA,NA,2019-06-19,2019-06-19T10:02:53Z,112A,1.4144665215024497,977.4666666666667,0.03399999999999892,0.05000000000000071
0.13,14.649,14.6,14.6,1.77,112.4,0.12,244.2,0.14,159,2.13,0,7.17,7.018,14.676,NA,NA,NA,2019-06-19,2019-06-19T10:02:54Z,112A,1.4178007621121393,977.4666666666667,0.10500000000000043,0.1379999999999999
0.14,14.754,14.1,14.1,1.71,112.5,0.12,244.4,0.17,159,2.62,0,7.17,7.017,14.814,NA,NA,NA,2019-06-19,2019-06-19T10:02:55Z,112A,1.427939575394665,977.4666666666667,0.13400000000000034,0.11800000000000033
0.15,14.888,13.5,13.5,1.64,112.5,0.12,244.7,0.16,159,2.99,0,7.16,7.008,14.932,NA,NA,NA,2019-06-19,2019-06-19T10:02:56Z,112A,1.4408682634730539,977.6,0.1349999999999998,0.10899999999999999
0.15,15.023,13,13,1.58,112.6,0.12,244.9,0.14,159,3.02,0,7.16,7.003,15.041,NA,NA,NA,2019-06-19,2019-06-19T10:02:57Z,112A,1.4539330430048993,977.4666666666667,0.05400000000000027,0.04299999999999926
0.17,15.118,11.5,11.5,1.39,112.7,0.12,244.8,0.16,159,2.88,0,7.15,7.008,15.126,NA,NA,NA,2019-06-19,2019-06-19T10:03:00Z,112A,1.4631872618399564,977.6,0.03399999999999892,0.04499999999999993
0.11,15.152,11.1,11.1,1.34,112.7,0.12,244.9,0.21,159,3.36,0,7.15,7.007,15.171,NA,NA,NA,2019-06-19,2019-06-19T10:03:01Z,112A,1.4664534567229177,977.4666666666667,0.04300000000000104,0.04100000000000037
0.11,15.195,10.7,10.7,1.29,112.7,0.12,245,0.21,159,3.45,0,7.15,7.005,15.212,NA,NA,NA,2019-06-19,2019-06-19T10:03:02Z,112A,1.4706042460533477,977.4666666666667,0.05400000000000027,0.06700000000000017
0.13,15.249,10.3,10.3,1.25,112.7,0.12,245.1,0.17,159,3.5,0,7.15,7.003,15.279,NA,NA,NA,2019-06-19,2019-06-19T10:03:03Z,112A,1.4758437670114317,977.4666666666667,0.0649999999999995,0.051000000000000156
0.12,15.314,10,10,1.21,112.7,0.12,245.3,0.16,159,3.51,0,7.14,7.002,15.33,NA,NA,NA,2019-06-19,2019-06-19T10:03:04Z,112A,1.4821720195971693,977.4666666666667,0.06400000000000006,0.06099999999999994
0.13,15.378,9.6,9.6,1.17,112.7,0.12,245.6,0.17,160,3.61,0,7.14,6.999,15.391,NA,NA,NA,2019-06-19,2019-06-19T10:03:05Z,112A,1.4883641807294503,977.4666666666667,0.03999999999999915,0.0470000000000006
0.21,15.418,9.2,9.2,1.12,112.7,0.12,245.6,0.19,160,3.61,0,7.14,6.998,15.438,NA,NA,NA,2019-06-19,2019-06-19T10:03:06Z,112A,1.4922427871529669,977.3333333333334,0.04600000000000115,0.03500000000000014
0.16,15.488,8.6,8.6,1.04,112.7,0.12,245.5,0.17,160,3.34,0,7.14,6.999,15.498,NA,NA,NA,2019-06-19,2019-06-19T10:03:08Z,112A,1.4989793140990746,977.6,0.031000000000000583,0.03900000000000148
0.17,15.519,8.3,8.3,1.01,112.7,0.12,245.8,0.16,160,3.35,0,7.14,6.999,15.537,NA,NA,NA,2019-06-19,2019-06-19T10:03:09Z,112A,1.502041371801851,977.4666666666667,0.045999999999999375,0.04499999999999993
0.15,15.565,8,8,0.97,112.7,0.12,246,0.17,160,3.6,0,7.14,6.996,15.582,NA,NA,NA,2019-06-19,2019-06-19T10:03:10Z,112A,1.5063962983124661,977.4666666666667,0.04100000000000037,0.03399999999999892
0.15,15.635,7.5,7.5,0.91,112.7,0.12,246,0.18,160,3.89,0,7.14,6.996,15.645,NA,NA,NA,2019-06-19,2019-06-19T10:03:12Z,112A,1.5132008709853022,977.6,0.038000000000000256,0.0389999999999997
0.12,15.853,5.5,5.5,0.67,112.7,0.12,246.2,0.15,160,5,0,7.12,6.996,15.865,NA,NA,NA,2019-06-19,2019-06-19T10:03:23Z,112A,1.534295046271094,977.6,0.04300000000000104,0.04400000000000048
0.1,15.896,5.4,5.4,0.65,112.6,0.12,246.4,0.12,160,4.8,0,7.12,6.995,15.909,NA,NA,NA,2019-06-19,2019-06-19T10:03:24Z,112A,1.5384458356015245,977.6,0.02999999999999936,0.03200000000000003
0.13,15.926,5.3,5.3,0.64,112.6,0.12,246.5,0.18,160,4.56,0,7.12,6.994,15.941,NA,NA,NA,2019-06-19,2019-06-19T10:03:25Z,112A,1.5413718018508438,977.4666666666667,0.045999999999999375,0.05299999999999905
0.22,15.972,5.2,5.2,0.63,112.6,0.12,246.6,0.18,160,4.77,0,7.12,6.994,15.994,NA,NA,NA,2019-06-19,2019-06-19T10:03:26Z,112A,1.5458628198149156,977.4666666666667,0.049999999999998934,0.045000000000001705
0.22,16.022,5.1,5.1,0.61,112.5,0.12,246.7,0.19,160,5.01,0,7.12,6.993,16.039,NA,NA,NA,2019-06-19,2019-06-19T10:03:27Z,112A,1.5506940664126294,977.4666666666667,0.037000000000002586,0.03200000000000003
0.16,16.059,4.9,4.9,0.6,112.5,0.12,246.7,0.17,160,5.14,0,7.12,6.992,16.071,NA,NA,NA,2019-06-19,2019-06-19T10:03:28Z,112A,1.5542324442025042,977.4666666666667,0.03500000000000014,0.03399999999999892
0.15,16.094,4.8,4.8,0.59,112.5,0.12,246.8,0.13,160,5.42,0,7.12,6.992,16.105,NA,NA,NA,2019-06-19,2019-06-19T10:03:29Z,112A,1.557634730538922,977.4666666666667,0.046999999999997044,0.04899999999999949
0.11,16.141,4.7,4.7,0.57,112.4,0.12,246.8,0.14,160,5.32,0,7.12,6.993,16.154,NA,NA,NA,2019-06-19,2019-06-19T10:03:30Z,112A,1.5621937942297224,977.4666666666667,0.03300000000000125,0.03399999999999892
0.1,16.174,4.6,4.6,0.56,112.4,0.12,246.8,0.13,160,5.16,0,7.12,6.994,16.188,NA,NA,NA,2019-06-19,2019-06-19T10:03:31Z,112A,1.5653238976592272,977.3333333333334,0.045999999999999375,0.04100000000000037
0.1,16.283,3.8,3.8,0.46,111.7,0.12,246.8,0.14,160,4.96,0,7.11,6.997,16.298,NA,NA,NA,2019-06-19,2019-06-19T10:03:38Z,112A,1.5758709853021229,977.4666666666667,0.03599999999999781,0.054000000000002046
0.13,16.319,3.8,3.8,0.46,111.6,0.12,246.8,0.14,160,4.86,0,7.11,6.995,16.352,NA,NA,NA,2019-06-19,2019-06-19T10:03:39Z,112A,1.5794093630919976,977.4666666666667,0.06300000000000239,0.04400000000000048
0.17,16.382,3.7,3.7,0.45,111.5,0.12,246.8,0.16,160,4.96,0,7.11,6.991,16.396,NA,NA,NA,2019-06-19,2019-06-19T10:03:40Z,112A,1.585465432770822,977.6,0.055999999999997385,0.053999999999998494
0.14,16.438,3.6,3.6,0.43,111.4,0.12,246.8,0.16,160,4.93,0,7.11,6.99,16.45,NA,NA,NA,2019-06-19,2019-06-19T10:03:41Z,112A,1.5909771366358194,977.6,0.05100000000000193,0.09100000000000108
0.16,16.489,3.5,3.5,0.42,111.3,0.12,246.8,0.15,160,4.7,0,7.11,6.99,16.541,NA,NA,NA,2019-06-19,2019-06-19T10:03:42Z,112A,1.5958764289602614,977.4666666666667,0.08500000000000085,0.047999999999998266
0.13,16.627,3.2,3.2,0.38,111.1,0.12,247.1,0.18,161,4.7,0,7.11,6.992,16.644,NA,NA,NA,2019-06-19,2019-06-19T10:03:45Z,112A,1.6092133913990203,977.3333333333334,0.05700000000000216,0.0660000000000025
0.18,16.684,3.1,3.1,0.37,111,0.12,247.1,0.19,161,5.19,0,7.11,6.992,16.71,NA,NA,NA,2019-06-19,2019-06-19T10:03:46Z,112A,1.6147250952640175,977.6,0.05699999999999861,0.04199999999999804
0.23,16.836,2.5,2.5,0.31,109.7,0.12,247.3,0.25,161,5.83,0,7.1,6.986,16.846,NA,NA,NA,2019-06-19,2019-06-19T10:03:53Z,112A,1.6294229722373437,977.6,0.028000000000002245,0.030999999999998806
