MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
149-45-10,2019-07-29,2019-07-29T13:37:40Z,0,0,27.606,5.83,74,1.498,0.447,10.18,7.66,161.3,259,NA,NA,NA,NA,NA,NA,994.1333333333333
149-45-10,2019-07-29,2019-07-29T13:37:45Z,0.032,0.032,27.573,5.82,73.8,1.43,0.533,9.86,7.64,161.9,258.9,NA,NA,NA,NA,NA,NA,994
149-45-10,2019-07-29,2019-07-29T13:37:46Z,0.108,0.108,27.528,5.81,73.6,1.419,0.537,9.83,7.64,162.1,258.7,NA,NA,NA,NA,NA,NA,994.1333333333333
149-45-10,2019-07-29,2019-07-29T13:37:48Z,0.18,0.18,27.465,5.78,73.2,1.38,0.428,9.99,7.62,162.4,258.5,NA,NA,NA,NA,NA,NA,994
149-45-10,2019-07-29,2019-07-29T13:37:49Z,0.243,0.243,27.436,5.77,73,1.429,0.482,10.12,7.62,162.5,258.2,NA,NA,NA,NA,NA,NA,994.1333333333333
149-45-10,2019-07-29,2019-07-29T13:37:50Z,0.345,0.345,27.46,5.75,72.8,1.451,0.475,10.03,7.61,162.6,258.2,NA,NA,NA,NA,NA,NA,994.1333333333333
149-45-10,2019-07-29,2019-07-29T13:37:51Z,0.393,0.393,27.441,5.72,72.5,1.45,0.51,10.11,7.61,162.7,258.1,NA,NA,NA,NA,NA,NA,994
149-45-10,2019-07-29,2019-07-29T13:37:52Z,0.428,0.428,27.378,5.71,72.2,1.527,0.512,10.07,7.6,162.8,258,NA,NA,NA,NA,NA,NA,994.1333333333333
149-45-10,2019-07-29,2019-07-29T13:37:54Z,0.573,0.573,27.334,5.67,71.7,1.548,0.538,10.41,7.6,162.8,257.7,NA,NA,NA,NA,NA,NA,994.1333333333333
149-45-10,2019-07-29,2019-07-29T13:37:55Z,0.63,0.63,27.318,5.65,71.4,1.562,0.521,10.77,7.59,162.7,257.7,NA,NA,NA,NA,NA,NA,994
149-45-10,2019-07-29,2019-07-29T13:37:56Z,0.714,0.714,27.306,5.63,71.1,1.526,0.501,10.78,7.59,162.7,257.7,NA,NA,NA,NA,NA,NA,994
149-45-10,2019-07-29,2019-07-29T13:37:57Z,0.78,0.78,27.271,5.6,70.7,1.474,0.513,10.56,7.58,162.7,257.5,NA,NA,NA,NA,NA,NA,994
149-45-10,2019-07-29,2019-07-29T13:37:58Z,0.927,0.927,27.232,5.58,70.4,1.446,0.485,10.74,7.58,162.9,257.3,NA,NA,NA,NA,NA,NA,993.8666666666667
149-45-10,2019-07-29,2019-07-29T13:37:59Z,1.019,1.019,27.187,5.55,69.9,1.412,0.428,10.61,7.58,162.9,257.1,NA,NA,NA,NA,NA,NA,993.8666666666667
149-45-10,2019-07-29,2019-07-29T13:38:00Z,1.091,1.091,27.155,5.51,69.4,1.375,0.457,10.55,7.57,162.9,257,NA,NA,NA,NA,NA,NA,994.1333333333333
149-45-10,2019-07-29,2019-07-29T13:38:01Z,1.186,1.186,27.093,5.48,68.9,1.362,0.458,10.91,7.57,163,256.8,NA,NA,NA,NA,NA,NA,994.1333333333333
