chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,date,dateTime,MULakeNumber,waterPressure_barA,barometerAirHandheld_mbars
1.58,0.89,86.4,6.77,99.7,0.09,185.5,0.39,121,21.16,8.04,27.916,0.938,NA,NA,NA,2019-07-09,2019-07-09T09:35:50Z,185,0.0858056614044638,978.5333333333333
1.62,0.982,86.3,6.77,99.8,0.09,185.4,0.4,121,21.39,8.04,27.911,0.986,NA,NA,NA,2019-07-09,2019-07-09T09:35:51Z,185,0.0946516058791508,978.5333333333333
1.64,1.006,86.2,6.76,99.8,0.09,185.5,0.45,121,21.22,8.04,27.91,1.012,NA,NA,NA,2019-07-09,2019-07-09T09:35:52Z,185,0.09703320631464343,978.5333333333333
1.63,1.03,86.2,6.75,99.7,0.09,185.8,0.41,121,21.59,8.04,27.909,1.049,NA,NA,NA,2019-07-09,2019-07-09T09:35:53Z,185,0.09934676102340773,978.6666666666666
1.61,1.081,86.1,6.75,99.7,0.09,185.9,0.41,121,21.82,8.04,27.906,1.101,NA,NA,NA,2019-07-09,2019-07-09T09:35:54Z,185,0.10424605334784975,978.8000000000001
1.57,1.125,86,6.74,99.8,0.09,186.1,0.48,121,21.32,8.04,27.903,1.14,NA,NA,NA,2019-07-09,2019-07-09T09:35:55Z,185,0.10853293413173652,978.5333333333333
1.57,1.171,85.9,6.73,99.9,0.09,186.2,0.41,121,21.03,8.04,27.901,1.191,NA,NA,NA,2019-07-09,2019-07-09T09:35:56Z,185,0.11295590636908003,978.5333333333333
1.58,1.233,85.6,6.71,99.9,0.09,186,0.35,121,21.73,8.03,27.894,1.257,NA,NA,NA,2019-07-09,2019-07-09T09:35:57Z,185,0.11887588459444748,978.5333333333333
1.42,1.294,84.7,6.64,100,0.09,186,0.33,121,24.49,8.03,27.829,1.321,NA,NA,NA,2019-07-09,2019-07-09T09:35:58Z,185,0.12479586281981492,978.6666666666666
1.31,1.354,82.3,6.46,100,0.09,186.4,0.29,121,26.67,8.02,27.719,1.364,NA,NA,NA,2019-07-09,2019-07-09T09:35:59Z,185,0.13057974959172564,978.6666666666666
1.2,1.408,69.4,5.47,100.1,0.09,186.8,0.28,121,35.51,8,27.598,1.42,NA,NA,NA,2019-07-09,2019-07-09T09:36:02Z,185,0.1357512248230811,978.5333333333333
1.18,1.433,67.5,5.33,100.4,0.09,187.2,0.24,122,34.5,7.99,27.52,1.44,NA,NA,NA,2019-07-09,2019-07-09T09:36:03Z,185,0.13820087098530215,978.5333333333333
1.11,1.483,61.1,4.84,100.9,0.09,188.1,0.24,122,35.76,7.94,27.237,1.493,NA,NA,NA,2019-07-09,2019-07-09T09:36:06Z,185,0.14296407185628743,978.6666666666666
0.99,1.609,46,3.66,101.4,0.09,188.3,0.17,122,37.44,7.82,27.027,1.628,NA,NA,NA,2019-07-09,2019-07-09T09:36:14Z,185,0.1551442569406641,978.5333333333333
1,1.65,44.5,3.54,101.5,0.09,188,0.18,122,39.29,7.81,27.02,1.66,NA,NA,NA,2019-07-09,2019-07-09T09:36:15Z,185,0.15915895481763745,978.6666666666666
1.07,1.675,43.2,3.44,101.6,0.09,188,0.19,122,40.65,7.8,26.983,1.686,NA,NA,NA,2019-07-09,2019-07-09T09:36:16Z,185,0.1615405552531301,978.6666666666666
1.05,1.705,42,3.34,101.7,0.09,188,0.22,122,39.82,7.79,26.935,1.715,NA,NA,NA,2019-07-09,2019-07-09T09:36:17Z,185,0.16446652150244964,978.6666666666666
0.99,1.735,41,3.27,101.7,0.09,187.8,0.2,122,38.43,7.78,26.886,1.744,NA,NA,NA,2019-07-09,2019-07-09T09:36:18Z,185,0.16732444202504085,978.6666666666666
1.07,1.758,39.9,3.19,101.9,0.09,187.8,0.15,122,37.75,7.77,26.759,1.764,NA,NA,NA,2019-07-09,2019-07-09T09:36:19Z,185,0.16956995100707675,978.5333333333333
0.99,1.788,38.3,3.06,102,0.09,187.6,0.17,122,37.63,7.74,26.724,1.8,NA,NA,NA,2019-07-09,2019-07-09T09:36:21Z,185,0.17249591725639632,978.5333333333333
0.98,1.839,36.5,2.92,102.2,0.09,186.7,0.17,121,38.28,7.71,26.66,1.858,NA,NA,NA,2019-07-09,2019-07-09T09:36:24Z,185,0.17739520958083835,978.6666666666666
0.98,1.884,35.9,2.88,102.3,0.09,186.5,0.23,121,38.57,7.7,26.577,1.897,NA,NA,NA,2019-07-09,2019-07-09T09:36:25Z,185,0.1816820903647251,978.5333333333333
0.98,1.933,35.2,2.83,102.4,0.09,186.5,0.17,121,38.8,7.7,26.375,1.951,NA,NA,NA,2019-07-09,2019-07-09T09:36:26Z,185,0.1864452912357104,978.5333333333333
0.97,1.974,34.2,2.76,102.5,0.09,186.4,0.17,121,40.66,7.69,26.284,1.981,NA,NA,NA,2019-07-09,2019-07-09T09:36:27Z,185,0.19045998911268372,978.6666666666666
1.17,2.008,31.9,2.57,102.6,0.09,186.4,0.21,121,40.43,7.67,26.306,2.019,NA,NA,NA,2019-07-09,2019-07-09T09:36:29Z,185,0.19372618399564506,978.5333333333333
1,2.076,28.5,2.31,102.8,0.09,188,0.17,122,43.93,7.64,25.848,2.085,NA,NA,NA,2019-07-09,2019-07-09T09:36:33Z,185,0.20032661948829614,978.5333333333333
0.95,2.118,27.1,2.2,102.8,0.09,187.3,0.19,122,44.79,7.63,25.841,2.128,NA,NA,NA,2019-07-09,2019-07-09T09:36:35Z,185,0.20434131736526948,978.5333333333333
1.12,2.161,23.9,1.93,102.9,0.09,185.9,0.18,121,48.13,7.62,26.071,2.175,NA,NA,NA,2019-07-09,2019-07-09T09:36:37Z,185,0.2084921066956995,978.4
1.19,2.194,21.8,1.76,103,0.09,186,0.19,121,48.5,7.61,26.005,2.199,NA,NA,NA,2019-07-09,2019-07-09T09:36:38Z,185,0.21169025585193252,978.6666666666666
1.1,2.247,14.5,1.19,103.5,0.09,187.3,0.21,122,48.66,7.58,25.411,2.257,NA,NA,NA,2019-07-09,2019-07-09T09:36:42Z,185,0.2167936853565596,978.6666666666666
1.1,2.276,13.8,1.14,103.6,0.09,187.6,0.18,122,49.24,7.57,25.262,2.29,NA,NA,NA,2019-07-09,2019-07-09T09:36:43Z,185,0.21958356015242242,978.5333333333333
1.11,2.326,13.4,1.1,103.7,0.09,187.1,0.18,122,49.27,7.57,25.209,2.351,NA,NA,NA,2019-07-09,2019-07-09T09:36:44Z,185,0.22448285247686445,978.5333333333333
1.02,2.378,12.7,1.04,103.9,0.09,186.3,0.16,121,48.97,7.56,25.206,2.387,NA,NA,NA,2019-07-09,2019-07-09T09:36:45Z,185,0.22945019052803484,978.5333333333333
0.99,2.404,11.7,0.96,104,0.09,186.1,0.14,121,48.14,7.55,25.187,2.41,NA,NA,NA,2019-07-09,2019-07-09T09:36:46Z,185,0.2319678824169842,978.6666666666666
0.98,2.443,9.7,0.8,104.1,0.09,185.8,0.15,121,49.51,7.53,25.197,2.456,NA,NA,NA,2019-07-09,2019-07-09T09:36:48Z,185,0.23577844311377244,978.5333333333333
1.03,2.482,8.9,0.73,104.3,0.09,185.9,0.2,121,50.87,7.53,24.957,2.506,NA,NA,NA,2019-07-09,2019-07-09T09:36:49Z,185,0.23952095808383234,978.6666666666666
1.03,2.54,8.3,0.69,104.6,0.09,186,0.19,121,50.77,7.52,24.663,2.555,NA,NA,NA,2019-07-09,2019-07-09T09:36:50Z,185,0.24510070767555797,978.6666666666666
1,2.579,7.7,0.64,104.9,0.09,185.8,0.19,121,52.99,7.51,24.635,2.593,NA,NA,NA,2019-07-09,2019-07-09T09:36:51Z,185,0.24891126837234623,978.6666666666666
0.99,2.621,7.3,0.6,105,0.09,185.5,0.16,121,57.31,7.5,24.713,2.63,NA,NA,NA,2019-07-09,2019-07-09T09:36:52Z,185,0.25292596624931957,978.6666666666666
0.95,2.647,6.7,0.56,105.3,0.09,185.5,0.14,121,56.94,7.49,24.637,2.659,NA,NA,NA,2019-07-09,2019-07-09T09:36:53Z,185,0.2554436581382689,978.5333333333333
0.93,2.678,6.3,0.53,105.4,0.09,186,0.19,121,55.95,7.49,24.408,2.698,NA,NA,NA,2019-07-09,2019-07-09T09:36:54Z,185,0.25843767011431684,978.6666666666666
0.93,2.726,6,0.5,105.4,0.09,186.3,0.19,121,58.2,7.48,24.191,2.733,NA,NA,NA,2019-07-09,2019-07-09T09:36:55Z,185,0.2630647795318454,978.6666666666666
0.95,2.76,5.5,0.46,105.7,0.09,186.2,0.18,121,59.64,7.47,24.131,2.772,NA,NA,NA,2019-07-09,2019-07-09T09:36:57Z,185,0.26646706586826346,978.4
0.96,2.787,5.2,0.44,106.1,0.09,186,0.13,121,61.24,7.46,24.047,2.797,NA,NA,NA,2019-07-09,2019-07-09T09:36:58Z,185,0.26898475775721287,978.4
0.96,2.819,4.9,0.42,106.5,0.09,186,0.15,121,64.36,7.45,23.908,2.837,NA,NA,NA,2019-07-09,2019-07-09T09:36:59Z,185,0.27204681545998916,978.5333333333333
0.95,2.871,4.7,0.4,106.8,0.09,186,0.17,121,67.53,7.45,23.576,2.884,NA,NA,NA,2019-07-09,2019-07-09T09:37:00Z,185,0.27715024496461627,978.6666666666666
0.92,2.903,4.5,0.39,106.9,0.09,185.8,0.13,121,68.35,7.44,23.398,2.909,NA,NA,NA,2019-07-09,2019-07-09T09:37:01Z,185,0.2802123026673925,978.5333333333333
0.99,2.963,4.1,0.35,107.2,0.09,185.1,0.19,120,56.81,7.42,23.297,2.976,NA,NA,NA,2019-07-09,2019-07-09T09:37:04Z,185,0.2860642351660316,978.6666666666666
0.89,3.025,3.7,0.31,107.4,0.09,185,0.11,120,64.74,7.4,23.194,3.04,NA,NA,NA,2019-07-09,2019-07-09T09:37:07Z,185,0.2920522591181274,978.5333333333333
0.9,3.059,3.6,0.31,107.4,0.09,185.5,0.13,121,63.41,7.4,23.017,3.061,NA,NA,NA,2019-07-09,2019-07-09T09:37:08Z,185,0.29531845400108875,978.5333333333333
0.93,3.097,3.3,0.29,107.6,0.09,188.8,0.15,123,69.96,7.39,22.022,3.11,NA,NA,NA,2019-07-09,2019-07-09T09:37:11Z,185,0.2990609689711486,978.6666666666666
0.97,3.139,3.2,0.28,107.8,0.09,188.5,0.15,123,71.2,7.39,21.914,3.165,NA,NA,NA,2019-07-09,2019-07-09T09:37:12Z,185,0.3031437125748503,978.5333333333333
1.05,3.195,3.1,0.27,107.9,0.09,187.3,0.15,122,71.98,7.38,21.847,3.206,NA,NA,NA,2019-07-09,2019-07-09T09:37:13Z,185,0.30851932498639084,978.5333333333333
1.05,3.224,3.1,0.27,108.1,0.09,186.9,0.17,121,80.46,7.38,21.709,3.232,NA,NA,NA,2019-07-09,2019-07-09T09:37:14Z,185,0.3113091997822537,978.6666666666666
1.02,3.257,3,0.27,108.3,0.09,187.4,0.22,122,78.52,7.38,21.367,3.283,NA,NA,NA,2019-07-09,2019-07-09T09:37:15Z,185,0.31457539466521506,978.6666666666666
1.03,3.322,2.9,0.26,108.7,0.09,187.7,0.16,122,82.39,7.37,20.982,3.337,NA,NA,NA,2019-07-09,2019-07-09T09:37:16Z,185,0.32090364725095266,978.5333333333333
1,3.372,2.8,0.25,108.9,0.09,187.1,0.16,122,82.04,7.37,20.974,3.388,NA,NA,NA,2019-07-09,2019-07-09T09:37:17Z,185,0.3256668481219379,978.4
0.98,3.412,2.7,0.24,108.9,0.09,186,0.2,121,73.59,7.36,21.201,3.425,NA,NA,NA,2019-07-09,2019-07-09T09:37:18Z,185,0.32954545454545453,978.5333333333333
0.98,3.453,2.5,0.23,109,0.09,185.8,0.18,121,70.7,7.36,21.093,3.472,NA,NA,NA,2019-07-09,2019-07-09T09:37:19Z,185,0.3334921066956995,978.6666666666666
0.95,3.501,2.5,0.22,109,0.09,186.2,0.18,121,74.16,7.36,20.837,3.518,NA,NA,NA,2019-07-09,2019-07-09T09:37:20Z,185,0.3381192161132281,978.6666666666666
0.98,3.563,2.4,0.21,109.1,0.09,186.1,0.16,121,70.81,7.35,20.764,3.601,NA,NA,NA,2019-07-09,2019-07-09T09:37:21Z,185,0.34417528579205225,978.5333333333333
1.02,3.666,2.3,0.21,109.5,0.09,186.4,0.15,121,72.9,7.34,20.394,3.703,NA,NA,NA,2019-07-09,2019-07-09T09:37:22Z,185,0.3541780076211214,978.5333333333333
1.01,3.742,2.2,0.2,110,0.09,186.2,0.17,121,64.33,7.34,20.094,3.744,NA,NA,NA,2019-07-09,2019-07-09T09:37:23Z,185,0.3615269461077844,978.5333333333333
1,3.764,2.2,0.2,110.2,0.09,186.5,0.19,121,64.28,7.33,19.918,3.77,NA,NA,NA,2019-07-09,2019-07-09T09:37:24Z,185,0.363704409363092,978.5333333333333
0.98,3.784,2.1,0.19,110.2,0.09,186.9,0.18,121,69.65,7.33,19.73,3.791,NA,NA,NA,2019-07-09,2019-07-09T09:37:25Z,185,0.36560968971148616,978.6666666666666
1,3.81,2,0.19,110.2,0.09,186.6,0.18,121,67.13,7.32,19.664,3.836,NA,NA,NA,2019-07-09,2019-07-09T09:37:26Z,185,0.36805933587370715,978.5333333333333
1.04,3.877,1.9,0.18,110.6,0.09,186.5,0.15,121,66.75,7.32,19.49,3.907,NA,NA,NA,2019-07-09,2019-07-09T09:37:27Z,185,0.37459172563962984,978.5333333333333
0.98,3.944,1.8,0.17,110.6,0.09,186.3,0.13,121,62.62,7.32,19.385,3.959,NA,NA,NA,2019-07-09,2019-07-09T09:37:28Z,185,0.3811241154055525,978.6666666666666
0.95,4.017,1.8,0.16,110.7,0.09,185.9,0.17,121,63.93,7.32,19.277,4.056,NA,NA,NA,2019-07-09,2019-07-09T09:37:29Z,185,0.38813282525857373,978.5333333333333
1,4.106,1.7,0.16,110.8,0.09,186.4,0.19,121,67.51,7.31,19.023,4.133,NA,NA,NA,2019-07-09,2019-07-09T09:37:30Z,185,0.3967746325530757,978.4
1.03,4.177,1.7,0.16,110.8,0.09,187,0.17,122,67.23,7.3,18.792,4.201,NA,NA,NA,2019-07-09,2019-07-09T09:37:31Z,185,0.4037152966793685,978.5333333333333
1.05,4.247,1.7,0.15,110.4,0.09,187.2,0.17,122,67.49,7.3,18.708,4.276,NA,NA,NA,2019-07-09,2019-07-09T09:37:32Z,185,0.41038377789874797,978.5333333333333
1.07,4.329,1.6,0.15,109.6,0.09,187.5,0.18,122,68.63,7.28,18.605,4.346,NA,NA,NA,2019-07-09,2019-07-09T09:37:33Z,185,0.41834512792596623,978.6666666666666
1.06,4.376,1.6,0.15,108.7,0.09,188.1,0.18,122,67.26,7.28,18.471,4.39,NA,NA,NA,2019-07-09,2019-07-09T09:37:34Z,185,0.42290419161676646,978.5333333333333
1.06,4.411,1.6,0.15,107.1,0.09,188.8,0.21,123,65.04,7.27,18.29,4.419,NA,NA,NA,2019-07-09,2019-07-09T09:37:35Z,185,0.42630647795318455,978.4
1.06,4.436,1.6,0.15,105.3,0.09,188.9,0.2,123,68.62,7.26,18.277,4.446,NA,NA,NA,2019-07-09,2019-07-09T09:37:36Z,185,0.4287561241154056,978.6666666666666
1.06,4.463,1.6,0.15,103.5,0.09,188.8,0.16,123,69.14,7.25,18.31,4.473,NA,NA,NA,2019-07-09,2019-07-09T09:37:37Z,185,0.43140990745781166,978.5333333333333
1.08,4.494,1.6,0.15,101.7,0.09,188.9,0.18,123,68.08,7.25,18.292,4.509,NA,NA,NA,2019-07-09,2019-07-09T09:37:38Z,185,0.4343358737071312,978.5333333333333
1.1,4.533,1.5,0.15,100,0.09,189.6,0.17,123,68.31,7.24,18.102,4.555,NA,NA,NA,2019-07-09,2019-07-09T09:37:39Z,185,0.43807838867719107,978.5333333333333
1.08,4.585,1.5,0.14,98,0.09,190.5,0.17,124,67.59,7.24,17.836,4.604,NA,NA,NA,2019-07-09,2019-07-09T09:37:40Z,185,0.4431818181818182,978.6666666666666
1.05,4.637,1.5,0.14,96.3,0.09,191,0.19,124,66.31,7.23,17.726,4.65,NA,NA,NA,2019-07-09,2019-07-09T09:37:41Z,185,0.4481491562329886,978.5333333333333
1.03,4.69,1.5,0.14,94.1,0.09,191,0.19,124,65,7.23,17.629,4.709,NA,NA,NA,2019-07-09,2019-07-09T09:37:42Z,185,0.45332063146434404,978.5333333333333
1.04,4.737,1.5,0.14,91.5,0.09,191.3,0.18,124,64.35,7.22,17.551,4.752,NA,NA,NA,2019-07-09,2019-07-09T09:37:43Z,185,0.4579477408818727,978.6666666666666
1.05,4.772,1.4,0.14,89.2,0.09,191.7,0.16,125,63.02,7.22,17.478,4.779,NA,NA,NA,2019-07-09,2019-07-09T09:37:44Z,185,0.46121393576483394,978.5333333333333
1.02,4.808,1.4,0.14,86.7,0.09,192.1,0.16,125,65.26,7.21,17.408,4.836,NA,NA,NA,2019-07-09,2019-07-09T09:37:45Z,185,0.4646842678279804,978.5333333333333
1.02,4.889,1.4,0.13,84,0.09,192.2,0.16,125,64.04,7.2,17.383,4.903,NA,NA,NA,2019-07-09,2019-07-09T09:37:46Z,185,0.47257757212847035,978.5333333333333
1.06,4.922,1.3,0.13,81.4,0.09,192.5,0.15,125,70.12,7.2,17.347,4.927,NA,NA,NA,2019-07-09,2019-07-09T09:37:47Z,185,0.4757757212847033,978.5333333333333
1.07,4.94,1.3,0.12,78.8,0.09,193,0.17,125,68.39,7.19,17.272,4.947,NA,NA,NA,2019-07-09,2019-07-09T09:37:48Z,185,0.47754491017964074,978.5333333333333
1.09,4.962,1.3,0.12,76.2,0.09,193.7,0.17,126,65.18,7.19,17.175,4.97,NA,NA,NA,2019-07-09,2019-07-09T09:37:49Z,185,0.47965432770822,978.6666666666666
1.14,5.008,1.3,0.12,73.9,0.09,194.5,0.2,126,62.76,7.18,17.034,5.029,NA,NA,NA,2019-07-09,2019-07-09T09:37:50Z,185,0.4841453456722918,978.5333333333333
1.09,5.056,1.3,0.12,71.4,0.09,195.5,0.17,127,62.64,7.18,16.96,5.069,NA,NA,NA,2019-07-09,2019-07-09T09:37:51Z,185,0.48877245508982037,978.6666666666666
1.02,5.087,1.2,0.12,69,0.09,196.2,0.13,128,61.43,7.17,16.863,5.09,NA,NA,NA,2019-07-09,2019-07-09T09:37:52Z,185,0.4917664670658683,978.4
1.07,5.102,1.2,0.12,66.9,0.09,197.1,0.16,128,60.56,7.17,16.754,5.116,NA,NA,NA,2019-07-09,2019-07-09T09:37:53Z,185,0.4932634730538922,978.5333333333333
1.12,5.143,1.2,0.12,64.8,0.09,198.2,0.18,129,59.89,7.17,16.622,5.16,NA,NA,NA,2019-07-09,2019-07-09T09:37:54Z,185,0.49714207947740885,978.6666666666666
1.07,5.186,1.2,0.11,62.7,0.09,199.1,0.18,129,58.81,7.16,16.531,5.21,NA,NA,NA,2019-07-09,2019-07-09T09:37:55Z,185,0.5013609145345672,978.6666666666666
1.05,5.241,1.1,0.11,60.4,0.09,199.9,0.18,130,57.3,7.16,16.476,5.25,NA,NA,NA,2019-07-09,2019-07-09T09:37:56Z,185,0.5067365269461078,978.5333333333333
1.05,5.286,1.1,0.11,55.2,0.1,201.1,0.2,131,53.99,7.14,16.296,5.301,NA,NA,NA,2019-07-09,2019-07-09T09:37:58Z,185,0.5110234077299945,978.4
1.09,5.337,1,0.1,53.2,0.1,201.6,0.21,131,53.55,7.14,16.234,5.375,NA,NA,NA,2019-07-09,2019-07-09T09:37:59Z,185,0.515990745781165,978.6666666666666
1.08,5.423,1,0.1,50.8,0.1,203,0.19,132,52.07,7.13,16.134,5.452,NA,NA,NA,2019-07-09,2019-07-09T09:38:00Z,185,0.524292324442025,978.5333333333333
1.03,5.509,1,0.1,48.3,0.1,203.6,0.16,132,50.54,7.12,16.071,5.546,NA,NA,NA,2019-07-09,2019-07-09T09:38:01Z,185,0.5326619488296135,978.6666666666666
1.05,5.601,1,0.1,45.9,0.1,204.2,0.16,133,50.36,7.11,16.008,5.606,NA,NA,NA,2019-07-09,2019-07-09T09:38:02Z,185,0.5415759390310289,978.5333333333333
1.02,5.629,1,0.1,43.7,0.1,204.6,0.15,133,50.68,7.11,15.976,5.663,NA,NA,NA,2019-07-09,2019-07-09T09:38:03Z,185,0.5442297223734349,978.6666666666666
1.02,5.723,1,0.1,41.4,0.1,205.4,0.13,134,49.04,7.1,15.855,5.769,NA,NA,NA,2019-07-09,2019-07-09T09:38:04Z,185,0.5534158954817637,978.5333333333333
1.03,5.827,1,0.09,38.9,0.1,206.3,0.12,134,46.95,7.1,15.699,5.857,NA,NA,NA,2019-07-09,2019-07-09T09:38:05Z,185,0.5633505715841045,978.5333333333333
1.03,5.902,0.9,0.09,36.6,0.1,207.1,0.15,135,47.84,7.1,15.646,5.912,NA,NA,NA,2019-07-09,2019-07-09T09:38:06Z,185,0.5706314643440391,978.5333333333333
1.12,5.968,0.9,0.09,31.1,0.1,208.3,0.19,135,283.36,7.08,15.583,5.98,NA,NA,NA,2019-07-09,2019-07-09T09:38:09Z,185,0.5770958083832335,978.6666666666666
1.42,6,0.9,0.09,29.1,0.1,208.6,0.3,136,155.47,7.08,15.539,6.01,NA,NA,NA,2019-07-09,2019-07-09T09:38:10Z,185,0.5801578660860098,978.6666666666666
2.06,6.036,0.9,0.09,27.2,0.1,209.6,0.71,136,200.47,7.07,15.518,6.047,NA,NA,NA,2019-07-09,2019-07-09T09:38:11Z,185,0.5836281981491562,978.5333333333333
4.86,6.094,0.8,0.08,22,0.1,211.8,1.76,138,225.47,7.06,15.478,6.104,NA,NA,NA,2019-07-09,2019-07-09T09:38:14Z,185,0.5892079477408819,978.6666666666666
