MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
149-18-10,2019-05-29,2019-05-29T15:55:55Z,0.064,0.064,25.566,13.22,161.7,7.384,1.229,13.63,8.56,288.5,111.1,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:20Z,1.027,1.027,25.36,12.9,157.3,2.572,1.119,10.39,8.64,286.1,249.8,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:21Z,1.09,1.09,25.279,12.74,155.2,2.664,1.069,10.47,8.51,286.1,249.5,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:22Z,1.126,1.126,25.194,12.59,153.1,3.24,1.015,10.55,8.48,286.1,249.2,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:23Z,1.164,1.164,24.089,12.44,151,3.022,0.962,10.66,8.46,286.2,248.9,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:25Z,1.228,1.228,23.905,12.57,149.1,2.345,0.841,10.98,8.45,286.3,248,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:26Z,1.266,1.266,23.684,11.97,141.5,2.014,0.776,11.14,8.44,286.4,247.5,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:27Z,1.3,1.3,23.5,11.7,138.1,1.959,0.715,11.33,8.42,286.5,247,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:28Z,1.33,1.33,23.365,11.53,135.5,1.93,0.652,11.58,8.41,286.6,246.5,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:29Z,1.362,1.362,23.36,11.47,134.7,1.91,0.598,11.87,8.39,286.7,245.8,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:30Z,1.393,1.393,23.352,11.28,132.5,1.891,0.545,12.06,8.38,286.8,245.2,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:31Z,1.425,1.425,23.335,11.17,131.2,1.865,0.497,12.2,8.26,286.9,244.5,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:32Z,1.455,1.455,23.32,10.63,124.8,1.834,0.467,12.38,8.23,287,244,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:33Z,1.489,1.489,23.295,10.42,122.2,1.801,0.428,12.59,8.2,287.2,243.4,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:34Z,1.52,1.52,23.264,10.19,119.5,1.778,0.386,12.73,8.18,287.3,242.8,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:35Z,1.551,1.551,23.235,10.09,118.2,1.734,0.351,12.85,8.18,287.5,242.1,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:36Z,1.584,1.584,23.202,9.98,116.9,1.684,0.318,13.03,8.16,287.7,241.6,NA,NA,NA,NA,NA,NA,988.6666666666666
149-18-10,2019-05-29,2019-05-29T15:56:37Z,1.61,1.61,23.175,9.86,115.4,1.623,0.29,13.2,8.14,287.9,240.9,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:38Z,1.655,1.655,23.143,9.43,110.3,1.557,0.28,13.38,8.13,288.1,240.3,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:39Z,1.695,1.695,23.105,9.29,108.6,1.512,0.257,13.46,8.11,288.3,239.8,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:40Z,2.489,2.489,23.061,9.13,106.7,1.458,0.246,13.6,8.1,288.5,239.3,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:41Z,2.619,2.619,23.019,9.04,105.5,1.403,0.233,13.72,8.09,288.7,238.8,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:42Z,2.679,2.679,22.976,8.99,104.9,1.355,0.218,13.8,8.08,288.9,238.3,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:43Z,2.7,2.7,22.927,8.94,104.2,1.325,0.204,13.86,8.07,289,238,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:44Z,2.743,2.743,22.888,8.89,103.5,1.3,0.195,13.92,8.06,289.2,237.7,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:45Z,2.787,2.787,22.846,8.85,103,1.273,0.189,14.02,7.96,289.3,237.4,NA,NA,NA,NA,NA,NA,988.2666666666668
149-18-10,2019-05-29,2019-05-29T15:56:46Z,2.826,2.826,22.817,8.81,102.5,1.256,0.178,14.03,7.95,289.4,237.2,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:47Z,2.849,2.849,22.79,8.78,102,1.252,0.172,14.08,7.94,289.6,237,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:48Z,2.873,2.873,22.775,8.75,101.6,1.242,0.169,14.13,7.94,289.8,236.8,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:49Z,2.896,2.896,22.749,8.43,97.9,1.229,0.157,14.25,7.93,289.9,236.6,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:50Z,2.922,2.922,22.731,8.38,97.3,1.223,0.155,14.28,7.92,290.1,236.4,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:51Z,2.957,2.957,22.717,8.3,96.4,1.209,0.147,14.35,7.91,290.3,236.3,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:53Z,2.996,2.996,22.684,8.24,95.6,1.193,0.139,14.44,7.9,290.7,235.9,NA,NA,NA,NA,NA,NA,988.4
149-18-10,2019-05-29,2019-05-29T15:56:57Z,3.066,3.066,22.619,8.14,94.3,1.11,0.125,14.63,7.87,291.5,235.3,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:58Z,3.091,3.091,22.6,8.12,94,1.084,0.125,14.65,7.86,291.7,235.1,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:56:59Z,3.12,3.12,22.577,8.1,93.7,1.06,0.119,14.65,7.86,291.9,234.9,NA,NA,NA,NA,NA,NA,988.5333333333333
149-18-10,2019-05-29,2019-05-29T15:57:00Z,3.143,3.143,22.557,8.07,93.4,1.057,0.124,14.72,7.85,292.1,234.7,NA,NA,NA,NA,NA,NA,988.5333333333333
