MULakeNumber,beginDateTime,sampleID,parameterType,SecchiDepth_m
317,5/18/2016 0:00,64,SECCHI,0.45
317,6/7/2016 0:00,66,SECCHI,0.34
317,7/12/2016 0:00,68,SECCHI,0.84
317,8/2/2016 0:00,69,SECCHI,0.68
273,5/28/2013 0:00,71,SECCHI,0.19
273,6/17/2013 0:00,73,SECCHI,0.87
273,7/15/2013 0:00,75,SECCHI,0.17
273,8/5/2013 0:00,77,SECCHI,0.12
273,6/2/2014 0:00,79,SECCHI,1.26
273,6/23/2014 0:00,81,SECCHI,0.3
273,7/21/2014 0:00,83,SECCHI,0.68
273,8/11/2014 0:00,85,SECCHI,0.19
272,5/30/2013 0:00,87,SECCHI,0.12
272,6/18/2013 0:00,89,SECCHI,0.17
272,7/9/2013 0:00,91,SECCHI,0.14
272,8/5/2013 0:00,93,SECCHI,0.22
272,6/11/2014 0:00,95,SECCHI,0.1
272,7/9/2014 0:00,97,SECCHI,0.06
272,7/30/2014 0:00,99,SECCHI,0.11
272,8/20/2014 0:00,101,SECCHI,0.14
272,5/28/2015 0:00,103,SECCHI,0.24
272,6/17/2015 0:00,106,SECCHI,0.28
272,7/15/2015 0:00,109,SECCHI,0.55
272,8/5/2015 0:00,112,SECCHI,0.27
271,6/1/2011 0:00,115,SECCHI,2.46
271,6/21/2011 0:00,117,SECCHI,1.69
271,7/19/2011 0:00,119,SECCHI,2.4
271,8/9/2011 0:00,121,SECCHI,1.92
270,6/2/2011 0:00,123,SECCHI,0.39
270,6/22/2011 0:00,125,SECCHI,0.97
270,7/20/2011 0:00,127,SECCHI,1.28
270,8/10/2011 0:00,129,SECCHI,0.86
270,5/23/2012 0:00,131,SECCHI,1.52
270,6/13/2012 0:00,133,SECCHI,1.32
270,7/11/2012 0:00,135,SECCHI,1.58
270,8/1/2012 0:00,137,SECCHI,1.28
270,6/5/2013 0:00,139,SECCHI,0.16
270,6/25/2013 0:00,141,SECCHI,0.64
270,7/16/2013 0:00,143,SECCHI,1.56
270,8/13/2013 0:00,145,SECCHI,1.02
270,6/11/2014 0:00,147,SECCHI,0.58
270,7/9/2014 0:00,149,SECCHI,0.96
270,7/30/2014 0:00,151,SECCHI,1.43
270,8/20/2014 0:00,153,SECCHI,0.79
269,6/1/2011 0:00,155,SECCHI,1.69
269,6/21/2011 0:00,157,SECCHI,0.85
269,7/19/2011 0:00,159,SECCHI,1.59
269,8/9/2011 0:00,161,SECCHI,0.73
269,5/22/2012 0:00,163,SECCHI,1.46
269,6/12/2012 0:00,165,SECCHI,1.32
269,7/10/2012 0:00,167,SECCHI,1.2
269,7/31/2012 0:00,169,SECCHI,1.22
269,6/4/2013 0:00,171,SECCHI,1.08
269,6/25/2013 0:00,173,SECCHI,1.27
269,7/23/2013 0:00,175,SECCHI,1.04
269,8/13/2013 0:00,177,SECCHI,1.42
269,6/3/2015 0:00,179,SECCHI,1.48
269,6/24/2015 0:00,181,SECCHI,1.81
269,7/21/2015 0:00,183,SECCHI,2.14
269,8/11/2015 0:00,185,SECCHI,1.09
269,5/23/2016 0:00,187,SECCHI,1.3
269,6/13/2016 0:00,189,SECCHI,1.1
269,7/25/2016 0:00,191,SECCHI,1.45
269,8/8/2016 0:00,193,SECCHI,1.4
268,6/1/2011 0:00,195,SECCHI,1.64
268,6/21/2011 0:00,197,SECCHI,1.08
268,7/19/2011 0:00,199,SECCHI,1.82
268,8/9/2011 0:00,201,SECCHI,1.6
268,5/22/2012 0:00,203,SECCHI,1.66
268,6/12/2012 0:00,205,SECCHI,1.86
268,7/10/2012 0:00,207,SECCHI,2.7
268,7/31/2012 0:00,209,SECCHI,2.28
267,5/25/2011 0:00,211,SECCHI,0.45
267,6/15/2011 0:00,214,SECCHI,0.33
267,7/13/2011 0:00,216,SECCHI,0.71
267,8/3/2011 0:00,218,SECCHI,0.71
266,5/24/2011 0:00,220,SECCHI,0.56
266,6/14/2011 0:00,222,SECCHI,0.48
266,7/12/2011 0:00,224,SECCHI,0.56
266,8/2/2011 0:00,226,SECCHI,0.48
266,6/4/2012 0:00,228,SECCHI,0.5
266,6/25/2012 0:00,230,SECCHI,0.58
266,7/23/2012 0:00,232,SECCHI,0.49
266,8/13/2012 0:00,234,SECCHI,0.25
266,5/29/2013 0:00,236,SECCHI,1.08
266,6/18/2013 0:00,238,SECCHI,1.5
266,7/16/2013 0:00,240,SECCHI,1.77
266,8/6/2013 0:00,242,SECCHI,1.52
266,6/3/2014 0:00,244,SECCHI,0.92
266,6/24/2014 0:00,246,SECCHI,1.38
266,7/22/2014 0:00,248,SECCHI,2.04
266,8/12/2014 0:00,250,SECCHI,1
265,5/24/2011 0:00,252,SECCHI,1.11
265,6/14/2011 0:00,254,SECCHI,0.96
265,7/12/2011 0:00,256,SECCHI,0.88
265,8/2/2011 0:00,258,SECCHI,0.65
265,6/5/2012 0:00,260,SECCHI,0.9
265,6/26/2012 0:00,262,SECCHI,0.96
265,7/24/2012 0:00,264,SECCHI,0.57
265,8/14/2012 0:00,266,SECCHI,0.62
265,6/3/2014 0:00,268,SECCHI,3.05
265,6/24/2014 0:00,270,SECCHI,0.9
265,7/22/2014 0:00,272,SECCHI,0.72
265,8/12/2014 0:00,274,SECCHI,0.57
265,5/19/2015 0:00,276,SECCHI,0.62
265,6/9/2015 0:00,278,SECCHI,0.85
265,6/30/2015 0:00,280,SECCHI,0.46
265,7/28/2015 0:00,282,SECCHI,0.6
264,5/24/2011 0:00,284,SECCHI,0.45
264,6/14/2011 0:00,286,SECCHI,1.09
264,7/12/2011 0:00,288,SECCHI,0.89
264,8/2/2011 0:00,290,SECCHI,0.68
263,5/31/2011 0:00,292,SECCHI,2.4
263,6/20/2011 0:00,294,SECCHI,2.07
263,7/18/2011 0:00,296,SECCHI,2.39
263,8/8/2011 0:00,298,SECCHI,1.84
263,5/21/2012 0:00,300,SECCHI,3.49
263,6/11/2012 0:00,302,SECCHI,2.64
263,7/9/2012 0:00,304,SECCHI,3.2
263,7/30/2012 0:00,306,SECCHI,3.62
261,5/24/2011 0:00,308,SECCHI,0.48
261,6/14/2011 0:00,310,SECCHI,0.35
261,7/12/2011 0:00,312,SECCHI,0.56
261,8/2/2011 0:00,314,SECCHI,0.54
261,6/5/2012 0:00,316,SECCHI,0.4
261,6/26/2012 0:00,318,SECCHI,0.34
261,7/24/2012 0:00,320,SECCHI,0.1
261,8/14/2012 0:00,322,SECCHI,0.2
261,5/29/2013 0:00,324,SECCHI,0.51
261,6/18/2013 0:00,326,SECCHI,0.48
261,7/16/2013 0:00,328,SECCHI,0.68
261,8/6/2013 0:00,330,SECCHI,0.52
261,6/3/2014 0:00,332,SECCHI,0.48
261,6/24/2014 0:00,334,SECCHI,0.55
261,7/22/2014 0:00,336,SECCHI,0.57
261,8/12/2014 0:00,338,SECCHI,0.38
260,6/6/2007 0:00,340,SECCHI,2.2
260,6/27/2007 0:00,342,SECCHI,1.8
260,7/25/2007 0:00,344,SECCHI,1.5
258,5/16/2006 0:00,346,SECCHI,2
258,6/5/2006 0:00,348,SECCHI,2.28
258,6/26/2006 0:00,350,SECCHI,1.92
258,7/24/2006 0:00,352,SECCHI,2.3
258,5/20/2015 0:00,354,SECCHI,0.9
258,6/10/2015 0:00,356,SECCHI,2.55
258,7/1/2015 0:00,358,SECCHI,0.84
258,7/29/2015 0:00,360,SECCHI,1.8
257,5/30/2006 0:00,362,SECCHI,1.17
257,6/21/2006 0:00,364,SECCHI,0.71
257,7/17/2006 0:00,366,SECCHI,1.1
257,8/9/2006 0:00,368,SECCHI,0.82
257,5/31/2012 0:00,370,SECCHI,0.62
257,6/13/2012 0:00,372,SECCHI,0.93
257,7/11/2012 0:00,374,SECCHI,1.24
257,8/1/2012 0:00,376,SECCHI,0.93
257,5/30/2013 0:00,378,SECCHI,1.06
257,6/25/2013 0:00,380,SECCHI,0.49
257,7/16/2013 0:00,382,SECCHI,0.52
257,8/13/2013 0:00,384,SECCHI,0.94
257,6/11/2014 0:00,386,SECCHI,0.98
257,7/9/2014 0:00,388,SECCHI,0.83
257,7/30/2014 0:00,390,SECCHI,1.1
257,8/20/2014 0:00,392,SECCHI,1.18
256,5/30/2006 0:00,394,SECCHI,6.76
256,6/21/2006 0:00,396,SECCHI,6.16
256,7/17/2006 0:00,398,SECCHI,7.1
256,8/9/2006 0:00,400,SECCHI,5.86
256,6/4/2010 0:00,402,SECCHI,4.34
256,6/15/2010 0:00,404,SECCHI,5.2
256,7/13/2010 0:00,406,SECCHI,5.76
256,8/3/2010 0:00,408,SECCHI,5.48
256,5/27/2011 0:00,410,SECCHI,2.1
256,6/22/2011 0:00,412,SECCHI,4.22
256,7/20/2011 0:00,415,SECCHI,4.84
256,8/10/2011 0:00,418,SECCHI,4.78
256,6/1/2015 0:00,421,SECCHI,3.47
256,6/22/2015 0:00,423,SECCHI,1.32
256,7/20/2015 0:00,426,SECCHI,2.64
256,8/10/2015 0:00,428,SECCHI,3.91
254,5/30/2006 0:00,430,SECCHI,1.4
254,6/21/2006 0:00,432,SECCHI,0.92
254,7/17/2006 0:00,434,SECCHI,1.02
254,8/9/2006 0:00,436,SECCHI,0.93
254,5/31/2012 0:00,438,SECCHI,0.56
254,6/13/2012 0:00,440,SECCHI,0.5
254,7/11/2012 0:00,442,SECCHI,0.45
254,8/1/2012 0:00,445,SECCHI,0.52
254,5/30/2013 0:00,448,SECCHI,0.44
254,6/25/2013 0:00,450,SECCHI,0.74
254,7/16/2013 0:00,452,SECCHI,0.46
254,8/13/2013 0:00,454,SECCHI,0.58
254,6/11/2014 0:00,456,SECCHI,0.56
254,7/9/2014 0:00,458,SECCHI,0.88
254,7/30/2014 0:00,460,SECCHI,0.76
254,8/20/2014 0:00,462,SECCHI,1.5
253,5/22/2006 0:00,464,SECCHI,0.59
253,6/12/2006 0:00,466,SECCHI,0.6
253,7/11/2006 0:00,468,SECCHI,1.04
253,7/31/2006 0:00,470,SECCHI,0.88
253,6/2/2010 0:00,472,SECCHI,2.34
253,6/22/2010 0:00,474,SECCHI,1.89
253,7/20/2010 0:00,476,SECCHI,1.02
253,8/10/2010 0:00,478,SECCHI,1.08
253,5/16/2011 0:00,480,SECCHI,3.94
253,6/6/2011 0:00,482,SECCHI,4.1
253,6/27/2011 0:00,484,SECCHI,2.48
253,7/25/2011 0:00,486,SECCHI,2.23
253,5/22/2013 0:00,488,SECCHI,2.92
253,6/12/2013 0:00,490,SECCHI,4.04
253,7/10/2013 0:00,493,SECCHI,4.23
253,7/31/2013 0:00,496,SECCHI,1.84
252,5/30/2006 0:00,499,SECCHI,0.57
252,6/21/2006 0:00,501,SECCHI,0.5
252,7/17/2006 0:00,503,SECCHI,0.52
252,8/9/2006 0:00,505,SECCHI,0.38
251,6/1/2006 0:00,507,SECCHI,2.06
251,6/21/2006 0:00,509,SECCHI,3.38
251,7/19/2006 0:00,511,SECCHI,3.79
251,8/9/2006 0:00,513,SECCHI,2.11
251,5/18/2010 0:00,515,SECCHI,0.32
251,6/9/2010 0:00,517,SECCHI,0.3
251,6/29/2010 0:00,519,SECCHI,0.43
251,7/27/2010 0:00,521,SECCHI,0.6
251,5/30/2012 0:00,523,SECCHI,2.2
251,6/19/2012 0:00,525,SECCHI,2.12
251,7/17/2012 0:00,527,SECCHI,2.2
251,8/7/2012 0:00,529,SECCHI,2.04
251,5/21/2013 0:00,531,SECCHI,1
251,6/11/2013 0:00,533,SECCHI,0.52
251,7/9/2013 0:00,535,SECCHI,1.42
251,7/30/2013 0:00,537,SECCHI,1.9
250,5/31/2006 0:00,539,SECCHI,2.26
250,7/18/2006 0:00,541,SECCHI,1.4
250,8/8/2006 0:00,543,SECCHI,2.17
250,8/14/2006 0:00,545,SECCHI,1.72
250,5/28/2008 0:00,547,SECCHI,0.42
250,6/18/2008 0:00,549,SECCHI,2.23
250,7/8/2008 0:00,551,SECCHI,1.58
250,7/29/2008 0:00,553,SECCHI,0.97
250,6/1/2009 0:00,555,SECCHI,1.49
250,6/22/2009 0:00,557,SECCHI,1.55
250,7/20/2009 0:00,559,SECCHI,0.66
250,8/10/2009 0:00,561,SECCHI,0.67
250,5/18/2011 0:00,563,SECCHI,0.76
250,6/7/2011 0:00,565,SECCHI,1.2
250,6/28/2011 0:00,567,SECCHI,0.56
250,7/26/2011 0:00,569,SECCHI,1.12
249,5/30/2006 0:00,571,SECCHI,0.51
249,6/21/2006 0:00,573,SECCHI,0.48
249,7/17/2006 0:00,575,SECCHI,0.84
249,8/9/2006 0:00,577,SECCHI,0.68
248,5/24/2006 0:00,579,SECCHI,1.33
248,6/14/2006 0:00,582,SECCHI,1.55
248,7/12/2006 0:00,585,SECCHI,1.46
248,8/2/2006 0:00,588,SECCHI,1.3
248,6/10/2010 0:00,591,SECCHI,0.66
248,6/22/2010 0:00,593,SECCHI,0.95
248,7/15/2010 0:00,595,SECCHI,1.19
248,8/19/2010 0:00,597,SECCHI,0.98
248,5/19/2011 0:00,599,SECCHI,0.65
248,6/9/2011 0:00,601,SECCHI,0.92
248,6/28/2011 0:00,603,SECCHI,0.87
248,7/22/2011 0:00,605,SECCHI,1.26
248,6/6/2012 0:00,607,SECCHI,1.45
248,6/27/2012 0:00,610,SECCHI,0.93
248,7/25/2012 0:00,612,SECCHI,1.18
248,8/15/2012 0:00,614,SECCHI,0.95
247,5/30/2006 0:00,616,SECCHI,1.45
247,6/19/2006 0:00,618,SECCHI,1.87
247,7/17/2006 0:00,620,SECCHI,1.61
247,8/7/2006 0:00,622,SECCHI,1.08
246,5/30/2006 0:00,624,SECCHI,0.11
246,6/19/2006 0:00,626,SECCHI,0.14
246,7/17/2006 0:00,628,SECCHI,0.18
246,8/7/2006 0:00,630,SECCHI,0.21
245,5/30/2006 0:00,632,SECCHI,1.18
245,6/19/2006 0:00,634,SECCHI,1
245,7/17/2006 0:00,636,SECCHI,1.02
245,8/7/2006 0:00,638,SECCHI,0.48
244,5/30/2006 0:00,640,SECCHI,2.22
244,6/19/2006 0:00,642,SECCHI,1.32
244,7/17/2006 0:00,644,SECCHI,1.56
244,8/7/2006 0:00,646,SECCHI,1.38
244,6/1/2012 0:00,648,SECCHI,0.68
244,6/18/2012 0:00,650,SECCHI,1
244,7/16/2012 0:00,652,SECCHI,0.69
244,8/6/2012 0:00,654,SECCHI,0.68
244,5/22/2013 0:00,656,SECCHI,0.7
244,6/12/2013 0:00,658,SECCHI,0.89
244,7/2/2013 0:00,660,SECCHI,0.96
244,8/1/2013 0:00,662,SECCHI,0.76
244,5/27/2014 0:00,664,SECCHI,1.49
244,6/18/2014 0:00,666,SECCHI,1.45
244,7/16/2014 0:00,669,SECCHI,1.09
244,8/6/2014 0:00,672,SECCHI,1.07
243,5/23/2006 0:00,675,SECCHI,0.25
243,6/13/2006 0:00,677,SECCHI,0.09
243,7/11/2006 0:00,679,SECCHI,0.5
243,8/1/2006 0:00,681,SECCHI,0.66
242,5/30/2006 0:00,683,SECCHI,2.55
242,6/19/2006 0:00,685,SECCHI,2.11
242,7/17/2006 0:00,687,SECCHI,3.4
242,8/7/2006 0:00,689,SECCHI,2.48
242,5/19/2010 0:00,691,SECCHI,0.98
242,6/10/2010 0:00,693,SECCHI,0.95
242,6/30/2010 0:00,695,SECCHI,1.45
242,7/28/2010 0:00,697,SECCHI,1.65
242,5/17/2011 0:00,699,SECCHI,2.36
242,6/7/2011 0:00,701,SECCHI,1.8
242,6/28/2011 0:00,703,SECCHI,1.4
242,7/26/2011 0:00,705,SECCHI,1.07
242,5/28/2014 0:00,707,SECCHI,2.9
242,6/17/2014 0:00,709,SECCHI,1.53
242,7/15/2014 0:00,711,SECCHI,1
242,8/5/2014 0:00,713,SECCHI,1.54
242,5/19/2016 0:00,715,SECCHI,2.2
242,6/8/2016 0:00,717,SECCHI,3.48
242,7/13/2016 0:00,719,SECCHI,1.44
242,8/3/2016 0:00,720,SECCHI,1.05
241,5/30/2006 0:00,722,SECCHI,1.57
241,6/21/2006 0:00,725,SECCHI,0.92
241,7/17/2006 0:00,727,SECCHI,1.05
241,8/9/2006 0:00,730,SECCHI,0.92
241,6/12/2008 0:00,733,SECCHI,1.24
241,6/27/2008 0:00,735,SECCHI,1.67
241,7/18/2008 0:00,737,SECCHI,1.3
241,8/19/2008 0:00,739,SECCHI,0.54
241,5/21/2009 0:00,741,SECCHI,0.9
241,6/10/2009 0:00,743,SECCHI,1.18
241,7/1/2009 0:00,745,SECCHI,1.25
241,7/29/2009 0:00,747,SECCHI,1
241,5/21/2010 0:00,749,SECCHI,0.78
241,6/23/2010 0:00,751,SECCHI,1.1
241,7/19/2010 0:00,753,SECCHI,1.13
241,8/11/2010 0:00,755,SECCHI,0.96
241,6/3/2011 0:00,757,SECCHI,0.99
241,6/15/2011 0:00,759,SECCHI,0.81
241,7/14/2011 0:00,761,SECCHI,1.16
241,8/5/2011 0:00,763,SECCHI,0.67
241,6/4/2013 0:00,765,SECCHI,1.22
241,6/24/2013 0:00,767,SECCHI,1.2
241,7/22/2013 0:00,769,SECCHI,0.7
241,8/12/2013 0:00,771,SECCHI,0.66
241,6/9/2014 0:00,773,SECCHI,0.64
241,7/7/2014 0:00,775,SECCHI,0.68
241,7/28/2014 0:00,777,SECCHI,0.88
241,8/18/2014 0:00,779,SECCHI,1.04
240,5/30/2006 0:00,781,SECCHI,1.46
240,6/21/2006 0:00,783,SECCHI,1.43
240,7/17/2006 0:00,785,SECCHI,1.58
240,8/9/2006 0:00,787,SECCHI,1.4
239,6/6/2006 0:00,789,SECCHI,0.94
239,6/27/2006 0:00,791,SECCHI,1.49
239,7/25/2006 0:00,793,SECCHI,0.65
239,8/16/2006 0:00,795,SECCHI,0.5
238,6/5/2006 0:00,797,SECCHI,0.57
238,6/26/2006 0:00,799,SECCHI,0.98
238,7/24/2006 0:00,801,SECCHI,0.98
238,8/15/2006 0:00,803,SECCHI,0.7
238,5/25/2010 0:00,805,SECCHI,0.32
238,6/16/2010 0:00,807,SECCHI,0.24
238,7/14/2010 0:00,809,SECCHI,0.6
238,8/4/2010 0:00,811,SECCHI,0.88
238,6/2/2011 0:00,813,SECCHI,0.9
238,6/22/2011 0:00,815,SECCHI,0.83
238,7/20/2011 0:00,817,SECCHI,0.7
238,8/10/2011 0:00,819,SECCHI,0.56
238,5/28/2015 0:00,821,SECCHI,0.85
238,6/17/2015 0:00,823,SECCHI,0.48
238,7/15/2015 0:00,825,SECCHI,0.85
238,8/5/2015 0:00,827,SECCHI,0.56
238,5/31/2016 0:00,829,SECCHI,0.57
238,6/21/2016 0:00,831,SECCHI,0.56
238,7/19/2016 0:00,833,SECCHI,0.41
238,8/16/2016 0:00,835,SECCHI,1.8
237,6/1/2006 0:00,837,SECCHI,0.48
237,6/21/2006 0:00,839,SECCHI,0.44
237,7/19/2006 0:00,841,SECCHI,0.48
237,8/9/2006 0:00,843,SECCHI,0.28
237,5/21/2013 0:00,845,SECCHI,1.88
237,6/11/2013 0:00,847,SECCHI,1.06
237,7/9/2013 0:00,849,SECCHI,1.47
237,7/30/2013 0:00,851,SECCHI,1.07
237,5/28/2014 0:00,853,SECCHI,1.36
237,6/17/2014 0:00,855,SECCHI,0.99
237,7/15/2014 0:00,857,SECCHI,1.92
237,8/5/2014 0:00,859,SECCHI,2.14
237,5/27/2015 0:00,861,SECCHI,2.65
237,6/16/2015 0:00,863,SECCHI,1.04
237,7/14/2015 0:00,865,SECCHI,1.43
237,8/4/2015 0:00,867,SECCHI,1.08
237,6/1/2016 0:00,869,SECCHI,2.35
237,7/20/2016 0:00,872,SECCHI,1.13
237,8/17/2016 0:00,874,SECCHI,0.95
236,5/30/2006 0:00,876,SECCHI,0.94
236,6/21/2006 0:00,878,SECCHI,0.64
236,7/17/2006 0:00,880,SECCHI,0.51
236,8/9/2006 0:00,882,SECCHI,0.47
236,5/30/2016 0:00,884,SECCHI,0.8
236,6/20/2016 0:00,886,SECCHI,0.47
236,7/18/2016 0:00,888,SECCHI,0.16
236,8/15/2016 0:00,890,SECCHI,0.53
235,5/23/2006 0:00,892,SECCHI,1.52
235,6/12/2006 0:00,894,SECCHI,0.67
235,7/11/2006 0:00,896,SECCHI,0.68
235,7/31/2006 0:00,898,SECCHI,0.58
234,5/22/2006 0:00,900,SECCHI,0.82
234,6/12/2006 0:00,902,SECCHI,0.95
234,7/10/2006 0:00,904,SECCHI,0.44
234,7/31/2006 0:00,906,SECCHI,0.58
233,5/31/2006 0:00,908,SECCHI,1.88
233,6/20/2006 0:00,910,SECCHI,1.82
233,7/18/2006 0:00,912,SECCHI,0.74
233,8/8/2006 0:00,914,SECCHI,0.5
233,5/19/2010 0:00,916,SECCHI,0.24
233,6/10/2010 0:00,918,SECCHI,0.36
233,6/30/2010 0:00,920,SECCHI,0.49
233,7/28/2010 0:00,922,SECCHI,0.4
233,5/17/2011 0:00,924,SECCHI,0.44
233,6/7/2011 0:00,926,SECCHI,0.68
233,6/28/2011 0:00,928,SECCHI,0.7
233,7/26/2011 0:00,930,SECCHI,1.43
233,5/23/2013 0:00,932,SECCHI,0.36
233,6/12/2013 0:00,934,SECCHI,0.42
233,7/2/2013 0:00,936,SECCHI,0.74
233,8/1/2013 0:00,938,SECCHI,1.12
232,5/18/2006 0:00,940,SECCHI,1.77
232,6/7/2006 0:00,942,SECCHI,2.83
232,6/28/2006 0:00,944,SECCHI,2.14
232,7/26/2006 0:00,946,SECCHI,1.98
232,5/19/2016 0:00,948,SECCHI,1.3
232,6/8/2016 0:00,950,SECCHI,2.31
232,7/13/2016 0:00,953,SECCHI,1.56
232,8/3/2016 0:00,954,SECCHI,1.44
229,5/23/2006 0:00,957,SECCHI,0.44
229,6/13/2006 0:00,959,SECCHI,0.4
229,7/12/2006 0:00,961,SECCHI,0.48
229,8/1/2006 0:00,963,SECCHI,0.31
229,6/3/2010 0:00,965,SECCHI,0.22
229,6/23/2010 0:00,967,SECCHI,0.44
229,7/21/2010 0:00,969,SECCHI,0.37
229,8/9/2010 0:00,971,SECCHI,0.28
229,5/27/2014 0:00,973,SECCHI,0.65
229,6/18/2014 0:00,975,SECCHI,0.56
229,7/16/2014 0:00,977,SECCHI,0.48
229,8/6/2014 0:00,979,SECCHI,0.49
229,5/26/2015 0:00,981,SECCHI,0.43
229,6/15/2015 0:00,983,SECCHI,0.48
229,7/13/2015 0:00,985,SECCHI,0.62
229,8/3/2015 0:00,987,SECCHI,0.47
230,5/23/2006 0:00,989,SECCHI,0.62
230,6/13/2006 0:00,991,SECCHI,0.7
230,7/12/2006 0:00,993,SECCHI,0.92
230,8/1/2006 0:00,995,SECCHI,0.68
230,6/4/2008 0:00,997,SECCHI,1.04
230,6/25/2008 0:00,999,SECCHI,0.57
230,7/16/2008 0:00,1001,SECCHI,0.85
230,8/6/2008 0:00,1003,SECCHI,1.02
230,6/3/2009 0:00,1005,SECCHI,0.56
230,6/23/2009 0:00,1007,SECCHI,0.93
230,7/21/2009 0:00,1009,SECCHI,0.8
230,8/11/2009 0:00,1011,SECCHI,0.69
230,6/3/2010 0:00,1013,SECCHI,0.32
230,6/23/2010 0:00,1015,SECCHI,0.64
230,7/21/2010 0:00,1017,SECCHI,0.76
230,8/9/2010 0:00,1019,SECCHI,0.58
228,5/30/2006 0:00,1021,SECCHI,0.24
228,6/19/2006 0:00,1023,SECCHI,0.32
228,7/17/2006 0:00,1025,SECCHI,0.26
228,8/7/2006 0:00,1027,SECCHI,0.38
228,5/28/2008 0:00,1029,SECCHI,0.59
228,6/18/2008 0:00,1031,SECCHI,0.46
228,7/8/2008 0:00,1033,SECCHI,0.38
228,7/30/2008 0:00,1035,SECCHI,0.36
228,6/2/2009 0:00,1037,SECCHI,0.38
228,6/23/2009 0:00,1039,SECCHI,0.5
228,7/21/2009 0:00,1041,SECCHI,0.42
228,8/11/2009 0:00,1043,SECCHI,0.28
228,5/19/2010 0:00,1045,SECCHI,0.94
228,6/10/2010 0:00,1047,SECCHI,0.46
228,6/30/2010 0:00,1049,SECCHI,0.3
228,7/28/2010 0:00,1051,SECCHI,0.32
227,5/30/2006 0:00,1053,SECCHI,2.33
227,6/21/2006 0:00,1055,SECCHI,2.42
227,7/17/2006 0:00,1057,SECCHI,2.58
227,8/9/2006 0:00,1059,SECCHI,3.08
226,5/30/2006 0:00,1061,SECCHI,1.06
226,6/19/2006 0:00,1063,SECCHI,1.5
226,7/17/2006 0:00,1065,SECCHI,2.24
226,8/7/2006 0:00,1067,SECCHI,1.64
226,5/26/2010 0:00,1069,SECCHI,0.68
226,6/16/2010 0:00,1071,SECCHI,0.66
226,7/14/2010 0:00,1073,SECCHI,1.49
226,8/4/2010 0:00,1075,SECCHI,1.88
226,5/27/2011 0:00,1077,SECCHI,0.61
226,6/9/2011 0:00,1079,SECCHI,0.89
226,6/28/2011 0:00,1081,SECCHI,1.36
226,7/22/2011 0:00,1083,SECCHI,1.72
226,6/1/2012 0:00,1085,SECCHI,1.73
226,6/18/2012 0:00,1087,SECCHI,2.52
226,7/16/2012 0:00,1089,SECCHI,3.1
226,8/6/2012 0:00,1091,SECCHI,2.98
225,5/30/2006 0:00,1093,SECCHI,3.22
225,6/19/2006 0:00,1095,SECCHI,2.09
225,7/17/2006 0:00,1097,SECCHI,0.74
225,8/7/2006 0:00,1099,SECCHI,0.52
224,5/23/2006 0:00,1101,SECCHI,1.32
224,6/13/2006 0:00,1103,SECCHI,0.81
224,7/12/2006 0:00,1105,SECCHI,1.56
224,8/1/2006 0:00,1107,SECCHI,0.7
224,5/23/2007 0:00,1109,SECCHI,0.6
224,6/13/2007 0:00,1111,SECCHI,0.7
224,7/11/2007 0:00,1113,SECCHI,0.8
224,8/1/2007 0:00,1115,SECCHI,0.9
224,6/3/2008 0:00,1117,SECCHI,1.95
224,6/24/2008 0:00,1119,SECCHI,0.99
224,7/15/2008 0:00,1121,SECCHI,0.79
224,8/5/2008 0:00,1123,SECCHI,0.75
224,6/3/2009 0:00,1125,SECCHI,1.04
224,6/23/2009 0:00,1127,SECCHI,0.46
224,7/21/2009 0:00,1129,SECCHI,0.58
224,8/11/2009 0:00,1131,SECCHI,0.78
223,6/6/2006 0:00,1133,SECCHI,0.68
223,6/27/2006 0:00,1135,SECCHI,0.55
223,7/25/2006 0:00,1137,SECCHI,0.54
223,8/16/2006 0:00,1139,SECCHI,0.58
223,5/31/2012 0:00,1141,SECCHI,0.54
223,6/20/2012 0:00,1143,SECCHI,0.6
223,7/18/2012 0:00,1145,SECCHI,0.26
223,8/9/2012 0:00,1147,SECCHI,0.39
222,6/6/2006 0:00,1149,SECCHI,1.77
222,6/27/2006 0:00,1151,SECCHI,1.68
222,7/25/2006 0:00,1153,SECCHI,1.61
222,8/16/2006 0:00,1155,SECCHI,0.97
221,6/6/2006 0:00,1157,SECCHI,0.56
221,6/27/2006 0:00,1159,SECCHI,0.99
221,7/25/2006 0:00,1161,SECCHI,1.33
221,8/16/2006 0:00,1163,SECCHI,0.3
220,5/18/2006 0:00,1165,SECCHI,1.92
220,6/7/2006 0:00,1167,SECCHI,1.06
220,6/28/2006 0:00,1170,SECCHI,0.64
220,7/26/2006 0:00,1173,SECCHI,0.46
220,5/29/2007 0:00,1176,SECCHI,0.4
220,6/18/2007 0:00,1178,SECCHI,0.6
220,7/16/2007 0:00,1180,SECCHI,0.5
220,8/6/2007 0:00,1182,SECCHI,0.1
220,6/12/2008 0:00,1184,SECCHI,0.44
220,6/27/2008 0:00,1186,SECCHI,0.24
220,7/18/2008 0:00,1188,SECCHI,0.5
220,8/19/2008 0:00,1190,SECCHI,0.3
220,5/21/2009 0:00,1192,SECCHI,0.42
220,6/18/2009 0:00,1194,SECCHI,0.44
220,7/15/2009 0:00,1196,SECCHI,0.63
220,8/6/2009 0:00,1198,SECCHI,1.33
220,5/21/2010 0:00,1200,SECCHI,0.34
