MULakeNumber,Lake name,Date,Time,Parameter,SecchiDepth_m,Comments
411,Cedar Lake,7/27/2023,10:45:00 AM,Secchi ,0.52,
440,Crow Pond,7/27/2023,2:07:00 PM,Secchi,4.74,
440,Crow Pond,7/27/2023,2:07:00 PM,Secchi ,4.63,
117,Little Dixie,7/27/2023,12:15:00 PM,Secchi,0.57,
117,Little Dixie,7/27/2023,12:15:00 PM,Secchi ,0.32,
121,Higginsville ,7/28/2023,11:55:00 AM,Secchi,0.57,
121,Higginsville ,7/28/2023,11:55:00 AM,Secchi ,0.27,
165,Jackrabbit,7/28/2023,2:45:00 PM,Secchi,0.5,
165,Jackrabbit,7/28/2023,2:45:00 PM,Secchi ,0.25,
46,Thomas Hill,7/28/2023,10:10:00 AM,Secchi,1,
46,Thomas Hill,7/28/2023,10:10:00 AM,Secchi ,0.9,
180,Bilby Ranch,7/31/2023,3:50:00 PM,Secchi,0.57,
180,Bilby Ranch,7/31/2023,3:50:00 PM,Secchi ,0.49,
211,Cameron 2 Sunrise ,7/31/2023,11:20:00 AM,Secchi,1.13,
211,Cameron 2 Sunrise ,7/31/2023,11:20:00 AM,Secchi ,1.02,
211,FD Cameron 2 Sunrise ,7/31/2023,11:20:00 AM,Secchi ,1.02,
211,FD Cameron 2 Sunrise  ,7/31/2023,11:20:00 AM,Secchi,1.13,
179,Nodaway County ,7/31/2023,5:14:00 PM,Secchi,0.7,
179,Nodaway County ,7/31/2023,5:14:00 PM,Secchi ,0.59,
133,Forest ,8/1/2023,3:29:00 PM,Secchi,1.1,
133,Forest ,8/1/2023,3:29:00 PM,Secchi ,1.03,
185,Harrison County ,8/1/2023,9:14:00 AM,Secchi,0.53,
185,Harrison County ,8/1/2023,9:14:00 AM,Secchi ,0.47,
228,Jamesport,8/1/2023,1:09:00 PM,Secchi,0.22,
228,Jamesport,8/1/2023,1:09:00 PM,Secchi ,0.18,
149,Lake of the Ozarks,8/1/2023,3:00:00 PM,Secchi,2.9,
149,Lake of the Ozarks,8/1/2023,3:00:00 PM,Secchi ,2.8,
85,Marie,8/1/2023,11:10:00 AM,Secchi,3.4,
85,Marie ,8/1/2023,11:10:00 AM,Secchi ,3.26,
181,Mozingo ,8/1/2023,7:12:00 AM,Secchi,1.14,
181,Mozingo ,8/1/2023,7:12:00 AM,Secchi ,1.02,
89,Truman,8/1/2023,11:30:00 AM,Secchi,1.2,
89,Truman,8/1/2023,11:30:00 AM,Secchi ,1.1,
57,Deer Ridge ,8/2/2023,11:18:00 AM,Secchi,1.72,
57,Deer Ridge ,8/2/2023,11:18:00 AM,Secchi ,1.62,
182,Fox Valley,8/2/2023,9:17:00 AM,Secchi,2.69,
182,Fox Valley,8/2/2023,9:17:00 AM,Secchi ,2.51,
114,Henry Sever,8/2/2023,12:31:00 PM,Secchi,0.56,
114,Henry Sever,8/2/2023,12:31:00 PM,Secchi ,0.47,
115,Hunnewell,8/2/2023,2:33:00 PM,Secchi,0.92,
115,Hunnewell,8/2/2023,2:33:00 PM,Secchi ,0.81,
123,Shelby ville ,8/2/2023,1:37:00 PM,Secchi,0.25,
123,Shelby ville ,8/2/2023,1:37:00 PM,Secchi ,0.2,
93,Stockton,8/2/2023,1:00:00 PM,Secchi,3.1,
93,Stockton,8/2/2023,1:00:00 PM,Secchi ,2.4,
219,Dairy Lake ,8/3/2023,4:00:00 PM,Secchi,0.39,
219,Dairy Lake ,8/3/2023,4:00:00 PM,Secchi ,0.28,
48,Long Branch,8/3/2023,1:23:00 PM,Secchi,0.85,
48,Long Branch,8/3/2023,1:23:00 PM,Secchi ,0.75,
49,Macon,8/3/2023,10:22:00 AM,Secchi,0.54,
49,Macon ,8/3/2023,10:22:00 AM,Secchi ,0.4,
140,Cameron 1,8/7/2023,12:55:00 PM,Secchi,0.55,
140,Cameron 1,8/7/2023,12:55:00 PM,Secchi ,0.38,
213,Cameron 3,8/7/2023,11:50:00 AM,Secchi,0.35,
213,Cameron 3,8/7/2023,11:50:00 AM,Secchi ,0.26,
163,King,8/7/2023,2:38:00 PM,Secchi,0.15,
163,King,8/7/2023,2:38:00 PM,Secchi ,0.12,
96,Fellows ,8/8/2023,3:30:00 PM,Secchi,2,
96,Fellows ,8/8/2023,3:30:00 PM,Secchi ,1.88,
184,Manito ,8/8/2023,10:17:00 AM,Secchi,0.78,
184,Manito ,8/8/2023,10:17:00 AM,Secchi ,0.71,
92,Pomme de Terre ,8/8/2023,12:55:00 PM,Secchi,0.97,
92,Pomme de Terre ,8/8/2023,12:55:00 PM,Secchi ,0.86,
91,Atkinson,8/9/2023,9:19:00 AM,Secchi,0.39,
91,Atkinson,8/9/2023,9:19:00 AM,Secchi ,0.33,
169,Gopher,8/9/2023,2:55:00 PM,Secchi,0.34,
169,Gopher,8/9/2023,2:55:00 PM,Secchi ,0.29,
183,Hazel Hill ,8/9/2023,4:30:00 PM,Secchi,0.6,
183,Hazel Hill ,8/9/2023,4:30:00 PM,Secchi ,0.51,
165,Jackrabbit,8/9/2023,2:18:00 PM,Secchi,0.47,
165,Jackrabbit,8/9/2023,2:18:00 PM,Secchi ,0.42,
70,North,8/9/2023,11:23:00 AM,Secchi,0.41,
70,North,8/9/2023,11:23:00 AM,Secchi ,0.37,
120,Winnebago,8/9/2023,12:47:00 PM,Secchi,0.77,
120,Winnebago,8/9/2023,12:47:00 PM,Secchi ,0.7,
276,Ashland,8/10/2023,11:35:00 AM,Secchi,0.3,
276,Ashland,8/10/2023,11:35:00 AM,Secchi ,0.25,
438,Bethel ,8/10/2023,10:00:00 AM,Secchi,0.7,
438,Bethel ,8/10/2023,10:00:00 AM,Secchi ,0.6,
150,Blind Pony ,8/10/2023,8:05:00 AM,Secchi,0.5,
150,Blind Pony ,8/10/2023,8:05:00 AM,Secchi ,0.45,
87,Brookfield,8/10/2023,3:00:00 PM,Secchi,1.27,
87,Brookfield,8/10/2023,3:00:00 PM,Secchi ,1.14,
121,Higginsville ,8/10/2023,9:30:00 AM,Secchi,0.5,No thermocline 
121,Higginsville ,8/10/2023,9:30:00 AM,Secchi ,0.43,No thermocline 
45,Nehai Tonkayea ,8/10/2023,4:21:00 PM,Secchi,3.75,
45,Nehai Tonkayea ,8/10/2023,4:21:00 PM,Secchi ,3.67,
11,Peaceful Valley,8/10/2023,2:02:00 PM,Secchi,1.28,
11,Peaceful Valley,8/10/2023,2:02:00 PM,Secchi ,1.18,
74,Watkins Mill,8/10/2023,11:12:00 AM,Secchi,0.68,
74,Watkins Mill,8/10/2023,11:12:00 AM,Secchi ,0.62,
455,West Arrowhead,8/10/2023,12:22:00 PM,Secchi,0.59,
455,West Arrowhead,8/10/2023,12:22:00 PM,Secchi ,0.52,
3,Bowling Green,8/14/2023,10:43:00 AM,Secchi ,2.08,
3,Bowling Green,8/14/2023,10:43:00 AM,Secchi ,1.97,
5,Lincoln,8/14/2023,12:11:00 PM,Secchi ,1.63,
5,Lincoln,8/14/2023,12:11:00 PM,Secchi ,1.5,
197,Prarie ,8/14/2023,1:38:00 PM,Secchi ,0.39,
197,Prarie ,8/14/2023,1:38:00 PM,Secchi ,0.32,
454,Cedar Hill #1,8/14/2023,3:33:00 PM,Secchi ,0.5,
454,Cedar Hill #1,8/14/2023,3:33:00 PM,Secchi ,0.43,
14,Tishomingo ,8/14/2023,4:32:00 PM,Secchi ,2.13,
14,Tishomingo ,8/14/2023,4:32:00 PM,Secchi ,1.97,
98,Table Rock ,8/14/2023,12:00:00 PM,Secchi ,2.1,
98,Table Rock ,8/14/2023,12:00:00 PM,Secchi ,2,
89,Truman ,8/14/2023,4:13:00 PM,Secchi ,1.2,
89,Truman ,8/14/2023,4:13:00 PM,Secchi ,1,
186,Carl DiSalvo,8/15/2023,12:01:00 PM,Secchi ,0.37,
186,Carl DiSalvo,8/15/2023,12:01:00 PM,Secchi ,0.31,
21,Goose Creek ,8/15/2023,7:54:00 AM,Secchi ,2,
21,Goose Creek ,8/15/2023,7:54:00 AM,Secchi ,1.87,
18,Capri ,8/15/2023,9:43:00 AM,Secchi ,3.9,
18,Capri ,8/15/2023,9:43:00 AM,Secchi ,3.72,
112,Shayne ,8/15/2023,10:35:00 AM,Secchi ,2.2,
112,Shayne ,8/15/2023,10:35:00 AM,Secchi ,2.09,
36,Clearwater ,8/15/2023,2:54:00 PM,Secchi ,1.16,
36,Clearwater ,8/15/2023,2:54:00 PM,Secchi ,1.08,
30,Wappapello ,8/15/2023,5:17:00 PM,Secchi ,0.51,Lake appeared to be mixed or isothermal. 
30,Wappapello ,8/15/2023,5:17:00 PM,Secchi ,0.42,Lake appeared to be mixed or isothermal. 
44,Peters,8/15/2023,9:45:00 AM,Secchi ,0.7,
44,Peters,8/15/2023,9:45:00 AM,Secchi ,0.6,
88,Marceline,8/15/2023,1:00:00 PM,Secchi ,0.9,
88,Marceline,8/15/2023,1:00:00 PM,Secchi ,0.8,
33,Fourche Creek,8/16/2023,8:43:00 AM,Secchi ,3.55,
33,Fourche Creek,8/16/2023,8:43:00 AM,Secchi ,3.26,
32,Ripley ,8/16/2023,10:01:00 AM,Secchi ,1.36,
32,Ripley ,8/16/2023,10:01:00 AM,Secchi ,1.23,
39,Council Bluff,8/16/2023,1:54:00 PM,Secchi ,4.16,
39,Council Bluff,8/16/2023,1:54:00 PM,Secchi ,4.07,
110,Little Prarie ,8/16/2023,5:00:00 PM,Secchi ,1.1,
110,Little Prarie ,8/16/2023,5:00:00 PM,Secchi ,1.02,
145,Mark Twain ,8/16/2023,10:30:00 AM,Secchi ,1.7,
145,Mark Twain ,8/16/2023,10:30:00 AM,Secchi ,1.6,
411,Cedar ,8/17/2023,8:50:00 AM,Secchi ,0.6,
411,Cedar ,8/17/2023,8:50:00 AM,Secchi ,0.47,
274,Alpine ,8/17/2023,12:45:00 PM,Secchi ,3.7,
274,Alpine ,8/17/2023,12:45:00 PM,Secchi ,3.45,
72,Smithville,8/25/2023,12:55:00 PM,Secchi ,0.6,
72,Smithville,8/25/2023,12:55:00 PM,Secchi ,0.5,
121,Higginsville,8/25/2023,10:07:00 AM,Secchi ,0.6,
121,Higginsville,8/25/2023,10:07:00 AM,Secchi ,0.4,
46,Thomas Hill ,8/31/2023,1:15:00 PM,Secchi ,0.8,
46,Thomas Hill ,8/31/2023,1:15:00 PM,Secchi ,0.7,
30,Wappapello,9/22/2023,11:45:00 AM,Secchi ,0.62,
30,Wappapello,9/22/2023,11:45:00 AM,Secchi ,0.56,
