Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
5/29/2019,13:34:51,23.385,740.3,95.7,8.15,6.3,6.1,7.84,223,7.16,0.386,0.37,,0.135,0.44,,,0.006
5/29/2019,13:34:52,23.395,740.4,95.9,8.16,6.6,6.4,7.82,222.9,16.73,0.385,0.37,,0.169,0.57,,,0.006
5/29/2019,13:34:53,23.422,740.5,96.1,8.18,14.8,14.4,7.82,222.8,18.77,0.392,0.38,,0.349,1.31,,,0.006
5/29/2019,13:34:54,23.453,740.5,96.3,8.19,232.6,225.7,7.8,222.8,17.13,0.401,0.39,,0.555,2.15,,,0.007
5/29/2019,13:34:55,23.487,740.4,96.6,8.21,234,227.2,7.8,222.8,17.29,0.4,0.39,,0.775,3.04,,,0.007
5/29/2019,13:34:56,23.515,740.4,96.8,8.22,232.6,226,7.81,222.7,17.43,0.401,0.39,,1.979,7.95,,,0.009
5/29/2019,13:34:57,23.538,740.4,97.1,8.25,232,225.5,7.8,222.6,17.49,0.392,0.38,,1.967,7.9,,,0.016
5/29/2019,13:34:58,23.557,740.4,97.4,8.27,231.6,225.2,7.8,222.5,17.53,0.395,0.38,,1.899,7.62,,,0.026
5/29/2019,13:34:59,23.576,740.4,97.7,8.29,231.4,225.1,7.8,222.4,17.69,0.384,0.37,,1.813,7.27,,,0.037
5/29/2019,13:35:00,23.588,740.5,98,8.31,231,224.7,7.8,222.3,17.69,0.379,0.37,,1.81,7.26,,,0.049
5/29/2019,13:35:01,23.606,740.4,98.3,8.33,230.6,224.4,7.8,222.2,17.86,0.376,0.36,,1.825,7.32,,,0.064
5/29/2019,13:35:02,23.616,740.5,98.4,8.34,230.2,224.1,7.79,222.1,17.86,0.374,0.36,,1.81,7.26,,,0.078
5/29/2019,13:35:03,23.603,740.4,98.6,8.35,230,223.8,7.79,222,17.86,0.376,0.36,,1.798,7.21,,,0.095
5/29/2019,13:35:04,23.588,740.5,98.6,8.36,229.8,223.6,7.79,221.9,17.94,0.373,0.36,,1.787,7.17,,,0.834
5/29/2019,13:35:05,23.578,740.6,98.6,8.36,229.6,223.3,7.79,221.7,17.97,0.377,0.36,,1.792,7.19,,,0.893
5/29/2019,13:35:06,23.561,740.5,98.6,8.36,229.5,223.1,7.79,221.5,17.96,0.37,0.36,,1.8,7.22,,,1.055
5/29/2019,13:35:07,23.525,740.3,98.5,8.36,229.4,223,7.79,221.4,17.97,0.374,0.36,,1.819,7.3,,,1.023
5/29/2019,13:35:08,23.485,740.3,98.3,8.35,229.5,222.8,7.78,221.3,18.07,0.357,0.34,,1.81,7.26,,,1.085
5/29/2019,13:35:09,23.434,740.5,98.1,8.33,229.5,222.6,7.78,221.1,18.2,0.347,0.33,,1.775,7.12,,,1.196
5/29/2019,13:35:10,23.361,740.4,94.4,8.03,229.3,222.2,7.78,221,18.32,0.34,0.33,,1.726,6.92,,,1.359
5/29/2019,13:35:11,23.281,740.4,93.3,7.95,229.1,221.6,7.78,220.9,18.42,0.323,0.31,,1.683,6.74,,,1.446
5/29/2019,13:35:12,23.176,740.4,92.3,7.88,229.2,221.2,7.77,221,18.43,0.307,0.29,,1.592,6.37,,,1.534
5/29/2019,13:35:13,23.086,740.3,92,7.86,229.3,220.9,7.77,221,18.48,0.285,0.27,,1.516,6.06,,,1.605
5/29/2019,13:35:14,22.973,740.3,90.9,7.79,229.5,220.7,7.77,221,18.43,0.276,0.26,,1.433,5.72,,,1.66
5/29/2019,13:35:15,22.878,740.3,90.3,7.75,229.9,220.6,7.68,221,18.42,0.261,0.24,,1.35,5.39,,,1.716
5/29/2019,13:35:16,22.767,740.4,89.7,7.72,230.3,220.5,7.67,220.9,18.4,0.253,0.24,,1.254,4.99,,,2.54
5/29/2019,13:35:17,22.67,740.4,89.3,7.69,230.8,220.5,7.67,220.8,18.42,0.24,0.22,,1.167,4.64,,,2.637
5/29/2019,13:35:18,22.559,740.4,88.9,7.67,231.2,220.5,7.66,220.7,18.39,0.231,0.21,,1.086,4.31,,,2.722
5/29/2019,13:35:19,22.462,740.4,88.4,7.65,231.7,220.5,7.66,220.6,18.36,0.215,0.2,,1.033,4.1,,,2.826
5/29/2019,13:35:20,22.355,740.4,88.1,7.64,232.2,220.6,7.66,220.6,18.24,0.202,0.18,,0.996,3.95,,,2.855
5/29/2019,13:35:21,22.266,740.4,87.8,7.62,232.8,220.6,7.66,220.5,18.28,0.189,0.17,,0.974,3.85,,,2.863
5/29/2019,13:35:22,22.205,740.4,87.5,7.61,233.2,220.7,7.65,220.5,18.18,0.173,0.15,,0.965,3.82,,,2.939
5/29/2019,13:35:23,22.133,740.3,87.2,7.59,233.9,221.1,7.65,220.5,18.07,0.158,0.14,,0.967,3.83,,,3.027
5/29/2019,13:35:24,22.099,740.3,86.9,7.58,234.4,221.4,7.64,220.5,18.01,0.146,0.13,,0.969,3.84,,,3.1
5/29/2019,13:35:25,22.077,740.5,83.7,7.31,234.7,221.6,7.64,220.6,17.89,0.128,0.11,,0.975,3.86,,,3.151
