Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
7/11/2019,13:26:42,29.054,747.1,126.6,9.72,248.5,267.7,8.81,187.9,1.75,0.694,0.69,,1.57,6.29,,,0.028
7/11/2019,13:26:43,29.06,747.2,128.8,9.89,249,268.3,8.81,188.1,1.83,0.642,0.63,,1.551,6.21,,,0.028
7/11/2019,13:26:44,29.065,747.2,131,10.06,249,268.4,8.81,187.8,1.81,0.655,0.65,,1.752,7.03,,,0.048
7/11/2019,13:26:45,29.067,747.2,132.6,10.18,249.1,268.4,8.81,187.7,1.84,0.676,0.67,,1.822,7.31,,,0.106
7/11/2019,13:26:46,29.064,747.2,134.1,10.3,249.1,268.5,8.81,187.9,1.92,0.656,0.65,,1.775,7.12,,,0.207
7/11/2019,13:26:47,29.061,747.2,135.3,10.39,249.2,268.5,8.81,188.1,1.83,0.639,0.63,,1.837,7.37,,,0.259
7/11/2019,13:26:48,29.062,747.2,136.4,10.48,249.3,268.6,8.81,188.1,1.77,0.654,0.65,,1.848,7.42,,,0.327
7/11/2019,13:26:49,29.065,747.2,137.4,10.55,249.3,268.6,8.81,188.1,1.87,0.701,0.69,,1.868,7.5,,,0.35
7/11/2019,13:26:50,29.081,747.2,138.4,10.62,249.3,268.8,8.8,188.9,1.83,0.653,0.65,,1.841,7.39,,,0.401
7/11/2019,13:26:51,29.09,747.1,138.9,10.66,249.4,268.9,8.8,189.1,1.6,0.658,0.65,,1.843,7.4,,,0.463
7/11/2019,13:26:52,29.093,747.2,139.5,10.71,249.5,269,8.8,189.2,1.58,0.697,0.69,,1.919,7.71,,,0.479
7/11/2019,13:26:53,29.095,747.2,139.9,10.74,249.4,268.9,8.8,189.7,1.65,0.655,0.65,,1.893,7.6,,,0.508
7/11/2019,13:26:54,29.096,747.2,140.3,10.76,249.4,268.9,8.79,190.3,1.62,0.679,0.67,,1.842,7.39,,,0.551
7/11/2019,13:26:55,29.104,747.2,140.6,10.79,249.5,269,8.78,190.9,1.57,0.729,0.72,,1.904,7.64,,,0.546
7/11/2019,13:26:56,29.106,747.2,141,10.82,249.5,269.1,8.78,191,1.62,0.753,0.75,,1.956,7.86,,,0.604
7/11/2019,13:26:57,29.107,747.2,141.1,10.83,249.5,269,8.79,190.6,1.61,0.755,0.75,,1.944,7.81,,,0.652
7/11/2019,13:26:58,29.107,747.2,141.4,10.85,249.5,269.1,8.79,190.5,1.62,0.783,0.78,,2.012,8.09,,,0.687
7/11/2019,13:26:59,29.098,747.2,141.5,10.86,249.5,269.1,8.79,190.3,1.65,0.838,0.83,,2.047,8.23,,,0.758
7/11/2019,13:27:00,29.088,747.2,141.7,10.87,249.5,269,8.79,190.3,1.76,0.793,0.79,,2.103,8.46,,,0.84
7/11/2019,13:27:01,29.082,747.2,141.9,10.89,249.4,268.9,8.79,190.5,1.73,0.784,0.78,,2.174,8.74,,,0.882
7/11/2019,13:27:02,29.079,747.2,142.2,10.91,249.4,268.9,8.79,190.5,1.76,0.756,0.75,,2.218,8.92,,,0.915
7/11/2019,13:27:03,29.071,747.2,142.3,10.93,249.4,268.8,8.79,190.2,1.72,0.758,0.75,,2.289,9.22,,,0.978
7/11/2019,13:27:04,29.067,747.2,142.5,10.94,249.4,268.7,8.79,190.1,1.71,0.773,0.77,,2.269,9.13,,,0.99
7/11/2019,13:27:05,29.063,747.2,142.6,10.95,249.4,268.7,8.79,189.8,1.83,0.756,0.75,,2.24,9.01,,,1.049
7/11/2019,13:27:06,29.058,747.2,142.9,10.97,249.4,268.8,8.79,189.7,1.73,0.805,0.8,,2.363,9.51,,,1.066
7/11/2019,13:27:07,29.048,747.1,143.1,10.99,249.5,268.8,8.79,189.7,1.7,0.864,0.86,,2.496,10.06,,,1.067
7/11/2019,13:27:08,29.047,747.1,143.3,11.01,249.5,268.8,8.79,189.6,1.78,0.847,0.84,,2.499,10.07,,,1.052
7/11/2019,13:27:09,29.052,747.2,143.5,11.02,249.5,268.8,8.79,189.8,1.73,0.809,0.8,,2.465,9.93,,,1.039
7/11/2019,13:27:10,29.056,747.1,143.6,11.03,249.5,268.9,8.79,190,1.93,0.829,0.82,,2.395,9.64,,,1.035
