Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
8/28/2019,11:37:10,27.621,750.4,54.3,4.27,253.5,266.2,7.34,201.4,0.75,0.169,0.15,,0.732,2.87,,,0.032
8/28/2019,11:37:11,27.615,750.4,53.8,4.24,253.5,266.1,7.34,201.2,0.57,0.195,0.18,,0.753,2.95,,,0.032
8/28/2019,11:37:12,27.61,750.4,53.5,4.22,253.5,266.1,7.34,201.1,0.7,0.207,0.19,,0.772,3.03,,,0.039
8/28/2019,11:37:13,27.606,750.4,53.2,4.19,253.3,266,7.34,201,0.79,0.187,0.17,,0.74,2.9,,,0.046
8/28/2019,11:37:14,27.583,750.4,52.9,4.17,253.4,265.9,7.33,201,0.63,0.175,0.16,,0.709,2.77,,,0.128
8/28/2019,11:37:15,27.554,750.3,52.5,4.14,253.5,265.9,7.33,201,0.58,0.219,0.2,,0.764,3,,,0.179
8/28/2019,11:37:16,27.542,750.3,52,4.1,253.5,265.8,7.33,200.9,0.61,0.322,0.31,,0.783,3.08,,,0.211
8/28/2019,11:37:17,27.506,750.3,51.6,4.07,253.4,265.6,7.33,200.9,0.72,0.302,0.29,,0.823,3.24,,,0.266
8/28/2019,11:37:18,27.457,750.3,51.2,4.05,253.3,265.2,7.32,200.9,0.76,0.233,0.22,,0.887,3.5,,,0.361
8/28/2019,11:37:19,27.433,750.3,50.8,4.02,253.3,265.1,7.32,200.9,0.78,0.265,0.25,,0.914,3.61,,,0.414
8/28/2019,11:37:20,27.413,750.4,50.4,3.99,253.4,265,7.32,200.8,0.86,0.233,0.22,,0.998,3.95,,,0.471
8/28/2019,11:37:21,27.397,750.4,50.1,3.96,253.3,264.9,7.32,200.7,0.95,0.221,0.2,,0.996,3.95,,,0.521
8/28/2019,11:37:22,27.38,750.4,49.8,3.94,253.2,264.8,7.31,200.6,0.93,0.276,0.26,,0.98,3.88,,,0.59
8/28/2019,11:37:23,27.363,750.4,49.3,3.9,253.2,264.7,7.31,200.4,0.91,0.258,0.24,,0.993,3.93,,,0.661
8/28/2019,11:37:24,27.353,750.3,49,3.88,253.2,264.6,7.31,200.1,0.93,0.24,0.22,,1.051,4.17,,,0.751
8/28/2019,11:37:25,27.35,750.4,48.6,3.85,253.2,264.6,7.31,199.9,0.75,0.26,0.24,,1.082,4.29,,,0.801
8/28/2019,11:37:26,27.336,750.4,48.3,3.82,253.2,264.5,7.31,199.7,0.9,0.238,0.22,,1.041,4.13,,,0.851
8/28/2019,11:37:27,27.298,750.4,48,3.8,253.2,264.3,7.31,199.5,0.99,0.23,0.21,,1.079,4.28,,,0.943
8/28/2019,11:37:28,27.272,750.3,47.6,3.77,253.2,264.2,7.31,199.4,0.86,0.233,0.22,,1.132,4.5,,,1.008
8/28/2019,11:37:29,27.267,750.3,47.4,3.75,253.2,264.1,7.31,199.4,0.87,0.254,0.24,,1.112,4.42,,,1.102
8/28/2019,11:37:30,27.256,750.3,47.1,3.73,253.1,264,7.31,199.4,0.88,0.237,0.22,,1.12,4.45,,,1.148
8/28/2019,11:37:31,27.226,750.3,46.6,3.7,253.1,263.9,7.3,199.6,0.96,0.228,0.21,,1.139,4.53,,,1.252
8/28/2019,11:37:32,27.209,750.3,46.3,3.67,253.2,263.9,7.3,199.6,0.93,0.24,0.22,,1.145,4.55,,,1.312
8/28/2019,11:37:33,27.193,750.3,45.9,3.64,253.1,263.7,7.3,199.6,1,0.299,0.28,,1.143,4.54,,,1.4
8/28/2019,11:37:34,27.178,750.3,45.6,3.62,253.1,263.6,7.29,199.5,1.01,0.329,0.31,,1.175,4.67,,,1.512
8/28/2019,11:37:35,27.17,750.3,45.2,3.59,253.2,263.7,7.29,199.4,0.9,0.314,0.3,,1.11,4.41,,,1.583
8/28/2019,11:37:36,27.164,750.4,44.9,3.57,253.2,263.6,7.29,199.3,0.96,0.335,0.32,,1.031,4.09,,,1.644
8/28/2019,11:37:37,27.158,750.4,44.7,3.55,253.2,263.6,7.29,199.3,0.93,0.347,0.33,,1.028,4.07,,,1.731
8/28/2019,11:37:38,27.152,750.4,44.5,3.53,253.3,263.7,7.29,199.1,0.95,0.256,0.24,,1.01,4,,,1.784
8/28/2019,11:37:39,27.147,750.3,44.3,3.52,253.3,263.7,7.29,199,1.14,0.216,0.2,,1.024,4.06,,,1.846
8/28/2019,11:37:40,27.147,750.3,44.1,3.5,253.2,263.6,7.29,199,1.19,0.306,0.29,,1.021,4.05,,,1.874
8/28/2019,11:37:41,27.139,750.3,43.9,3.49,253.2,263.5,7.29,198.9,1.08,0.347,0.33,,0.966,3.82,,,1.958
8/28/2019,11:37:42,27.127,750.3,43.7,3.47,253.1,263.4,7.29,198.7,1.14,0.277,0.26,,0.944,3.73,,,2.004
8/28/2019,11:37:43,27.122,750.4,43.4,3.45,253.1,263.3,7.28,198.6,0.88,0.262,0.25,,0.912,3.6,,,2.043
8/28/2019,11:37:44,27.119,750.3,43.2,3.44,253.1,263.3,7.28,198.5,0.88,0.285,0.27,,0.906,3.58,,,2.108
8/28/2019,11:37:45,27.117,750.4,43,3.42,253.1,263.3,7.28,198.5,1.11,0.283,0.27,,0.873,3.45,,,2.196
8/28/2019,11:37:46,27.112,750.3,42.7,3.4,253.1,263.4,7.28,198.3,1.08,0.25,0.23,,0.832,3.28,,,2.31
8/28/2019,11:37:47,27.108,750.3,42.4,3.37,253.1,263.3,7.28,198.2,1.07,0.197,0.18,,0.869,3.43,,,2.432
8/28/2019,11:37:48,27.107,750.3,42,3.34,253.1,263.3,7.28,198.1,1.07,0.193,0.18,,0.878,3.47,,,2.511
8/28/2019,11:37:49,27.108,750.3,41.7,3.32,253.1,263.3,7.28,198.1,0.99,0.239,0.22,,0.837,3.3,,,2.584
8/28/2019,11:37:50,27.105,750.4,41.5,3.3,253.1,263.3,7.28,198,0.84,0.235,0.22,,0.825,3.25,,,2.663
8/28/2019,11:37:51,27.1,750.3,41.2,3.27,253.1,263.2,7.27,197.9,1.07,0.189,0.17,,0.877,3.46,,,2.777
8/28/2019,11:37:52,27.098,750.4,40.9,3.25,253.1,263.2,7.27,197.8,1.22,0.211,0.19,,0.878,3.46,,,2.819
8/28/2019,11:37:53,27.095,750.3,40.7,3.23,253.1,263.2,7.27,197.7,1.16,0.248,0.23,,0.838,3.3,,,2.913
8/28/2019,11:37:54,27.092,750.4,40.5,3.22,253.1,263.3,7.27,197.6,1.16,0.253,0.24,,0.818,3.22,,,2.963
8/28/2019,11:37:55,27.09,750.5,40.2,3.2,253,263.1,7.27,197.5,1.04,0.249,0.23,,0.806,3.17,,,3.096
8/28/2019,11:37:56,27.088,750.4,40,3.18,253,263.1,7.27,197.5,1.19,0.221,0.2,,0.805,3.17,,,3.167
8/28/2019,11:37:57,27.089,750.4,39.8,3.16,253,263.1,7.27,197.3,1.23,0.214,0.2,,0.82,3.23,,,3.187
8/28/2019,11:37:58,27.087,750.3,39.6,3.15,253.1,263.2,7.27,197.2,1.13,0.24,0.22,,0.793,3.12,,,3.258
8/28/2019,11:37:59,27.084,750.3,39.4,3.14,253,263.1,7.27,197,1.23,0.222,0.2,,0.823,3.24,,,3.405
8/28/2019,11:38:00,27.083,750.3,39.3,3.13,253.1,263.1,7.27,197,1.11,0.182,0.16,,0.846,3.33,,,3.489
8/28/2019,11:38:01,27.082,750.3,39.2,3.12,253.2,263.2,7.27,196.9,0.95,0.18,0.16,,0.785,3.09,,,3.517
8/28/2019,11:38:02,27.083,750.3,39.1,3.11,253.2,263.2,7.27,196.8,0.9,0.286,0.27,,0.796,3.13,,,3.537
8/28/2019,11:38:03,27.084,750.4,39,3.1,253.2,263.3,7.27,196.7,0.89,0.284,0.27,,0.847,3.34,,,3.54
8/28/2019,11:38:04,27.084,750.3,38.9,3.1,253.2,263.2,7.27,196.5,1.12,0.25,0.23,,0.864,3.41,,,3.535
8/28/2019,11:38:05,27.082,750.3,38.8,3.09,253.1,263.2,7.27,196.4,1.36,0.219,0.2,,0.831,3.27,,,3.577
8/28/2019,11:38:06,27.077,750.3,38.7,3.08,253.1,263.1,7.27,196.3,1.19,0.115,0.1,,0.835,3.29,,,3.673
8/28/2019,11:38:07,27.077,750.3,38.6,3.07,253.1,263.1,7.27,196.2,0.97,0.105,0.09,,0.853,3.36,,,3.717
8/28/2019,11:38:08,27.077,750.4,38.6,3.07,253.1,263.1,7.27,196.1,1.04,0.149,0.13,,0.845,3.33,,,3.773
8/28/2019,11:38:09,27.075,750.2,38.5,3.06,253,263,7.27,196,1.11,0.162,0.14,,0.801,3.15,,,3.831
8/28/2019,11:38:10,27.075,750.4,38.4,3.05,253,263,7.26,195.8,0.97,0.189,0.17,,0.752,2.95,,,3.958
8/28/2019,11:38:11,27.074,750.2,38.3,3.05,253,263,7.27,195.7,1.07,0.196,0.18,,0.783,3.08,,,4.024
8/28/2019,11:38:12,27.073,750.3,38.3,3.04,253,263.1,7.27,195.6,1.1,0.208,0.19,,0.84,3.31,,,4.072
8/28/2019,11:38:13,27.073,750.3,38.2,3.04,253.1,263.1,7.26,195.5,1.06,0.183,0.17,,0.839,3.31,,,4.133
8/28/2019,11:38:14,27.073,750.3,38.1,3.03,253.1,263.1,7.26,195.4,1.13,0.198,0.18,,0.779,3.06,,,4.185
8/28/2019,11:38:15,27.073,750.4,38.1,3.03,253.1,263.1,7.26,195.3,1.06,0.186,0.17,,0.76,2.98,,,4.235
8/28/2019,11:38:16,27.073,750.3,38,3.02,253,263,7.26,195.2,0.85,0.174,0.16,,0.762,2.99,,,4.286
8/28/2019,11:38:17,27.071,750.4,37.9,3.02,253,263,7.26,195.1,0.9,0.152,0.13,,0.755,2.96,,,4.356
8/28/2019,11:38:18,27.069,750.3,37.9,3.01,253.1,263.1,7.26,195,0.94,0.137,0.12,,0.745,2.92,,,4.425
8/28/2019,11:38:19,27.068,750.4,37.8,3.01,253.1,263.1,7.27,194.8,0.88,0.166,0.15,,0.751,2.95,,,4.45
8/28/2019,11:38:20,27.067,750.4,37.8,3.01,253.1,263.1,7.27,194.7,0.93,0.204,0.19,,0.807,3.18,,,4.478
8/28/2019,11:38:21,27.067,750.2,37.8,3,253.1,263.1,7.27,194.6,1.07,0.246,0.23,,0.854,3.37,,,4.495
8/28/2019,11:38:22,27.067,750.4,37.7,3,253.1,263.1,7.27,194.6,0.99,0.257,0.24,,0.817,3.22,,,4.575
8/28/2019,11:38:23,27.065,750.3,37.7,3,253.1,263.1,7.27,194.6,0.93,0.201,0.18,,0.775,3.04,,,4.64
8/28/2019,11:38:24,27.064,750.4,37.7,3,253.2,263.1,7.27,194.5,0.99,0.177,0.16,,0.789,3.1,,,4.691
8/28/2019,11:38:25,27.064,750.3,37.6,2.99,253.2,263.1,7.26,194.4,1.14,0.193,0.18,,0.788,3.1,,,4.757
8/28/2019,11:38:26,27.063,750.3,37.5,2.99,253.1,263.1,7.26,194.4,1.04,0.129,0.11,,0.79,3.11,,,4.806
8/28/2019,11:38:27,27.062,750.3,37.5,2.98,253.1,263.1,7.26,194.3,0.95,0.162,0.14,,0.789,3.1,,,4.855
8/28/2019,11:38:28,27.061,750.3,37.4,2.98,253.1,263.1,7.26,194.3,1.05,0.156,0.14,,0.791,3.11,,,4.917
8/28/2019,11:38:29,27.061,750.4,37.4,2.98,253.1,263.1,7.26,194.2,1.07,0.15,0.13,,0.795,3.13,,,4.976
8/28/2019,11:38:30,27.061,750.3,37.4,2.98,253.1,263.1,7.26,194.2,1.05,0.23,0.21,,0.753,2.95,,,5.059
8/28/2019,11:38:31,27.061,750.2,37.4,2.97,253.1,263.1,7.26,194.1,1.13,0.218,0.2,,0.826,3.25,,,5.12
