Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
8/28/2019,16:06:31,28.742,748.7,106.9,8.25,251.5,269.4,7.94,233,0.65,0.915,0.91,,2.963,11.96,,,0.183
8/28/2019,16:06:32,28.748,748.7,107,8.26,251.4,269.4,7.95,233,0.64,0.961,0.96,,2.978,12.02,,,0.194
8/28/2019,16:06:33,28.751,748.7,107.2,8.27,251.5,269.5,7.95,233,0.42,0.957,0.96,,2.997,12.1,,,0.19
8/28/2019,16:06:34,28.742,748.8,107.3,8.28,251.6,269.6,7.95,233.1,0.5,0.914,0.91,,3.027,12.22,,,0.188
8/28/2019,16:06:35,28.739,748.7,107.4,8.29,251.7,269.7,7.95,233.1,0.6,0.944,0.94,,3.083,12.45,,,0.193
8/28/2019,16:06:36,28.732,748.8,107.4,8.3,251.7,269.7,7.95,233.1,0.53,0.951,0.95,,3.241,13.09,,,0.296
8/28/2019,16:06:37,28.72,748.7,107.6,8.31,251.7,269.6,7.96,233.1,0.41,0.98,0.98,,3.374,13.64,,,0.43
8/28/2019,16:06:38,28.701,748.7,107.6,8.32,251.6,269.4,7.96,233.1,0.49,1.09,1.09,,3.482,14.07,,,0.506
8/28/2019,16:06:39,28.679,748.8,107.6,8.32,251.5,269.2,7.96,233.2,0.56,1.066,1.07,,3.46,13.99,,,0.611
8/28/2019,16:06:40,28.661,748.7,107.7,8.33,251.6,269.2,7.95,233.2,0.44,0.991,0.99,,3.271,13.21,,,0.756
8/28/2019,16:06:41,28.658,748.7,107.8,8.33,251.6,269.1,7.95,233.2,0.56,1.047,1.05,,3.231,13.05,,,0.847
8/28/2019,16:06:42,28.657,748.7,107.7,8.33,251.5,269.1,7.95,232.9,0.62,1.021,1.02,,3.307,13.36,,,0.955
8/28/2019,16:06:43,28.654,748.8,107.6,8.32,251.5,269.1,7.94,232.9,0.62,0.998,1,,3.279,13.25,,,1.094
8/28/2019,16:06:44,28.648,748.8,107.5,8.31,251.5,269,7.94,232.7,0.58,1.036,1.04,,3.229,13.04,,,1.171
8/28/2019,16:06:45,28.642,748.7,107.4,8.31,251.5,269,7.93,232.6,0.46,0.976,0.97,,3.263,13.18,,,1.221
8/28/2019,16:06:46,28.637,748.7,107.1,8.29,251.6,269.1,7.93,232.2,0.41,0.905,0.9,,3.118,12.59,,,1.304
8/28/2019,16:06:47,28.615,748.7,106.9,8.27,251.8,269.1,7.92,232.2,0.45,0.917,0.91,,2.932,11.83,,,1.442
8/28/2019,16:06:48,28.592,748.7,106.2,8.22,251.9,269.2,7.9,232.1,0.48,0.906,0.9,,2.862,11.55,,,1.529
8/28/2019,16:06:49,28.573,748.8,105.7,8.18,251.9,269.1,7.89,232.1,0.47,0.84,0.84,,2.808,11.33,,,1.553
8/28/2019,16:06:50,28.531,748.8,104.8,8.11,251.9,269,7.87,232.1,0.34,0.812,0.81,,2.512,10.12,,,1.6
8/28/2019,16:06:51,28.348,748.7,103.7,8.04,252.5,268.7,7.83,232.4,0.47,0.751,0.75,,2.088,8.4,,,1.754
8/28/2019,16:06:52,28.179,748.8,102,7.95,252.9,268.3,7.77,232.3,0.42,0.617,0.61,,1.916,7.7,,,1.836
8/28/2019,16:06:53,28.151,748.8,100.7,7.86,252.7,268,7.74,231.8,0.29,0.552,0.54,,1.833,7.36,,,1.868
8/28/2019,16:06:54,28.105,748.8,99,7.73,252.6,267.6,7.73,231.5,0.4,0.579,0.57,,1.8,7.22,,,1.898
8/28/2019,16:06:55,28.044,748.8,97.4,7.61,252.7,267.4,7.71,231.4,0.46,0.617,0.61,,1.763,7.07,,,1.958
