Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
7/11/2019,12:36:53,29.329,747.5,119.5,9.13,248.5,269,8.89,181,1.9,0.501,0.49,,1.373,5.48,,,0.341
7/11/2019,12:36:54,29.334,747.5,121.8,9.31,248.9,269.5,8.88,180.7,1.67,0.61,0.6,,1.42,5.67,,,0.329
7/11/2019,12:36:55,29.354,747.5,124,9.47,249,269.7,8.88,180.7,1.56,0.561,0.55,,1.431,5.72,,,0.364
7/11/2019,12:36:56,29.358,747.6,126.7,9.68,249,269.8,8.88,180.6,1.55,0.511,0.5,,1.443,5.77,,,0.404
7/11/2019,12:36:57,29.358,747.5,129.6,9.9,249.2,269.9,8.87,180.4,1.48,0.552,0.54,,1.508,6.03,,,0.434
7/11/2019,12:36:58,29.361,747.5,131.9,10.07,249.3,270.1,8.87,180.2,1.42,0.613,0.6,,1.48,5.92,,,0.462
7/11/2019,12:36:59,29.364,747.5,134,10.23,249.3,270,8.87,180,1.35,0.627,0.62,,1.514,6.05,,,0.462
7/11/2019,12:37:00,29.366,747.6,135.5,10.35,249.3,270.1,8.87,180,1.38,0.592,0.58,,1.598,6.4,,,0.486
7/11/2019,12:37:01,29.368,747.5,137.2,10.48,249.4,270.2,8.86,180,1.54,0.544,0.53,,1.612,6.45,,,0.499
7/11/2019,12:37:02,29.37,747.6,138.5,10.58,249.4,270.2,8.86,180,1.52,0.463,0.45,,1.635,6.55,,,0.546
7/11/2019,12:37:03,29.372,747.6,139.7,10.67,249.4,270.2,8.86,180,1.4,0.485,0.47,,1.645,6.59,,,0.589
7/11/2019,12:37:04,29.373,747.5,140.6,10.73,249.4,270.2,8.86,179.9,1.4,0.615,0.61,,1.635,6.55,,,0.632
7/11/2019,12:37:05,29.372,747.6,141.5,10.81,249.4,270.2,8.86,179.8,1.36,0.682,0.67,,1.612,6.45,,,0.674
7/11/2019,12:37:06,29.372,747.6,142.3,10.87,249.3,270.2,8.86,179.8,1.4,0.628,0.62,,1.666,6.68,,,0.71
7/11/2019,12:37:07,29.375,747.7,143.1,10.93,249.3,270.2,8.86,179.8,1.48,0.605,0.6,,1.742,6.99,,,0.746
7/11/2019,12:37:08,29.369,747.6,143.7,10.98,249.4,270.2,8.86,179.9,1.48,0.683,0.68,,1.84,7.38,,,0.778
7/11/2019,12:37:09,29.369,747.6,144.3,11.02,249.4,270.2,8.86,180.1,1.52,0.681,0.67,,1.838,7.37,,,0.825
7/11/2019,12:37:10,29.377,747.6,144.9,11.06,249.5,270.3,8.86,180.1,1.52,0.685,0.68,,1.783,7.15,,,0.822
7/11/2019,12:37:11,29.375,747.7,145.3,11.1,249.4,270.3,8.86,180.3,1.51,0.669,0.66,,1.859,7.46,,,0.892
7/11/2019,12:37:12,29.368,747.6,145.7,11.13,249.3,270.1,8.85,180.4,1.62,0.598,0.59,,2.017,8.11,,,0.94
