Unit ID:,1,,,,,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,,,,,
Site:,Cow,,,,,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,,,,,
Handheld,2, 17F105819,1.0.42,,,,,,,,,,,,,,,
5P Sonde,4, 17G100162,1.0.55,,,,,,,,,,,,,,,
CT,1, 17F102078,3.0.5,,,,,,,,,,,,,,,
Turbidity,1, 18E100546,3.0.0,,,,,,,,,,,,,,,
ODO,1, 18E105016,3.0.0,,,,,,,,,,,,,,,
Depth,2, 17F104892,3.0.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
6/28/2019,10:18:34,28.237,743,111.5,8.69,151.2,160.5,,,117.9,,,,,,,,0.004
6/28/2019,10:18:35,28.302,743,111.8,8.7,152.7,162.3,,,111.06,,,,,,,,0.005
6/28/2019,10:18:36,28.356,743,112,8.71,152.6,162.4,,,111.13,,,,,,,,0.007
6/28/2019,10:18:37,28.393,743,112.2,8.72,152.5,162.4,,,114.57,,,,,,,,0.01
6/28/2019,10:18:38,28.414,743,112.3,8.73,152.4,162.4,,,114.58,,,,,,,,0.016
6/28/2019,10:18:39,28.423,743,112.4,8.73,152.4,162.4,,,114.73,,,,,,,,0.024
6/28/2019,10:18:40,28.424,743,112.3,8.72,152.4,162.3,,,115.11,,,,,,,,0.033
6/28/2019,10:18:41,28.408,743,108.2,8.4,152.4,162.3,,,115.21,,,,,,,,0.049
6/28/2019,10:18:42,28.389,742.9,104.8,8.15,152.5,162.3,,,115.35,,,,,,,,0.066
6/28/2019,10:18:43,28.366,743,101.1,7.86,152.5,162.3,,,114.89,,,,,,,,0.084
6/28/2019,10:18:44,28.342,743,95.9,7.46,152.5,162.3,,,114.94,,,,,,,,0.855
6/28/2019,10:18:45,28.317,743,88.2,6.86,152.5,162.1,,,115.04,,,,,,,,0.993
6/28/2019,10:18:46,28.262,743,82.8,6.45,152.4,162,,,115.26,,,,,,,,1.044
6/28/2019,10:18:47,26.639,743,74.5,5.81,156.8,161.7,,,115.33,,,,,,,,1.098
6/28/2019,10:18:48,25.962,743,71.6,5.83,158.6,161.4,,,115.37,,,,,,,,1.203
6/28/2019,10:18:49,25.989,743,56.6,4.56,158,161,,,115.3,,,,,,,,1.269
6/28/2019,10:18:50,25.353,743,49,4.02,159.3,160.5,,,114.99,,,,,,,,1.315
6/28/2019,10:18:51,25.193,743,42.2,3.47,159.2,159.8,,,114.71,,,,,,,,1.345
6/28/2019,10:18:52,25.213,743,39.6,3.26,158.6,159.2,,,104.19,,,,,,,,1.373
6/28/2019,10:18:53,25.263,743,32,2.63,157.6,158.4,,,108.7,,,,,,,,1.409
6/28/2019,10:18:54,25.231,743,28.4,2.33,156.9,157.6,,,104.24,,,,,,,,1.434
6/28/2019,10:18:55,25.085,743,25,2.06,156.5,156.9,,,104.09,,,,,,,,1.465
6/28/2019,10:18:56,24.977,743,24.2,2,156,155.9,,,104.55,,,,,,,,1.493
6/28/2019,10:18:57,24.871,743,22.9,1.89,155.5,155.1,,,104.35,,,,,,,,1.52
6/28/2019,10:18:58,24.784,743,18.2,1.51,154.9,154.2,,,104.12,,,,,,,,1.555
6/28/2019,10:18:59,24.679,743,16.5,1.37,154.3,153.4,,,103.92,,,,,,,,1.585
6/28/2019,10:19:00,23.377,743,15.1,1.28,157.5,152.6,,,104.04,,,,,,,,1.614
6/28/2019,10:19:01,23.528,743,14.1,1.2,156.3,152,,,104,,,,,,,,1.644
