Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
8/28/2019,15:52:03,28.934,748.9,99.8,7.68,252.4,271.3,7.87,222.8,0.09,0.522,0.51,,1.588,6.36,,,0
8/28/2019,15:52:04,28.93,748.9,99.9,7.68,252.3,271.3,7.87,222.7,0.13,0.602,0.59,,1.596,6.39,,,0.001
8/28/2019,15:52:05,28.927,748.8,100,7.7,252.4,271.3,7.88,222.6,0.02,0.603,0.59,,1.607,6.43,,,0.008
8/28/2019,15:52:06,28.925,749,100.1,7.7,252.4,271.3,7.88,222.5,0.05,0.537,0.53,,1.705,6.83,,,0.046
8/28/2019,15:52:07,28.919,749,100.2,7.71,252.4,271.3,7.88,222.4,0.1,0.529,0.52,,1.728,6.93,,,0.095
8/28/2019,15:52:08,28.915,749,100.3,7.72,252.4,271.2,7.89,222.3,0.19,0.587,0.58,,1.731,6.94,,,0.107
8/28/2019,15:52:09,28.914,749,100.5,7.73,252.4,271.3,7.89,222.3,0.19,0.662,0.65,,1.715,6.88,,,0.113
8/28/2019,15:52:10,28.913,749,100.6,7.75,252.3,271.2,7.89,222.2,0.23,0.674,0.67,,1.7,6.81,,,0.156
8/28/2019,15:52:11,28.908,748.9,100.7,7.75,252.3,271.2,7.89,222,0.25,0.582,0.57,,1.702,6.82,,,0.228
8/28/2019,15:52:12,28.908,748.9,100.8,7.76,252.3,271.1,7.89,222,0.15,0.561,0.55,,1.741,6.98,,,0.302
8/28/2019,15:52:13,28.908,749,100.9,7.77,252.3,271.1,7.89,221.9,0.18,0.622,0.61,,1.936,7.78,,,0.384
8/28/2019,15:52:14,28.883,748.9,100.9,7.77,252.3,271.1,7.9,222,0.33,0.701,0.69,,2.219,8.93,,,0.476
