"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","C.uS.cm","pH","ORP.mV","FNU","BGA.PC.RFU","BGA.PC.ug.L","BGA.PC.c.mL","Chl.RFU","Chl.ug.L","PAR1.ppfd","PAR2.ppfd","DEP.m"
"35","8/15/2019","9:01:58",28.718,741.2,112.1,8.66,167.7,179.6,8.91,136.6,5.37,2.452,2.48,NA,2.233,8.99,NA,NA,0.889
"36","8/15/2019","9:01:59",28.72,741.2,112.1,8.66,167.7,179.6,8.91,136.2,5.47,2.53,2.56,NA,2.242,9.02,NA,NA,0.91
"37","8/15/2019","9:02:00",28.721,741.1,112.1,8.66,167.7,179.6,8.93,135.3,5.28,2.585,2.62,NA,2.162,8.69,NA,NA,0.923
"38","8/15/2019","9:02:01",28.72,741.1,112.2,8.67,167.7,179.6,8.93,134.8,5.33,2.528,2.56,NA,2.199,8.85,NA,NA,0.931
"39","8/15/2019","9:02:02",28.721,741.2,112.2,8.67,167.6,179.5,8.95,133.9,5.37,2.523,2.55,NA,2.212,8.9,NA,NA,0.941
"40","8/15/2019","9:02:03",28.722,741.2,112.2,8.67,167.6,179.6,8.95,133.6,5.33,2.581,2.61,NA,2.171,8.73,NA,NA,0.943
"41","8/15/2019","9:02:04",28.721,741.2,112.2,8.67,167.6,179.6,8.94,133.8,5.47,2.555,2.59,NA,2.116,8.51,NA,NA,0.947
"42","8/15/2019","9:02:05",28.722,741.2,112.2,8.67,167.7,179.6,8.94,134,5.53,2.49,2.52,NA,2.044,8.21,NA,NA,0.956
"43","8/15/2019","9:02:06",28.724,741.2,112.2,8.67,167.6,179.6,8.94,133.9,5.44,2.48,2.51,NA,2.084,8.38,NA,NA,0.967
"44","8/15/2019","9:02:07",28.725,741.2,112.1,8.66,167.6,179.5,8.95,133.3,5.58,2.498,2.53,NA,2.111,8.49,NA,NA,0.979
"45","8/15/2019","9:02:08",28.724,741.2,112.1,8.66,167.6,179.5,8.98,131.4,5.7,2.519,2.55,NA,2.119,8.52,NA,NA,0.99
"46","8/15/2019","9:02:09",28.723,741.1,112,8.66,167.6,179.5,9.01,129.3,5.82,2.524,2.55,NA,2.099,8.44,NA,NA,0.993
"47","8/15/2019","9:02:10",28.721,741.2,112,8.65,167.7,179.6,9.02,129,5.65,2.547,2.58,NA,2.033,8.17,NA,NA,1.001
"48","8/15/2019","9:02:11",28.721,741.2,112,8.66,167.7,179.6,9.02,128.8,5.52,2.561,2.59,NA,2.039,8.2,NA,NA,1.011
"49","8/15/2019","9:02:12",28.723,741.2,112,8.66,167.7,179.6,9.02,128.4,5.41,2.543,2.57,NA,2.071,8.33,NA,NA,1.017
"50","8/15/2019","9:02:13",28.725,741.1,112,8.65,167.7,179.6,9.02,128.1,5.27,2.485,2.51,NA,2.098,8.44,NA,NA,1.022
"51","8/15/2019","9:02:14",28.722,741.1,112,8.65,167.7,179.6,9.03,127.8,5.5,2.419,2.45,NA,2.105,8.46,NA,NA,1.029
"52","8/15/2019","9:02:15",28.72,741.1,112,8.65,167.7,179.6,9.03,127.6,5.82,2.397,2.42,NA,2.06,8.28,NA,NA,1.041
"53","8/15/2019","9:02:16",28.72,741.2,112,8.65,167.7,179.6,9.03,127.6,5.94,2.411,2.44,NA,2.071,8.33,NA,NA,1.054
"54","8/15/2019","9:02:17",28.721,741.1,112,8.65,167.6,179.6,9.03,127.7,5.94,2.466,2.5,NA,2.114,8.5,NA,NA,1.061
"55","8/15/2019","9:02:18",28.721,741.1,112,8.65,167.7,179.6,9.02,128,5.54,2.539,2.57,NA,2.13,8.57,NA,NA,1.07
"56","8/15/2019","9:02:19",28.723,741.2,112,8.65,167.7,179.6,9.02,128,5.28,2.526,2.56,NA,2.147,8.64,NA,NA,1.084
"57","8/15/2019","9:02:20",28.723,741.2,111.9,8.65,167.7,179.6,9.02,127.8,5.77,2.493,2.52,NA,2.226,8.96,NA,NA,1.101
"58","8/15/2019","9:02:21",28.723,741.1,112,8.65,167.7,179.6,9.02,127.7,5.84,2.443,2.47,NA,2.256,9.08,NA,NA,1.112
"59","8/15/2019","9:02:22",28.721,741.1,111.9,8.65,167.7,179.6,9.02,127.5,5.65,2.436,2.46,NA,2.249,9.05,NA,NA,1.124
"60","8/15/2019","9:02:23",28.721,741.2,111.9,8.65,167.7,179.6,9.02,127.8,5.5,2.477,2.51,NA,2.232,8.98,NA,NA,1.136
"61","8/15/2019","9:02:24",28.723,741.2,111.9,8.64,167.7,179.6,9.01,128.1,5.55,2.425,2.45,NA,2.185,8.79,NA,NA,1.148
"62","8/15/2019","9:02:25",28.724,741.2,111.9,8.64,167.7,179.7,9,128.3,5.69,2.378,2.4,NA,2.168,8.72,NA,NA,1.168
"63","8/15/2019","9:02:26",28.725,741.2,111.8,8.64,167.8,179.7,9.01,128.2,5.78,2.413,2.44,NA,2.151,8.65,NA,NA,1.183
"64","8/15/2019","9:02:27",28.727,741.2,111.8,8.64,167.8,179.8,9.01,127.8,5.68,2.416,2.44,NA,2.223,8.94,NA,NA,1.202
"65","8/15/2019","9:02:28",28.728,741.2,111.8,8.63,167.8,179.7,9.02,127.4,5.72,2.419,2.45,NA,2.231,8.98,NA,NA,1.212
"66","8/15/2019","9:02:29",28.726,741.2,111.8,8.64,167.7,179.7,9.02,127.1,5.96,2.469,2.5,NA,2.205,8.87,NA,NA,1.226
"67","8/15/2019","9:02:30",28.725,741.2,111.8,8.64,167.7,179.6,9.02,127,5.88,2.472,2.5,NA,2.237,9,NA,NA,1.236
"68","8/15/2019","9:02:31",28.726,741.2,111.9,8.64,167.7,179.6,9.01,127.4,5.77,2.416,2.44,NA,2.193,8.82,NA,NA,1.247
"69","8/15/2019","9:02:32",28.723,741.1,112,8.65,167.7,179.6,9,127.6,5.76,2.396,2.42,NA,2.142,8.61,NA,NA,1.257
"70","8/15/2019","9:02:33",28.722,741.2,111.9,8.65,167.7,179.6,9,127.4,5.75,2.481,2.51,NA,2.182,8.78,NA,NA,1.269
"71","8/15/2019","9:02:34",28.722,741.1,111.9,8.65,167.7,179.6,9,127.2,5.48,2.482,2.51,NA,2.246,9.04,NA,NA,1.282
"72","8/15/2019","9:02:35",28.723,741.2,111.9,8.65,167.7,179.6,9.01,127.4,5.33,2.409,2.44,NA,2.233,8.99,NA,NA,1.29
"73","8/15/2019","9:02:36",28.721,741.2,111.9,8.65,167.7,179.6,9.01,127.1,5.46,2.437,2.47,NA,2.238,9.01,NA,NA,1.304
"74","8/15/2019","9:02:37",28.72,741.1,111.9,8.65,167.7,179.6,9.01,126.5,5.69,2.46,2.49,NA,2.34,9.42,NA,NA,1.325
"75","8/15/2019","9:02:38",28.72,741.2,111.9,8.64,167.7,179.7,9.01,126.4,5.69,2.454,2.48,NA,2.392,9.63,NA,NA,1.339
"76","8/15/2019","9:02:39",28.719,741.2,111.8,8.64,167.8,179.7,9.01,126.3,5.58,2.399,2.43,NA,2.32,9.34,NA,NA,1.354
"77","8/15/2019","9:02:40",28.717,741.2,111.7,8.63,167.8,179.7,9.01,126.4,5.66,2.413,2.44,NA,2.23,8.97,NA,NA,1.37
"78","8/15/2019","9:02:41",28.715,741.2,111.6,8.63,167.8,179.7,9,126.5,6.08,2.442,2.47,NA,2.275,9.15,NA,NA,1.387
"79","8/15/2019","9:02:42",28.714,741.2,111.5,8.62,167.7,179.6,9,126.2,5.8,2.407,2.43,NA,2.289,9.21,NA,NA,1.397
"80","8/15/2019","9:02:43",28.712,741.2,111.5,8.61,167.7,179.6,9,126.1,5.68,2.378,2.4,NA,2.223,8.95,NA,NA,1.412
"81","8/15/2019","9:02:44",28.711,741.2,111.4,8.61,167.8,179.7,9,125.7,5.7,2.441,2.47,NA,2.212,8.9,NA,NA,1.425
"82","8/15/2019","9:02:45",28.709,741.2,111.3,8.6,167.8,179.6,9.01,125.5,5.77,2.497,2.53,NA,2.322,9.35,NA,NA,1.436
"83","8/15/2019","9:02:46",28.71,741.2,111.2,8.59,167.7,179.6,9.01,126.8,5.87,2.512,2.54,NA,2.523,10.17,NA,NA,1.447
"84","8/15/2019","9:02:47",28.711,741.1,111.1,8.58,167.7,179.6,9.01,126,5.59,2.518,2.55,NA,2.5,10.07,NA,NA,1.458
"85","8/15/2019","9:02:48",28.711,741.1,111,8.58,167.7,179.6,9.02,124.2,5.75,2.445,2.47,NA,2.378,9.58,NA,NA,1.472
"86","8/15/2019","9:02:49",28.712,741.1,111,8.58,167.7,179.6,9.02,124.4,5.81,2.369,2.4,NA,2.361,9.51,NA,NA,1.491
"87","8/15/2019","9:02:50",28.714,741.1,110.9,8.57,167.8,179.7,9.01,124.4,5.67,2.381,2.41,NA,2.393,9.64,NA,NA,1.505
"88","8/15/2019","9:02:51",28.716,741.1,110.9,8.57,167.8,179.7,9,124.6,5.62,2.419,2.45,NA,2.419,9.74,NA,NA,1.52
"89","8/15/2019","9:02:52",28.716,741.2,110.9,8.57,167.8,179.7,8.99,124.9,5.82,2.388,2.42,NA,2.334,9.4,NA,NA,1.541
"90","8/15/2019","9:02:53",28.711,741.2,110.9,8.57,167.8,179.7,8.99,125.1,5.76,2.403,2.43,NA,2.312,9.31,NA,NA,1.547
"91","8/15/2019","9:02:54",28.709,741.2,110.9,8.57,167.8,179.7,9,124.5,5.72,2.383,2.41,NA,2.442,9.84,NA,NA,1.557
"92","8/15/2019","9:02:55",28.708,741.2,110.8,8.56,167.8,179.7,8.99,124,5.89,2.339,2.36,NA,2.492,10.04,NA,NA,1.575
"93","8/15/2019","9:02:56",28.708,741.1,110.7,8.56,167.8,179.7,8.99,123.9,5.79,2.327,2.35,NA,2.409,9.7,NA,NA,1.593
"94","8/15/2019","9:02:57",28.707,741.2,110.7,8.55,167.8,179.7,9,123.7,5.86,2.411,2.44,NA,2.35,9.46,NA,NA,1.602
"95","8/15/2019","9:02:58",28.707,741.2,110.5,8.54,167.8,179.7,8.99,123.5,5.74,2.416,2.44,NA,2.314,9.31,NA,NA,1.611
"97","8/15/2019","9:03:00",28.706,741.2,110.2,8.51,167.9,179.8,8.99,123.2,5.51,2.356,2.38,NA,2.345,9.44,NA,NA,1.624
"98","8/15/2019","9:03:01",28.704,741.2,110,8.5,167.9,179.8,8.99,123.3,5.8,2.425,2.45,NA,2.36,9.5,NA,NA,1.626
"99","8/15/2019","9:03:02",28.703,741.2,109.9,8.49,167.9,179.7,8.99,124.7,6.02,2.423,2.45,NA,2.376,9.57,NA,NA,1.63
"100","8/15/2019","9:03:03",28.704,741.2,109.7,8.48,167.9,179.8,8.99,126,5.72,2.419,2.45,NA,2.425,9.77,NA,NA,1.639
"101","8/15/2019","9:03:04",28.704,741.2,109.6,8.47,167.9,179.8,9,123.7,5.59,2.437,2.47,NA,2.509,10.11,NA,NA,1.66
"102","8/15/2019","9:03:05",28.703,741.2,109.5,8.46,167.9,179.7,9,122.2,5.86,2.415,2.44,NA,2.423,9.76,NA,NA,1.671
"103","8/15/2019","9:03:06",28.702,741.2,109.4,8.45,167.9,179.8,9,122.2,5.91,2.373,2.4,NA,2.304,9.27,NA,NA,1.687
"104","8/15/2019","9:03:07",28.7,741.2,109.3,8.45,167.9,179.8,8.99,122.1,5.65,2.44,2.47,NA,2.326,9.36,NA,NA,1.692
"105","8/15/2019","9:03:08",28.698,741.1,109.3,8.45,167.9,179.8,8.98,121.8,5.68,2.497,2.53,NA,2.337,9.41,NA,NA,1.707
"106","8/15/2019","9:03:09",28.694,741.2,109.2,8.44,167.9,179.8,8.98,121.9,5.81,2.454,2.48,NA,2.301,9.26,NA,NA,1.727
"107","8/15/2019","9:03:10",28.686,741.2,109.1,8.43,167.9,179.8,8.99,121.7,5.53,2.413,2.44,NA,2.255,9.08,NA,NA,1.741
"108","8/15/2019","9:03:11",28.681,741.2,109,8.42,168,179.8,9,121.4,5.52,2.335,2.36,NA,2.197,8.84,NA,NA,1.76
"109","8/15/2019","9:03:12",28.679,741.2,108.8,8.41,167.9,179.7,9,121.4,5.72,2.349,2.38,NA,2.227,8.96,NA,NA,1.779
"110","8/15/2019","9:03:13",28.677,741.2,108.7,8.41,167.9,179.7,9.01,120.9,5.61,2.389,2.42,NA,2.254,9.07,NA,NA,1.79
"111","8/15/2019","9:03:14",28.674,741.1,108.6,8.4,167.9,179.6,9,120.5,5.63,2.359,2.39,NA,2.361,9.51,NA,NA,1.793
"112","8/15/2019","9:03:15",28.672,741.2,108.4,8.39,167.9,179.7,9,120.7,5.71,2.367,2.39,NA,2.433,9.8,NA,NA,1.797
"113","8/15/2019","9:03:16",28.671,741.2,108.3,8.38,168,179.8,8.99,121,5.75,2.357,2.38,NA,2.304,9.28,NA,NA,1.818
"114","8/15/2019","9:03:17",28.665,741.2,108.1,8.36,168,179.7,8.99,120.6,5.67,2.304,2.33,NA,2.267,9.12,NA,NA,1.833
"115","8/15/2019","9:03:18",28.663,741.1,108.1,8.36,168,179.8,9,120.2,5.68,2.244,2.27,NA,2.307,9.29,NA,NA,1.846
"116","8/15/2019","9:03:19",28.659,741.2,107.9,8.35,168.1,179.8,9,120,5.84,2.331,2.36,NA,2.292,9.23,NA,NA,1.863
"118","8/15/2019","9:03:21",28.654,741.2,107.7,8.34,168.1,179.8,9,119.4,5.51,2.304,2.33,NA,2.416,9.73,NA,NA,1.867
"120","8/15/2019","9:03:23",28.646,741.2,107.5,8.32,168.1,179.8,9.01,119.4,5.58,2.298,2.32,NA,2.322,9.35,NA,NA,1.869
"121","8/15/2019","9:03:24",28.643,741.2,107.4,8.31,168.1,179.8,9.01,119.2,5.7,2.331,2.36,NA,2.256,9.08,NA,NA,1.87
"122","8/15/2019","9:03:25",28.64,741.2,107.3,8.3,168.1,179.8,9.03,118.5,5.42,2.364,2.39,NA,2.211,8.9,NA,NA,1.888
"124","8/15/2019","9:03:27",28.635,741.2,107.2,8.29,168.2,179.8,9.02,119,5.49,2.285,2.31,NA,2.331,9.38,NA,NA,1.889
"125","8/15/2019","9:03:28",28.639,741.2,107.1,8.29,168.2,179.9,9.02,118.9,5.39,2.265,2.29,NA,2.29,9.22,NA,NA,1.893
"126","8/15/2019","9:03:29",28.644,741.1,107,8.28,168.2,179.9,9.03,118.4,5.36,2.329,2.36,NA,2.275,9.15,NA,NA,1.911
"127","8/15/2019","9:03:30",28.644,741.2,106.9,8.27,168.2,179.9,9.04,118,5.38,2.36,2.39,NA,2.272,9.14,NA,NA,1.934
"128","8/15/2019","9:03:31",28.636,741.2,106.8,8.26,168.2,179.9,9.04,118,5.5,2.278,2.3,NA,2.231,8.98,NA,NA,1.936
"129","8/15/2019","9:03:32",28.63,741.2,106.8,8.26,168.3,179.9,9.04,117.9,5.66,2.309,2.33,NA,2.217,8.92,NA,NA,1.939
"130","8/15/2019","9:03:33",28.629,741.1,106.7,8.26,168.2,179.9,9.04,117.4,5.59,2.301,2.33,NA,2.181,8.77,NA,NA,1.951
"131","8/15/2019","9:03:34",28.621,741.2,106.7,8.26,168.2,179.9,9.03,117.2,5.54,2.265,2.29,NA,2.158,8.68,NA,NA,1.971
"132","8/15/2019","9:03:35",28.616,741.2,106.6,8.25,168.3,179.9,9.02,117.2,5.57,2.301,2.33,NA,2.202,8.86,NA,NA,1.979
"133","8/15/2019","9:03:36",28.612,741.2,106.5,8.25,168.3,180,9.03,117.1,5.5,2.27,2.29,NA,2.3,9.26,NA,NA,1.993
"134","8/15/2019","9:03:37",28.609,741.1,106.5,8.24,168.4,180,9.04,116.5,5.51,2.227,2.25,NA,2.276,9.16,NA,NA,1.997
"135","8/15/2019","9:03:38",28.611,741.2,106.4,8.24,168.3,180,9.05,116.1,5.47,2.281,2.31,NA,2.145,8.63,NA,NA,2
"136","8/15/2019","9:03:39",28.611,741.1,106.3,8.23,168.3,179.9,9.04,116.5,5.35,2.3,2.33,NA,2.131,8.57,NA,NA,2.019
"137","8/15/2019","9:03:40",28.609,741.2,106.3,8.23,168.3,179.9,9.03,117.1,5.2,2.275,2.3,NA,2.124,8.54,NA,NA,2.026
"138","8/15/2019","9:03:41",28.618,741.2,106.3,8.23,168.3,179.9,9.03,117,5.17,2.3,2.33,NA,2.122,8.53,NA,NA,2.035
"139","8/15/2019","9:03:42",28.625,741.1,106.1,8.21,168.2,179.9,9.03,116.9,5.25,2.285,2.31,NA,2.139,8.6,NA,NA,2.053
"140","8/15/2019","9:03:43",28.619,741.2,106.1,8.21,168.3,179.9,9.03,116.9,5.42,2.24,2.26,NA,2.125,8.55,NA,NA,2.056
"141","8/15/2019","9:03:44",28.607,741.2,106,8.2,168.3,179.9,9.03,117,5.39,2.256,2.28,NA,2.158,8.68,NA,NA,2.074
"142","8/15/2019","9:03:45",28.598,741.1,106,8.2,168.4,180,9.03,117,5.38,2.277,2.3,NA,2.216,8.92,NA,NA,2.085
"143","8/15/2019","9:03:46",28.598,741.2,105.9,8.2,168.4,180,9.03,116.7,5.46,2.297,2.32,NA,2.214,8.91,NA,NA,2.107
"144","8/15/2019","9:03:47",28.604,741.1,105.8,8.19,168.4,179.9,9.03,116.8,5.47,2.3,2.33,NA,2.185,8.79,NA,NA,2.112
"145","8/15/2019","9:03:48",28.584,741.1,105.8,8.19,168.4,179.9,9.03,116.9,5.44,2.259,2.28,NA,2.163,8.7,NA,NA,2.134
"146","8/15/2019","9:03:49",28.571,741.2,105.7,8.18,168.5,180,9.03,116.5,5.48,2.306,2.33,NA,2.113,8.5,NA,NA,2.152
"147","8/15/2019","9:03:50",28.553,741.1,105.5,8.18,168.5,180,9.03,116.4,5.25,2.278,2.3,NA,2.078,8.36,NA,NA,2.174
"148","8/15/2019","9:03:51",28.531,741.2,105.4,8.17,168.6,179.9,9.03,116.3,5.13,2.255,2.28,NA,2.089,8.4,NA,NA,2.199
"149","8/15/2019","9:03:52",28.541,741.2,105.1,8.15,168.6,180,9.02,116.2,5.32,2.277,2.3,NA,2.104,8.46,NA,NA,2.205
"150","8/15/2019","9:03:53",28.549,741.2,104.8,8.12,168.6,180,9.02,116.2,5.38,2.286,2.31,NA,2.107,8.47,NA,NA,2.221
"151","8/15/2019","9:03:54",28.549,741.2,104.5,8.1,168.5,179.9,9.02,115.9,5.41,2.306,2.33,NA,2.132,8.57,NA,NA,2.235
"152","8/15/2019","9:03:55",28.553,741.1,104.1,8.07,168.5,179.9,9.02,115.7,5.47,2.309,2.33,NA,2.171,8.73,NA,NA,2.245
"153","8/15/2019","9:03:56",28.558,741.1,103.9,8.05,168.4,179.8,9.02,115.5,5.29,2.329,2.36,NA,2.204,8.87,NA,NA,2.266
"154","8/15/2019","9:03:57",28.559,741.2,103.6,8.03,168.4,179.9,9.02,115.3,5.38,2.305,2.33,NA,2.204,8.87,NA,NA,2.273
"155","8/15/2019","9:03:58",28.556,741.2,103.4,8.01,168.5,179.9,9.02,115.4,5.46,2.246,2.27,NA,2.211,8.89,NA,NA,2.277
"156","8/15/2019","9:03:59",28.546,741.2,103.3,8,168.6,180,9,115.5,5.47,2.228,2.25,NA,2.254,9.07,NA,NA,2.279
"157","8/15/2019","9:04:00",28.525,741.2,103.1,7.99,168.6,180,8.99,115.8,5.47,2.263,2.29,NA,2.233,8.99,NA,NA,2.282
"158","8/15/2019","9:04:01",28.506,741.2,102.8,7.97,168.7,180,8.98,116.1,5.44,2.224,2.25,NA,2.183,8.78,NA,NA,2.284
"159","8/15/2019","9:04:02",28.481,741.2,102.7,7.96,168.8,180,8.97,116.1,5.27,2.27,2.3,NA,2.099,8.44,NA,NA,2.285
"160","8/15/2019","9:04:03",28.483,741.2,102.4,7.95,168.9,180.1,8.97,116.1,5.29,2.261,2.29,NA,2.025,8.14,NA,NA,2.294
"161","8/15/2019","9:04:04",28.49,741.1,102.1,7.92,168.9,180.2,8.97,115.8,5.38,2.244,2.27,NA,2.025,8.14,NA,NA,2.308
"162","8/15/2019","9:04:05",28.472,741.2,101.8,7.9,169,180.2,8.97,115.7,5.44,2.256,2.28,NA,2.051,8.24,NA,NA,2.321
"163","8/15/2019","9:04:06",28.462,741.1,101.6,7.88,169,180.2,8.96,115.9,5.57,2.301,2.33,NA,2.102,8.45,NA,NA,2.334
"164","8/15/2019","9:04:07",28.457,741.2,101.3,7.86,169.1,180.2,8.95,116.1,5.44,2.286,2.31,NA,2.163,8.7,NA,NA,2.35
"165","8/15/2019","9:04:08",28.454,741.1,101.1,7.85,169.1,180.2,8.94,116.1,5.35,2.263,2.29,NA,2.176,8.75,NA,NA,2.361
"166","8/15/2019","9:04:09",28.457,741.2,100.8,7.83,169.1,180.3,8.93,115.9,5.17,2.245,2.27,NA,2.133,8.58,NA,NA,2.374
"167","8/15/2019","9:04:10",28.459,741.2,100.5,7.8,169.2,180.3,8.93,115.7,5.24,2.207,2.23,NA,2.081,8.37,NA,NA,2.383
"168","8/15/2019","9:04:11",28.446,741.2,100.3,7.78,169.2,180.4,8.93,115.4,5.27,2.17,2.19,NA,2.074,8.34,NA,NA,2.398
"169","8/15/2019","9:04:12",28.434,741.1,100,7.76,169.4,180.5,8.93,115.4,5.46,2.106,2.13,NA,2.055,8.26,NA,NA,2.407
"170","8/15/2019","9:04:13",28.426,741.1,99.8,7.75,169.5,180.6,8.92,115.3,5.45,2.193,2.22,NA,2.021,8.12,NA,NA,2.42
"171","8/15/2019","9:04:14",28.411,741.2,99.5,7.73,169.5,180.6,8.92,115.1,5.31,2.251,2.28,NA,1.999,8.03,NA,NA,2.435
"172","8/15/2019","9:04:15",28.399,741.2,99.2,7.71,169.6,180.6,8.92,115.2,5.34,2.227,2.25,NA,1.984,7.97,NA,NA,2.449
"173","8/15/2019","9:04:16",28.358,741.2,98.9,7.69,169.8,180.7,8.9,115.3,5.35,2.197,2.22,NA,2.011,8.08,NA,NA,2.472
"174","8/15/2019","9:04:17",28.331,741.2,98.5,7.66,170,180.8,8.9,115.1,5.38,2.167,2.19,NA,2.052,8.25,NA,NA,2.481
"175","8/15/2019","9:04:18",28.279,741.2,98.1,7.63,170.2,180.9,8.87,114.9,5.3,2.184,2.21,NA,2.042,8.21,NA,NA,2.506
"176","8/15/2019","9:04:19",28.257,741.2,97.6,7.6,170.4,181,8.85,114.5,5.24,2.149,2.17,NA,2.001,8.04,NA,NA,2.521
"177","8/15/2019","9:04:20",28.229,741.2,97,7.56,170.5,181,8.84,114,5.31,2.158,2.18,NA,1.91,7.67,NA,NA,2.542
"178","8/15/2019","9:04:21",28.182,741.2,96.3,7.51,170.8,181.2,8.82,114.1,5.4,2.141,2.16,NA,1.828,7.34,NA,NA,2.56
