Date..MM.DD.YYYY.,Time..HH.mm.ss.,Time..Fract..Sec.,Site.Name,Chlorophyll.RFU,Chlorophyll.ug.L,Cond.µS.cm,Depth.m,nLF.Cond.µS.cm,ODO...sat,ODO...local,ODO.mg.L,ORP.mV,Pressure.psi.a,Sal.psu,SpCond.µS.cm,TAL.PC.RFU,TAL.PC.ug.L,TDS.mg.L,Turbidity.FNU,TSS.mg.L,pH,pH.mV,Temp..C,Vertical.Position.m,GPS.Latitude..,GPS.Longitude..,Altitude.m,Battery.V,Cable.Pwr.V,Barometer.mmHg
6/26/2019,9:57:14,0,LLSOUTH,1.05,4.16,147.5,2.177,149.3,42.1,42.1,3.51,212.1,3.087,0.07,149.1,0.37,0.35,97,6.48,0,7.53,-69.1,24.424,2.185,37.47904,-94.25248,285.5,0,12,741.7
6/26/2019,9:57:15,0,LLSOUTH,1.04,4.13,147.5,2.205,149.4,40,40,3.34,212.3,3.127,0.07,149.2,0.4,0.39,97,7.63,0,7.51,-68.1,24.416,2.208,37.47904,-94.25248,285.4,0,12,741.7
6/26/2019,9:57:16,0,LLSOUTH,1.2,4.77,147.6,2.212,149.5,37.8,37.8,3.16,212.5,3.138,0.07,149.3,0.38,0.36,97,8.43,0,7.5,-67.2,24.405,2.214,37.47904,-94.25248,285.4,0,12,741.8
6/26/2019,9:57:17,0,LLSOUTH,1.37,5.45,147.6,2.22,149.5,36.2,36.2,3.02,212.5,3.149,0.07,149.3,0.48,0.47,97,8.63,0,7.48,-66.4,24.405,2.222,37.47904,-94.25248,285.3,0,12,741.8
6/26/2019,9:57:18,0,LLSOUTH,1.35,5.39,147.6,2.225,149.5,34.5,34.5,2.88,212.6,3.156,0.07,149.3,0.54,0.53,97,7.97,0,7.47,-65.3,24.404,2.229,37.47905,-94.25248,285.5,0,12,741.7
6/26/2019,9:57:19,0,LLSOUTH,1.24,4.93,147.6,2.234,149.5,33.2,33.2,2.77,212.7,3.168,0.07,149.3,0.49,0.47,97,9.58,0,7.45,-64.6,24.402,2.236,37.47905,-94.25248,285.6,0,12,741.7
6/26/2019,9:57:20,0,LLSOUTH,1.3,5.18,147.6,2.241,149.4,31.9,31.9,2.66,212.8,3.178,0.07,149.3,0.5,0.49,97,10.86,0,7.44,-63.7,24.399,2.244,37.47905,-94.25248,285.7,0,12,741.7
6/26/2019,9:57:21,0,LLSOUTH,1.35,5.4,147.6,2.25,149.5,30.8,30.8,2.57,213,3.191,0.07,149.3,0.54,0.53,97,11.03,0,7.43,-62.9,24.394,2.254,37.47904,-94.25248,285.4,0,12,741.7
6/26/2019,9:57:22,0,LLSOUTH,1.46,5.85,147.5,2.259,149.4,29.6,29.6,2.47,213.1,3.205,0.07,149.3,0.83,0.83,97,11.54,0,7.41,-62.1,24.388,2.263,37.47904,-94.25248,285.5,0,12,741.7
6/26/2019,9:57:23,0,LLSOUTH,1.67,6.68,147.4,2.27,149.4,28.4,28.4,2.37,213.1,3.22,0.07,149.2,1.04,1.04,97,11.37,0,7.4,-61.4,24.376,2.275,37.47904,-94.25248,285.1,0,12,741.8
6/26/2019,9:57:24,0,LLSOUTH,1.92,7.71,147.4,2.282,149.5,27,27,2.25,213.1,3.236,0.07,149.3,1.19,1.19,97,10.78,0,7.39,-60.8,24.357,2.284,37.47904,-94.25248,284.6,0,12,741.8
6/26/2019,9:57:25,0,LLSOUTH,1.94,7.77,147.5,2.294,149.6,25.4,25.4,2.12,213.2,3.254,0.07,149.4,0.99,0.99,97,8.72,0,7.38,-60.2,24.344,2.304,37.47904,-94.25248,284.5,0,12,741.7
6/26/2019,9:57:26,0,LLSOUTH,1.37,5.47,147.6,2.311,149.6,23.1,23.1,1.93,213.3,3.278,0.07,149.4,0.42,0.41,97,9.49,0,7.37,-59.7,24.341,2.314,37.47904,-94.25248,284.4,0,12,741.8
6/26/2019,9:57:27,0,LLSOUTH,1.25,4.98,147.6,2.34,149.6,21.1,21.1,1.77,213.4,3.32,0.07,149.5,0.38,0.36,97,10.73,0,7.36,-59.2,24.339,2.351,37.47904,-94.25248,284.3,0,12,741.8
6/26/2019,9:57:28,0,LLSOUTH,1.7,6.81,147.6,2.369,149.7,19.1,19.1,1.6,213.4,3.359,0.07,149.5,0.56,0.55,97,11.48,0,7.35,-58.6,24.321,2.375,37.47903,-94.25248,284.1,0,12,741.8
6/26/2019,9:57:29,0,LLSOUTH,2.04,8.21,147.5,2.385,149.7,17.5,17.5,1.47,213.3,3.383,0.07,149.5,0.67,0.66,97,10.6,0,7.34,-58.1,24.303,2.387,37.47903,-94.25248,283.9,0,12,741.8
6/26/2019,9:57:30,0,LLSOUTH,1.9,7.62,147.5,2.392,149.7,16,16,1.34,213.2,3.393,0.07,149.5,0.91,0.91,97,8.99,0,7.34,-57.8,24.302,2.393,37.47903,-94.25247,283.8,0,12,741.8
6/26/2019,9:57:31,0,LLSOUTH,1.56,6.24,147.6,2.395,149.8,15,15,1.25,213.2,3.397,0.07,149.5,1.01,1.01,97,9.72,0,7.33,-57.5,24.307,2.395,37.47903,-94.25247,283.8,0,12,741.7
6/26/2019,9:57:32,0,LLSOUTH,1.33,5.32,147.6,2.397,149.8,14.1,14.1,1.18,213.1,3.4,0.07,149.6,0.78,0.78,97,11.18,0,7.32,-57,24.305,2.398,37.47903,-94.25247,283.8,0,12,741.8
6/26/2019,9:57:33,0,LLSOUTH,1.18,4.71,147.7,2.399,149.9,13.6,13.6,1.14,213,3.402,0.07,149.7,0.63,0.62,97,13.44,0,7.32,-56.5,24.299,2.399,37.47903,-94.25247,283.9,0,12,741.7
6/26/2019,9:57:34,0,LLSOUTH,1.13,4.51,147.7,2.4,150,13,13,1.09,212.9,3.404,0.07,149.8,0.57,0.56,97,12.58,0,7.31,-56.2,24.278,2.4,37.47903,-94.25247,284.1,0,12,741.8
